,netflix_male,netflix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.94123507,0.7036767,"('unsociable', 'sociable')",-0.38027036,-0.6299342,0.2804824,0.0368713,-0.2436111
1,1.1045709,1.0182498,"('unfriendly', 'friendly')",1.5299486,1.4080651,1.3172598,1.2131574,-0.1041024
2,-0.38104123,-0.42531896,"('unlikable', 'likable')",0.6620958,0.71847165,0.1405273,0.1465763,0.006049
3,0.021966558,-0.012256815,"('repellent', 'pleasant')",0.11305043,0.10329003,0.0675085,0.0455166,-0.0219919
4,-1.2215219,-1.2312207,"('disliked', 'liked')",-6.1032906,-6.1954446,-3.6624062,-3.7133327,-0.0509265
5,0.10234115,0.15955117,"('distant', 'outgoing')",-0.34925178,-0.24343398,-0.1234553,-0.0419414,0.0815139
6,-0.052046023,-0.006882608,"('distant', 'open')",0.061548278,0.17039317,0.0047511,0.0817553,0.0770042
7,0.68991387,0.67891026,"('insensitive', 'sensitive')",0.17791763,0.1294968,0.4339157,0.4042035,-0.0297122
8,-0.16950166,-0.1601854,"('unaffectionate', 'affectionate')",0.27872553,0.298075,0.0546119,0.0689448,0.0143329
9,1.31743,1.3165413,"('unaffectionate', 'caring')",0.57516325,0.6280058,0.9462966,0.9722736,0.025977
10,0.5706885,0.38024592,"('unsympathetic', 'sympathetic')",-0.6418824,-0.7549112,-0.035597,-0.1873326,-0.1517356
11,0.31510457,0.3440168,"('unhelpful', 'helpful')",1.9838948,1.9953967,1.1494997,1.1697068,0.0202071
12,1.1251068,1.2449355,"('unsupportive', 'supportive')",-1.9575304,-1.9213556,-0.4162118,-0.33821,0.0780018
13,0.42205486,0.20331478,"('impolite', 'polite')",-0.59850305,-0.64926505,-0.0882241,-0.2229751,-0.134751
14,0.3404423,0.1463757,"('antisocial', 'social')",-0.7166433,-0.87896496,-0.1881005,-0.3662946,-0.1781941
15,0.89664716,0.9013991,"('boring', 'funny')",0.5853204,0.49523127,0.7409838,0.6983151,-0.0426687
16,-0.58052105,-0.58579814,"('unpopular', 'popular')",0.50290954,0.507234,-0.0388058,-0.0392821,-0.0004763
17,-0.7018963,-0.60610044,"('nasty', 'nice')",-0.56557506,-0.5168643,-0.6337357,-0.5614824,0.0722533
18,-0.44448853,-0.5537919,"('disagreeable', 'welcoming')",-0.3269259,-0.33049238,-0.3857072,-0.4421421,-0.0564349
19,-0.73353434,-0.6204836,"('inhospitable', 'hospitable')",-0.020087851,0.06122518,-0.3768111,-0.2796292,0.0971819
20,0.22445501,0.19841397,"('rough', 'thoughtful')",1.0914655,1.043414,0.6579602,0.620914,-0.0370462
21,1.2973633,1.142784,"('immoral', 'moral')",-0.44611502,-0.58546,0.4256241,0.278662,-0.1469621
22,0.0023316145,-0.12086503,"('untrustworthy', 'trustworthy')",-0.9870613,-1.1497333,-0.4923649,-0.6352991,-0.1429342
23,1.73973,1.6444635,"('insincere', 'sincere')",5.466307,5.375632,3.6030185,3.5100477,-0.0929708
24,1.0391723,0.9682301,"('dishonest', 'honest')",0.72949404,0.6826342,0.8843331,0.8254322,-0.0589009
25,0.2396718,0.20393808,"('egoistic', 'altruistic')",1.381178,1.3312256,0.8104249,0.7675819,-0.042843
26,0.83306396,0.64523804,"('hardhearted', 'benevolent')",1.5936106,1.4562993,1.2133373,1.0507686,-0.1625687
27,0.8198365,0.85851955,"('hardhearted', 'softhearted')",1.0854993,0.9843073,0.9526679,0.9214134,-0.0312545
28,0.35028484,0.21572778,"('disloyal', 'loyal')",0.9683824,0.8752647,0.6593336,0.5454962,-0.1138374
29,-0.9833934,-0.9246064,"('unfair', 'fair')",-0.5260122,-0.7238668,-0.7547028,-0.8242366,-0.0695338
30,1.3811798,1.3000642,"('intolerant', 'tolerant')",1.4743364,1.3554657,1.4277581,1.327765,-0.0999931
31,-1.6677016,-1.5512447,"('evil', 'good')",-1.3310332,-1.339352,-1.4993675,-1.4452984,0.0540691
32,1.2193993,1.127904,"('unkind', 'kind')",0.8669871,0.67509866,1.0431932,0.9015014,-0.1416918
33,0.13533461,0.13415587,"('wrong', 'right')",-0.81098986,-0.7966794,-0.3378276,-0.3312618,0.0065658
34,0.47496516,0.57110196,"('mean', 'honorable')",5.9803786,6.1213884,3.2276719,3.3462453,0.1185734
35,-1.0352943,-0.93075186,"('corrupt', 'incorrupt')",0.06498897,0.046790075,-0.4851527,-0.4419809,0.0431718
36,-1.1336433,-1.141815,"('hostile', 'amicable')",0.14166722,0.021581436,-0.495988,-0.5601168,-0.0641288
37,-0.20450132,-0.20747846,"('fake', 'genuine')",0.125203,0.13912356,-0.0396492,-0.0341775,0.0054717
38,0.17305343,0.24844576,"('untruthful', 'truthful')",0.06933744,0.2047574,0.1211954,0.2266016,0.1054062
39,1.6303657,1.5669873,"('exploitative', 'cooperative')",0.19229284,0.1756325,0.9113293,0.8713099,-0.0400194
40,0.49646318,0.43852997,"('stingy', 'generous')",-1.8615355,-1.9860185,-0.6825362,-0.7737443,-0.0912081
41,0.509019,0.41192177,"('unforgiving', 'forgiving')",-0.18469925,-0.23986685,0.1621599,0.0860275,-0.0761324
42,-0.056917816,-0.04084548,"('unreliable', 'reliable')",-2.9690113,-2.936725,-1.5129646,-1.4887851,0.0241795
43,1.189719,1.2810788,"('irresponsible', 'responsible')",0.66486776,0.6366694,0.9272934,0.9588741,0.0315807
44,-1.3696716,-1.2978987,"('prejudiced', 'unprejudiced')",-1.098975,-1.0729722,-1.2343233,-1.1854354,0.0488879
45,-0.293876,-0.36916718,"('incompetent', 'competent')",-0.56447524,-0.655417,-0.4291756,-0.5122921,-0.0831165
46,0.020299524,-0.06353073,"('uncompetitive', 'competitive')",-0.41993818,-0.49940914,-0.1998193,-0.2814699,-0.0816506
47,0.67682564,0.61426276,"('stupid', 'smart')",5.134775,5.2463017,2.9058003,2.9302821,0.0244818
48,1.0175511,0.93544436,"('unintelligent', 'intelligent')",0.8441709,0.73588216,0.930861,0.8356633,-0.0951977
49,0.26838407,0.3166981,"('unable', 'able')",0.15296593,0.20539117,0.210675,0.2610446,0.0503696
50,-1.1502695,-1.1001796,"('clumsy', 'skillful')",-0.03347916,0.0019680187,-0.5918744,-0.5491058,0.0427686
51,-0.044375777,-0.20600198,"('uneducated', 'educated')",0.7374833,0.5530957,0.3465538,0.1735469,-0.1730069
52,0.6391781,0.56424856,"('irrational', 'rational')",-0.13758284,-0.2538105,0.2507976,0.155219,-0.0955786
53,0.93335503,0.84550476,"('uncreative', 'creative')",1.0778697,0.97621155,1.0056124,0.9108582,-0.0947542
54,0.14083916,0.06527517,"('incapable', 'capable')",1.2338874,1.2610385,0.6873633,0.6631569,-0.0242064
55,0.5739893,0.44885314,"('incompetent', 'clever')",-0.016059704,-0.06558038,0.2789648,0.1916364,-0.0873284
56,1.9171788,1.8427259,"('impractical', 'practical')",0.22955449,0.17626663,1.0733666,1.0094962,-0.0638704
57,-1.2813852,-1.4116265,"('unimaginative', 'imaginative')",-2.472041,-2.606725,-1.876713,-2.0091758,-0.1324628
58,-0.11404028,-0.21175328,"('undiscriminating', 'discriminating')",0.17589787,0.09609377,0.0309288,-0.0578298,-0.0887586
59,0.5119648,0.66505903,"('foolish', 'wise')",0.39505777,0.44254524,0.4535113,0.5538021,0.1002908
60,1.5623565,1.4409189,"('inefficient', 'efficient')",0.1845226,0.2685696,0.8734396,0.8547443,-0.0186953
61,1.9123105,1.7888393,"('illogical', 'logical')",0.35419694,0.15809408,1.1332537,0.9734667,-0.159787
62,1.0923882,1.0937169,"('incompetent', 'brilliant')",0.1918355,0.35606062,0.6421118,0.7248887,0.0827769
63,1.1472863,1.1568497,"('unperceptive', 'insightful')",0.8587791,0.88287956,1.0030327,1.0198647,0.016832
64,-0.55545557,-0.6364052,"('shy', 'confident')",-6.046883,-6.0981274,-3.3011694,-3.3672662,-0.0660968
65,1.1070173,0.9346186,"('insecure', 'secure')",-0.3574602,-0.51957124,0.3747785,0.2075237,-0.1672548
66,-1.6094333,-1.6075245,"('inactive', 'active')",0.33697432,0.33547166,-0.6362295,-0.6360264,0.0002031
67,-0.38520598,-0.46826643,"('doubtful', 'determined')",-0.5284862,-0.51457846,-0.4568461,-0.4914224,-0.0345763
68,-0.4105875,-0.4324469,"('dependent', 'independent')",-0.29862908,-0.28652868,-0.3546083,-0.3594878,-0.0048795
69,-1.1716534,-1.1044157,"('lazy', 'industrious')",-0.63768244,-0.4826228,-0.9046679,-0.7935193,0.1111486
70,-0.3040555,-0.35261273,"('lethargic', 'energetic')",0.5583282,0.56959313,0.1271363,0.1084902,-0.0186461
71,1.7216262,1.7933406,"('diffident', 'self-confident')",0.44981495,0.40349248,1.0857205,1.0984166,0.0126961
72,0.21807253,0.224736,"('unambitious', 'ambitious')",-1.2885096,-1.1934974,-0.5352185,-0.4843807,0.0508378
73,0.18826821,0.33267114,"('helpless', 'self-reliant')",-2.994959,-2.9132168,-1.4033455,-1.2902728,0.1130727
74,1.0302613,0.9660917,"('undedicated', 'dedicated')",0.101360306,0.0037011337,0.5658108,0.4848964,-0.0809144
75,-1.7206941,-1.4993408,"('meek', 'impulsive')",-0.45359632,-0.27880776,-1.0871452,-0.8890743,0.1980709
76,-0.15034373,-0.22011499,"('anxious', 'daring')",0.31091386,0.26665616,0.0802851,0.0232706,-0.0570145
77,0.6871594,0.6316047,"('unmotivated', 'motivated')",-0.9476379,-0.9233767,-0.1302392,-0.145886,-0.0156468
78,0.52842677,0.53532493,"('nonresilient', 'resilient')",0.09339821,0.14482932,0.3109125,0.3400771,0.0291646
79,-0.74738413,-0.70798934,"('wavering', 'unwavering')",-0.17307553,-0.09187454,-0.4602298,-0.3999319,0.0602979
80,0.49105632,0.36286867,"('dominated', 'dominating')",-1.4146492,-1.4515593,-0.4617965,-0.5443453,-0.0825488
81,-0.17799994,-0.278341,"('submissive', 'aggressive')",-0.9124958,-0.9355564,-0.5452479,-0.6069487,-0.0617008
82,0.25656557,0.19169816,"('poor', 'rich')",6.317792,6.343994,3.2871788,3.2678461,-0.0193327
83,0.25236177,0.20544598,"('powerless', 'powerful')",-0.8031538,-0.88253903,-0.275396,-0.3385465,-0.0631505
84,0.30201638,0.23404652,"('inferior', 'superior')",0.942202,0.9831824,0.6221092,0.6086144,-0.0134948
85,0.35386276,0.39196253,"('insignificant', 'prestigious')",0.8805491,0.90936375,0.6172059,0.6506631,0.0334572
86,1.2095387,0.9739145,"('uninfluential', 'influential')",-0.039495543,-0.2638399,0.5850216,0.3550373,-0.2299843
87,0.7705104,0.65953034,"('unsuccessful', 'successful')",0.6050023,0.4731436,0.6877563,0.566337,-0.1214193
88,0.049924966,-0.16720007,"('low', 'eminent')",0.4068319,0.3662396,0.2283784,0.0995198,-0.1288586
