,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7630638,-1.7995797,"('unsociable', 'sociable')",-0.3132624,-0.39431998,-1.0381631,-1.0969498,-0.0587867
1,-1.6631583,-1.7312691,"('unfriendly', 'friendly')",1.9873965,1.8615056,0.1621191,0.0651183,-0.0970008
2,0.59198505,0.66392285,"('unlikable', 'likable')",0.6888351,0.7664335,0.6404101,0.7151781,0.074768
3,-0.8741014,-0.76949954,"('repellent', 'pleasant')",-0.27475187,-0.21955177,-0.5744267,-0.4945257,0.079901
4,0.76571554,0.7388038,"('disliked', 'liked')",-5.8264713,-5.993967,-2.5303779,-2.6275816,-0.0972037
5,-0.3144055,-0.28680152,"('distant', 'outgoing')",0.042910524,-0.030012349,-0.1357475,-0.1584069,-0.0226594
6,-0.5032186,-0.4399694,"('distant', 'open')",0.58818054,0.4661274,0.042481,0.013079,-0.029402
7,-0.9955059,-0.91565573,"('insensitive', 'sensitive')",0.4126397,0.45818204,-0.2914331,-0.2287368,0.0626963
8,-1.5725251,-1.6011322,"('unaffectionate', 'affectionate')",1.0474775,0.9028204,-0.2625238,-0.3491559,-0.0866321
9,-1.6645739,-1.6702853,"('unaffectionate', 'caring')",1.0517914,0.9861614,-0.3063912,-0.342062,-0.0356708
10,-1.8208336,-1.7360163,"('unsympathetic', 'sympathetic')",-0.65510225,-0.6468285,-1.237968,-1.1914223,0.0465457
11,-1.3767402,-1.3223088,"('unhelpful', 'helpful')",1.1179857,1.2183707,-0.1293772,-0.0519691,0.0774081
12,-0.73981136,-0.60978997,"('unsupportive', 'supportive')",-1.6895627,-1.6585928,-1.214687,-1.1341914,0.0804956
13,-0.88473624,-0.8810793,"('impolite', 'polite')",-0.898035,-0.83704233,-0.8913856,-0.8590608,0.0323248
14,0.028959021,0.033077616,"('antisocial', 'social')",-0.5044436,-0.5119278,-0.2377423,-0.2394251,-0.0016828
15,-0.11241437,-0.21810672,"('boring', 'funny')",0.6787425,0.6468582,0.2831641,0.2143757,-0.0687884
16,0.14082718,0.14997214,"('unpopular', 'popular')",0.6338576,0.62181634,0.3873424,0.3858942,-0.0014482
17,0.3160458,0.39416662,"('nasty', 'nice')",-0.3879112,-0.33942726,-0.0359327,0.0273697,0.0633024
18,-0.5058341,-0.45289794,"('disagreeable', 'welcoming')",-0.24644811,-0.32660475,-0.3761411,-0.3897513,-0.0136102
19,-1.2127544,-1.1302946,"('inhospitable', 'hospitable')",0.009682443,0.06125298,-0.601536,-0.5345208,0.0670152
20,0.53926086,0.5439682,"('rough', 'thoughtful')",1.4142735,1.3244963,0.9767672,0.9342322,-0.042535
21,-0.8145369,-0.812044,"('immoral', 'moral')",-0.65784276,-0.5907031,-0.7361898,-0.7013736,0.0348162
22,-0.13383847,-0.11614639,"('untrustworthy', 'trustworthy')",-0.88642097,-0.97341985,-0.5101297,-0.5447831,-0.0346534
23,-1.756725,-1.7351888,"('insincere', 'sincere')",4.9266586,4.9139595,1.5849669,1.5893853,0.0044184
24,-0.66046053,-0.6706494,"('dishonest', 'honest')",0.5240116,0.44623494,-0.0682245,-0.1122072,-0.0439827
25,-0.13601072,-0.13234493,"('egoistic', 'altruistic')",1.7674736,1.7181764,0.8157314,0.7929157,-0.0228157
26,0.39304242,0.37086853,"('hardhearted', 'benevolent')",2.1059754,2.0642414,1.2495089,1.2175549,-0.031954
27,-0.5701211,-0.5162429,"('hardhearted', 'softhearted')",1.4996887,1.3861195,0.4647838,0.4349383,-0.0298455
28,-1.1317074,-1.2273074,"('disloyal', 'loyal')",0.7247763,0.6111122,-0.2034656,-0.3080976,-0.104632
29,0.047186498,-0.03428797,"('unfair', 'fair')",-0.45845538,-0.602973,-0.2056344,-0.3186305,-0.1129961
30,-0.07862438,-0.09067595,"('intolerant', 'tolerant')",1.2759062,1.232061,0.5986409,0.5706925,-0.0279484
31,-0.108975925,-0.08371188,"('evil', 'good')",-0.46602446,-0.57420343,-0.2875002,-0.3289576,-0.0414574
32,-0.48225912,-0.4737825,"('unkind', 'kind')",0.5203788,0.4134004,0.0190599,-0.030191,-0.0492509
33,0.37805715,0.33730733,"('wrong', 'right')",-0.23234853,-0.2886954,0.0728543,0.024306,-0.0485483
34,-0.41943154,-0.29254025,"('mean', 'honorable')",5.588082,5.723741,2.5843251,2.7156005,0.1312754
35,1.3696122,1.2285174,"('corrupt', 'incorrupt')",0.2802497,0.06262426,0.824931,0.6455708,-0.1793602
36,0.12574439,0.04082058,"('hostile', 'amicable')",0.5116699,0.26358503,0.3187071,0.1522028,-0.1665043
37,-0.04943959,0.0012331456,"('fake', 'genuine')",0.34908405,0.34468436,0.1498222,0.1729588,0.0231366
38,-1.3484503,-1.3338752,"('untruthful', 'truthful')",-0.3446408,-0.31559744,-0.8465456,-0.8247363,0.0218093
39,1.1906599,1.1914368,"('exploitative', 'cooperative')",0.3052995,0.3201555,0.7479797,0.7557961,0.0078164
40,0.72404754,0.7097083,"('stingy', 'generous')",-1.0567788,-1.226688,-0.1663656,-0.2584899,-0.0921243
41,-0.60644585,-0.5686325,"('unforgiving', 'forgiving')",0.029924141,-0.092561655,-0.2882608,-0.3305971,-0.0423363
42,0.8154143,0.9695732,"('unreliable', 'reliable')",-3.0077748,-2.955402,-1.0961802,-0.9929143,0.1032659
43,-1.1585878,-1.0140051,"('irresponsible', 'responsible')",0.42771965,0.44895375,-0.3654341,-0.2825257,0.0829084
44,1.8445784,1.8460394,"('prejudiced', 'unprejudiced')",-1.2041928,-1.2204611,0.3201928,0.3127891,-0.0074037
45,-1.4137902,-1.287521,"('incompetent', 'competent')",-0.23616771,-0.2641019,-0.8249789,-0.7758114,0.0491675
46,-1.0033952,-0.9097458,"('uncompetitive', 'competitive')",-0.7845677,-0.7707257,-0.8939815,-0.8402358,0.0537457
47,0.43022397,0.5507898,"('stupid', 'smart')",5.2331333,5.3258557,2.8316786,2.9383228,0.1066442
48,-1.3122492,-1.3433747,"('unintelligent', 'intelligent')",0.68042696,0.7473069,-0.3159111,-0.2980339,0.0178772
49,-0.3964156,-0.2788132,"('unable', 'able')",-0.19920892,-0.10794,-0.2978123,-0.1933766,0.1044357
50,0.63457537,0.68987083,"('clumsy', 'skillful')",0.18418272,0.106781855,0.409379,0.3983263,-0.0110527
51,-0.90167123,-0.98837996,"('uneducated', 'educated')",0.26608443,0.25331736,-0.3177934,-0.3675313,-0.0497379
52,-0.117901556,-0.34115306,"('irrational', 'rational')",0.7036813,0.49824324,0.2928899,0.0785451,-0.2143448
53,-1.6810951,-1.6702853,"('uncreative', 'creative')",0.73213404,0.6676283,-0.4744805,-0.5013285,-0.026848
54,-0.29407263,-0.29269534,"('incapable', 'capable')",1.0937189,1.1514418,0.3998231,0.4293732,0.0295501
55,-1.2744496,-1.213375,"('incompetent', 'clever')",0.054546513,0.0860421,-0.6099516,-0.5636665,0.0462851
56,-0.47085693,-0.40829554,"('impractical', 'practical')",-0.24071956,-0.1932583,-0.3557882,-0.3007769,0.0550113
