,envision_male,envision_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.8000565,-1.8674663,"('unsociable', 'sociable')",0.34604087,0.30392605,-0.44510207,-0.5740954,-0.6330392,-0.7125452,-0.079506
1,-2.6200497,-2.6235416,"('unfriendly', 'friendly')",0.8976183,0.8948158,1.1625096,1.1402131,-0.1866406,-0.1961709,-0.0095303
2,0.8212316,0.87739056,"('unlikable', 'likable')",1.4030106,1.4530423,1.4937081,1.5469719,1.2393168,1.2924682,0.0531514
3,-0.15684105,-0.06860647,"('repellent', 'pleasant')",-1.1689658,-0.99402994,0.65783286,0.6871928,-0.222658,-0.1251479,0.0975101
4,-0.41041726,-0.4345138,"('disliked', 'liked')",0.5581003,0.55914265,-5.7727294,-5.9536095,-1.8750154,-1.9429935,-0.0679781
5,-0.9659787,-0.86561006,"('distant', 'outgoing')",0.7625341,0.82124954,-0.44174784,-0.38845623,-0.2150641,-0.1442722,0.0707919
6,-0.83524054,-0.71331835,"('distant', 'open')",0.6365332,0.72209287,-0.33056962,-0.27285972,-0.1764257,-0.0880284,0.0883973
7,-0.4070805,-0.40932614,"('insensitive', 'sensitive')",0.1597473,0.21455213,0.177634,0.2321783,-0.0232331,0.0124681,0.0357012
8,-1.3003979,-1.3021294,"('unaffectionate', 'affectionate')",0.24571906,0.21818352,0.5202879,0.5643886,-0.1781303,-0.1731858,0.0049445
9,-1.3491279,-1.3519918,"('unaffectionate', 'caring')",1.4627013,1.4756665,1.1846051,1.2467753,0.4327262,0.4568167,0.0240905
10,-0.59593207,-0.5744717,"('unsympathetic', 'sympathetic')",-0.5521536,-0.41128877,-0.594176,-0.56917715,-0.5807539,-0.5183125,0.0624414
11,-0.5740566,-0.5121545,"('unhelpful', 'helpful')",0.2970505,0.35403624,1.3481903,1.4387991,0.3570614,0.4268936,0.0698322
12,-0.1638712,-0.057075817,"('unsupportive', 'supportive')",2.2144454,2.41203,-1.4592692,-1.4319727,0.1971016,0.3076605,0.1105589
13,-0.45929825,-0.45106608,"('impolite', 'polite')",0.29262206,0.3320889,-0.8487627,-0.8665002,-0.3384796,-0.3284925,0.0099871
14,-0.1998387,-0.20556267,"('antisocial', 'social')",0.2350751,0.24066648,-0.04316515,-0.20295696,-0.0026429,-0.055951,-0.0533081
15,0.22555663,0.14290574,"('boring', 'funny')",0.7212534,0.6053289,-0.23641914,-0.2716447,0.236797,0.1588633,-0.0779337
16,-1.0677266,-1.104708,"('unpopular', 'popular')",-0.06286478,-0.0007022396,0.08274221,0.02480755,-0.3492831,-0.3602009,-0.0109178
17,-0.43908203,-0.35854134,"('nasty', 'nice')",-0.8336852,-0.69672406,-0.74246585,-0.6305283,-0.6717443,-0.5619312,0.1098131
18,0.17447813,0.18591708,"('disagreeable', 'welcoming')",0.41042697,0.48095155,-0.18104817,-0.1764419,0.134619,0.1634756,0.0288566
19,-1.2530789,-1.1636026,"('inhospitable', 'hospitable')",0.9960897,1.0188745,-0.40262598,-0.23151015,-0.2198717,-0.1254127,0.094459
20,-0.16387877,-0.106650844,"('rough', 'thoughtful')",-0.12244212,-0.04315576,0.4800631,0.50425005,0.0645807,0.1181478,0.0535671
21,-0.13000193,-0.1751094,"('immoral', 'moral')",0.8196021,0.8344276,-0.36607546,-0.39676073,0.1078416,0.0875192,-0.0203224
22,-0.5898443,-0.5445438,"('untrustworthy', 'trustworthy')",-0.058667246,-0.074421674,-0.69772166,-0.80148584,-0.4487444,-0.4734838,-0.0247394
23,-0.21390949,-0.22569928,"('insincere', 'sincere')",0.643682,0.7195231,4.7533274,4.794363,1.7276999,1.762729,0.0350291
24,0.3241186,0.34110838,"('dishonest', 'honest')",0.357548,0.32503095,0.59271234,0.5679835,0.424793,0.4113743,-0.0134187
25,-0.71489656,-0.7512148,"('egoistic', 'altruistic')",0.47718257,0.40946087,1.3591775,1.3282918,0.3738212,0.3288459,-0.0449753
26,-0.3304633,-0.41348097,"('hardhearted', 'benevolent')",1.8054197,1.7948619,1.8765461,1.7778475,1.1171675,1.0530761,-0.0640914
27,-0.557259,-0.54655385,"('hardhearted', 'softhearted')",0.7752065,0.802966,1.0035694,1.0256152,0.4071723,0.4273425,0.0201702
28,-1.0303969,-1.1247001,"('disloyal', 'loyal')",0.027163252,-0.07795217,0.9344951,0.85579145,-0.0229129,-0.1156203,-0.0927074
29,-0.6372509,-0.6876004,"('unfair', 'fair')",-0.63020337,-0.638224,-0.37706995,-0.48270807,-0.5481747,-0.6028442,-0.0546695
30,0.13973269,0.12283526,"('intolerant', 'tolerant')",0.6470003,0.653023,0.74687505,0.67049044,0.5112027,0.4821162,-0.0290865
31,-1.3054127,-1.2229332,"('evil', 'good')",-0.2760752,-0.20535329,-0.8457161,-0.81334496,-0.809068,-0.7472105,0.0618575
32,0.21348713,0.14436124,"('unkind', 'kind')",1.7923002,1.7544233,1.0831225,0.9639302,1.0296366,0.9542383,-0.0753983
33,-0.025521664,-0.06582725,"('wrong', 'right')",0.9603771,0.9433091,-0.27360803,-0.3036975,0.2204158,0.1912615,-0.0291543
34,-0.15819518,-0.00044066831,"('mean', 'honorable')",0.19158421,0.3996254,4.3820124,4.665055,1.4718005,1.6880798,0.2162793
35,-0.28720197,-0.30837676,"('corrupt', 'incorrupt')",-0.48434132,-0.5266484,-0.4367209,-0.49059272,-0.4027547,-0.4418726,-0.0391179
36,-1.0335902,-1.0930564,"('hostile', 'amicable')",-0.6005007,-0.6205396,-0.22744876,-0.31948248,-0.6205132,-0.6776929,-0.0571797
37,-0.06939377,0.043452755,"('fake', 'genuine')",0.200499,0.26324323,0.0055398834,0.064557776,0.0455484,0.1237513,0.0782029
38,-0.835528,-0.7116437,"('untruthful', 'truthful')",0.23410001,0.31347293,-0.20116463,-0.1368884,-0.2675309,-0.1783531,0.0891778
39,0.6683008,0.6387164,"('exploitative', 'cooperative')",0.84610367,0.80125684,0.3562222,0.37236425,0.6235422,0.6041125,-0.0194297
40,0.5342991,0.48263782,"('stingy', 'generous')",0.7192556,0.8153948,-1.6365174,-1.71037,-0.1276542,-0.1374458,-0.0097916
41,0.06850992,0.06891488,"('unforgiving', 'forgiving')",0.6368418,0.7636023,0.29786965,0.242376,0.3344071,0.3582977,0.0238906
42,0.62550485,0.75108796,"('unreliable', 'reliable')",1.6101487,1.757786,-2.0285287,-1.97619,0.0690416,0.1775613,0.1085197
43,-0.31472242,-0.18380159,"('irresponsible', 'responsible')",1.144416,1.2806112,0.32384822,0.36740988,0.3845139,0.4880732,0.1035593
