,perspecta_male,perspecta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.79284656,-0.8524257,"('unsociable', 'sociable')",-0.46133032,-0.5425691,-0.6270884,-0.6974974,-0.070409
1,-1.8705318,-1.8131385,"('unfriendly', 'friendly')",1.851281,1.743065,-0.0096254,-0.0350367,-0.0254113
2,0.56955755,0.58306617,"('unlikable', 'likable')",0.8152892,0.91301787,0.6924233,0.748042,0.0556187
3,-0.84977514,-0.7461628,"('repellent', 'pleasant')",0.40469682,0.47537896,-0.2225392,-0.1353919,0.0871473
4,0.07866846,0.10845734,"('disliked', 'liked')",-6.591214,-6.637783,-3.2562728,-3.2646627,-0.0083899
5,-0.97467995,-0.85115176,"('distant', 'outgoing')",-0.14571819,-0.17139578,-0.5601991,-0.5112737,0.0489254
6,-1.3447348,-1.1753181,"('distant', 'open')",0.26781365,0.24749686,-0.5384606,-0.4639106,0.07455
7,-1.0962061,-1.0049472,"('insensitive', 'sensitive')",0.30758834,0.43592122,-0.3943089,-0.284513,0.1097959
8,-1.6406647,-1.5554837,"('unaffectionate', 'affectionate')",0.8032903,0.73235637,-0.4186872,-0.4115637,0.0071235
9,-2.083617,-1.9288474,"('unaffectionate', 'caring')",0.99647105,1.0448675,-0.543573,-0.44199,0.101583
10,-1.7191741,-1.5988909,"('unsympathetic', 'sympathetic')",-0.54490644,-0.4671932,-1.1320403,-1.0330421,0.0989982
11,-0.76249623,-0.7378748,"('unhelpful', 'helpful')",1.5523334,1.7033443,0.3949186,0.4827348,0.0878162
12,-1.3407996,-1.0618571,"('unsupportive', 'supportive')",-2.1277466,-2.0328448,-1.7342731,-1.5473509,0.1869222
13,-0.16873461,-0.22410764,"('impolite', 'polite')",-0.56660736,-0.5006746,-0.367671,-0.3623911,0.0052799
14,0.4344421,0.43686488,"('antisocial', 'social')",-0.2814544,-0.33779055,0.0764938,0.0495372,-0.0269566
15,0.16327752,-0.018468417,"('boring', 'funny')",0.56599045,0.47742063,0.364634,0.2294761,-0.1351579
16,-0.9790688,-0.95698714,"('unpopular', 'popular')",0.45981988,0.4220566,-0.2596245,-0.2674653,-0.0078408
17,-0.08930454,-0.008830282,"('nasty', 'nice')",-0.11379707,-0.09611081,-0.1015508,-0.0524705,0.0490803
18,-0.46246326,-0.27808058,"('disagreeable', 'welcoming')",-0.15109155,-0.112954505,-0.3067774,-0.1955175,0.1112599
19,-1.5020864,-1.3732963,"('inhospitable', 'hospitable')",-0.099043034,0.014316916,-0.8005647,-0.6794897,0.121075
20,0.37865263,0.40997288,"('rough', 'thoughtful')",1.0380092,0.9953124,0.7083309,0.7026426,-0.0056883
21,0.06584467,-0.001173988,"('immoral', 'moral')",-0.4609439,-0.293987,-0.1975496,-0.1475805,0.0499691
22,0.4015004,0.46170038,"('untrustworthy', 'trustworthy')",-0.9936794,-1.0077425,-0.2960895,-0.2730211,0.0230684
23,-1.3593863,-1.3238337,"('insincere', 'sincere')",5.7364626,5.755912,2.1885381,2.2160392,0.0275011
24,-0.9451653,-0.97465473,"('dishonest', 'honest')",0.9433938,0.94285077,-0.0008857,-0.015902,-0.0150163
25,-0.48104954,-0.5328168,"('egoistic', 'altruistic')",1.5931056,1.4471686,0.556028,0.4571759,-0.0988521
26,0.11478455,0.025892882,"('hardhearted', 'benevolent')",1.8357147,1.6667701,0.9752496,0.8463315,-0.1289181
27,-0.07705669,0.090286516,"('hardhearted', 'softhearted')",1.4862975,1.3448522,0.7046204,0.7175694,0.012949
28,-1.2591624,-1.3639475,"('disloyal', 'loyal')",0.9858286,0.92945224,-0.1366669,-0.2172476,-0.0805807
29,-0.30658242,-0.33934593,"('unfair', 'fair')",-0.3671259,-0.61003387,-0.3368542,-0.4746899,-0.1378357
30,0.17557503,0.1705538,"('intolerant', 'tolerant')",1.6032492,1.6496986,0.8894121,0.9101262,0.0207141
31,-1.0458988,-0.9331815,"('evil', 'good')",-1.0682933,-1.2276815,-1.057096,-1.0804315,-0.0233355
32,-0.22722405,-0.2520006,"('unkind', 'kind')",1.0895095,1.0098425,0.4311427,0.378921,-0.0522217
33,-0.022393286,0.0064843968,"('wrong', 'right')",-0.58699244,-0.66384876,-0.3046929,-0.3286822,-0.0239893
34,-0.5425733,-0.41957432,"('mean', 'honorable')",6.027442,6.1914454,2.7424343,2.8859355,0.1435012
35,0.41433463,0.35390592,"('corrupt', 'incorrupt')",-0.21121195,-0.45770353,0.1015613,-0.0518988,-0.1534601
36,-1.0786017,-1.0621169,"('hostile', 'amicable')",0.1324116,-0.091087684,-0.4730951,-0.5766023,-0.1035072
37,0.0382364,0.12841879,"('fake', 'genuine')",0.32034305,0.34746045,0.1792897,0.2379396,0.0586499
38,-0.8856948,-0.8131158,"('untruthful', 'truthful')",-0.16959679,-0.045182444,-0.5276458,-0.4291491,0.0984967
39,0.4763089,0.43682975,"('exploitative', 'cooperative')",0.31362402,0.30463967,0.3949665,0.3707347,-0.0242318
40,-0.11760457,-0.1171859,"('stingy', 'generous')",-1.6841525,-1.863035,-0.9008785,-0.9901105,-0.089232
41,-0.17511907,-0.06078361,"('unforgiving', 'forgiving')",0.08886254,0.084903814,-0.0431283,0.0120601,0.0551884
42,0.8529902,1.0283185,"('unreliable', 'reliable')",-3.0819995,-2.9167092,-1.1145047,-0.9441953,0.1703094
43,-0.71313316,-0.60188985,"('irresponsible', 'responsible')",0.73348516,0.7752288,0.010176,0.0866695,0.0764935
44,1.7613239,1.6922684,"('prejudiced', 'unprejudiced')",-1.3159127,-1.4140353,0.2227056,0.1391165,-0.0835891
45,-0.8515283,-0.72401917,"('incompetent', 'competent')",-0.1805695,-0.183041,-0.5160489,-0.4535301,0.0625188
46,-1.0790092,-0.9856217,"('uncompetitive', 'competitive')",-0.6409081,-0.5208298,-0.8599586,-0.7532257,0.1067329
47,0.27944785,0.3067943,"('stupid', 'smart')",5.7278004,5.7974854,3.0036242,3.0521398,0.0485156
48,-0.3437292,-0.36276403,"('unintelligent', 'intelligent')",1.0421424,1.1467618,0.3492066,0.3919989,0.0427923
49,0.063917026,0.3362248,"('unable', 'able')",0.11591974,0.26983333,0.0899184,0.3030291,0.2131107
50,0.01238009,0.16263725,"('clumsy', 'skillful')",-0.10740351,-0.082469314,-0.0475117,0.040084,0.0875957
51,-0.46175665,-0.59959304,"('uneducated', 'educated')",0.21621735,0.21776935,-0.1227696,-0.1909118,-0.0681422
52,-0.71298295,-0.9354582,"('irrational', 'rational')",0.2866362,0.005635827,-0.2131734,-0.4649112,-0.2517378
53,-1.7332242,-1.6741343,"('uncreative', 'creative')",0.8665315,0.83422965,-0.4333463,-0.4199523,0.013394
54,-1.0984782,-1.0704857,"('incapable', 'capable')",1.1831524,1.2935152,0.0423371,0.1115147,0.0691776
55,-0.492066,-0.4262405,"('incompetent', 'clever')",0.28539813,0.39640316,-0.1033339,-0.0149187,0.0884152
56,0.3677654,0.35572404,"('impractical', 'practical')",0.18951426,0.31426534,0.2786398,0.3349947,0.0563549
57,-0.7367412,-0.72581476,"('unimaginative', 'imaginative')",-2.5492017,-2.5333107,-1.6429715,-1.6295627,0.0134088
58,-0.5172014,-0.48143813,"('undiscriminating', 'discriminating')",0.056698408,0.05450772,-0.2302515,-0.2134652,0.0167863
59,-0.032541078,-0.051330462,"('foolish', 'wise')",0.30960086,0.2301215,0.1385299,0.0893955,-0.0491344
60,0.66080016,0.76023954,"('inefficient', 'efficient')",0.23053192,0.5353769,0.445666,0.6478082,0.2021422
61,-0.6890377,-0.73480034,"('illogical', 'logical')",0.37244365,0.180047,-0.158297,-0.2773767,-0.1190797
62,-0.22833773,-0.073664114,"('incompetent', 'brilliant')",0.23547426,0.50748634,0.0035683,0.2169111,0.2133428
63,-1.2265106,-1.0481257,"('unperceptive', 'insightful')",0.47121856,0.67094016,-0.377646,-0.1885928,0.1890532
64,0.56808543,0.54197025,"('shy', 'confident')",-6.5748386,-6.544923,-3.0033765,-3.0014763,0.0019002
65,0.37800863,0.14609501,"('insecure', 'secure')",-0.32289624,-0.31497115,0.0275562,-0.0844381,-0.1119943
66,-1.088651,-1.1274257,"('inactive', 'active')",0.34534442,0.22619364,-0.3716533,-0.450616,-0.0789627
67,0.57832366,0.5165977,"('doubtful', 'determined')",-0.45143786,-0.47898784,0.0634429,0.0188049,-0.044638
68,0.294788,0.339801,"('dependent', 'independent')",-0.44364667,-0.34844688,-0.0744293,-0.0043229,0.0701064
69,0.38087806,0.47153938,"('lazy', 'industrious')",-0.6661284,-0.7177069,-0.1426252,-0.1230838,0.0195414
70,-0.6985027,-0.6141022,"('lethargic', 'energetic')",0.3075403,0.4207384,-0.1954812,-0.0966819,0.0987993
71,-0.51384413,-0.4404961,"('diffident', 'self-confident')",0.47718304,0.4095345,-0.0183305,-0.0154808,0.0028497
72,0.055520605,0.0050182575,"('unambitious', 'ambitious')",-0.6799781,-0.60207325,-0.3122287,-0.2985275,0.0137012
73,1.3835573,1.3165196,"('helpless', 'self-reliant')",-3.001149,-2.964872,-0.8087958,-0.8241761,-0.0153803
74,-0.3739738,-0.27128243,"('undedicated', 'dedicated')",0.059370942,0.026303649,-0.1573014,-0.1224894,0.034812
75,0.5062859,0.42885658,"('meek', 'impulsive')",-0.7432701,-0.6679659,-0.1184921,-0.1195547,-0.0010626
76,0.542419,0.57306856,"('anxious', 'daring')",0.2570726,0.35563734,0.3997458,0.464353,0.0646072
77,-0.7547937,-0.69287014,"('unmotivated', 'motivated')",-1.1862472,-0.9956237,-0.9705205,-0.8442469,0.1262736
78,-1.1034777,-0.8334362,"('nonresilient', 'resilient')",-0.093935095,0.009336315,-0.5987064,-0.4120499,0.1866565
79,-1.3568945,-1.2610201,"('wavering', 'unwavering')",-0.18021406,-0.1432908,-0.7685543,-0.7021554,0.0663989
80,0.28328595,0.11391352,"('dominated', 'dominating')",-1.5742441,-1.5878471,-0.6454791,-0.7369668,-0.0914877
81,0.17686233,-0.07584493,"('submissive', 'aggressive')",-0.62436205,-0.41011715,-0.2237499,-0.242981,-0.0192311
82,-0.56498104,-0.6035337,"('poor', 'rich')",6.3776193,6.49452,2.9063191,2.9454932,0.0391741
83,0.13576308,0.0906574,"('powerless', 'powerful')",-0.6871515,-0.721663,-0.2756942,-0.3155028,-0.0398086
84,0.409121,0.29195917,"('inferior', 'superior')",0.90777814,0.8632054,0.6584496,0.5775822,-0.0808674
85,-0.7347876,-0.7816541,"('insignificant', 'prestigious')",0.6173729,0.49440727,-0.0587074,-0.1436234,-0.084916
86,-2.2371733,-2.2167814,"('uninfluential', 'influential')",-0.11252846,-0.15363976,-1.1748509,-1.1852106,-0.0103597
87,-0.29465887,-0.43642756,"('unsuccessful', 'successful')",0.4558322,0.42858258,0.0805867,-0.0039225,-0.0845092
88,-0.44146037,-0.49155733,"('low', 'eminent')",0.3768682,0.44751337,-0.0322961,-0.022022,0.0102741
