,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7194181,-0.8515143,"('unsociable', 'sociable')",0.42623934,0.3025996,0.63623464,0.4596192,-0.35528094,-0.44060808,-0.0030563,-0.1324759,-0.1294196
1,-1.6710825,-1.6168287,"('unfriendly', 'friendly')",-1.2622904,-1.2541753,-0.8217925,-0.75046986,1.6114557,1.5595902,-0.5359275,-0.515471,0.0204565
2,0.48067707,0.5241207,"('unlikable', 'likable')",1.3316338,1.3500303,1.2746208,1.337172,0.67686206,0.7271829,0.9409484,0.9846265,0.0436781
3,-0.82148004,-0.70145595,"('repellent', 'pleasant')",0.4963442,0.575178,1.6205109,1.6638017,0.31912035,0.40438998,0.4036239,0.4854784,0.0818545
4,0.6253509,0.6061991,"('disliked', 'liked')",-0.4012559,-0.4343559,-1.9628116,-1.9422573,-6.2848015,-6.405367,-2.0058794,-2.0439453,-0.0380659
5,0.0748833,0.20574316,"('distant', 'outgoing')",-0.90300846,-0.8137993,-2.4432712,-2.3393674,-0.23280306,-0.21428321,-0.8760499,-0.7904267,0.0856232
6,-0.52404565,-0.34426445,"('distant', 'open')",-1.1210587,-0.9730141,-2.4964254,-2.3504763,0.27143672,0.3253977,-0.9675233,-0.8355893,0.131934
7,-0.29766363,-0.27328295,"('insensitive', 'sensitive')",0.39299327,0.40736347,1.6128109,1.6496439,0.7839568,0.83573854,0.6230243,0.6548657,0.0318414
8,-1.7148367,-1.6933672,"('unaffectionate', 'affectionate')",-1.5994112,-1.5939133,-3.2161202,-3.1184523,0.3313708,0.29589015,-1.5497494,-1.5274607,0.0222887
9,-1.2854031,-1.234128,"('unaffectionate', 'caring')",-0.6331855,-0.6105505,-0.9231267,-0.8547577,1.0637218,1.0776873,-0.4444984,-0.4054372,0.0390612
10,-0.91487485,-0.9383846,"('unsympathetic', 'sympathetic')",0.03749519,0.084735766,1.4009138,1.3797525,-0.459697,-0.42209947,0.0159593,0.0260011,0.0100418
11,0.3322001,0.28962544,"('unhelpful', 'helpful')",1.1615202,1.1675693,1.0601068,1.0205574,1.6927258,1.7502408,1.0616382,1.0569983,-0.0046399
12,0.22136647,0.42939115,"('unsupportive', 'supportive')",0.43751368,0.61447823,-0.07434037,0.04131227,-1.746032,-1.7039306,-0.2903731,-0.1546873,0.1356858
13,0.55688304,0.5008716,"('impolite', 'polite')",1.8302766,1.8213387,1.9918604,1.9145396,-0.14629161,-0.17451906,1.058182,1.0155576,-0.0426244
14,0.2580636,0.18485984,"('antisocial', 'social')",1.7062337,1.6247035,1.4713271,1.4155668,-0.5672126,-0.58482456,0.7171029,0.6600764,-0.0570265
15,0.19959763,0.0639257,"('boring', 'funny')",-0.027000133,-0.108674474,0.17112203,0.103410125,0.85459936,0.81318074,0.2995797,0.2179605,-0.0816192
16,-0.9235823,-0.92016524,"('unpopular', 'popular')",-0.27873418,-0.3050447,-0.92888856,-0.96423084,0.45913613,0.41931963,-0.4180172,-0.4425303,-0.0245131
17,0.31088474,0.35508412,"('nasty', 'nice')",-1.4095844,-1.3867189,-0.70288384,-0.69243574,-0.377515,-0.3185371,-0.5447747,-0.5106519,0.0341228
18,-0.72526217,-0.6418385,"('disagreeable', 'welcoming')",0.88045824,0.97365093,0.009280544,0.09406756,-0.1593729,-0.21451303,0.0012759,0.0528417,0.0515658
19,-0.7307635,-0.6436878,"('inhospitable', 'hospitable')",-1.1813626,-1.1465296,-1.4148068,-1.3200841,-0.34546283,-0.27905104,-0.9180989,-0.8473381,0.0707608
20,-0.08292327,-0.07405644,"('rough', 'thoughtful')",0.13597864,0.1248723,0.08161226,0.08040573,0.8471778,0.8578123,0.2454614,0.2472585,0.0017971
21,0.26295418,0.23134792,"('immoral', 'moral')",1.2524718,1.2610908,1.7636522,1.694649,-0.16233139,-0.16043614,0.7791867,0.7566628,-0.0225239
22,0.53408355,0.52693576,"('untrustworthy', 'trustworthy')",0.91156834,0.93035,1.408668,1.3699118,-0.6829452,-0.68685305,0.5428437,0.5350862,-0.0077575
23,-0.61366606,-0.6274245,"('insincere', 'sincere')",0.41543597,0.39705378,2.5964355,2.5246706,5.879715,5.912518,2.0694802,2.0517044,-0.0177758
24,-0.13167307,-0.13942657,"('dishonest', 'honest')",0.21228224,0.25352132,0.4424382,0.43806875,1.0909731,1.0861199,0.4035051,0.4095708,0.0060657
25,-0.73165387,-0.7011242,"('egoistic', 'altruistic')",-0.48030433,-0.5049331,-1.3169478,-1.3013625,0.99543375,0.98617613,-0.383368,-0.3803109,0.0030571
