,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,-0.06353699,-0.14332783,"('unsociable', 'sociable')",-0.063537,-0.1433278,-0.0797908
1,0.6916619,0.5830191,"('unfriendly', 'friendly')",0.6916619,0.5830191,-0.1086428
2,-0.24740948,-0.2706148,"('unlikable', 'likable')",-0.2474095,-0.2706148,-0.0232053
3,-0.4419551,-0.3058435,"('repellent', 'pleasant')",-0.4419551,-0.3058435,0.1361116
4,-3.6322322,-3.7695594,"('disliked', 'liked')",-3.6322322,-3.7695594,-0.1373272
5,-0.24466777,-0.2411941,"('distant', 'outgoing')",-0.2446678,-0.2411941,0.0034737
6,-0.18311375,-0.12956864,"('distant', 'open')",-0.1831138,-0.1295686,0.0535452
7,-0.19679141,-0.07550318,"('insensitive', 'sensitive')",-0.1967914,-0.0755032,0.1212882
8,0.20343226,0.09312019,"('unaffectionate', 'affectionate')",0.2034323,0.0931202,-0.1103121
9,0.6172005,0.6427312,"('unaffectionate', 'caring')",0.6172005,0.6427312,0.0255307
10,-0.6248624,-0.55264455,"('unsympathetic', 'sympathetic')",-0.6248624,-0.5526446,0.0722178
11,0.49656346,0.5153209,"('unhelpful', 'helpful')",0.4965635,0.5153209,0.0187574
12,-1.0797437,-1.0427517,"('unsupportive', 'supportive')",-1.0797437,-1.0427517,0.036992
13,-0.21682128,-0.28362074,"('impolite', 'polite')",-0.2168213,-0.2836207,-0.0667994
14,-0.7079818,-0.7495263,"('antisocial', 'social')",-0.7079818,-0.7495263,-0.0415445
15,1.1070968,0.93003,"('boring', 'funny')",1.1070968,0.93003,-0.1770668
16,-0.4340593,-0.43807182,"('unpopular', 'popular')",-0.4340593,-0.4380718,-0.0040125
17,-0.45826563,-0.46244708,"('nasty', 'nice')",-0.4582656,-0.4624471,-0.0041815
18,-1.3012512,-1.2931426,"('disagreeable', 'welcoming')",-1.3012512,-1.2931426,0.0081086
19,-0.57745945,-0.56026334,"('inhospitable', 'hospitable')",-0.5774595,-0.5602633,0.0171962
20,0.023042042,0.04750347,"('rough', 'thoughtful')",0.023042,0.0475035,0.0244615
21,-0.063081756,0.009692475,"('immoral', 'moral')",-0.0630818,0.0096925,0.0727743
22,0.30661762,0.35225382,"('untrustworthy', 'trustworthy')",0.3066176,0.3522538,0.0456362
23,2.9106507,2.9318106,"('insincere', 'sincere')",2.9106507,2.9318106,0.0211599
24,0.15218973,0.23176186,"('dishonest', 'honest')",0.1521897,0.2317619,0.0795722
25,0.65862864,0.68355674,"('egoistic', 'altruistic')",0.6586286,0.6835567,0.0249281
26,1.1420791,0.8556894,"('hardhearted', 'benevolent')",1.1420791,0.8556894,-0.2863897
27,0.85199046,0.9287737,"('hardhearted', 'softhearted')",0.8519905,0.9287737,0.0767832
28,-0.1335116,-0.25566375,"('disloyal', 'loyal')",-0.1335116,-0.2556638,-0.1221522
29,0.17058447,0.14309528,"('unfair', 'fair')",0.1705845,0.1430953,-0.0274892
30,-0.050410923,-0.040881295,"('intolerant', 'tolerant')",-0.0504109,-0.0408813,0.0095296
31,-0.67756844,-0.66467875,"('evil', 'good')",-0.6775684,-0.6646788,0.0128896
32,0.6858594,0.5772113,"('unkind', 'kind')",0.6858594,0.5772113,-0.1086481
33,0.1892837,0.12446676,"('wrong', 'right')",0.1892837,0.1244668,-0.0648169
34,2.829037,3.0346816,"('mean', 'honorable')",2.829037,3.0346816,0.2056446
35,-0.26794505,-0.366998,"('corrupt', 'incorrupt')",-0.2679451,-0.366998,-0.0990529
36,0.0014515109,-0.12514728,"('hostile', 'amicable')",0.0014515,-0.1251473,-0.1265988
37,0.0060770884,-0.0066535436,"('fake', 'genuine')",0.0060771,-0.0066535,-0.0127306
38,-0.17034864,-0.16188689,"('untruthful', 'truthful')",-0.1703486,-0.1618869,0.0084617
39,0.04802861,0.105351806,"('exploitative', 'cooperative')",0.0480286,0.1053518,0.0573232
40,-1.8332555,-1.8198918,"('stingy', 'generous')",-1.8332555,-1.8198918,0.0133637
41,-0.13710356,-0.29310992,"('unforgiving', 'forgiving')",-0.1371036,-0.2931099,-0.1560063
42,-1.4612684,-1.4324894,"('unreliable', 'reliable')",-1.4612684,-1.4324894,0.028779
43,-0.63504905,-0.54567796,"('irresponsible', 'responsible')",-0.635049,-0.545678,0.089371
44,-1.2235292,-1.2077626,"('prejudiced', 'unprejudiced')",-1.2235292,-1.2077626,0.0157666
45,-0.52739114,-0.5662776,"('incompetent', 'competent')",-0.5273911,-0.5662776,-0.0388865
46,-0.39166394,-0.44058567,"('uncompetitive', 'competitive')",-0.3916639,-0.4405857,-0.0489218
47,2.628728,2.7090046,"('stupid', 'smart')",2.6287279,2.7090046,0.0802767
48,0.21948609,0.21893485,"('unintelligent', 'intelligent')",0.2194861,0.2189348,-0.0005513
49,-0.18577723,-0.0682233,"('unable', 'able')",-0.1857772,-0.0682233,0.1175539
50,-1.0267204,-1.0528128,"('clumsy', 'skillful')",-1.0267204,-1.0528128,-0.0260924
51,0.08593209,0.007960364,"('uneducated', 'educated')",0.0859321,0.0079604,-0.0779717
52,-0.03465013,-0.17687926,"('irrational', 'rational')",-0.0346501,-0.1768793,-0.1422292
53,-0.21730675,-0.2725332,"('uncreative', 'creative')",-0.2173067,-0.2725332,-0.0552265
54,0.45893523,0.4491449,"('incapable', 'capable')",0.4589352,0.4491449,-0.0097903
55,-0.16565734,-0.09522932,"('incompetent', 'clever')",-0.1656573,-0.0952293,0.070428
56,0.15037811,0.09998484,"('impractical', 'practical')",0.1503781,0.0999848,-0.0503933
57,-1.95453,-2.0581806,"('unimaginative', 'imaginative')",-1.95453,-2.0581806,-0.1036506
58,0.67005295,0.54589653,"('undiscriminating', 'discriminating')",0.6700529,0.5458965,-0.1241564
59,-0.036573645,-0.013558339,"('foolish', 'wise')",-0.0365736,-0.0135583,0.0230153
60,-0.10595106,0.039820757,"('inefficient', 'efficient')",-0.1059511,0.0398208,0.1457719
61,0.77677506,0.67963344,"('illogical', 'logical')",0.7767751,0.6796334,-0.0971417
62,-0.10613442,-0.03589859,"('incompetent', 'brilliant')",-0.1061344,-0.0358986,0.0702358
63,0.18608335,0.24647675,"('unperceptive', 'insightful')",0.1860833,0.2464768,0.0603935
64,-3.356823,-3.3729036,"('shy', 'confident')",-3.356823,-3.3729036,-0.0160806
65,-0.36711192,-0.3380949,"('insecure', 'secure')",-0.3671119,-0.3380949,0.029017
66,-0.7866754,-0.80334693,"('inactive', 'active')",-0.7866754,-0.8033469,-0.0166715
67,-0.66025126,-0.7503545,"('doubtful', 'determined')",-0.6602513,-0.7503545,-0.0901032
68,0.13609166,0.23374686,"('dependent', 'independent')",0.1360917,0.2337469,0.0976552
69,-0.17363955,-0.20073256,"('lazy', 'industrious')",-0.1736396,-0.2007326,-0.027093
70,-0.76541436,-0.699959,"('lethargic', 'energetic')",-0.7654144,-0.699959,0.0654554
71,0.34002,0.36858392,"('diffident', 'self-confident')",0.34002,0.3685839,0.0285639
72,-1.2121148,-1.1829125,"('unambitious', 'ambitious')",-1.2121148,-1.1829125,0.0292023
73,-1.7659512,-1.6734533,"('helpless', 'self-reliant')",-1.7659512,-1.6734533,0.0924979
74,-0.5056537,-0.6007065,"('undedicated', 'dedicated')",-0.5056537,-0.6007065,-0.0950528
75,-0.63888574,-0.6538162,"('meek', 'impulsive')",-0.6388857,-0.6538162,-0.0149305
76,0.19284533,0.25457904,"('anxious', 'daring')",0.1928453,0.254579,0.0617337
77,-0.524432,-0.43727347,"('unmotivated', 'motivated')",-0.524432,-0.4372735,0.0871585
78,0.19109343,0.20011133,"('nonresilient', 'resilient')",0.1910934,0.2001113,0.0090179
79,-0.33105177,-0.31976533,"('wavering', 'unwavering')",-0.3310518,-0.3197653,0.0112865
80,-0.13616914,-0.19530535,"('dominated', 'dominating')",-0.1361691,-0.1953053,-0.0591362
81,-0.4380949,-0.37192398,"('submissive', 'aggressive')",-0.4380949,-0.371924,0.0661709
82,2.6527932,2.7283723,"('poor', 'rich')",2.6527932,2.7283723,0.0755791
83,-0.31183836,-0.3142811,"('powerless', 'powerful')",-0.3118384,-0.3142811,-0.0024427
84,0.22086631,0.23765136,"('inferior', 'superior')",0.2208663,0.2376514,0.0167851
85,0.30275187,0.31779292,"('insignificant', 'prestigious')",0.3027519,0.3177929,0.015041
86,-0.01029168,-0.06665845,"('uninfluential', 'influential')",-0.0102917,-0.0666585,-0.0563668
87,0.11885505,0.08417362,"('unsuccessful', 'successful')",0.1188551,0.0841736,-0.0346815
88,0.117025346,0.03672111,"('low', 'eminent')",0.1170253,0.0367211,-0.0803042
