,baker_male,baker_female,tuple,hughes_male,hughes_female,co_male,co_female,average_male,average_female,female-male
0,0.027040575,-0.16239308,"('unsociable', 'sociable')",-0.31299663,-0.3625018,-0.31104606,-0.456106,-0.1990007,-0.3270003,-0.1279996
1,-0.43603998,-0.53832084,"('unfriendly', 'friendly')",1.6100276,1.5570133,1.0206778,0.9447908,0.7315551,0.6544944,-0.0770607
2,0.19639894,0.17275985,"('unlikable', 'likable')",0.6782801,0.7689009,0.84879243,0.98843426,0.5744905,0.643365,0.0688745
3,-0.38654923,-0.33028612,"('repellent', 'pleasant')",-1.0919497,-0.966109,0.48853225,0.48715746,-0.3299889,-0.2697459,0.060243
4,0.7436555,0.6767723,"('disliked', 'liked')",0.8745462,0.781593,-5.431333,-5.5536394,-1.2710438,-1.3650913,-0.0940475
5,-0.34750676,-0.27464154,"('distant', 'outgoing')",0.50659853,0.5120152,-1.1588349,-1.0121694,-0.3332477,-0.2582652,0.0749825
6,-0.6483556,-0.5121474,"('distant', 'open')",0.27120125,0.33770692,-0.9361329,-0.78066355,-0.4377624,-0.318368,0.1193944
7,0.35667944,0.28521457,"('insensitive', 'sensitive')",-0.42176595,-0.37773648,0.062183164,0.03192954,-0.0009678,-0.0201975,-0.0192297
8,-0.54412514,-0.5096282,"('unaffectionate', 'affectionate')",1.560351,1.5291454,0.3191793,0.32405615,0.445135,0.4478578,0.0027228
9,0.7527995,0.7102203,"('unaffectionate', 'caring')",2.1630182,2.115911,1.1105173,1.070726,1.3421116,1.2989524,-0.0431592
10,-0.34451416,-0.44929826,"('unsympathetic', 'sympathetic')",-0.77314043,-0.76451504,0.022653192,-0.099357516,-0.3650004,-0.4377236,-0.0727232
11,-0.1731835,-0.38489276,"('unhelpful', 'helpful')",-0.41015917,-0.39941314,1.9511731,1.8457456,0.4559435,0.3538132,-0.1021303
12,0.43199307,0.47403622,"('unsupportive', 'supportive')",0.8745359,0.9825347,-1.7578409,-1.6599531,-0.1504373,-0.0677941,0.0826432
13,-0.16272196,-0.27223715,"('impolite', 'polite')",-1.2689506,-1.285157,-0.3983832,-0.46827772,-0.6100186,-0.675224,-0.0652054
14,-0.2854495,-0.43536758,"('antisocial', 'social')",-0.2947914,-0.36240378,0.0035797097,-0.1079817,-0.1922204,-0.3019177,-0.1096973
15,0.42398843,0.32881048,"('boring', 'funny')",-0.24266638,-0.43230945,0.7374959,0.7259953,0.3062726,0.2074988,-0.0987738
16,-0.28592145,-0.27928394,"('unpopular', 'popular')",-0.27588674,-0.31425542,-0.08883543,-0.19153656,-0.2168812,-0.261692,-0.0448108
17,0.89237136,0.86387247,"('nasty', 'nice')",-0.2761988,-0.32017457,0.007985372,0.042560264,0.2080526,0.1954194,-0.0126332
18,-0.9940857,-0.80529493,"('disagreeable', 'welcoming')",-0.095409326,-0.004462272,-1.260761,-1.2389293,-0.7834187,-0.6828955,0.1005232
19,0.5501611,0.6400999,"('inhospitable', 'hospitable')",1.097305,1.0823139,-0.4398231,-0.38520944,0.4025477,0.4457348,0.0431871
20,0.2126415,0.17654754,"('rough', 'thoughtful')",-0.17668551,-0.137546,0.65669906,0.57751936,0.230885,0.205507,-0.025378
