,orient_male,orient_female,tuple,average_male,average_female,female-male
0,-0.7330379,-0.80686444,"('unsociable', 'sociable')",-0.7330379,-0.8068644,-0.0738265
1,2.427132,2.5022373,"('unfriendly', 'friendly')",2.4271319,2.5022373,0.0751054
2,0.14859283,0.1528615,"('unlikable', 'likable')",0.1485928,0.1528615,0.0042687
3,-0.15666577,-0.10744002,"('repellent', 'pleasant')",-0.1566658,-0.10744,0.0492258
4,-7.298652,-7.4196615,"('disliked', 'liked')",-7.2986522,-7.4196615,-0.1210093
5,0.55828655,0.63112116,"('distant', 'outgoing')",0.5582865,0.6311212,0.0728347
6,0.91047406,0.98518175,"('distant', 'open')",0.9104741,0.9851817,0.0747076
7,0.41073146,0.48050332,"('insensitive', 'sensitive')",0.4107315,0.4805033,0.0697718
8,1.9743285,1.9845847,"('unaffectionate', 'affectionate')",1.9743285,1.9845847,0.0102562
9,2.0450752,2.1022475,"('unaffectionate', 'caring')",2.0450752,2.1022475,0.0571723
10,-0.037650395,-0.029728185,"('unsympathetic', 'sympathetic')",-0.0376504,-0.0297282,0.0079222
11,1.4666591,1.4934148,"('unhelpful', 'helpful')",1.4666591,1.4934148,0.0267557
12,-1.952323,-1.9347297,"('unsupportive', 'supportive')",-1.952323,-1.9347297,0.0175933
13,-0.9781352,-1.0236628,"('impolite', 'polite')",-0.9781352,-1.0236628,-0.0455276
14,-0.6135817,-0.68614215,"('antisocial', 'social')",-0.6135817,-0.6861421,-0.0725604
15,0.3281142,0.30412066,"('boring', 'funny')",0.3281142,0.3041207,-0.0239935
16,0.08915058,0.10410868,"('unpopular', 'popular')",0.0891506,0.1041087,0.0149581
17,-0.004088342,-0.008533727,"('nasty', 'nice')",-0.0040883,-0.0085337,-0.0044454
18,0.009285338,-0.02937138,"('disagreeable', 'welcoming')",0.0092853,-0.0293714,-0.0386567
19,0.24555174,0.28448603,"('inhospitable', 'hospitable')",0.2455517,0.284486,0.0389343
20,1.0567219,1.0056138,"('rough', 'thoughtful')",1.0567219,1.0056138,-0.0511081
21,-0.759377,-0.7296625,"('immoral', 'moral')",-0.759377,-0.7296625,0.0297145
22,-1.1611159,-1.1954293,"('untrustworthy', 'trustworthy')",-1.1611159,-1.1954293,-0.0343134
