,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,-0.041723907,-0.2095612,"('unsociable', 'sociable')",-0.0417239,-0.2095612,-0.1678373
1,0.8401722,0.92548347,"('unfriendly', 'friendly')",0.8401722,0.9254835,0.0853113
2,0.2502561,0.4268815,"('unlikable', 'likable')",0.2502561,0.4268815,0.1766254
3,0.84243125,0.8399173,"('repellent', 'pleasant')",0.8424312,0.8399173,-0.0025139
4,-7.025809,-7.242475,"('disliked', 'liked')",-7.0258088,-7.242475,-0.2166662
5,-0.49087846,-0.40593645,"('distant', 'outgoing')",-0.4908785,-0.4059364,0.0849421
6,-0.013065351,0.031376354,"('distant', 'open')",-0.0130654,0.0313764,0.0444418
7,0.86585677,0.9119853,"('insensitive', 'sensitive')",0.8658568,0.9119853,0.0461285
8,0.7905718,0.87246144,"('unaffectionate', 'affectionate')",0.7905718,0.8724614,0.0818896
9,1.1769029,1.3380063,"('unaffectionate', 'caring')",1.1769029,1.3380063,0.1611034
10,1.1580501,1.1157061,"('unsympathetic', 'sympathetic')",1.1580501,1.1157061,-0.042344
11,1.4812758,1.4664451,"('unhelpful', 'helpful')",1.4812758,1.4664451,-0.0148307
12,-1.5780878,-1.6242828,"('unsupportive', 'supportive')",-1.5780878,-1.6242828,-0.046195
13,0.12968141,0.16231394,"('impolite', 'polite')",0.1296814,0.1623139,0.0326325
14,0.09254041,-0.08789321,"('antisocial', 'social')",0.0925404,-0.0878932,-0.1804336
15,0.0941636,0.09013126,"('boring', 'funny')",0.0941636,0.0901313,-0.0040323
16,-0.37050015,-0.34884858,"('unpopular', 'popular')",-0.3705001,-0.3488486,0.0216515
17,-0.07504405,-0.12387018,"('nasty', 'nice')",-0.0750441,-0.1238702,-0.0488261
18,-0.27404612,-0.2430932,"('disagreeable', 'welcoming')",-0.2740461,-0.2430932,0.0309529
19,-0.89307183,-0.8039354,"('inhospitable', 'hospitable')",-0.8930718,-0.8039354,0.0891364
20,0.9797676,0.97359043,"('rough', 'thoughtful')",0.9797676,0.9735904,-0.0061772
21,-0.052217297,0.031424515,"('immoral', 'moral')",-0.0522173,0.0314245,0.0836418
22,-0.05136606,-0.17535305,"('untrustworthy', 'trustworthy')",-0.0513661,-0.1753531,-0.123987
23,5.5537086,5.7184334,"('insincere', 'sincere')",5.5537086,5.7184334,0.1647248
24,1.429548,1.414596,"('dishonest', 'honest')",1.429548,1.414596,-0.014952
25,0.40832353,0.47648245,"('egoistic', 'altruistic')",0.4083235,0.4764825,0.068159
26,0.6218179,0.47380215,"('hardhearted', 'benevolent')",0.6218179,0.4738021,-0.1480158
27,1.5847697,1.4846574,"('hardhearted', 'softhearted')",1.5847697,1.4846574,-0.1001123
28,1.0096463,1.001121,"('disloyal', 'loyal')",1.0096463,1.001121,-0.0085253
29,-0.5329343,-0.688888,"('unfair', 'fair')",-0.5329343,-0.688888,-0.1559537
30,0.66580385,0.7335963,"('intolerant', 'tolerant')",0.6658038,0.7335963,0.0677925
31,-1.2224784,-1.2217197,"('evil', 'good')",-1.2224784,-1.2217197,0.0007587
32,1.0915675,1.0897352,"('unkind', 'kind')",1.0915675,1.0897352,-0.0018323
33,-0.37360606,-0.39068118,"('wrong', 'right')",-0.3736061,-0.3906812,-0.0170751
34,4.0030146,4.191993,"('mean', 'honorable')",4.0030146,4.1919932,0.1889786
35,-0.9501605,-1.1429032,"('corrupt', 'incorrupt')",-0.9501605,-1.1429032,-0.1927427
36,-0.70650655,-0.7329178,"('hostile', 'amicable')",-0.7065066,-0.7329178,-0.0264112
37,0.8149044,0.88176394,"('fake', 'genuine')",0.8149044,0.8817639,0.0668595
38,-0.5272471,-0.49161428,"('untruthful', 'truthful')",-0.5272471,-0.4916143,0.0356328
