,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6803016,-0.80297124,"('unsociable', 'sociable')",0.53063536,0.34027028,-0.53490746,-0.6935932,-0.2281912,-0.3854314,-0.1572402
1,-0.9595873,-1.063618,"('unfriendly', 'friendly')",0.47500497,0.23400347,1.9147168,1.7873667,0.4767115,0.3192508,-0.1574607
2,0.27093023,0.29331315,"('unlikable', 'likable')",0.67071235,0.6998892,0.7791779,0.87622404,0.5736068,0.6231421,0.0495353
3,-0.29973748,-0.17882435,"('repellent', 'pleasant')",1.0634582,1.2050664,0.10519573,0.13115057,0.2896388,0.3857976,0.0961588
4,-0.007285649,-0.10683301,"('disliked', 'liked')",-0.32969534,-0.45888174,-5.793698,-5.846594,-2.0435596,-2.1374362,-0.0938766
5,-0.632246,-0.6503029,"('distant', 'outgoing')",-0.76847875,-0.68206096,-0.110261425,-0.042745583,-0.5036621,-0.4583698,0.0452923
6,-0.87621415,-0.839923,"('distant', 'open')",-1.4451177,-1.396021,0.18106475,0.23574883,-0.7134224,-0.6667318,0.0466906
7,0.61867625,0.66729593,"('insensitive', 'sensitive')",1.0593269,1.1012882,0.87763333,0.9087531,0.8518788,0.8924457,0.0405669
8,-0.8632297,-0.92204124,"('unaffectionate', 'affectionate')",-0.8665439,-0.9334117,0.9147362,0.8740518,-0.2716791,-0.3271337,-0.0554546
9,-0.8185393,-0.8617588,"('unaffectionate', 'caring')",0.43714896,0.41033715,1.2596743,1.278116,0.2927613,0.2755648,-0.0171965
10,-0.707204,-0.7216229,"('unsympathetic', 'sympathetic')",-0.07455506,-0.10719514,-0.5309006,-0.53993195,-0.4375532,-0.45625,-0.0186968
11,0.15008067,0.1652081,"('unhelpful', 'helpful')",0.92156935,0.947311,1.6809715,1.8353462,0.9175406,0.9826217,0.0650811
12,0.6340417,0.6730884,"('unsupportive', 'supportive')",1.0665883,1.0610627,-1.4257675,-1.3504664,0.0916208,0.1278949,0.0362741
13,-0.07498655,-0.1090529,"('impolite', 'polite')",-0.0071734935,-0.0402053,-0.38262078,-0.44993067,-0.1549269,-0.1997296,-0.0448027
14,0.7182915,0.75055575,"('antisocial', 'social')",1.05835,1.1010563,-0.53986955,-0.5970992,0.4122573,0.418171,0.0059137
15,0.11496036,0.058997445,"('boring', 'funny')",-0.7909447,-0.8277834,0.6339111,0.61177486,-0.0140244,-0.052337,-0.0383126
16,-0.40237826,-0.4236126,"('unpopular', 'popular')",-0.19480744,-0.20869923,0.39826927,0.42720243,-0.0663055,-0.0683698,-0.0020643
17,-0.3421601,-0.27257848,"('nasty', 'nice')",-0.066850364,0.06598139,-0.3762847,-0.2781658,-0.261765,-0.1615876,0.1001774
18,-0.8818031,-0.8484275,"('disagreeable', 'welcoming')",-0.49914968,-0.4905089,-0.25016806,-0.25232467,-0.543707,-0.5304203,0.0132867
