,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6400737,-1.8342355,"('unsociable', 'sociable')",0.02776455,-0.12132111,-0.8061545,-0.9777783,-0.1716238
1,-1.1640388,-1.3892647,"('unfriendly', 'friendly')",1.5987467,1.3961096,0.2173539,0.0034224,-0.2139315
2,0.68956846,0.7197052,"('unlikable', 'likable')",0.6238808,0.72250706,0.6567246,0.7211062,0.0643816
3,-0.71365,-0.6679878,"('repellent', 'pleasant')",0.14011058,0.17762834,-0.2867697,-0.2451797,0.04159
4,0.6279546,0.5108119,"('disliked', 'liked')",-5.6441455,-5.6695075,-2.5080955,-2.5793478,-0.0712523
5,0.2070666,0.15910852,"('distant', 'outgoing')",-0.47023812,-0.50760895,-0.1315858,-0.1742502,-0.0426644
6,0.5935462,0.5777981,"('distant', 'open')",-0.052382786,-0.16060059,0.2705817,0.2085988,-0.0619829
7,-0.64285415,-0.642032,"('insensitive', 'sensitive')",1.3036422,1.2568033,0.330394,0.3073856,-0.0230084
8,-0.3326515,-0.46101865,"('unaffectionate', 'affectionate')",0.6398842,0.44956654,0.1536163,-0.0057261,-0.1593424
9,-0.7286669,-0.83038616,"('unaffectionate', 'caring')",1.1942273,1.0607044,0.2327802,0.1151591,-0.1176211
10,-2.2216878,-2.2409866,"('unsympathetic', 'sympathetic')",0.6076045,0.50464404,-0.8070416,-0.8681713,-0.0611297
11,-1.6840397,-1.7128488,"('unhelpful', 'helpful')",2.015984,1.9911436,0.1659722,0.1391474,-0.0268248
12,-0.86369056,-0.84639984,"('unsupportive', 'supportive')",-0.9385111,-0.9294569,-0.9011008,-0.8879284,0.0131724
13,-0.6844196,-0.77115726,"('impolite', 'polite')",0.20477909,0.23277995,-0.2398202,-0.2691886,-0.0293684
14,-0.75689805,-0.79279935,"('antisocial', 'social')",-0.012347496,-0.020075314,-0.3846228,-0.4064373,-0.0218145
15,0.04777606,-0.05841173,"('boring', 'funny')",0.53612465,0.48645374,0.2919503,0.214021,-0.0779293
16,-0.19520566,-0.13050856,"('unpopular', 'popular')",0.26522675,0.30805448,0.0350105,0.088773,0.0537625
17,-0.6993216,-0.6851027,"('nasty', 'nice')",-0.44923362,-0.42638105,-0.5742776,-0.5557419,0.0185357
18,-0.26401114,-0.27737918,"('disagreeable', 'welcoming')",-0.51747596,-0.54709846,-0.3907436,-0.4122388,-0.0214952
19,-0.04848171,-0.08317641,"('inhospitable', 'hospitable')",-0.1368074,-0.16829309,-0.0926446,-0.1257347,-0.0330901
20,-0.028180152,-0.010955475,"('rough', 'thoughtful')",1.2002431,1.1767391,0.5860315,0.5828918,-0.0031397
21,-1.356493,-1.3231047,"('immoral', 'moral')",-0.42431805,-0.3387984,-0.8904055,-0.8309516,0.0594539
22,-0.24154145,-0.3317499,"('untrustworthy', 'trustworthy')",-0.7444018,-0.757298,-0.4929716,-0.544524,-0.0515524
23,-1.4924655,-1.6020596,"('insincere', 'sincere')",5.426422,5.2924724,1.9669783,1.8452064,-0.1217719
24,-0.92458546,-1.0099597,"('dishonest', 'honest')",0.8666839,0.7853676,-0.0289508,-0.112296,-0.0833452
