,tart_male,tart_female,tuple,average_male,average_female,female-male
0,1.7963722,1.5207222,"('unsociable', 'sociable')",1.7963722,1.5207222,-0.27565
1,-0.671379,-0.8643842,"('unfriendly', 'friendly')",-0.671379,-0.8643842,-0.1930052
2,0.03899929,0.0545855,"('unlikable', 'likable')",0.0389993,0.0545855,0.0155862
3,-0.5118022,-0.28766936,"('repellent', 'pleasant')",-0.5118022,-0.2876694,0.2241328
4,-2.9338963,-3.0063195,"('disliked', 'liked')",-2.9338963,-3.0063195,-0.0724232
5,-1.1875304,-1.1791356,"('distant', 'outgoing')",-1.1875304,-1.1791356,0.0083948
6,-1.29634,-1.3626169,"('distant', 'open')",-1.29634,-1.3626169,-0.0662769
7,0.5154753,0.561013,"('insensitive', 'sensitive')",0.5154753,0.561013,0.0455377
8,-0.5552557,-0.6583656,"('unaffectionate', 'affectionate')",-0.5552557,-0.6583656,-0.1031099
9,-0.23597305,-0.30626574,"('unaffectionate', 'caring')",-0.235973,-0.3062657,-0.0702927
10,1.3192832,1.2303648,"('unsympathetic', 'sympathetic')",1.3192832,1.2303648,-0.0889184
11,0.48885563,0.61961544,"('unhelpful', 'helpful')",0.4888556,0.6196154,0.1307598
12,-0.91438276,-0.9015566,"('unsupportive', 'supportive')",-0.9143828,-0.9015566,0.0128262
13,0.48201117,0.41715354,"('impolite', 'polite')",0.4820112,0.4171535,-0.0648577
14,0.96854585,1.0009114,"('antisocial', 'social')",0.9685459,1.0009114,0.0323655
15,0.67826074,0.53505313,"('boring', 'funny')",0.6782607,0.5350531,-0.1432076
16,-0.7836478,-0.8678861,"('unpopular', 'popular')",-0.7836478,-0.8678861,-0.0842383
17,0.034486763,0.07423502,"('nasty', 'nice')",0.0344868,0.074235,0.0397482
18,-1.2978764,-1.1853274,"('disagreeable', 'welcoming')",-1.2978764,-1.1853274,0.112549
19,-1.3626252,-1.4031329,"('inhospitable', 'hospitable')",-1.3626252,-1.4031329,-0.0405077
20,-0.2863585,-0.17294504,"('rough', 'thoughtful')",-0.2863585,-0.172945,0.1134135
21,0.120082475,0.29105407,"('immoral', 'moral')",0.1200825,0.2910541,0.1709716
22,0.42127672,0.34017935,"('untrustworthy', 'trustworthy')",0.4212767,0.3401794,-0.0810973
23,2.0379605,2.1519089,"('insincere', 'sincere')",2.0379605,2.1519089,0.1139484
24,0.19938268,0.10001481,"('dishonest', 'honest')",0.1993827,0.1000148,-0.0993679
25,-0.1846029,-0.26763505,"('egoistic', 'altruistic')",-0.1846029,-0.267635,-0.0830321
