,sprat_male,sprat_female,tuple,average_male,average_female,female-male
0,-0.07323409,-0.19429158,"('unsociable', 'sociable')",-0.0732341,-0.1942916,-0.1210575
1,-0.003324382,-0.25219178,"('unfriendly', 'friendly')",-0.0033244,-0.2521918,-0.2488674
2,-0.3088526,-0.3565877,"('unlikable', 'likable')",-0.3088526,-0.3565877,-0.0477351
3,-0.805661,-0.7504317,"('repellent', 'pleasant')",-0.805661,-0.7504317,0.0552293
4,-3.0461378,-3.1053147,"('disliked', 'liked')",-3.0461378,-3.1053147,-0.0591769
5,-0.56363624,-0.64621896,"('distant', 'outgoing')",-0.5636362,-0.646219,-0.0825828
6,-0.42455518,-0.5562806,"('distant', 'open')",-0.4245552,-0.5562806,-0.1317254
7,-0.2436792,-0.2032028,"('insensitive', 'sensitive')",-0.2436792,-0.2032028,0.0404764
8,0.15686622,-0.022210492,"('unaffectionate', 'affectionate')",0.1568662,-0.0222105,-0.1790767
9,0.05126701,-0.04318049,"('unaffectionate', 'caring')",0.051267,-0.0431805,-0.0944475
10,-1.0599372,-0.9862238,"('unsympathetic', 'sympathetic')",-1.0599372,-0.9862238,0.0737134
11,0.08286175,0.18094292,"('unhelpful', 'helpful')",0.0828618,0.1809429,0.0980811
12,-1.5394299,-1.4730177,"('unsupportive', 'supportive')",-1.5394299,-1.4730177,0.0664122
13,-0.79196376,-0.7253875,"('impolite', 'polite')",-0.7919638,-0.7253875,0.0665763
14,0.06492437,0.02637628,"('antisocial', 'social')",0.0649244,0.0263763,-0.0385481
15,0.56508297,0.45920777,"('boring', 'funny')",0.565083,0.4592078,-0.1058752
16,-0.3172915,-0.39752752,"('unpopular', 'popular')",-0.3172915,-0.3975275,-0.080236
17,0.013696417,0.08840062,"('nasty', 'nice')",0.0136964,0.0884006,0.0747042
18,-0.6919291,-0.8022542,"('disagreeable', 'welcoming')",-0.6919291,-0.8022542,-0.1103251
19,-1.1302284,-1.1124554,"('inhospitable', 'hospitable')",-1.1302284,-1.1124554,0.017773
20,0.24511318,0.22777985,"('rough', 'thoughtful')",0.2451132,0.2277799,-0.0173333
21,-0.99434036,-0.8511504,"('immoral', 'moral')",-0.9943404,-0.8511504,0.14319
22,-0.4174466,-0.40883523,"('untrustworthy', 'trustworthy')",-0.4174466,-0.4088352,0.0086114
23,2.2392685,2.2233918,"('insincere', 'sincere')",2.2392685,2.2233918,-0.0158767
24,-0.45668086,-0.51445067,"('dishonest', 'honest')",-0.4566809,-0.5144507,-0.0577698
25,0.79939884,0.5930573,"('egoistic', 'altruistic')",0.7993988,0.5930573,-0.2063415
26,1.0408599,0.8438141,"('hardhearted', 'benevolent')",1.0408599,0.8438141,-0.1970458
27,0.86085063,0.644019,"('hardhearted', 'softhearted')",0.8608506,0.644019,-0.2168316
28,1.0267054,0.90982276,"('disloyal', 'loyal')",1.0267054,0.9098228,-0.1168826
29,-0.36765373,-0.45084575,"('unfair', 'fair')",-0.3676537,-0.4508457,-0.083192
30,0.735586,0.8180394,"('intolerant', 'tolerant')",0.735586,0.8180394,0.0824534
31,-0.6933775,-0.7886516,"('evil', 'good')",-0.6933775,-0.7886516,-0.0952741
32,0.2684818,0.0704208,"('unkind', 'kind')",0.2684818,0.0704208,-0.198061
33,-0.14555861,-0.21350044,"('wrong', 'right')",-0.1455586,-0.2135004,-0.0679418
34,2.0330012,2.15531,"('mean', 'honorable')",2.0330012,2.1553099,0.1223087
35,0.2990394,0.09303574,"('corrupt', 'incorrupt')",0.2990394,0.0930357,-0.2060037
36,-0.017471269,-0.1826298,"('hostile', 'amicable')",-0.0174713,-0.1826298,-0.1651585
37,0.2114009,0.19881693,"('fake', 'genuine')",0.2114009,0.1988169,-0.012584
38,-0.46008313,-0.43593144,"('untruthful', 'truthful')",-0.4600831,-0.4359314,0.0241517
39,0.6295172,0.7219354,"('exploitative', 'cooperative')",0.6295172,0.7219354,0.0924182
40,-1.081755,-1.2072669,"('stingy', 'generous')",-1.081755,-1.2072669,-0.1255119
41,0.019327424,0.040712975,"('unforgiving', 'forgiving')",0.0193274,0.040713,0.0213856
42,-1.3512429,-1.2534677,"('unreliable', 'reliable')",-1.3512429,-1.2534677,0.0977752
43,-0.56791306,-0.5112992,"('irresponsible', 'responsible')",-0.5679131,-0.5112992,0.0566139
44,-0.68643594,-0.6700041,"('prejudiced', 'unprejudiced')",-0.6864359,-0.6700041,0.0164318
45,-0.5077031,-0.41586706,"('incompetent', 'competent')",-0.5077031,-0.4158671,0.091836
46,-1.3125614,-1.2098941,"('uncompetitive', 'competitive')",-1.3125614,-1.2098941,0.1026673
47,2.5177135,2.560246,"('stupid', 'smart')",2.5177135,2.560246,0.0425325
48,0.22291961,0.27308166,"('unintelligent', 'intelligent')",0.2229196,0.2730817,0.0501621
49,0.04704995,0.20722699,"('unable', 'able')",0.04705,0.207227,0.160177
50,-0.12420036,-0.19897053,"('clumsy', 'skillful')",-0.1242004,-0.1989705,-0.0747701
51,-0.42012107,-0.4823907,"('uneducated', 'educated')",-0.4201211,-0.4823907,-0.0622696
52,-0.015874984,-0.18975648,"('irrational', 'rational')",-0.015875,-0.1897565,-0.1738815
