,international_male,international_female,tuple,game_male,game_female,technology_male,technology_female,average_male,average_female,female-male
0,0.789702,0.70598376,"('unsociable', 'sociable')",-0.2255855,-0.32700104,1.2064743,1.3765086,0.5901969,0.5851638,-0.0050331
1,-0.36994582,-0.41542506,"('unfriendly', 'friendly')",1.0436797,0.96217704,-0.021186667,-0.18258145,0.2175157,0.1213902,-0.0961255
2,1.2000809,1.2387693,"('unlikable', 'likable')",0.5577694,0.58101517,0.49895337,0.50942594,0.7522679,0.7764034,0.0241355
3,0.13482314,0.10298281,"('repellent', 'pleasant')",-0.9131698,-0.8939433,0.72397095,0.81345963,-0.0181252,0.0074997,0.0256249
4,-0.8407562,-0.7485734,"('disliked', 'liked')",-0.8264287,-0.951463,-5.3660736,-5.733065,-2.3444195,-2.4777006,-0.1332811
5,-1.2187674,-1.0905391,"('distant', 'outgoing')",0.4729308,0.49807966,-2.0605829,-2.1753275,-0.9354731,-0.9225957,0.0128774
6,-0.8893236,-0.775982,"('distant', 'open')",0.30548376,0.3375134,-2.3471603,-2.4315019,-0.9770001,-0.9566569,0.0203432
7,0.4388414,0.40262628,"('insensitive', 'sensitive')",-0.6702235,-0.6575106,0.6816675,0.8902704,0.1500951,0.2117954,0.0617003
8,-0.5651799,-0.50915897,"('unaffectionate', 'affectionate')",1.1205394,1.130627,-0.7643535,-0.9047756,-0.0696647,-0.0944359,-0.0247712
9,0.19544482,0.20646298,"('unaffectionate', 'caring')",0.9893387,0.95208883,-0.013920568,-0.065183565,0.3902876,0.3644561,-0.0258315
10,0.0880097,0.036520742,"('unsympathetic', 'sympathetic')",-1.7136682,-1.7962574,0.37456,0.6489768,-0.4170328,-0.3702533,0.0467795
11,1.2496012,1.2037265,"('unhelpful', 'helpful')",-0.07167558,-0.034885928,3.3216503,3.3993196,1.4998587,1.52272,0.0228613
12,0.41448945,0.5568162,"('unsupportive', 'supportive')",-0.2779617,-0.2688711,-1.147209,-1.018849,-0.3368938,-0.2436346,0.0932592
13,1.6824958,1.5947076,"('impolite', 'polite')",-1.0712922,-1.0495362,0.8675219,1.0585115,0.4929085,0.534561,0.0416525
14,1.788873,1.7176088,"('antisocial', 'social')",0.15070833,0.13449056,1.6937023,1.7897878,1.2110945,1.2139624,0.0028679
15,0.23938672,0.29377943,"('boring', 'funny')",1.6444175,1.6543076,-0.3308807,-0.50536495,0.5176411,0.4809074,-0.0367337
16,-0.09388566,-0.13309304,"('unpopular', 'popular')",-0.5660749,-0.6201895,0.022831462,-0.09114112,-0.2123764,-0.2814746,-0.0690982
17,-0.97697955,-0.9004482,"('nasty', 'nice')",-0.76580185,-0.6325747,0.044417392,0.067713656,-0.5661213,-0.4884364,0.0776849
18,1.118201,1.1828549,"('disagreeable', 'welcoming')",-0.51290804,-0.50143373,-0.9202994,-0.88888574,-0.1050021,-0.0691549,0.0358472
19,-1.5600494,-1.4501574,"('inhospitable', 'hospitable')",-0.9633517,-0.92445713,-1.0461729,-1.0625877,-1.189858,-1.1457341,0.0441239
20,0.6609737,0.65908426,"('rough', 'thoughtful')",-0.37514335,-0.31440237,1.0869936,1.0838935,0.457608,0.4761918,0.0185838
21,1.0395476,1.007958,"('immoral', 'moral')",-0.15941179,-0.21211065,1.4320178,1.6029707,0.7707179,0.799606,0.0288881
22,0.057461053,0.033790357,"('untrustworthy', 'trustworthy')",-1.1342314,-1.185221,0.30126932,0.45111018,-0.2585004,-0.2334401,0.0250603
23,0.3872543,0.28198665,"('insincere', 'sincere')",-0.5162556,-0.59003854,4.4722214,4.7161427,1.4477401,1.4693635,0.0216234
24,-0.059542943,-0.118891746,"('dishonest', 'honest')",-0.769699,-0.7713552,-0.75425625,-0.71219075,-0.5278327,-0.5341459,-0.0063132
25,-0.23199695,-0.18939029,"('egoistic', 'altruistic')",1.4814793,1.5029918,-0.33061633,-0.4887751,0.3062887,0.2749421,-0.0313466
26,1.2308422,1.2605369,"('hardhearted', 'benevolent')",1.3987706,1.339695,0.5140823,0.41416776,1.0478985,1.0047998,-0.0430987
27,-1.036868,-0.95749307,"('hardhearted', 'softhearted')",-0.48987246,-0.35048422,-0.7159094,-0.6667509,-0.7475499,-0.6582427,0.0893072
28,0.61999506,0.50100243,"('disloyal', 'loyal')",0.8100233,0.68723124,1.3268782,1.243309,0.9189655,0.8105142,-0.1084513
29,-1.0516044,-1.1237993,"('unfair', 'fair')",-0.1586588,-0.19808963,-0.8968203,-1.0048048,-0.7023612,-0.7755646,-0.0732034
30,0.4538548,0.38633794,"('intolerant', 'tolerant')",-0.38220206,-0.38778725,1.3384165,1.3602,0.4700231,0.4529169,-0.0171062
31,-1.9488257,-1.8072294,"('evil', 'good')",-0.61463284,-0.53800046,-3.1108956,-3.238587,-1.8914514,-1.8612722,0.0301792
32,0.2312323,0.1473713,"('unkind', 'kind')",-0.30576295,-0.31352797,0.8073934,0.9033881,0.2442876,0.2457438,0.0014562
33,-0.24676558,-0.21350077,"('wrong', 'right')",0.41278628,0.4135046,-0.0502245,-0.15418367,0.0385987,0.0152734,-0.0233253
34,-0.250032,-0.2659085,"('mean', 'honorable')",-1.0150324,-0.9348914,2.683791,2.8209465,0.4729088,0.5400488,0.06714
35,-0.95542955,-0.9994585,"('corrupt', 'incorrupt')",0.49656832,0.5280887,-1.5917877,-1.7452278,-0.6835496,-0.7388659,-0.0553163
36,-0.29532352,-0.3075549,"('hostile', 'amicable')",-0.25745127,-0.31618527,-1.4093481,-1.6783693,-0.654041,-0.7673698,-0.1133288
37,-0.7070786,-0.667362,"('fake', 'genuine')",-0.8457452,-0.8306894,-0.5974931,-0.4970754,-0.7167723,-0.6650423,0.05173
38,-0.18865706,-0.18130738,"('untruthful', 'truthful')",-0.64019877,-0.65595543,0.42208385,0.365727,-0.1355907,-0.1571786,-0.0215879
39,1.87186,1.9091748,"('exploitative', 'cooperative')",0.51188356,0.6580491,-0.0467909,0.016484752,0.7789842,0.8612363,0.0822521
40,-0.15311246,-0.047551014,"('stingy', 'generous')",-0.9605849,-0.9942999,-2.8392658,-2.8345346,-1.3176544,-1.2921286,0.0255258
41,0.2258274,0.20249623,"('unforgiving', 'forgiving')",-0.70866776,-0.8373477,-0.38070855,-0.35287973,-0.2878496,-0.3292437,-0.0413941
42,0.3181195,0.44115058,"('unreliable', 'reliable')",-0.81061995,-0.8455169,-2.8039014,-2.719069,-1.0988007,-1.0411451,0.0576556
43,0.70035434,0.6910194,"('irresponsible', 'responsible')",-0.541714,-0.55185044,0.40691417,0.5154891,0.1885182,0.2182194,0.0297012
44,0.64184445,0.73967004,"('prejudiced', 'unprejudiced')",-1.0420716,-0.91822827,-0.93040496,-0.88646185,-0.443544,-0.3550067,0.0885373
45,0.007950626,-0.05052024,"('incompetent', 'competent')",-1.3086582,-1.4191033,0.35301805,0.42062506,-0.3158965,-0.3496662,-0.0337697
46,0.588729,0.4982802,"('uncompetitive', 'competitive')",-1.1271379,-1.1909837,0.5984277,0.8295858,0.0200063,0.0456274,0.0256211
47,-0.4828521,-0.4246372,"('stupid', 'smart')",-0.4728278,-0.39855343,4.4620657,4.7317543,1.1687953,1.3028545,0.1340592
48,0.7001145,0.6164853,"('unintelligent', 'intelligent')",0.3520051,0.29313645,1.5128381,1.5198017,0.8549859,0.8098078,-0.0451781
49,0.13776727,0.1790244,"('unable', 'able')",0.38960728,0.40331888,0.5785902,0.6266192,0.3686549,0.4029875,0.0343326
50,-0.10245623,-0.10907042,"('clumsy', 'skillful')",-0.3102905,-0.36391127,0.7056674,0.79414034,0.0976402,0.1070529,0.0094127
51,1.0345988,0.8914974,"('uneducated', 'educated')",-1.1766716,-1.2726427,1.1087775,1.1304857,0.3222349,0.2497801,-0.0724548
52,-0.363775,-0.41381723,"('irrational', 'rational')",1.805391,1.8316004,-1.3984284,-1.7034999,0.0143958,-0.0952389,-0.1096347
53,-0.53236383,-0.5610929,"('uncreative', 'creative')",0.65925866,0.5752582,0.3135025,0.24040519,0.1467991,0.0848568,-0.0619423
54,0.1944572,0.2133038,"('incapable', 'capable')",1.5718787,1.5204296,0.9740742,0.9028982,0.91347,0.8788772,-0.0345928
55,0.715222,0.6544489,"('incompetent', 'clever')",-0.36586383,-0.3425755,2.0363014,2.2371235,0.7952198,0.8496656,0.0544458
56,1.1400653,1.0552651,"('impractical', 'practical')",0.35503244,0.26245984,1.3735542,1.4663281,0.9562173,0.9280177,-0.0281996
57,0.6179202,0.5899889,"('unimaginative', 'imaginative')",-0.34160855,-0.42571908,-1.2279015,-1.2842892,-0.3171966,-0.3733398,-0.0561432
58,-0.12922549,-0.1430082,"('undiscriminating', 'discriminating')",-0.490293,-0.5842606,0.1151685,0.020655852,-0.1681167,-0.2355376,-0.0674209
59,-0.51546305,-0.38883185,"('foolish', 'wise')",1.3380512,1.3929569,-0.39444843,-0.5986683,0.1427132,0.1351522,-0.007561
60,0.7152895,0.6774302,"('inefficient', 'efficient')",-0.4693957,-0.44598973,2.2150888,2.4416356,0.8203275,0.8910254,0.0706979
61,-0.42552868,-0.57589567,"('illogical', 'logical')",0.45911238,0.44239998,0.9708979,0.90923893,0.3348272,0.2585811,-0.0762461
62,0.5784652,0.62962735,"('incompetent', 'brilliant')",0.103315264,0.20270754,1.4922899,1.6765271,0.7246901,0.8362873,0.1115972
63,0.64224637,0.62885475,"('unperceptive', 'insightful')",-0.5344701,-0.5978194,0.77991587,0.8986119,0.2958974,0.3098824,0.013985
64,-0.76345,-0.7307844,"('shy', 'confident')",-0.6263807,-0.6445765,-3.537793,-3.5646956,-1.6425412,-1.6466856,-0.0041444
65,0.94947857,0.92476726,"('insecure', 'secure')",-0.8606954,-0.8124972,1.0448691,1.2472558,0.3778841,0.4531753,0.0752912
66,0.87477374,0.85075897,"('inactive', 'active')",-1.5033716,-1.4654773,-0.66485095,-0.647539,-0.4311496,-0.4207524,0.0103972
67,0.28391263,0.36215222,"('doubtful', 'determined')",0.79403293,0.75406855,-0.1524044,-0.16950074,0.3085137,0.3155733,0.0070596
68,0.014007194,-0.15550917,"('dependent', 'independent')",-0.9892258,-1.0828295,-1.0106454,-1.0822413,-0.6619546,-0.7735267,-0.1115721
69,0.84851474,0.92794126,"('lazy', 'industrious')",0.42141277,0.4729733,-1.6729014,-1.8628451,-0.1343246,-0.1539768,-0.0196522
70,0.5597634,0.5776869,"('lethargic', 'energetic')",-1.7129681,-1.7527639,0.3798683,0.5613279,-0.2577788,-0.204583,0.0531958
71,-0.0813394,-0.06124498,"('diffident', 'self-confident')",0.93638813,0.95711976,0.29400373,0.32393777,0.3830175,0.4066042,0.0235867
72,-0.17829908,-0.11544593,"('unambitious', 'ambitious')",-0.39232937,-0.35085452,-0.4906559,-0.38813695,-0.3537614,-0.2848125,0.0689489
73,0.19860445,0.2931319,"('helpless', 'self-reliant')",-0.008667206,-0.038854774,-2.8061085,-2.8680072,-0.872057,-0.8712433,0.0008137
74,1.1980469,1.1756005,"('undedicated', 'dedicated')",-0.104797244,-0.16968477,-0.43686032,-0.36606765,0.2187965,0.2132827,-0.0055138
75,-0.24999139,-0.20101735,"('meek', 'impulsive')",0.046084866,0.0038866866,-0.10445094,-0.18272193,-0.1027858,-0.1266175,-0.0238317
76,1.389098,1.399325,"('anxious', 'daring')",-1.0820105,-1.0990865,1.3510531,1.5432361,0.5527136,0.6144915,0.0617779
77,-0.40179348,-0.47513798,"('unmotivated', 'motivated')",0.08306648,-0.06274999,0.88764364,1.0254337,0.1896389,0.1625152,-0.0271237
78,0.23788132,0.26758167,"('nonresilient', 'resilient')",-0.16113512,-0.24120754,0.9715294,1.1156162,0.3494252,0.3806634,0.0312382
79,-0.9442516,-0.94046056,"('wavering', 'unwavering')",-0.64473754,-0.6836768,-1.1542064,-1.2910787,-0.9143985,-0.9717387,-0.0573402
80,1.2521577,1.230944,"('dominated', 'dominating')",-0.5072308,-0.48312366,0.9193462,1.1311083,0.5547577,0.6263096,0.0715519
81,1.3530655,1.3087302,"('submissive', 'aggressive')",-0.67473245,-0.72723067,1.6109824,1.8760407,0.7631052,0.8191801,0.0560749
82,-0.5405706,-0.62632835,"('poor', 'rich')",-0.36280534,-0.4824321,4.4008436,4.5919213,1.1658225,1.1610537,-0.0047688
83,-0.02067545,-0.018365506,"('powerless', 'powerful')",0.26102385,0.18689588,0.6210658,0.6124965,0.2871381,0.2603423,-0.0267958
84,0.45166588,0.43953377,"('inferior', 'superior')",0.37969157,0.32294577,0.37163553,0.297635,0.4009977,0.3533715,-0.0476262
85,-0.83772427,-0.7144141,"('insignificant', 'prestigious')",0.89602095,0.93785864,-0.75856483,-1.0675504,-0.2334227,-0.2813686,-0.0479459
86,-0.2713066,-0.38898093,"('uninfluential', 'influential')",-0.4034041,-0.6619884,0.23509905,0.2435627,-0.1465372,-0.2691356,-0.1225984
87,1.4803795,1.472373,"('unsuccessful', 'successful')",0.10476846,0.0468156,1.0783142,1.245934,0.8878207,0.9217076,0.0338869
88,0.40908858,0.2817368,"('low', 'eminent')",-0.21246031,-0.2481264,0.37010905,0.27424356,0.1889124,0.102618,-0.0862944
