,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.10198401,0.04188943,"('unsociable', 'sociable')",0.101984,0.0418894,-0.0600946
1,0.37092328,0.43717447,"('unfriendly', 'friendly')",0.3709233,0.4371745,0.0662512
2,0.036453627,0.053297933,"('unlikable', 'likable')",0.0364536,0.0532979,0.0168443
3,0.4628519,0.5636145,"('repellent', 'pleasant')",0.4628519,0.5636145,0.1007626
4,-7.572297,-7.7192802,"('disliked', 'liked')",-7.5722971,-7.7192802,-0.1469831
5,-1.3872367,-1.294599,"('distant', 'outgoing')",-1.3872367,-1.2945991,0.0926376
6,-0.92210495,-0.84680563,"('distant', 'open')",-0.922105,-0.8468056,0.0752994
7,1.0540638,1.0531408,"('insensitive', 'sensitive')",1.0540638,1.0531408,-0.000923
8,0.91715926,0.88212967,"('unaffectionate', 'affectionate')",0.9171593,0.8821297,-0.0350296
9,1.6283692,1.6224338,"('unaffectionate', 'caring')",1.6283692,1.6224338,-0.0059354
10,1.0388583,1.0534511,"('unsympathetic', 'sympathetic')",1.0388583,1.0534511,0.0145928
11,1.57362,1.4767294,"('unhelpful', 'helpful')",1.57362,1.4767294,-0.0968906
12,-1.711712,-1.7825357,"('unsupportive', 'supportive')",-1.711712,-1.7825357,-0.0708237
13,-0.14811566,-0.16174436,"('impolite', 'polite')",-0.1481157,-0.1617444,-0.0136287
14,0.86482024,0.78126764,"('antisocial', 'social')",0.8648202,0.7812676,-0.0835526
15,-0.29203486,-0.38983425,"('boring', 'funny')",-0.2920349,-0.3898343,-0.0977994
16,-0.98015386,-0.9496636,"('unpopular', 'popular')",-0.9801539,-0.9496636,0.0304903
17,-0.31623054,-0.31452104,"('nasty', 'nice')",-0.3162305,-0.314521,0.0017095
18,-0.5827809,-0.5725351,"('disagreeable', 'welcoming')",-0.5827809,-0.5725351,0.0102458
19,-1.0826381,-1.0522078,"('inhospitable', 'hospitable')",-1.0826381,-1.0522078,0.0304303
20,0.95406586,0.923811,"('rough', 'thoughtful')",0.9540659,0.923811,-0.0302549
21,0.0026515964,0.04559595,"('immoral', 'moral')",0.0026516,0.045596,0.0429444
22,0.13810888,0.040425528,"('untrustworthy', 'trustworthy')",0.1381089,0.0404255,-0.0976834
23,6.326432,6.32965,"('insincere', 'sincere')",6.3264322,6.3296499,0.0032177
24,1.485763,1.344626,"('dishonest', 'honest')",1.485763,1.3446259,-0.1411371
25,0.4591661,0.501138,"('egoistic', 'altruistic')",0.4591661,0.501138,0.0419719
26,1.3202852,1.2854224,"('hardhearted', 'benevolent')",1.3202852,1.2854224,-0.0348628
27,1.021778,0.957314,"('hardhearted', 'softhearted')",1.021778,0.957314,-0.064464
28,1.521874,1.4074339,"('disloyal', 'loyal')",1.521874,1.4074339,-0.1144401
29,-0.5009699,-0.6275905,"('unfair', 'fair')",-0.5009699,-0.6275905,-0.1266206
30,0.96077174,1.0133996,"('intolerant', 'tolerant')",0.9607717,1.0133996,0.0526279
31,-1.9817257,-1.8946553,"('evil', 'good')",-1.9817257,-1.8946553,0.0870704
32,1.1959662,1.1057825,"('unkind', 'kind')",1.1959662,1.1057825,-0.0901837
33,-0.123186395,-0.21231046,"('wrong', 'right')",-0.1231864,-0.2123105,-0.0891241
34,4.3690643,4.517699,"('mean', 'honorable')",4.3690643,4.5176988,0.1486345
35,-0.76587224,-0.9759735,"('corrupt', 'incorrupt')",-0.7658722,-0.9759735,-0.2101013
36,-0.7070498,-0.7471736,"('hostile', 'amicable')",-0.7070498,-0.7471736,-0.0401238
37,0.8734119,0.8441921,"('fake', 'genuine')",0.8734119,0.8441921,-0.0292198
