,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.57526255,-0.69432217,"('unsociable', 'sociable')",0.4670454,0.2917631,-0.60994995,-0.71642435,-0.239389,-0.3729945,-0.1336055
1,-1.3561935,-1.4726712,"('unfriendly', 'friendly')",-0.16268827,-0.25570467,1.8361852,1.7724967,0.1057678,0.014707,-0.0910608
2,1.4155091,1.4724087,"('unlikable', 'likable')",1.817823,1.8767914,0.5507231,0.70009696,1.2613517,1.3497656,0.0884139
3,-0.16668531,-0.074634284,"('repellent', 'pleasant')",0.6020503,0.6411226,0.48022208,0.51257783,0.3051957,0.3596887,0.054493
4,-0.11582317,-0.19595355,"('disliked', 'liked')",-0.20999503,-0.3034953,-6.8367147,-6.9278035,-2.3875109,-2.4757508,-0.0882399
5,-0.77254206,-0.7577367,"('distant', 'outgoing')",-1.5165603,-1.4645627,-0.22631529,-0.19531003,-0.8384725,-0.8058698,0.0326027
6,-1.0045955,-0.9448119,"('distant', 'open')",-1.7469019,-1.6810204,0.33517417,0.36305735,-0.8054411,-0.7542583,0.0511828
7,-0.2286631,-0.25852495,"('insensitive', 'sensitive')",0.25997996,0.35312957,1.0261352,1.041199,0.352484,0.3786012,0.0261172
8,-1.2680746,-1.3569592,"('unaffectionate', 'affectionate')",-0.09674232,-0.11095682,1.0284958,0.993852,-0.112107,-0.1580213,-0.0459143
9,-1.1733656,-1.2483844,"('unaffectionate', 'caring')",0.02538929,-0.0014614686,1.3287278,1.3422085,0.0602505,0.0307875,-0.029463
10,-0.8104567,-0.9041321,"('unsympathetic', 'sympathetic')",0.04884924,0.101049125,-0.3399675,-0.29956394,-0.3671916,-0.367549,-0.0003574
11,-0.11167448,-0.18933126,"('unhelpful', 'helpful')",-0.020212539,-0.008202754,1.5732582,1.7136585,0.4804571,0.5053748,0.0249177
12,-0.011514108,0.052385487,"('unsupportive', 'supportive')",0.87805235,1.0089338,-1.8054706,-1.7443542,-0.3129775,-0.2276783,0.0852992
13,-0.74443614,-0.6897871,"('impolite', 'polite')",-0.1821926,-0.20104513,-0.49607807,-0.3948034,-0.4742356,-0.4285452,0.0456904
14,0.9259126,0.8749796,"('antisocial', 'social')",1.6804688,1.6511855,-0.17928925,-0.2767709,0.8090307,0.7497981,-0.0592326
15,0.69136447,0.5256104,"('boring', 'funny')",-0.54918516,-0.66305673,0.5190944,0.48238197,0.2204246,0.1149785,-0.1054461
16,-0.24153224,-0.1765143,"('unpopular', 'popular')",-0.52825683,-0.4494234,0.22487426,0.28617465,-0.1816383,-0.1132543,0.068384
17,0.25503314,0.37246665,"('nasty', 'nice')",-0.8352109,-0.76606035,-0.4882478,-0.45303276,-0.3561419,-0.2822088,0.0739331
18,-0.93394935,-0.8860424,"('disagreeable', 'welcoming')",-0.69478035,-0.59693146,-0.4301777,-0.41989282,-0.6863025,-0.6342889,0.0520136
19,-1.0741736,-1.0818486,"('inhospitable', 'hospitable')",-1.5956705,-1.6252769,-0.08901718,0.03772246,-0.9196204,-0.8898011,0.0298193
20,0.67872494,0.75072616,"('rough', 'thoughtful')",1.0240278,1.0808468,1.109813,1.0145823,0.9375219,0.9487184,0.0111965
21,0.34763443,0.29493636,"('immoral', 'moral')",0.55721253,0.5637058,-0.72761786,-0.6956737,0.0590764,0.0543228,-0.0047536
22,0.2352587,0.15526286,"('untrustworthy', 'trustworthy')",0.6208303,0.55564433,-0.80875504,-0.87141174,0.015778,-0.0535015,-0.0692795
23,-1.0762562,-1.155008,"('insincere', 'sincere')",0.27783942,0.3107172,6.076618,6.017845,1.7594005,1.7245181,-0.0348824
24,-0.8333756,-0.86125124,"('dishonest', 'honest')",-0.34233275,-0.30550143,0.7318019,0.68700534,-0.1479688,-0.1599158,-0.011947
25,-0.069778144,-0.157182,"('egoistic', 'altruistic')",0.19253176,0.09457929,1.8279793,1.7461975,0.6502443,0.5611982,-0.0890461
26,0.76357967,0.6253176,"('hardhearted', 'benevolent')",1.2571595,1.2063559,1.793461,1.685687,1.2714,1.1724535,-0.0989465
27,-0.08565899,-0.031142548,"('hardhearted', 'softhearted')",-0.051368326,-0.03846331,1.4724419,1.3961765,0.4451382,0.4421902,-0.002948
28,-0.4170062,-0.62312585,"('disloyal', 'loyal')",0.48518234,0.3804288,1.0269033,0.8736912,0.3650265,0.2103314,-0.1546951
29,-0.117753886,-0.17549337,"('unfair', 'fair')",-0.39784455,-0.47788042,-0.32376334,-0.52123576,-0.2797873,-0.3915365,-0.1117492
30,0.4594699,0.39419687,"('intolerant', 'tolerant')",1.003779,0.91462094,1.1827351,1.1927568,0.8819947,0.8338582,-0.0481365
31,-0.6650164,-0.54118943,"('evil', 'good')",-1.311633,-1.3111864,-0.8723367,-0.9995191,-0.949662,-0.9506316,-0.0009696
32,-0.16642764,-0.2961855,"('unkind', 'kind')",0.834575,0.73769265,0.85400975,0.7374435,0.5073857,0.3929836,-0.1144021
