,mastercard_male,mastercard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6788434,-0.7705003,"('unsociable', 'sociable')",-0.61605334,-0.7395612,-0.6474484,-0.7550308,-0.1075824
1,1.3295832,1.2796427,"('unfriendly', 'friendly')",2.030108,1.9307188,1.6798456,1.6051807,-0.0746649
2,1.4518021,1.5139183,"('unlikable', 'likable')",0.85822076,0.8967777,1.1550114,1.205348,0.0503366
3,-1.2375904,-1.1593564,"('repellent', 'pleasant')",-0.22234128,-0.2284571,-0.7299659,-0.6939067,0.0360592
4,-0.35907197,-0.4246444,"('disliked', 'liked')",-5.881771,-5.9865294,-3.1204214,-3.2055869,-0.0851655
5,0.633442,0.66960734,"('distant', 'outgoing')",0.10311671,0.10912979,0.3682793,0.3893686,0.0210893
6,0.326213,0.3617424,"('distant', 'open')",0.52154607,0.47678852,0.4238795,0.4192654,-0.0046141
7,-0.45716336,-0.47878882,"('insensitive', 'sensitive')",0.14560845,0.13705991,-0.1557775,-0.1708645,-0.015087
8,0.8398355,0.8239577,"('unaffectionate', 'affectionate')",0.82416403,0.795206,0.8319998,0.8095819,-0.0224179
9,1.2470032,1.2269243,"('unaffectionate', 'caring')",1.0409713,1.0461473,1.1439872,1.1365359,-0.0074513
10,-1.4206588,-1.4794655,"('unsympathetic', 'sympathetic')",-1.0200292,-1.0549666,-1.2203441,-1.267216,-0.0468719
11,-1.0163661,-1.0200961,"('unhelpful', 'helpful')",1.2570988,1.2592118,0.1203663,0.1195579,-0.0008084
12,-0.121672645,-0.060592618,"('unsupportive', 'supportive')",-1.9826612,-1.9497986,-1.0521669,-1.0051956,0.0469713
13,-0.5879607,-0.591206,"('impolite', 'polite')",-0.93473613,-0.98427165,-0.7613484,-0.7877388,-0.0263904
14,-0.35870323,-0.45453972,"('antisocial', 'social')",-0.78726625,-0.86021036,-0.5729848,-0.657375,-0.0843902
15,0.035384916,-0.048791945,"('boring', 'funny')",0.5301816,0.44488546,0.2827832,0.1980468,-0.0847364
16,-0.3401573,-0.2576165,"('unpopular', 'popular')",0.5955727,0.6151473,0.1277077,0.1787654,0.0510577
17,-0.08442415,-0.020114336,"('nasty', 'nice')",-0.3264141,-0.304692,-0.2054191,-0.1624032,0.0430159
18,0.32903573,0.3118801,"('disagreeable', 'welcoming')",-0.15456069,-0.23750442,0.0872375,0.0371878,-0.0500497
19,0.02373122,0.053473555,"('inhospitable', 'hospitable')",0.3726398,0.4364786,0.1981855,0.2449761,0.0467906
20,0.21786018,0.25722146,"('rough', 'thoughtful')",1.0975232,1.005248,0.6576917,0.6312347,-0.026457
21,-0.8370445,-0.89022857,"('immoral', 'moral')",-0.8188921,-0.8159171,-0.8279683,-0.8530728,-0.0251045
22,-0.94741696,-1.0795662,"('untrustworthy', 'trustworthy')",-1.1055517,-1.2505977,-1.0264844,-1.165082,-0.1385976
23,-0.112479284,-0.15886974,"('insincere', 'sincere')",5.175088,5.0601544,2.5313044,2.4506423,-0.0806621
24,0.2056039,0.08142204,"('dishonest', 'honest')",0.5995621,0.5000801,0.402583,0.2907511,-0.1118319
