,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1498406,-1.178979,"('unsociable', 'sociable')",-1.4165782,-1.5119714,0.2813501,0.20740372,-0.76565814,-0.83044946,-0.7626817,-0.8284991,-0.0658174
1,-0.70850354,-0.7362535,"('unfriendly', 'friendly')",-0.01663944,-0.1815016,-0.4199878,-0.4687739,1.912914,1.7792656,0.1919458,0.0981842,-0.0937616
2,0.42480767,0.5464598,"('unlikable', 'likable')",1.3790485,1.5075393,1.9864197,2.075631,0.7619419,0.9075274,1.1380544,1.2592894,0.121235
3,-0.94915736,-0.7651823,"('repellent', 'pleasant')",-1.064413,-0.98878706,0.66184413,0.7230983,0.013037769,0.078031614,-0.3346721,-0.2382099,0.0964622
4,-0.16734408,-0.226881,"('disliked', 'liked')",0.012625903,-0.037167378,-0.70473784,-0.8253346,-6.021519,-6.1264753,-1.7202438,-1.8039646,-0.0837208
5,-0.22635962,-0.23291796,"('distant', 'outgoing')",0.4418162,0.49572602,-1.2660195,-1.2763755,-0.042490195,-0.04895793,-0.2732633,-0.2656313,0.007632
6,-0.08539964,-0.032583144,"('distant', 'open')",0.4682623,0.51306355,-1.6110452,-1.6120464,0.7035561,0.65198493,-0.1311566,-0.1198952,0.0112614
7,-0.040428884,-0.009191042,"('insensitive', 'sensitive')",-0.69570506,-0.70751715,-0.049055118,0.06630637,0.5878563,0.5636073,-0.0493332,-0.0216986,0.0276346
8,-0.6933862,-0.70865005,"('unaffectionate', 'affectionate')",0.053703144,-0.0676613,-0.69675,-0.7172673,0.6190898,0.49790508,-0.1793358,-0.2489184,-0.0695826
9,-0.1892934,-0.17141196,"('unaffectionate', 'caring')",-0.15810086,-0.26162165,-0.44293508,-0.45137665,0.9843827,0.9319474,0.0485133,0.0118843,-0.036629
10,-0.5173831,-0.41010243,"('unsympathetic', 'sympathetic')",-1.9901812,-1.9882085,-0.70789963,-0.59584206,-0.71489656,-0.7124757,-0.9825901,-0.9266572,0.0559329
11,-0.29176015,-0.23649089,"('unhelpful', 'helpful')",-0.6363104,-0.63398933,-0.5522595,-0.4990235,1.3459496,1.4175311,-0.0335951,0.0120068,0.0456019
12,0.36315888,0.52916336,"('unsupportive', 'supportive')",-0.18900661,-0.03413348,0.6558199,0.8514339,-1.7593738,-1.7256737,-0.2323504,-0.0948025,0.1375479
13,-0.4305117,-0.43065798,"('impolite', 'polite')",-0.21052763,-0.1589939,0.13795577,0.19329214,-0.7916932,-0.73028374,-0.3236942,-0.2816609,0.0420333
14,-0.40153667,-0.407056,"('antisocial', 'social')",0.46670142,0.48275223,1.9854022,2.0568202,-0.7084072,-0.71714973,0.3355399,0.3538417,0.0183018
15,0.2554589,0.111836135,"('boring', 'funny')",0.59716797,0.56191325,-0.8163222,-0.8955738,0.49762064,0.43720713,0.1334813,0.0538457,-0.0796356
16,-1.3269604,-1.322019,"('unpopular', 'popular')",0.15382664,0.0006367713,-0.45699346,-0.45914432,0.46792966,0.41322848,-0.2905494,-0.3418245,-0.0512751
17,-0.16788656,-0.08283945,"('nasty', 'nice')",-0.74964905,-0.6633693,-0.92708755,-0.8853961,-0.41973525,-0.36958787,-0.5660896,-0.5002982,0.0657914
18,0.8370841,0.9585902,"('disagreeable', 'welcoming')",1.0797689,1.1641116,-0.23025918,-0.15478045,-0.31216905,-0.37122092,0.3436062,0.3991751,0.0555689
19,0.2656921,0.38425195,"('inhospitable', 'hospitable')",-0.5726702,-0.51118505,-1.6577691,-1.6822973,-0.21583454,-0.16037336,-0.5451455,-0.4924009,0.0527446
20,0.29003713,0.33741733,"('rough', 'thoughtful')",0.66775405,0.7104895,1.2473246,1.3374486,1.2234182,1.1786932,0.8571335,0.8910122,0.0338787
21,-0.054076254,-0.023689024,"('immoral', 'moral')",-0.32399172,-0.29399705,0.42817968,0.51314604,-1.0662628,-1.0056754,-0.2540378,-0.2025539,0.0514839
22,-0.70901287,-0.7002519,"('untrustworthy', 'trustworthy')",-0.5913111,-0.55824304,0.4284587,0.42405176,-1.088158,-1.1202992,-0.4900058,-0.4886856,0.0013202
23,-0.4849919,-0.39779523,"('insincere', 'sincere')",-0.8911186,-0.9291559,0.08978589,0.115964025,5.199415,5.110271,0.9782727,0.974821,-0.0034517
24,0.4991206,0.4658868,"('dishonest', 'honest')",-0.6287497,-0.6654448,-0.6368403,-0.6294104,0.48978522,0.4372514,-0.069171,-0.0979293,-0.0287583
25,-0.21352148,-0.29323995,"('egoistic', 'altruistic')",0.80605197,0.7269125,0.090675056,0.011177599,1.6275159,1.5096639,0.5776803,0.4886285,-0.0890518
26,0.6257156,0.58809453,"('hardhearted', 'benevolent')",1.7522234,1.6990501,1.1561549,1.1816841,1.9032274,1.8522949,1.3593303,1.3302809,-0.0290494
27,0.3701481,0.36775526,"('hardhearted', 'softhearted')",-0.6226339,-0.6019201,-0.52329785,-0.4872838,1.351703,1.217597,0.1439798,0.1240371,-0.0199427
28,0.23178336,0.07784533,"('disloyal', 'loyal')",-0.43286088,-0.6450853,-0.36314842,-0.45516795,0.8442595,0.70728445,0.0700084,-0.0787809,-0.1487893
29,-1.1430128,-1.2231995,"('unfair', 'fair')",-1.0312662,-1.0781091,-0.6702696,-0.7334447,-0.67946506,-0.8353073,-0.8810034,-0.9675152,-0.0865118
30,-0.11760941,-0.061806016,"('intolerant', 'tolerant')",-0.09066041,-0.12294729,0.47392917,0.41602594,1.1316013,1.1000165,0.3493152,0.3328223,-0.0164929
31,-0.64766145,-0.5404927,"('evil', 'good')",0.6560398,0.6332785,-0.64419967,-0.6907415,-0.5493715,-0.6396185,-0.2962982,-0.3093936,-0.0130954
32,-0.44653577,-0.4596988,"('unkind', 'kind')",-1.281973,-1.3400209,0.023662731,0.02294866,0.5395364,0.44160068,-0.2913274,-0.3337926,-0.0424652
33,0.4136721,0.25741223,"('wrong', 'right')",1.3071895,1.2782602,0.1708494,0.12641737,-0.068547405,-0.14455843,0.4557909,0.3793828,-0.0764081
34,-0.54508275,-0.3626573,"('mean', 'honorable')",-0.27932736,-0.08710201,0.07416256,0.18405542,5.645732,5.7471213,1.2238711,1.3703544,0.1464833
35,0.320582,0.1370818,"('corrupt', 'incorrupt')",0.6173468,0.5074642,-1.5146633,-1.6627684,0.2166285,0.016456466,-0.0900265,-0.2504415,-0.160415
36,-0.8865207,-0.93184775,"('hostile', 'amicable')",0.8348726,0.68233204,-1.2143514,-1.3872894,0.7458186,0.54853743,-0.1300452,-0.2720669,-0.1420217
37,-0.2783496,-0.20246628,"('fake', 'genuine')",-0.45475218,-0.36959678,-0.50258803,-0.48777843,0.23371612,0.22682557,-0.2504934,-0.208254,0.0422394
38,0.016571242,0.08320602,"('untruthful', 'truthful')",-0.34204307,-0.28855437,-1.0646976,-1.0160263,-0.264862,-0.20582627,-0.4137579,-0.3568002,0.0569577
39,1.3738682,1.371732,"('exploitative', 'cooperative')",0.90890735,0.9375794,1.9907084,2.009775,0.2959436,0.3204385,1.142357,1.1598811,0.0175241
40,0.8854755,0.882003,"('stingy', 'generous')",0.3325258,0.2992071,0.6239227,0.67804664,-1.2136815,-1.3760939,0.1570607,0.1207907,-0.03627
41,-0.50513345,-0.39772514,"('unforgiving', 'forgiving')",-0.37836847,-0.39442918,0.60590476,0.6095242,0.20772687,0.116579294,-0.0174676,-0.0165127,0.0009549
42,0.59493273,0.70720285,"('unreliable', 'reliable')",0.30423117,0.54859453,0.77208036,0.9398036,-2.8689027,-2.8357115,-0.2994146,-0.1600276,0.139387
43,0.24693605,0.3969877,"('irresponsible', 'responsible')",-0.68438137,-0.52190906,0.5931276,0.7548932,0.22179145,0.2823177,0.0943684,0.2280724,0.133704
44,0.116772585,0.19831315,"('prejudiced', 'unprejudiced')",0.82397866,1.0300394,0.05648212,0.0851834,-1.1183007,-1.0596269,-0.0302668,0.0634772,0.093744
45,-1.4762696,-1.2619272,"('incompetent', 'competent')",-1.1548393,-1.1436896,-0.23833975,-0.19344002,-0.71055263,-0.7376306,-0.8950003,-0.8341718,0.0608285
46,-0.85888183,-0.7786996,"('uncompetitive', 'competitive')",-0.9719572,-0.8875046,1.1648458,1.2947236,-1.0628339,-1.038079,-0.4322068,-0.3523899,0.0798169
47,-1.0983474,-0.9899262,"('stupid', 'smart')",-0.25279263,-0.08351185,0.7710543,0.8651645,5.42121,5.509238,1.210281,1.3252411,0.1149601
48,0.15535286,0.1261496,"('unintelligent', 'intelligent')",-0.8414451,-0.9288779,-0.65091336,-0.6084662,-0.004419718,0.029470425,-0.3353563,-0.345431,-0.0100747
49,-1.4082549,-1.2914785,"('unable', 'able')",-1.2170964,-1.0915502,-1.1916271,-1.0588956,-0.5872548,-0.4616026,-1.1010584,-0.9758818,0.1251766
50,0.20077723,0.20958254,"('clumsy', 'skillful')",0.16044244,0.14188562,-0.42601427,-0.43085048,0.0149136335,-0.034556862,-0.0124702,-0.0284848,-0.0160146
51,0.6508543,0.50175524,"('uneducated', 'educated')",-0.008877758,-0.12583843,0.29599023,0.24726416,0.1051185,0.0095492825,0.2607713,0.1581826,-0.1025887
52,0.381549,0.14850268,"('irrational', 'rational')",0.5500421,0.31736153,-0.60620916,-0.782186,0.70557714,0.53122574,0.2577398,0.053726,-0.2040138
53,-0.9341244,-0.95345795,"('uncreative', 'creative')",-0.613902,-0.74424475,-0.32357153,-0.36900613,0.89467996,0.80084413,-0.2442295,-0.3164662,-0.0722367
54,-0.052899264,-0.08803666,"('incapable', 'capable')",0.32726455,0.3537225,-0.1169564,-0.062235177,1.002154,1.0373949,0.2898907,0.3102114,0.0203207
55,-0.76128364,-0.60858834,"('incompetent', 'clever')",-1.135013,-1.1589646,0.75452286,0.82653314,-0.47323704,-0.46127185,-0.4037527,-0.3505729,0.0531798
56,0.008900728,0.09960684,"('impractical', 'practical')",0.30155045,0.45588836,0.7029781,0.75659925,-0.16375975,-0.13766627,0.2124174,0.2936071,0.0811897
57,-0.5982524,-0.595277,"('unimaginative', 'imaginative')",-0.8631061,-0.8859711,-0.6129369,-0.58617216,-2.3687575,-2.3848588,-1.1107633,-1.1130698,-0.0023065
58,0.39225054,0.43636146,"('undiscriminating', 'discriminating')",0.3113889,0.30277056,0.7918134,0.82715774,0.21437375,0.17113408,0.4274566,0.434356,0.0068994
59,-0.0046888627,-0.12460675,"('foolish', 'wise')",0.80596274,0.77055717,-0.9080283,-0.9631345,0.6714477,0.6205811,0.1411733,0.0758492,-0.0653241
60,-0.3860071,-0.21607976,"('inefficient', 'efficient')",-0.59374255,-0.43867472,1.0102457,1.1560541,-0.79264206,-0.59477204,-0.1905365,-0.0233681,0.1671684
61,-0.22646183,-0.35780224,"('illogical', 'logical')",-0.61322725,-0.7706679,-0.07311474,-0.18585649,0.10888384,-0.023635902,-0.20098,-0.3344906,-0.1335106
62,-0.87717736,-0.6936132,"('incompetent', 'brilliant')",-0.3887639,-0.22369692,0.6149725,0.7856964,-0.27447483,-0.08061627,-0.2313609,-0.0530575,0.1783034
63,-0.16043691,-0.04516422,"('unperceptive', 'insightful')",-0.2926211,-0.23350228,1.0256394,1.1171284,0.38542405,0.4711799,0.2395014,0.3274105,0.0879091
64,0.57969856,0.4982906,"('shy', 'confident')",-0.18906711,-0.12377644,1.0180485,0.97657764,-6.374008,-6.3007784,-1.2413321,-1.2374216,0.0039105
65,-0.055766083,-0.18991323,"('insecure', 'secure')",-0.6435508,-0.6760678,1.0067816,0.9355997,-0.53411275,-0.52122486,-0.056662,-0.1129016,-0.0562396
66,0.9530048,0.9501151,"('inactive', 'active')",1.1615951,1.140462,0.60369813,0.57180595,1.1646302,1.1358515,0.970732,0.9495586,-0.0211734
67,0.7232258,0.69478047,"('doubtful', 'determined')",0.24752177,0.37896368,0.7498647,0.76426923,-0.45905474,-0.35507715,0.3153894,0.3707341,0.0553447
68,0.2082351,0.1263507,"('dependent', 'independent')",-0.69325954,-0.7628384,-0.5956037,-0.69584966,-0.9610161,-0.98659974,-0.5104111,-0.5797343,-0.0693232
69,0.6907975,0.63145834,"('lazy', 'industrious')",2.4421937,2.501974,0.4781685,0.4443869,-0.35148236,-0.30611712,0.8149194,0.8179256,0.0030062
70,0.38735497,0.5276371,"('lethargic', 'energetic')",-0.2323283,-0.13687918,0.36920193,0.5110687,0.44646454,0.5215818,0.2426733,0.3558521,0.1131788
71,0.5941012,0.61613536,"('diffident', 'self-confident')",0.43503982,0.45172375,0.3948203,0.41582197,0.54756063,0.49806023,0.4928805,0.4954354,0.0025549
72,0.36584276,0.3521656,"('unambitious', 'ambitious')",-0.34058094,-0.19422562,0.44280073,0.48570442,-1.0004817,-0.94359875,-0.1331048,-0.0749886,0.0581162
73,1.6696609,1.6738846,"('helpless', 'self-reliant')",1.1842937,1.2545455,0.2703031,0.24712124,-2.7313504,-2.7195914,0.0982268,0.11399,0.0157632
74,0.12155483,0.25610307,"('undedicated', 'dedicated')",0.41672516,0.43182147,0.98959994,1.0413864,0.3195506,0.28436667,0.4618576,0.5034194,0.0415618
75,0.27919513,0.3661905,"('meek', 'impulsive')",0.7494588,0.8361171,-0.85785496,-0.7965059,-0.36339578,-0.2610638,-0.0481492,0.0361845,0.0843337
76,0.30900303,0.45264518,"('anxious', 'daring')",0.21277054,0.38509464,0.86321473,1.0475667,-0.04162649,0.04157331,0.3358405,0.4817199,0.1458794
77,-1.1712357,-1.1653097,"('unmotivated', 'motivated')",-0.7991855,-0.772684,0.20885989,0.2722926,-1.5241896,-1.3481872,-0.8214377,-0.7534721,0.0679656
78,-1.2354157,-1.0830045,"('nonresilient', 'resilient')",-0.3877393,-0.38289514,0.61600846,0.75609314,-0.009699924,0.07675475,-0.2542116,-0.1582629,0.0959487
79,0.27254185,0.2530586,"('wavering', 'unwavering')",0.028927054,0.008615892,-1.5084622,-1.5442342,0.056691647,0.044847917,-0.2875754,-0.3094279,-0.0218525
80,0.10481231,0.100089885,"('dominated', 'dominating')",-0.3346398,-0.28104725,0.75885236,0.8185988,-1.4086511,-1.362034,-0.2199066,-0.1810981,0.0388085
81,-0.05805306,-0.21965803,"('submissive', 'aggressive')",-0.29375947,-0.29472643,1.476756,1.542868,-0.9039075,-0.82454646,0.055259,0.0509843,-0.0042747
82,-0.96289754,-0.8619269,"('poor', 'rich')",-1.0450604,-1.045312,-0.46823722,-0.41234475,5.345982,5.313227,0.7174467,0.7484109,0.0309642
83,-0.13517693,-0.14030527,"('powerless', 'powerful')",0.36830765,0.42500883,0.13237584,0.20066376,-0.8454036,-0.82968116,-0.1199743,-0.0860785,0.0338958
84,0.23583291,0.019789215,"('inferior', 'superior')",0.026506878,-0.021602308,-0.10378422,-0.15503187,0.7514457,0.6502029,0.2275003,0.1233395,-0.1041608
85,0.32626516,0.31906503,"('insignificant', 'prestigious')",0.8532163,0.8255511,-0.45654425,-0.5059099,0.9988212,0.9442543,0.4304396,0.3957401,-0.0346995
86,-0.8895521,-0.94239986,"('uninfluential', 'influential')",-0.9406299,-1.129221,-0.27098477,-0.32693917,-0.45682776,-0.6322404,-0.6394986,-0.7577001,-0.1182015
87,-0.5238103,-0.6073631,"('unsuccessful', 'successful')",0.41518828,0.373429,1.1629331,1.1843083,0.67749935,0.7404113,0.4329526,0.4226964,-0.0102562
