,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.51599884,-0.5504062,"('unsociable', 'sociable')",0.12061602,-0.02216275,-0.36966974,-0.4401702,-0.2550175,-0.3375797,-0.0825622
1,-0.62150306,-0.66820914,"('unfriendly', 'friendly')",0.4398717,0.31939742,2.1631355,2.008345,0.6605014,0.5531777,-0.1073237
2,0.49831063,0.6275667,"('unlikable', 'likable')",2.45384,2.5753736,0.51862556,0.55292606,1.1569254,1.2519555,0.0950301
3,-0.5431598,-0.4758839,"('repellent', 'pleasant')",-0.15048549,-0.12446083,0.4022428,0.50716174,-0.0971341,-0.031061,0.0660731
4,-0.31873658,-0.36997938,"('disliked', 'liked')",0.043925773,-0.032884702,-5.7632823,-5.831928,-2.0126977,-2.0782639,-0.0655662
5,-0.45351863,-0.43255273,"('distant', 'outgoing')",1.0815517,1.0625361,-0.14396408,-0.2787631,0.1613563,0.1170734,-0.0442829
6,-0.3202022,-0.27819884,"('distant', 'open')",0.62670046,0.62161994,0.61538017,0.43695074,0.3072928,0.2601239,-0.0471689
7,0.27936983,0.27606103,"('insensitive', 'sensitive')",0.25930056,0.2955706,0.40751678,0.39673758,0.3153957,0.3227897,0.007394
8,-0.19261281,-0.18974726,"('unaffectionate', 'affectionate')",-0.15111347,-0.17380333,0.8933274,0.7436805,0.1832004,0.12671,-0.0564904
9,0.34344348,0.3665786,"('unaffectionate', 'caring')",0.78621215,0.7980005,1.0330225,0.8890028,0.7208927,0.6845273,-0.0363654
10,0.4609692,0.4942832,"('unsympathetic', 'sympathetic')",-0.43445346,-0.43685648,0.065170676,0.10317177,0.0305621,0.0535328,0.0229707
11,0.33948907,0.47772333,"('unhelpful', 'helpful')",0.26046535,0.29513663,1.3350976,1.3876431,0.6450173,0.7201676,0.0751503
12,0.74083245,0.8587858,"('unsupportive', 'supportive')",1.436638,1.545128,-1.7662517,-1.8160261,0.1370729,0.1959625,0.0588896
13,-0.21670505,-0.207142,"('impolite', 'polite')",-0.18212655,-0.19838655,-0.52101445,-0.51421165,-0.3066154,-0.3065801,3.53e-05
14,0.277808,0.27726197,"('antisocial', 'social')",1.2250956,1.1569204,-0.08355099,-0.046377856,0.4731176,0.4626015,-0.0105161
15,0.43745074,0.39749262,"('boring', 'funny')",0.42904985,0.47100064,0.287302,0.25545868,0.3846009,0.3746506,-0.0099503
16,-2.16715,-2.1764128,"('unpopular', 'popular')",0.034511454,0.03885958,0.2449111,0.1871577,-0.6292425,-0.6501318,-0.0208893
17,-0.10584544,-0.017834328,"('nasty', 'nice')",0.23048852,0.27511495,-0.34935254,-0.3311097,-0.0749032,-0.0246097,0.0502935
18,0.8434278,0.9551042,"('disagreeable', 'welcoming')",0.6416355,0.6925949,-0.6915969,-0.7895504,0.2644888,0.2860496,0.0215608
19,0.05211649,0.19953594,"('inhospitable', 'hospitable')",-0.47313106,-0.4251235,-0.5744971,-0.6200467,-0.3318372,-0.2818781,0.0499591
20,0.49497756,0.5315874,"('rough', 'thoughtful')",0.8762875,0.8808512,1.4406685,1.4427816,0.9373112,0.9517401,0.0144289
21,0.45346257,0.44346341,"('immoral', 'moral')",0.072925374,0.118601754,-1.0523701,-1.0027574,-0.1753274,-0.1468974,0.02843
22,0.041462693,0.07379964,"('untrustworthy', 'trustworthy')",-0.5805578,-0.6091113,-0.47711277,-0.46708778,-0.338736,-0.3341331,0.0046029
23,-0.023739973,0.047174044,"('insincere', 'sincere')",0.37617603,0.38074866,5.4650593,5.396906,1.9391651,1.9416095,0.0024444
24,1.4532709,1.4786994,"('dishonest', 'honest')",-0.45570523,-0.4552254,0.45294708,0.3883546,0.4835043,0.4706095,-0.0128948
25,-0.5051757,-0.58794963,"('egoistic', 'altruistic')",0.06965528,0.079855695,1.098865,1.0141124,0.2211149,0.1686728,-0.0524421
26,0.8233119,0.75570923,"('hardhearted', 'benevolent')",1.8439056,1.8336225,2.3070552,2.2709303,1.6580909,1.6200873,-0.0380036
27,0.41349363,0.42697823,"('hardhearted', 'softhearted')",0.29236606,0.25156623,1.0016656,0.7411005,0.5691751,0.473215,-0.0959601
28,0.7574512,0.6185429,"('disloyal', 'loyal')",-0.023140047,-0.12717067,1.3123122,1.1739508,0.6822077,0.5551077,-0.1271
29,-0.85203266,-0.89522827,"('unfair', 'fair')",-0.11601752,-0.17003462,-0.39603978,-0.52221084,-0.4546967,-0.5291579,-0.0744612
30,0.27728972,0.3397267,"('intolerant', 'tolerant')",0.6123343,0.5998731,1.031657,1.0505154,0.640427,0.6633717,0.0229447
31,-1.1639355,-1.0766623,"('evil', 'good')",-0.12916236,-0.060764983,-0.3536273,-0.42691833,-0.5489084,-0.5214485,0.0274599
32,-0.19470628,-0.22208829,"('unkind', 'kind')",0.086118504,0.02618315,0.6864439,0.5458665,0.1926187,0.1166538,-0.0759649
33,0.17002064,0.11013538,"('wrong', 'right')",1.1806105,1.2208012,-0.38546082,-0.5226332,0.3217235,0.2694345,-0.052289
34,-0.92328644,-0.7888018,"('mean', 'honorable')",0.14554133,0.21587622,5.3248215,5.4015656,1.5156921,1.6095467,0.0938546
35,-0.26679564,-0.37463325,"('corrupt', 'incorrupt')",-0.43439916,-0.51270115,-0.20962107,-0.39245024,-0.3036053,-0.4265949,-0.1229896
36,-1.5132176,-1.6003188,"('hostile', 'amicable')",0.008412562,-0.08134827,0.643647,0.5175869,-0.2870527,-0.3880267,-0.100974
37,0.14752842,0.20766845,"('fake', 'genuine')",-1.437958,-1.421592,0.206143,0.2165945,-0.3614289,-0.332443,0.0289859
38,0.17959006,0.26396304,"('untruthful', 'truthful')",0.57414615,0.6322548,0.22318941,0.25874928,0.3256419,0.384989,0.0593471
39,1.5824836,1.6466023,"('exploitative', 'cooperative')",0.5441507,0.5891967,0.04538228,0.034709636,0.7240055,0.7568362,0.0328307
40,1.0593672,0.99103403,"('stingy', 'generous')",1.0845563,1.1089807,-1.4024187,-1.5723621,0.2471683,0.1758842,-0.0712841
41,-0.09658481,-0.014655265,"('unforgiving', 'forgiving')",0.6540699,0.70411366,0.3035648,0.20668986,0.2870166,0.2987161,0.0116995
42,1.2360181,1.347567,"('unreliable', 'reliable')",1.1360455,1.233597,-2.9714048,-2.9426112,-0.1997804,-0.1204824,0.079298
43,0.9542778,1.1187333,"('irresponsible', 'responsible')",0.78663456,0.8878193,0.8401046,0.8304604,0.860339,0.9456711,0.0853321
44,-0.018336596,0.08506047,"('prejudiced', 'unprejudiced')",-0.15776873,-0.027752243,-1.5256726,-1.5086821,-0.5672593,-0.4837913,0.083468
45,-0.452008,-0.3199125,"('incompetent', 'competent')",-0.42619798,-0.44386658,0.58467525,0.56798285,-0.0978436,-0.0652654,0.0325782
46,-0.1707257,-0.15408774,"('uncompetitive', 'competitive')",0.2816368,0.29271364,-0.50018775,-0.47568634,-0.1297589,-0.1123535,0.0174054
47,-0.8288638,-0.73211986,"('stupid', 'smart')",0.4823288,0.49767295,5.8809395,5.932235,1.8448014,1.8992626,0.0544612
48,0.71894497,0.6717474,"('unintelligent', 'intelligent')",-0.30740267,-0.29861778,0.41920647,0.45418435,0.2769163,0.2757713,-0.001145
49,-0.8749858,-0.79710776,"('unable', 'able')",-0.44563636,-0.38273066,-0.07442746,-0.053028878,-0.4650166,-0.4109557,0.0540609
50,0.114868835,0.08874959,"('clumsy', 'skillful')",0.5538613,0.55672234,-0.54142356,-0.614438,0.0424355,0.0103446,-0.0320909
51,0.79672366,0.62694615,"('uneducated', 'educated')",-0.06317307,-0.1574961,-0.0017202422,-0.06227778,0.2439435,0.1357241,-0.1082194
52,-0.35081896,-0.50126284,"('irrational', 'rational')",0.31504065,0.2037801,-0.24042888,-0.42973453,-0.0920691,-0.2424058,-0.1503367
53,-0.8144677,-0.8327661,"('uncreative', 'creative')",1.0177954,0.9284387,0.9335783,0.8007382,0.3789687,0.2988036,-0.0801651
54,-0.11995814,-0.1316786,"('incapable', 'capable')",1.2393153,1.2798219,0.87100494,0.82313275,0.663454,0.657092,-0.006362
55,0.0765983,0.1520103,"('incompetent', 'clever')",-0.117505774,-0.09854585,0.74491525,0.8214054,0.2346692,0.2916233,0.0569541
56,0.6999729,0.8249426,"('impractical', 'practical')",0.8719374,0.8664555,0.08185231,0.13940598,0.5512542,0.610268,0.0590138
57,0.10875063,0.09762502,"('unimaginative', 'imaginative')",1.0698124,1.0679778,-1.4487098,-1.4366446,-0.0900489,-0.0903473,-0.0002984
58,0.26043144,0.27418822,"('undiscriminating', 'discriminating')",1.187048,1.1668458,0.7219426,0.67424905,0.7231406,0.7050943,-0.0180463
59,-0.03289304,-0.10617527,"('foolish', 'wise')",0.87951636,0.87331694,0.3012377,0.22791044,0.3826203,0.3316841,-0.0509362
60,0.32919684,0.47174084,"('inefficient', 'efficient')",0.19007403,0.18674432,-0.16350943,0.019663397,0.1185872,0.2260495,0.1074623
61,0.20547685,0.122159526,"('illogical', 'logical')",1.0994749,0.9799876,0.4612673,0.28672192,0.5887397,0.4629563,-0.1257834
62,0.19792858,0.3494387,"('incompetent', 'brilliant')",0.8044331,0.92144287,0.21659754,0.30653834,0.4063197,0.5258066,0.1194869
63,0.2802282,0.36357158,"('unperceptive', 'insightful')",0.730744,0.7834748,0.7354012,0.7319021,0.5821245,0.6263162,0.0441917
64,0.87686616,0.84151745,"('shy', 'confident')",0.5491363,0.54652786,-6.523028,-6.409235,-1.6990085,-1.6737299,0.0252786
65,0.5948736,0.5036944,"('insecure', 'secure')",-0.0295687,-0.056896545,0.19103645,0.3168546,0.2521138,0.2545508,0.002437
