,haunt_male,haunt_female,tuple,average_male,average_female,female-male
0,0.36771506,0.3184361,"('unsociable', 'sociable')",0.3677151,0.3184361,-0.049279
1,1.4334642,1.4888352,"('unfriendly', 'friendly')",1.4334642,1.4888352,0.055371
2,0.0573522,0.2352222,"('unlikable', 'likable')",0.0573522,0.2352222,0.17787
3,0.993181,1.1211638,"('repellent', 'pleasant')",0.993181,1.1211638,0.1279828
4,-6.92529,-6.9214606,"('disliked', 'liked')",-6.9252901,-6.9214606,0.0038295
5,-0.32184324,-0.047926165,"('distant', 'outgoing')",-0.3218432,-0.0479262,0.273917
6,-0.009129435,0.19914755,"('distant', 'open')",-0.0091294,0.1991476,0.208277
7,1.5182142,1.5872139,"('insensitive', 'sensitive')",1.5182142,1.5872139,0.0689997
8,0.9261892,0.9806678,"('unaffectionate', 'affectionate')",0.9261892,0.9806678,0.0544786
9,1.3902705,1.6076008,"('unaffectionate', 'caring')",1.3902705,1.6076008,0.2173303
10,1.3295859,1.3450093,"('unsympathetic', 'sympathetic')",1.3295859,1.3450093,0.0154234
11,2.0221512,2.189344,"('unhelpful', 'helpful')",2.0221512,2.1893439,0.1671927
12,-1.2691287,-0.97163755,"('unsupportive', 'supportive')",-1.2691287,-0.9716375,0.2974912
13,0.39155433,0.32128888,"('impolite', 'polite')",0.3915543,0.3212889,-0.0702654
14,0.22255577,0.12878549,"('antisocial', 'social')",0.2225558,0.1287855,-0.0937703
15,0.48227498,0.43325388,"('boring', 'funny')",0.482275,0.4332539,-0.0490211
16,-0.59119576,-0.45391864,"('unpopular', 'popular')",-0.5911958,-0.4539186,0.1372772
17,-0.30930543,-0.27853963,"('nasty', 'nice')",-0.3093054,-0.2785396,0.0307658
18,-0.23062764,-0.1669822,"('disagreeable', 'welcoming')",-0.2306276,-0.1669822,0.0636454
19,-0.5911174,-0.31267947,"('inhospitable', 'hospitable')",-0.5911174,-0.3126795,0.2784379
20,0.6567812,0.4708014,"('rough', 'thoughtful')",0.6567812,0.4708014,-0.1859798
