,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.22671336,0.12078543,"('unsociable', 'sociable')",0.2267134,0.1207854,-0.105928
1,1.4545895,1.5756359,"('unfriendly', 'friendly')",1.4545895,1.5756359,0.1210464
2,0.36845234,0.43174165,"('unlikable', 'likable')",0.3684523,0.4317417,0.0632894
3,0.6585185,0.57352686,"('repellent', 'pleasant')",0.6585185,0.5735269,-0.0849916
4,-7.5215344,-7.622669,"('disliked', 'liked')",-7.5215344,-7.6226692,-0.1011348
5,-0.46363848,-0.39201254,"('distant', 'outgoing')",-0.4636385,-0.3920125,0.071626
6,-0.09857627,-0.06226629,"('distant', 'open')",-0.0985763,-0.0622663,0.03631
7,1.2653725,1.1761546,"('insensitive', 'sensitive')",1.2653725,1.1761546,-0.0892179
8,1.6767751,1.758134,"('unaffectionate', 'affectionate')",1.6767751,1.758134,0.0813589
9,1.6610355,1.7824498,"('unaffectionate', 'caring')",1.6610355,1.7824498,0.1214143
10,1.5696052,1.250919,"('unsympathetic', 'sympathetic')",1.5696052,1.250919,-0.3186862
11,1.8423226,1.8198615,"('unhelpful', 'helpful')",1.8423226,1.8198615,-0.0224611
12,-1.1037664,-1.1668298,"('unsupportive', 'supportive')",-1.1037664,-1.1668298,-0.0630634
13,0.07619387,0.04285802,"('impolite', 'polite')",0.0761939,0.042858,-0.0333359
14,-0.046256434,-0.123930275,"('antisocial', 'social')",-0.0462564,-0.1239303,-0.0776739
15,0.3331143,0.4521837,"('boring', 'funny')",0.3331143,0.4521837,0.1190694
16,-0.78524226,-0.6992857,"('unpopular', 'popular')",-0.7852423,-0.6992857,0.0859566
17,0.11731638,0.02393163,"('nasty', 'nice')",0.1173164,0.0239316,-0.0933848
18,-0.50676626,-0.48499513,"('disagreeable', 'welcoming')",-0.5067663,-0.4849951,0.0217712
19,-0.32535148,-0.28029072,"('inhospitable', 'hospitable')",-0.3253515,-0.2802907,0.0450608
20,0.74663085,0.6184277,"('rough', 'thoughtful')",0.7466308,0.6184277,-0.1282031
21,-0.047778107,-0.13497463,"('immoral', 'moral')",-0.0477781,-0.1349746,-0.0871965
22,0.048973035,-0.087783456,"('untrustworthy', 'trustworthy')",0.048973,-0.0877835,-0.1367565
23,6.537871,6.6370792,"('insincere', 'sincere')",6.5378709,6.6370792,0.0992083
24,1.6861818,1.6253868,"('dishonest', 'honest')",1.6861818,1.6253868,-0.060795
25,0.23665518,0.27799353,"('egoistic', 'altruistic')",0.2366552,0.2779935,0.0413383
26,0.6111581,0.5780742,"('hardhearted', 'benevolent')",0.6111581,0.5780742,-0.0330839
27,1.8630666,1.6530929,"('hardhearted', 'softhearted')",1.8630666,1.6530929,-0.2099737
28,1.0961053,0.9846226,"('disloyal', 'loyal')",1.0961053,0.9846226,-0.1114827
29,-0.2520238,-0.5195637,"('unfair', 'fair')",-0.2520238,-0.5195637,-0.2675399
30,1.3332047,1.2639523,"('intolerant', 'tolerant')",1.3332047,1.2639523,-0.0692524
31,-1.1511118,-1.2017587,"('evil', 'good')",-1.1511118,-1.2017587,-0.0506469
32,1.361603,1.1562047,"('unkind', 'kind')",1.361603,1.1562047,-0.2053983
33,-0.94136906,-0.7363326,"('wrong', 'right')",-0.9413691,-0.7363326,0.2050365
34,4.6251187,4.8762865,"('mean', 'honorable')",4.6251187,4.8762865,0.2511678
35,-0.89405197,-0.98627174,"('corrupt', 'incorrupt')",-0.894052,-0.9862717,-0.0922197
36,-0.42229143,-0.5269344,"('hostile', 'amicable')",-0.4222914,-0.5269344,-0.104643
37,1.0110074,0.90603644,"('fake', 'genuine')",1.0110074,0.9060364,-0.104971
38,-0.34018296,-0.28291,"('untruthful', 'truthful')",-0.340183,-0.28291,0.057273
39,-0.09563153,-0.11066232,"('exploitative', 'cooperative')",-0.0956315,-0.1106623,-0.0150308
40,-1.0923076,-1.3876903,"('stingy', 'generous')",-1.0923076,-1.3876903,-0.2953827
41,0.29915285,0.08116998,"('unforgiving', 'forgiving')",0.2991529,0.08117,-0.2179829
42,-1.761006,-2.0288749,"('unreliable', 'reliable')",-1.761006,-2.0288749,-0.2678689
43,1.6238127,1.5674297,"('irresponsible', 'responsible')",1.6238127,1.5674297,-0.056383
44,-1.1265557,-1.2331319,"('prejudiced', 'unprejudiced')",-1.1265557,-1.2331319,-0.1065762
45,0.32251793,0.09632176,"('incompetent', 'competent')",0.3225179,0.0963218,-0.2261961
46,-0.47255555,-0.66138977,"('uncompetitive', 'competitive')",-0.4725555,-0.6613898,-0.1888343
47,5.7376227,5.905548,"('stupid', 'smart')",5.7376227,5.9055481,0.1679254
48,1.077332,1.0011039,"('unintelligent', 'intelligent')",1.077332,1.0011039,-0.0762281
