,federal_male,federal_female,tuple,realty_male,realty_female,investment_male,investment_female,tr_male,tr_female,average_male,average_female,female-male
0,0.20567863,0.16702387,"('unsociable', 'sociable')",-1.1013186,-1.2789142,0.411277,0.2834571,0.26692447,0.21435353,-0.0543596,-0.1535199,-0.0991603
1,-0.31427512,-0.43926096,"('unfriendly', 'friendly')",-0.43394932,-0.48155367,-0.09924061,-0.2228969,1.0692737,0.94380397,0.0554522,-0.0499769,-0.1054291
2,0.6601432,0.71393245,"('unlikable', 'likable')",0.77309144,0.8997177,1.6825147,1.890897,0.432268,0.47766998,0.8870043,0.9955543,0.10855
3,0.17239077,0.189429,"('repellent', 'pleasant')",-0.781354,-0.73611313,1.1409708,1.2532095,1.0060468,1.0405755,0.3845136,0.4367752,0.0522616
4,-0.73159367,-0.74413663,"('disliked', 'liked')",0.81201303,0.8353064,-0.49434778,-0.43073502,-7.77233,-7.863938,-2.0465646,-2.0508757,-0.0043111
5,-0.69281846,-0.71855366,"('distant', 'outgoing')",0.61240137,0.7047385,-0.071033165,-0.06214053,-0.17041248,-0.17191584,-0.0804657,-0.0619679,0.0184978
6,-0.5247397,-0.5502658,"('distant', 'open')",0.65170854,0.758458,0.062054202,0.081985,0.118969664,0.123326585,0.0769982,0.103376,0.0263778
7,1.0586957,1.074969,"('insensitive', 'sensitive')",-0.46074829,-0.4613379,2.0727415,2.1010377,1.0827378,1.1158715,0.9383566,0.957635,0.0192784
8,-0.055998154,-0.078525364,"('unaffectionate', 'affectionate')",-0.21360704,-0.20517328,-0.8118913,-0.8613574,0.6531935,0.59339863,-0.1070758,-0.1379143,-0.0308385
9,0.9605949,0.92332935,"('unaffectionate', 'caring')",-0.08539371,-0.124112636,0.82055885,0.76529855,1.4048184,1.400512,0.7751446,0.7412568,-0.0338878
10,1.3870696,1.442105,"('unsympathetic', 'sympathetic')",-1.983513,-2.082524,1.0687513,1.0963163,0.8221776,0.9078806,0.3236214,0.3409445,0.0173231
11,1.2299318,1.2828149,"('unhelpful', 'helpful')",-0.750997,-0.78188795,1.0741903,1.1106472,2.0382013,2.1039124,0.8978316,0.9288716,0.03104
12,1.9189882,1.996043,"('unsupportive', 'supportive')",0.27348724,0.30723092,1.3914789,1.4923443,-1.5399725,-1.5172035,0.5109954,0.5696037,0.0586083
13,0.5451903,0.524845,"('impolite', 'polite')",-0.780909,-0.8983722,1.3555448,1.290285,0.12886572,0.16675329,0.3121729,0.2708778,-0.0412951
14,1.4966545,1.4866934,"('antisocial', 'social')",-0.6292806,-0.69016725,1.9159527,1.9499885,0.13903682,0.10238103,0.7305909,0.7122239,-0.018367
15,-0.0146608725,-0.05990066,"('boring', 'funny')",0.90811354,0.9242703,0.082470566,0.0914213,0.079437256,0.0033829212,0.2638401,0.2397935,-0.0240466
