,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3492064,-1.4822973,"('unsociable', 'sociable')",-0.030095719,-0.11677745,-0.6896511,-0.7995374,-0.1098863
1,-2.4418845,-2.4654424,"('unfriendly', 'friendly')",1.6953951,1.596247,-0.3732447,-0.4345977,-0.061353
2,-0.04583513,0.004197087,"('unlikable', 'likable')",0.50236326,0.50088626,0.2282641,0.2525417,0.0242776
3,-0.4837707,-0.3558273,"('repellent', 'pleasant')",0.5226126,0.6121657,0.0194209,0.1281692,0.1087483
4,-0.14981239,-0.1142053,"('disliked', 'liked')",-6.617145,-6.727837,-3.3834786,-3.4210212,-0.0375426
5,-0.09396963,-0.05564465,"('distant', 'outgoing')",0.018352311,0.013707453,-0.0378087,-0.0209686,0.0168401
6,-0.6953983,-0.6463873,"('distant', 'open')",-0.17827831,-0.18143216,-0.4368383,-0.4139097,0.0229286
7,-0.88218415,-0.8529654,"('insensitive', 'sensitive')",0.30289543,0.33002934,-0.2896444,-0.2614681,0.0281763
8,-2.1606429,-2.128298,"('unaffectionate', 'affectionate')",0.64827085,0.59016734,-0.756186,-0.7690654,-0.0128794
9,-1.8709955,-1.8138769,"('unaffectionate', 'caring')",1.2801812,1.3178387,-0.2954072,-0.2480191,0.0473881
10,-1.9916568,-2.0052035,"('unsympathetic', 'sympathetic')",-0.5154881,-0.5067693,-1.2535725,-1.2559865,-0.002414
11,-0.8021186,-0.86250496,"('unhelpful', 'helpful')",1.9571064,1.962765,0.5774939,0.55013,-0.0273639
12,-1.492969,-1.3966179,"('unsupportive', 'supportive')",-1.9200711,-1.9283487,-1.7065201,-1.6624832,0.0440369
13,-0.7286991,-0.8670673,"('impolite', 'polite')",-0.3579305,-0.33577567,-0.5433148,-0.6014215,-0.0581067
14,0.35108644,0.3599878,"('antisocial', 'social')",-0.018148623,-0.06768849,0.1664689,0.1461497,-0.0203192
15,0.5444452,0.44216627,"('boring', 'funny')",0.12698175,0.076265894,0.3357135,0.2592161,-0.0764974
16,-0.32933098,-0.27072006,"('unpopular', 'popular')",0.62096536,0.6230383,0.1458172,0.1761591,0.0303419
17,-0.31480098,-0.287052,"('nasty', 'nice')",-0.19681944,-0.19866575,-0.2558102,-0.2428589,0.0129513
18,-0.71495384,-0.709057,"('disagreeable', 'welcoming')",-0.4217261,-0.5142704,-0.5683399,-0.6116637,-0.0433238
19,-1.415794,-1.416477,"('inhospitable', 'hospitable')",-0.31793678,-0.32993573,-0.8668654,-0.8732064,-0.006341
20,0.17019798,0.19741304,"('rough', 'thoughtful')",0.64640343,0.6553646,0.4083007,0.4263888,0.0180881
21,-0.46406704,-0.5786453,"('immoral', 'moral')",-0.5201269,-0.45814374,-0.492097,-0.5183945,-0.0262975
22,-0.6414882,-0.6896542,"('untrustworthy', 'trustworthy')",-1.188277,-1.1478667,-0.9148826,-0.9187604,-0.0038778
23,-1.1084307,-1.1747985,"('insincere', 'sincere')",6.1519756,6.2328925,2.5217724,2.529047,0.0072746
24,-1.1966637,-1.2322899,"('dishonest', 'honest')",0.68201673,0.70587784,-0.2573235,-0.263206,-0.0058825
25,-0.3962729,-0.29335204,"('egoistic', 'altruistic')",1.0379729,0.9743648,0.32085,0.3405064,0.0196564
26,-0.6358366,-0.684436,"('hardhearted', 'benevolent')",1.2882606,1.1791767,0.326212,0.2473703,-0.0788417
27,-1.0104685,-0.97539103,"('hardhearted', 'softhearted')",0.90527886,0.8570212,-0.0525948,-0.0591849,-0.0065901
28,-0.87246245,-0.9091447,"('disloyal', 'loyal')",1.0466976,1.0160861,0.0871176,0.0534707,-0.0336469
29,-0.4361562,-0.44596583,"('unfair', 'fair')",-0.5452506,-0.6577875,-0.4907034,-0.5518767,-0.0611733
30,0.38800752,0.28651515,"('intolerant', 'tolerant')",1.0895833,1.0088549,0.7387954,0.647685,-0.0911104
31,-1.1423436,-1.1057862,"('evil', 'good')",-0.7694833,-0.89761335,-0.9559135,-1.0016998,-0.0457863
32,-0.5218465,-0.63403076,"('unkind', 'kind')",0.68324447,0.5828345,0.080699,-0.0255981,-0.1062971
33,0.007076727,0.00035984255,"('wrong', 'right')",-0.65600115,-0.6726589,-0.3244622,-0.3361495,-0.0116873
34,-0.05240609,-0.015268793,"('mean', 'honorable')",5.903136,6.072505,2.9253647,3.0286181,0.1032534
35,0.29414544,0.30243972,"('corrupt', 'incorrupt')",-0.38768387,-0.45126653,-0.0467692,-0.0744134,-0.0276442
36,-0.6539207,-0.6560939,"('hostile', 'amicable')",-0.15116075,-0.24879009,-0.4025407,-0.452442,-0.0499013
37,-0.7421734,-0.76602775,"('fake', 'genuine')",-0.25870395,-0.20849459,-0.5004387,-0.4872612,0.0131775
38,-1.2810045,-1.3093961,"('untruthful', 'truthful')",0.3365116,0.41462645,-0.4722465,-0.4473848,0.0248617
39,0.38998905,0.34779757,"('exploitative', 'cooperative')",-0.01677482,-0.004121758,0.1866071,0.1718379,-0.0147692
