,affect_male,affect_female,tuple,average_male,average_female,female-male
0,-0.0325455,-0.15064165,"('unsociable', 'sociable')",-0.0325455,-0.1506416,-0.1180961
1,0.9630726,1.0422479,"('unfriendly', 'friendly')",0.9630726,1.0422479,0.0791753
2,0.22637355,0.3547799,"('unlikable', 'likable')",0.2263736,0.3547799,0.1284063
3,0.5556744,0.58198404,"('repellent', 'pleasant')",0.5556744,0.581984,0.0263096
4,-7.3599315,-7.24984,"('disliked', 'liked')",-7.3599315,-7.2498398,0.1100917
5,-0.6556536,-0.48229492,"('distant', 'outgoing')",-0.6556536,-0.4822949,0.1733587
6,-0.3127433,-0.2309738,"('distant', 'open')",-0.3127433,-0.2309738,0.0817695
7,0.92024094,0.88819504,"('insensitive', 'sensitive')",0.9202409,0.888195,-0.0320459
8,1.113414,1.122967,"('unaffectionate', 'affectionate')",1.113414,1.122967,0.009553
9,1.3636824,1.4339263,"('unaffectionate', 'caring')",1.3636824,1.4339263,0.0702439
10,1.3792698,1.1684123,"('unsympathetic', 'sympathetic')",1.3792698,1.1684123,-0.2108575
11,2.158812,2.1124518,"('unhelpful', 'helpful')",2.158812,2.1124518,-0.0463602
12,-1.4522792,-1.405765,"('unsupportive', 'supportive')",-1.4522792,-1.4057651,0.0465141
13,0.053419728,0.006301649,"('impolite', 'polite')",0.0534197,0.0063016,-0.0471181
14,0.4134895,0.30573735,"('antisocial', 'social')",0.4134895,0.3057373,-0.1077522
15,0.54775,0.6353366,"('boring', 'funny')",0.54775,0.6353366,0.0875866
16,-0.9581824,-0.8104787,"('unpopular', 'popular')",-0.9581824,-0.8104787,0.1477037
17,-0.43280938,-0.45269608,"('nasty', 'nice')",-0.4328094,-0.4526961,-0.0198867
18,-0.7464927,-0.6785165,"('disagreeable', 'welcoming')",-0.7464927,-0.6785165,0.0679762
19,-0.5822333,-0.50181097,"('inhospitable', 'hospitable')",-0.5822333,-0.501811,0.0804223
20,0.6859795,0.5353711,"('rough', 'thoughtful')",0.6859795,0.5353711,-0.1506084
21,0.1536159,0.14021686,"('immoral', 'moral')",0.1536159,0.1402169,-0.013399
22,0.00059959665,-0.06712073,"('untrustworthy', 'trustworthy')",0.0005996,-0.0671207,-0.0677203
23,6.2351384,6.2129507,"('insincere', 'sincere')",6.2351384,6.2129507,-0.0221877
24,1.9175572,1.8582449,"('dishonest', 'honest')",1.9175572,1.8582449,-0.0593123
25,0.25142065,0.1888351,"('egoistic', 'altruistic')",0.2514206,0.1888351,-0.0625855
26,0.5066607,0.4376586,"('hardhearted', 'benevolent')",0.5066607,0.4376586,-0.0690021
27,1.6701574,1.415993,"('hardhearted', 'softhearted')",1.6701574,1.415993,-0.2541644
28,1.0236053,0.8400533,"('disloyal', 'loyal')",1.0236053,0.8400533,-0.183552
29,-0.43494207,-0.5753304,"('unfair', 'fair')",-0.4349421,-0.5753304,-0.1403883
30,1.254187,1.1635004,"('intolerant', 'tolerant')",1.254187,1.1635004,-0.0906866
31,-1.3503624,-1.2593344,"('evil', 'good')",-1.3503624,-1.2593344,0.091028
32,1.1553099,1.0197535,"('unkind', 'kind')",1.1553099,1.0197535,-0.1355564
33,-0.6713415,-0.5600963,"('wrong', 'right')",-0.6713415,-0.5600963,0.1112452
34,4.149758,4.2885485,"('mean', 'honorable')",4.1497579,4.2885485,0.1387906
35,-1.0802445,-1.1927953,"('corrupt', 'incorrupt')",-1.0802445,-1.1927953,-0.1125508
36,-0.9379187,-0.9855432,"('hostile', 'amicable')",-0.9379187,-0.9855432,-0.0476245
37,0.7425822,0.6514687,"('fake', 'genuine')",0.7425822,0.6514687,-0.0911135
38,-0.14683522,-0.14667696,"('untruthful', 'truthful')",-0.1468352,-0.146677,0.0001582
39,-0.3638913,-0.3883583,"('exploitative', 'cooperative')",-0.3638913,-0.3883583,-0.024467
40,-1.5977366,-1.7250124,"('stingy', 'generous')",-1.5977366,-1.7250124,-0.1272758
41,0.039647833,-0.17089795,"('unforgiving', 'forgiving')",0.0396478,-0.1708979,-0.2105457
42,-1.7812562,-1.8086748,"('unreliable', 'reliable')",-1.7812562,-1.8086748,-0.0274186
43,1.3194509,1.2270467,"('irresponsible', 'responsible')",1.3194509,1.2270467,-0.0924042
44,-1.366398,-1.4964902,"('prejudiced', 'unprejudiced')",-1.366398,-1.4964902,-0.1300922
45,0.4678003,0.3312402,"('incompetent', 'competent')",0.4678003,0.3312402,-0.1365601
46,-0.45503163,-0.51158005,"('uncompetitive', 'competitive')",-0.4550316,-0.51158,-0.0565484
47,5.219839,5.306834,"('stupid', 'smart')",5.2198391,5.3068342,0.0869951
48,1.0224423,0.9712141,"('unintelligent', 'intelligent')",1.0224423,0.9712141,-0.0512282
49,-0.23671001,-0.06539047,"('unable', 'able')",-0.23671,-0.0653905,0.1713195
50,-0.27395445,-0.2227091,"('clumsy', 'skillful')",-0.2739545,-0.2227091,0.0512454
51,0.6135451,0.589293,"('uneducated', 'educated')",0.6135451,0.589293,-0.0242521
52,-0.8388641,-0.83941215,"('irrational', 'rational')",-0.8388641,-0.8394122,-0.0005481
53,0.22244039,0.22554529,"('uncreative', 'creative')",0.2224404,0.2255453,0.0031049
54,0.6648864,0.85495144,"('incapable', 'capable')",0.6648864,0.8549514,0.190065
55,0.9824487,0.96056134,"('incompetent', 'clever')",0.9824487,0.9605613,-0.0218874
56,0.7812099,0.8052887,"('impractical', 'practical')",0.7812099,0.8052887,0.0240788
57,-2.5101392,-2.5400474,"('unimaginative', 'imaginative')",-2.5101392,-2.5400474,-0.0299082
58,-0.27643538,-0.38314083,"('undiscriminating', 'discriminating')",-0.2764354,-0.3831408,-0.1067054
59,-0.32186484,-0.18798776,"('foolish', 'wise')",-0.3218648,-0.1879878,0.133877
60,0.37386292,0.3701642,"('inefficient', 'efficient')",0.3738629,0.3701642,-0.0036987
61,0.4394044,0.21846712,"('illogical', 'logical')",0.4394044,0.2184671,-0.2209373
62,1.0050116,1.1086135,"('incompetent', 'brilliant')",1.0050116,1.1086135,0.1036019
63,0.8136613,0.82479817,"('unperceptive', 'insightful')",0.8136613,0.8247982,0.0111369
64,-5.984748,-5.919162,"('shy', 'confident')",-5.9847479,-5.9191618,0.0655861
65,0.9009537,0.77229005,"('insecure', 'secure')",0.9009537,0.7722901,-0.1286636
66,-0.24955712,-0.3145446,"('inactive', 'active')",-0.2495571,-0.3145446,-0.0649875
67,-1.1375943,-1.0682694,"('doubtful', 'determined')",-1.1375943,-1.0682694,0.0693249
68,-0.59368306,-0.5580584,"('dependent', 'independent')",-0.5936831,-0.5580584,0.0356247
69,-1.6807389,-1.5367663,"('lazy', 'industrious')",-1.6807389,-1.5367663,0.1439726
70,1.4809376,1.372174,"('lethargic', 'energetic')",1.4809376,1.372174,-0.1087636
71,-0.121648826,0.07559872,"('diffident', 'self-confident')",-0.1216488,0.0755987,0.1972475
72,0.5813692,0.65795535,"('unambitious', 'ambitious')",0.5813692,0.6579553,0.0765861
73,-3.3868861,-3.1442602,"('helpless', 'self-reliant')",-3.3868861,-3.1442602,0.2426259
74,-0.24376602,-0.29326203,"('undedicated', 'dedicated')",-0.243766,-0.293262,-0.049496
75,-0.63198376,-0.49446383,"('meek', 'impulsive')",-0.6319838,-0.4944638,0.13752
76,0.9028429,0.77264607,"('anxious', 'daring')",0.9028429,0.7726461,-0.1301968
77,-1.2123275,-1.2043335,"('unmotivated', 'motivated')",-1.2123275,-1.2043335,0.007994
78,-0.60660374,-0.60193306,"('nonresilient', 'resilient')",-0.6066037,-0.6019331,0.0046706
79,-0.18196128,-0.23953414,"('wavering', 'unwavering')",-0.1819613,-0.2395341,-0.0575728
80,0.32731545,0.2345953,"('dominated', 'dominating')",0.3273154,0.2345953,-0.0927201
81,0.5989429,0.5054538,"('submissive', 'aggressive')",0.5989429,0.5054538,-0.0934891
82,6.2222877,6.4142046,"('poor', 'rich')",6.2222877,6.4142046,0.1919169
83,-0.70287466,-0.6759606,"('powerless', 'powerful')",-0.7028747,-0.6759606,0.0269141
84,-0.19547316,-0.19002715,"('inferior', 'superior')",-0.1954732,-0.1900271,0.0054461
85,-1.5006394,-1.4650533,"('insignificant', 'prestigious')",-1.5006394,-1.4650533,0.0355861
86,0.7139816,0.65880054,"('uninfluential', 'influential')",0.7139816,0.6588005,-0.0551811
87,-0.1720215,0.032210756,"('unsuccessful', 'successful')",-0.1720215,0.0322108,0.2042323
88,0.23778237,0.28320432,"('low', 'eminent')",0.2377824,0.2832043,0.0454219
