,adtalem_male,adtalem_female,tuple,global_male,global_female,education_male,education_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3360835,0.19217151,"('unsociable', 'sociable')",-0.16185348,-0.24816377,0.9207081,0.7983594,-0.31077442,-0.4386627,0.1960409,0.0759261,-0.1201148
1,-2.1079354,-2.1468003,"('unfriendly', 'friendly')",1.1163257,1.1587102,-0.715342,-0.78278965,1.4905576,1.3866456,-0.0540985,-0.0960585,-0.04196
2,1.1118068,1.0971459,"('unlikable', 'likable')",1.563243,1.5970296,0.79106987,0.81227577,0.9917139,1.1105429,1.1144584,1.1542485,0.0397901
3,0.091226116,0.19038159,"('repellent', 'pleasant')",-1.0071661,-0.81732726,0.5848871,0.6684898,0.31326473,0.33234003,-0.0044471,0.093471,0.0979181
4,-0.69735837,-0.6786281,"('disliked', 'liked')",0.9886583,0.9965204,0.77945656,0.7394087,-5.4308624,-5.536394,-1.0900265,-1.1197733,-0.0297468
5,-2.27234,-2.1467292,"('distant', 'outgoing')",0.9955581,1.1297472,-0.635045,-0.5396359,-0.5133093,-0.42227262,-0.6062841,-0.4947227,0.1115614
6,-2.6105337,-2.4666865,"('distant', 'open')",0.3679951,0.5094655,-1.1202673,-1.029697,-0.35458404,-0.25647247,-0.9293475,-0.8108476,0.1184999
7,1.0171063,1.0157514,"('insensitive', 'sensitive')",0.11518654,0.14387295,1.4519333,1.4802364,0.7977587,0.8106112,0.8454962,0.862618,0.0171218
8,-2.588329,-2.5897126,"('unaffectionate', 'affectionate')",-0.039752483,0.0033471826,-1.0606971,-1.0710206,0.1707798,0.1315249,-0.8794997,-0.8814653,-0.0019656
9,-2.1752844,-2.1682413,"('unaffectionate', 'caring')",0.4993791,0.5481231,-0.11431818,-0.11463423,0.88233376,0.89314455,-0.2269724,-0.210402,0.0165704
10,0.87870944,0.8123442,"('unsympathetic', 'sympathetic')",-0.88671076,-0.8158151,0.78871113,0.86506563,-0.11914435,-0.13312215,0.1653914,0.1821181,0.0167267
11,0.64555734,0.6213417,"('unhelpful', 'helpful')",0.3114226,0.36006132,1.177642,1.1821786,2.405996,2.4208632,1.1351545,1.1461112,0.0109567
12,0.1007686,0.24762446,"('unsupportive', 'supportive')",2.0394104,2.314516,1.4196712,1.6103756,-1.3884842,-1.2974021,0.5428415,0.7187784,0.1759369
13,1.295696,1.2558589,"('impolite', 'polite')",-0.12954146,-0.182833,1.4809275,1.4525961,0.1578945,0.16033874,0.7012442,0.6714901,-0.0297541
14,1.4748867,1.4309094,"('antisocial', 'social')",0.18077525,0.21068531,1.7338924,1.7009476,-0.19282494,-0.26248878,0.7991824,0.7700133,-0.0291691
15,0.26705152,0.1485092,"('boring', 'funny')",0.66640633,0.5382292,0.0367603,-0.024814643,0.7868099,0.7781276,0.439257,0.3600128,-0.0792442
16,-0.859779,-0.8298301,"('unpopular', 'popular')",0.04383792,0.081242666,-0.39109442,-0.4118006,0.4751619,0.46470314,-0.1829684,-0.1739212,0.0090472
17,-0.18905234,-0.10235077,"('nasty', 'nice')",-1.411114,-1.2861928,-0.07679799,-0.023123387,-0.30366036,-0.24451904,-0.4951562,-0.4140465,0.0811097
18,-0.41089076,-0.41877645,"('disagreeable', 'welcoming')",1.1480728,1.2555842,-0.17841563,-0.13350399,-0.31709468,-0.29254654,0.060418,0.1026893,0.0422713
19,-1.5907341,-1.5306869,"('inhospitable', 'hospitable')",0.7089994,0.788019,-0.51622194,-0.47381398,0.047917053,0.14038888,-0.3375099,-0.2690232,0.0684867
20,0.2272857,0.22282302,"('rough', 'thoughtful')",0.29122505,0.31136486,0.35409772,0.32545125,0.30697268,0.28086725,0.2948953,0.2851266,-0.0097687
21,1.9835697,1.9068928,"('immoral', 'moral')",-0.109423235,-0.15467145,2.894477,2.8738632,8.829869e-05,0.06452499,1.1921779,1.1726524,-0.0195255
22,0.7336437,0.75918007,"('untrustworthy', 'trustworthy')",0.13193971,0.17162007,0.20523478,0.20205933,-0.83060867,-0.7965759,0.0600524,0.0840709,0.0240185
23,0.56179106,0.44903705,"('insincere', 'sincere')",0.45593113,0.53407663,1.6065898,1.5639026,5.832106,5.7885895,2.1141045,2.0839014,-0.0302031
24,0.33706504,0.32015496,"('dishonest', 'honest')",-0.38017505,-0.3696087,0.28313234,0.3086228,0.7932534,0.7616284,0.2583189,0.2551994,-0.0031195
25,-1.5249398,-1.5540583,"('egoistic', 'altruistic')",0.7328697,0.69881016,-0.04598944,-0.09682241,1.4777389,1.4301071,0.1599198,0.1195091,-0.0404107
26,-0.57993984,-0.66006434,"('hardhearted', 'benevolent')",1.662204,1.6278491,0.8279289,0.72766733,1.7134225,1.6042243,0.9059039,0.8249191,-0.0809848
