,mosaic_male,mosaic_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.61645144,0.5774663,"('unsociable', 'sociable')",0.83320796,0.77442545,0.7248297,0.6759459,-0.0488838
1,1.5172967,1.330484,"('unfriendly', 'friendly')",1.3446,1.2226102,1.4309483,1.2765472,-0.1544011
2,0.7974858,0.8137334,"('unlikable', 'likable')",0.42592454,0.512676,0.6117052,0.6632047,0.0514995
3,-0.922584,-0.7659084,"('repellent', 'pleasant')",0.55052036,0.6462539,-0.1860318,-0.0598273,0.1262045
4,-0.94979197,-1.1203241,"('disliked', 'liked')",-6.995144,-6.9885097,-3.9724679,-4.0544167,-0.0819488
5,0.47706968,0.28238013,"('distant', 'outgoing')",-1.5862014,-1.6116687,-0.5545659,-0.6646443,-0.1100784
6,0.86512244,0.67409587,"('distant', 'open')",-1.3662614,-1.435051,-0.2505695,-0.3804775,-0.129908
7,0.7689619,0.9247061,"('insensitive', 'sensitive')",0.99829036,1.0596812,0.8836261,0.9921936,0.1085675
8,0.9657441,0.8694645,"('unaffectionate', 'affectionate')",0.79657775,0.7227125,0.8811609,0.7960885,-0.0850724
9,1.3829464,1.3272501,"('unaffectionate', 'caring')",1.1009268,1.0520644,1.2419366,1.1896572,-0.0522794
10,-0.25801697,-0.04920519,"('unsympathetic', 'sympathetic')",1.0754708,1.1079808,0.4087269,0.5293878,0.1206609
11,-0.4163848,-0.28110367,"('unhelpful', 'helpful')",2.266982,2.3899677,0.9252986,1.054432,0.1291334
12,1.3629938,1.4471955,"('unsupportive', 'supportive')",-1.1509638,-1.0057895,0.106015,0.220703,0.114688
13,-0.0766602,0.057989225,"('impolite', 'polite')",0.23164043,0.38283378,0.0774901,0.2204115,0.1429214
14,1.2679749,1.3791873,"('antisocial', 'social')",0.8994954,0.8617905,1.0837351,1.1204889,0.0367538
15,1.2707332,1.1175526,"('boring', 'funny')",0.3655154,0.24355537,0.8181243,0.680554,-0.1375703
16,-1.3510239,-1.4161084,"('unpopular', 'popular')",-0.32061094,-0.3617614,-0.8358175,-0.8889349,-0.0531174
17,-0.4003772,-0.37363756,"('nasty', 'nice')",-0.2867414,-0.2462379,-0.3435593,-0.3099377,0.0336216
18,0.18235849,0.2621816,"('disagreeable', 'welcoming')",-0.7764639,-0.7554325,-0.2970527,-0.2466254,0.0504273
19,-0.5799525,-0.6316121,"('inhospitable', 'hospitable')",-0.71362484,-0.57841086,-0.6467887,-0.6050115,0.0417772
20,0.016322993,0.07409094,"('rough', 'thoughtful')",0.2713706,0.2456,0.1438468,0.1598455,0.0159987
21,0.21936427,0.3625719,"('immoral', 'moral')",0.5235173,0.7128604,0.3714408,0.5377162,0.1662754
22,0.066144004,0.03878788,"('untrustworthy', 'trustworthy')",0.16925633,0.13131796,0.1177002,0.0850529,-0.0326473
23,1.0531787,1.1755037,"('insincere', 'sincere')",6.2119093,6.143157,3.632544,3.6593304,0.0267864
24,0.68981874,0.7244168,"('dishonest', 'honest')",1.3594723,1.2538465,1.0246456,0.9891317,-0.0355139
25,0.95130044,0.9018206,"('egoistic', 'altruistic')",0.95057493,0.9385752,0.9509377,0.9201979,-0.0307398
26,2.1251032,1.9176341,"('hardhearted', 'benevolent')",1.8453102,1.783564,1.9852067,1.8505991,-0.1346076
