,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
45,0.01063665,-0.09164696,"('incompetent', 'competent')",0.0106367,-0.091647,-0.1022837
46,-0.20466548,-0.3857293,"('uncompetitive', 'competitive')",-0.2046655,-0.3857293,-0.1810638
47,1.4959252,1.6534023,"('stupid', 'smart')",1.4959252,1.6534023,0.1574771
48,-0.9356793,-0.84623814,"('unintelligent', 'intelligent')",-0.9356793,-0.8462381,0.0894412
49,-0.9599223,-0.6026097,"('unable', 'able')",-0.9599223,-0.6026097,0.3573126
50,-0.39776796,0.039827358,"('clumsy', 'skillful')",-0.397768,0.0398274,0.4375954
51,-0.033846676,-0.025591215,"('uneducated', 'educated')",-0.0338467,-0.0255912,0.0082555
52,-1.854831,-1.7697043,"('irrational', 'rational')",-1.854831,-1.7697043,0.0851267
53,-2.3461583,-2.3986957,"('uncreative', 'creative')",-2.3461583,-2.3986957,-0.0525374
54,-1.3097037,-1.0885485,"('incapable', 'capable')",-1.3097037,-1.0885485,0.2211552
55,0.024205856,0.18346672,"('incompetent', 'clever')",0.0242059,0.1834667,0.1592608
56,1.1949465,1.1698365,"('impractical', 'practical')",1.1949465,1.1698365,-0.02511
57,-1.3661847,-1.4542636,"('unimaginative', 'imaginative')",-1.3661847,-1.4542636,-0.0880789
58,-0.14026493,-0.29313162,"('undiscriminating', 'discriminating')",-0.1402649,-0.2931316,-0.1528667
59,-0.7067741,-0.43342805,"('foolish', 'wise')",-0.7067741,-0.433428,0.2733461
60,0.32353744,0.4666918,"('inefficient', 'efficient')",0.3235374,0.4666918,0.1431544
61,-0.8276606,-0.90856194,"('illogical', 'logical')",-0.8276606,-0.9085619,-0.0809013
62,0.385084,0.50946486,"('incompetent', 'brilliant')",0.385084,0.5094649,0.1243809
63,-0.259786,-0.27856407,"('unperceptive', 'insightful')",-0.259786,-0.2785641,-0.0187781
64,-1.0951293,-1.1385475,"('shy', 'confident')",-1.0951293,-1.1385475,-0.0434182
65,0.45682207,0.62416565,"('insecure', 'secure')",0.4568221,0.6241657,0.1673436
66,-0.74065053,-0.9306821,"('inactive', 'active')",-0.7406505,-0.9306821,-0.1900316
67,1.2735633,1.303765,"('doubtful', 'determined')",1.2735633,1.3037651,0.0302018
68,-0.66759026,-0.45916557,"('dependent', 'independent')",-0.6675903,-0.4591656,0.2084247
69,-1.2110952,-1.1669024,"('lazy', 'industrious')",-1.2110952,-1.1669024,0.0441928
70,0.74223924,0.5878771,"('lethargic', 'energetic')",0.7422392,0.5878771,-0.1543621
71,-1.1585907,-1.2256595,"('diffident', 'self-confident')",-1.1585907,-1.2256595,-0.0670688
72,0.14919323,0.019251293,"('unambitious', 'ambitious')",0.1491932,0.0192513,-0.1299419
73,-1.3486438,-1.2964108,"('helpless', 'self-reliant')",-1.3486438,-1.2964108,0.052233
74,-0.6178325,-0.5328564,"('undedicated', 'dedicated')",-0.6178325,-0.5328564,0.0849761
75,-0.065849274,-0.13993533,"('meek', 'impulsive')",-0.0658493,-0.1399353,-0.074086
76,0.13327537,0.29625788,"('anxious', 'daring')",0.1332754,0.2962579,0.1629825
77,-1.1242379,-0.97730726,"('unmotivated', 'motivated')",-1.1242379,-0.9773073,0.1469306
78,-0.9641812,-0.94877297,"('nonresilient', 'resilient')",-0.9641812,-0.948773,0.0154082
79,-1.8949031,-1.7778871,"('wavering', 'unwavering')",-1.8949031,-1.7778871,0.117016
80,1.3044964,1.2154529,"('dominated', 'dominating')",1.3044964,1.2154529,-0.0890435
81,2.2452028,2.3909955,"('submissive', 'aggressive')",2.2452028,2.3909955,0.1457927
82,1.3930228,1.5966874,"('poor', 'rich')",1.3930228,1.5966874,0.2036646
83,-0.09760819,-0.17452358,"('powerless', 'powerful')",-0.0976082,-0.1745236,-0.0769154
84,0.14144413,0.30565584,"('inferior', 'superior')",0.1414441,0.3056558,0.1642117
85,-2.381593,-2.3389835,"('insignificant', 'prestigious')",-2.381593,-2.3389835,0.0426095
86,-0.59731615,-0.8646382,"('uninfluential', 'influential')",-0.5973161,-0.8646382,-0.2673221
87,-0.22619572,-0.17372999,"('unsuccessful', 'successful')",-0.2261957,-0.17373,0.0524657
88,-0.72194606,-0.5943935,"('low', 'eminent')",-0.7219461,-0.5943935,0.1275526
