,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,0.009252647,-0.15724783,"('unsociable', 'sociable')",1.1359502,0.8533085,-0.5763621,-0.79899144,0.1896136,-0.0343103,-0.2239239
1,-0.117505044,-0.15939769,"('unfriendly', 'friendly')",0.52138513,0.6190702,1.4358467,1.4053242,0.6132423,0.6216656,0.0084233
2,0.1484628,0.17978343,"('unlikable', 'likable')",1.0092921,1.1292112,0.83593726,1.023057,0.6645641,0.7773506,0.1127865
3,-0.878842,-0.7766331,"('repellent', 'pleasant')",-0.5101941,-0.36276427,-0.45342094,-0.35797083,-0.6141524,-0.4991227,0.1150297
4,-1.6890439,-1.773223,"('disliked', 'liked')",-0.5148527,-0.35363832,-5.740201,-5.822495,-2.6480325,-2.6497854,-0.0017529
5,-1.2331753,-1.1329184,"('distant', 'outgoing')",-0.2967588,0.031469658,0.005306471,0.1664038,-0.5082092,-0.3116816,0.1965276
6,-1.7325878,-1.6220629,"('distant', 'open')",-0.9131164,-0.5846767,0.44465554,0.6084085,-0.733683,-0.5327771,0.2009059
7,0.70503193,0.70409584,"('insensitive', 'sensitive')",0.70443356,0.63149774,0.14740494,0.06295626,0.5189568,0.4661833,-0.0527735
8,-0.10765716,-0.11956903,"('unaffectionate', 'affectionate')",-0.55795264,-0.3362208,0.51731193,0.5116371,-0.0494326,0.0186158,0.0680484
9,0.55390656,0.52867997,"('unaffectionate', 'caring')",0.34564283,0.43505716,0.7580298,0.78519785,0.5525264,0.5829783,0.0304519
10,1.0823678,1.0335807,"('unsympathetic', 'sympathetic')",0.46918517,0.32733518,-0.60166293,-0.8046197,0.31663,0.1854321,-0.1311979
11,0.7168308,0.7343397,"('unhelpful', 'helpful')",0.61201715,0.58492327,1.8007324,1.8430799,1.0431934,1.0541143,0.0109209
12,0.46239826,0.57067305,"('unsupportive', 'supportive')",0.7631827,1.0010685,-1.706842,-1.6918192,-0.1604203,-0.0400259,0.1203944
