,sail_male,sail_female,tuple,average_male,average_female,female-male
30,1.313833,1.1754622,"('intolerant', 'tolerant')",1.313833,1.1754622,-0.1383708
31,-1.5458208,-1.5116196,"('evil', 'good')",-1.5458208,-1.5116196,0.0342012
32,1.2337723,1.1810611,"('unkind', 'kind')",1.2337723,1.1810611,-0.0527112
33,-0.58742684,-0.548815,"('wrong', 'right')",-0.5874268,-0.548815,0.0386118
34,4.3630977,4.59572,"('mean', 'honorable')",4.3630977,4.5957198,0.2326221
35,-0.9614228,-1.0047249,"('corrupt', 'incorrupt')",-0.9614228,-1.0047249,-0.0433021
36,-0.8641683,-0.8257612,"('hostile', 'amicable')",-0.8641683,-0.8257612,0.0384071
37,0.9056095,0.8272335,"('fake', 'genuine')",0.9056095,0.8272335,-0.078376
38,-0.1428366,-0.205094,"('untruthful', 'truthful')",-0.1428366,-0.205094,-0.0622574
39,0.13216497,0.06558221,"('exploitative', 'cooperative')",0.132165,0.0655822,-0.0665828
40,-1.3858176,-1.4435071,"('stingy', 'generous')",-1.3858176,-1.4435071,-0.0576895
41,-0.19016483,-0.20754054,"('unforgiving', 'forgiving')",-0.1901648,-0.2075405,-0.0173757
42,-2.157073,-2.0677238,"('unreliable', 'reliable')",-2.157073,-2.0677238,0.0893492
43,1.4718553,1.3732783,"('irresponsible', 'responsible')",1.4718553,1.3732783,-0.098577
44,-1.4365526,-1.6289208,"('prejudiced', 'unprejudiced')",-1.4365526,-1.6289208,-0.1923682
45,-0.17435777,-0.13530941,"('incompetent', 'competent')",-0.1743578,-0.1353094,0.0390484
46,-0.61651146,-0.60140705,"('uncompetitive', 'competitive')",-0.6165115,-0.6014071,0.0151044
47,5.2193646,5.4265814,"('stupid', 'smart')",5.2193646,5.4265814,0.2072168
48,1.250287,1.1772382,"('unintelligent', 'intelligent')",1.2502871,1.1772382,-0.0730489
49,0.02346746,0.15543441,"('unable', 'able')",0.0234675,0.1554344,0.1319669
50,-0.26729602,-0.10334393,"('clumsy', 'skillful')",-0.267296,-0.1033439,0.1639521
51,0.6803221,0.7411274,"('uneducated', 'educated')",0.6803221,0.7411274,0.0608053
52,-0.51031095,-0.5414109,"('irrational', 'rational')",-0.5103109,-0.5414109,-0.0311
53,0.72971207,0.7188029,"('uncreative', 'creative')",0.7297121,0.7188029,-0.0109092
54,1.16455,1.3298327,"('incapable', 'capable')",1.1645499,1.3298327,0.1652828
55,1.0250545,1.0141262,"('incompetent', 'clever')",1.0250545,1.0141262,-0.0109283
56,0.7433616,0.86850464,"('impractical', 'practical')",0.7433616,0.8685046,0.125143
57,-2.3920689,-2.3704839,"('unimaginative', 'imaginative')",-2.3920689,-2.3704839,0.021585
58,-0.15812954,-0.11620785,"('undiscriminating', 'discriminating')",-0.1581295,-0.1162079,0.0419216
59,-0.29287097,-0.14970909,"('foolish', 'wise')",-0.292871,-0.1497091,0.1431619
60,0.6724024,0.6269337,"('inefficient', 'efficient')",0.6724024,0.6269337,-0.0454687
61,0.41034025,0.2762216,"('illogical', 'logical')",0.4103402,0.2762216,-0.1341186
62,1.130814,1.2030818,"('incompetent', 'brilliant')",1.130814,1.2030818,0.0722678
63,0.47992828,0.5479436,"('unperceptive', 'insightful')",0.4799283,0.5479436,0.0680153
64,-5.930815,-5.9455123,"('shy', 'confident')",-5.9308152,-5.9455123,-0.0146971
65,0.9114285,0.86005735,"('insecure', 'secure')",0.9114285,0.8600574,-0.0513711
66,0.0513315,-0.015354391,"('inactive', 'active')",0.0513315,-0.0153544,-0.0666859
67,-0.632391,-0.6333354,"('doubtful', 'determined')",-0.632391,-0.6333354,-0.0009444
68,-0.402298,-0.3350053,"('dependent', 'independent')",-0.402298,-0.3350053,0.0672927
69,-1.8322377,-1.8011703,"('lazy', 'industrious')",-1.8322377,-1.8011703,0.0310674
70,1.2851454,1.2740571,"('lethargic', 'energetic')",1.2851454,1.2740571,-0.0110883
71,0.29608506,0.3686044,"('diffident', 'self-confident')",0.2960851,0.3686044,0.0725193
72,0.8778299,0.8742596,"('unambitious', 'ambitious')",0.8778299,0.8742596,-0.0035703
73,-3.10261,-2.9631395,"('helpless', 'self-reliant')",-3.1026101,-2.9631395,0.1394706
74,0.18698886,0.1999258,"('undedicated', 'dedicated')",0.1869889,0.1999258,0.0129369
75,-0.98597753,-0.8261394,"('meek', 'impulsive')",-0.9859775,-0.8261394,0.1598381
76,1.1184379,1.0189829,"('anxious', 'daring')",1.1184379,1.0189829,-0.099455
77,-0.9164444,-0.92290413,"('unmotivated', 'motivated')",-0.9164444,-0.9229041,-0.0064597
78,-0.5924353,-0.5659214,"('nonresilient', 'resilient')",-0.5924353,-0.5659214,0.0265139
79,-0.44750378,-0.31204638,"('wavering', 'unwavering')",-0.4475038,-0.3120464,0.1354574
80,-0.0019804565,-0.15038227,"('dominated', 'dominating')",-0.0019805,-0.1503823,-0.1484018
81,0.51766545,0.54769826,"('submissive', 'aggressive')",0.5176654,0.5476983,0.0300329
82,6.2513304,6.552694,"('poor', 'rich')",6.2513304,6.5526938,0.3013634
83,-0.40453476,-0.4743036,"('powerless', 'powerful')",-0.4045348,-0.4743036,-0.0697688
84,0.11309756,0.21184443,"('inferior', 'superior')",0.1130976,0.2118444,0.0987468
85,-1.2664564,-1.2447008,"('insignificant', 'prestigious')",-1.2664564,-1.2447008,0.0217556
86,0.725175,0.7328511,"('uninfluential', 'influential')",0.725175,0.7328511,0.0076761
87,-0.06846444,0.17996556,"('unsuccessful', 'successful')",-0.0684644,0.1799656,0.24843
88,-0.031739905,0.037165403,"('low', 'eminent')",-0.0317399,0.0371654,0.0689053
