,moderna_male,moderna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.11084433,0.18764852,"('unsociable', 'sociable')",-0.58055276,-0.65768975,-0.2348542,-0.2350206,-0.0001664
1,-0.51841784,-0.524731,"('unfriendly', 'friendly')",1.7032834,1.5429562,0.5924328,0.5091126,-0.0833202
2,0.8802522,0.93258804,"('unlikable', 'likable')",0.88738155,0.98052615,0.8838168,0.9565571,0.0727403
3,0.2902949,0.4998262,"('repellent', 'pleasant')",0.6818584,0.797835,0.4860767,0.6488306,0.1627539
4,-0.4560284,-0.5033094,"('disliked', 'liked')",-6.6108685,-6.668173,-3.5334485,-3.585741,-0.0522925
5,-0.74543256,-0.8139047,"('distant', 'outgoing')",-0.3253252,-0.41550392,-0.5353789,-0.6147043,-0.0793254
6,-1.0652252,-1.108947,"('distant', 'open')",0.0764366,-0.00108793,-0.4943943,-0.5550175,-0.0606232
7,0.08146863,0.2946006,"('insensitive', 'sensitive')",0.25305444,0.2949568,0.1672615,0.2947787,0.1275172
8,-0.47330981,-0.4957623,"('unaffectionate', 'affectionate')",0.80886436,0.66608596,0.1677773,0.0851618,-0.0826155
9,-0.67053705,-0.6741282,"('unaffectionate', 'caring')",0.93301845,0.86992913,0.1312407,0.0979005,-0.0333402
10,-0.0024976414,0.22681595,"('unsympathetic', 'sympathetic')",-0.39574525,-0.40016866,-0.1991214,-0.0866764,0.112445
11,0.17420417,0.24639723,"('unhelpful', 'helpful')",1.9532399,2.0449538,1.063722,1.1456755,0.0819535
12,0.17784326,0.37370917,"('unsupportive', 'supportive')",-2.0332727,-2.0144916,-0.9277148,-0.8203912,0.1073236
13,0.37816328,0.40300167,"('impolite', 'polite')",-0.5581175,-0.5132753,-0.0899771,-0.0551368,0.0348403
14,1.5550956,1.7037003,"('antisocial', 'social')",-0.25513154,-0.25670207,0.649982,0.7234991,0.0735171
15,0.01843995,-0.11276099,"('boring', 'funny')",0.6241237,0.5377514,0.3212818,0.2124952,-0.1087866
16,-1.5714296,-1.6343523,"('unpopular', 'popular')",0.40344337,0.3871983,-0.5839931,-0.623577,-0.0395839
17,-0.56570125,-0.52634853,"('nasty', 'nice')",-0.21790327,-0.18910462,-0.3918023,-0.3577266,0.0340757
18,-0.17433095,0.049280174,"('disagreeable', 'welcoming')",-0.3738554,-0.32752293,-0.2740932,-0.1391214,0.1349718
19,-0.9144267,-0.87917316,"('inhospitable', 'hospitable')",-0.040982142,0.00012092106,-0.4777044,-0.4395261,0.0381783
20,0.85959613,0.86551607,"('rough', 'thoughtful')",1.1124793,1.0323669,0.9860377,0.9489415,-0.0370962
21,1.0848831,1.1467618,"('immoral', 'moral')",-0.260265,-0.15894559,0.4123091,0.4939081,0.081599
22,0.6937904,0.7454107,"('untrustworthy', 'trustworthy')",-0.94721156,-0.96282834,-0.1267106,-0.1087088,0.0180018
23,0.3538513,0.5024751,"('insincere', 'sincere')",5.8483176,5.7924795,3.1010845,3.1474774,0.0463929
24,0.13295221,0.1198532,"('dishonest', 'honest')",1.0758431,1.0230114,0.6043977,0.5714324,-0.0329653
25,-0.5942949,-0.7430629,"('egoistic', 'altruistic')",1.4956326,1.3718531,0.4506689,0.3143951,-0.1362738
26,0.8861771,0.8253186,"('hardhearted', 'benevolent')",1.8485651,1.7417089,1.3673711,1.2835138,-0.0838573
27,-0.019197091,-0.00030840002,"('hardhearted', 'softhearted')",1.4620339,1.2836072,0.7214184,0.6416494,-0.079769
28,-0.2832367,-0.43917698,"('disloyal', 'loyal')",1.0572522,0.9275594,0.3870077,0.2441912,-0.1428165
29,0.11897601,-0.06025516,"('unfair', 'fair')",-0.44633237,-0.66678953,-0.1636782,-0.3635224,-0.1998442
30,0.82976574,1.0423119,"('intolerant', 'tolerant')",1.5023357,1.5778121,1.1660507,1.3100619,0.1440112
31,-1.6814396,-1.6600646,"('evil', 'good')",-1.2044015,-1.3402331,-1.4429206,-1.5001488,-0.0572282
32,0.1519863,0.15556026,"('unkind', 'kind')",1.1406962,1.0583029,0.6463412,0.6069316,-0.0394096
33,-0.075875714,-0.17082664,"('wrong', 'right')",-0.6508616,-0.7606359,-0.3633687,-0.4657313,-0.1023626
34,0.22764403,0.4267352,"('mean', 'honorable')",5.9557095,6.098776,3.0916767,3.2627556,0.1710789
35,-1.3825221,-1.6725589,"('corrupt', 'incorrupt')",-0.42010704,-0.63993704,-0.9013146,-1.156248,-0.2549334
36,-1.4633807,-1.5800041,"('hostile', 'amicable')",0.07218407,-0.106408596,-0.6955983,-0.8432063,-0.147608
37,0.2736695,0.26588342,"('fake', 'genuine')",0.3194176,0.26839003,0.2965435,0.2671367,-0.0294068
38,0.36229864,0.35505503,"('untruthful', 'truthful')",0.08802698,0.1630607,0.2251628,0.2590579,0.0338951
39,0.49122208,0.58722603,"('exploitative', 'cooperative')",0.2568781,0.25577983,0.3740501,0.4215029,0.0474528
40,0.087265626,0.11905038,"('stingy', 'generous')",-1.8730874,-2.0523717,-0.8929109,-0.9666607,-0.0737498
41,0.13686742,0.3022276,"('unforgiving', 'forgiving')",0.08078489,0.08330044,0.1088262,0.192764,0.0839378
42,0.278974,0.5019891,"('unreliable', 'reliable')",-3.1877573,-3.047988,-1.4543916,-1.2729994,0.1813922
43,0.7963062,0.9384368,"('irresponsible', 'responsible')",0.8878197,0.9116346,0.842063,0.9250357,0.0829727
44,0.42331994,0.3602453,"('prejudiced', 'unprejudiced')",-1.3071461,-1.3587658,-0.4419131,-0.4992603,-0.0573472
45,-0.04230125,0.12120837,"('incompetent', 'competent')",-0.11322242,-0.19717184,-0.0777618,-0.0379817,0.0397801
46,0.35969207,0.46120024,"('uncompetitive', 'competitive')",-0.39187467,-0.35233927,-0.0160913,0.0544305,0.0705218
47,0.5905834,0.65805906,"('stupid', 'smart')",5.639603,5.6908264,3.1150932,3.1744428,0.0593496
48,0.40181038,0.44475776,"('unintelligent', 'intelligent')",0.7784728,0.83729285,0.5901416,0.6410253,0.0508837
49,0.39603287,0.5016874,"('unable', 'able')",-0.17120889,-0.103188284,0.112412,0.1992496,0.0868376
50,-0.74429446,-0.7517859,"('clumsy', 'skillful')",-0.2973814,-0.32714888,-0.5208379,-0.5394674,-0.0186295
51,0.41666484,0.45854503,"('uneducated', 'educated')",0.26283258,0.25609872,0.3397487,0.3573219,0.0175732
52,-0.5736507,-0.828467,"('irrational', 'rational')",0.12623234,-0.12470238,-0.2237092,-0.4765847,-0.2528755
53,-0.6033008,-0.5496258,"('uncreative', 'creative')",0.8737256,0.81513345,0.1352124,0.1327538,-0.0024586
54,0.31640726,0.24301854,"('incapable', 'capable')",1.2958958,1.3336191,0.8061515,0.7883188,-0.0178327
55,0.47453097,0.7157948,"('incompetent', 'clever')",0.31472707,0.39034107,0.394629,0.5530679,0.1584389
56,1.9479614,2.0059223,"('impractical', 'practical')",0.3080641,0.37440944,1.1280128,1.1901659,0.0621531
57,0.20379901,0.31925768,"('unimaginative', 'imaginative')",-2.4536648,-2.4796748,-1.1249329,-1.0802085,0.0447244
58,-0.4109356,-0.33434075,"('undiscriminating', 'discriminating')",0.16487342,0.14975587,-0.1230311,-0.0922924,0.0307387
59,-0.7005905,-0.86830795,"('foolish', 'wise')",0.08686249,-0.003932681,-0.306864,-0.4361203,-0.1292563
60,1.3212384,1.5855049,"('inefficient', 'efficient')",0.14368871,0.3905961,0.7324635,0.9880505,0.255587
61,0.12093362,0.07304157,"('illogical', 'logical')",0.37961793,0.2075082,0.2502758,0.1402749,-0.1100009
62,0.6457144,0.8458669,"('incompetent', 'brilliant')",0.38173673,0.5128096,0.5137256,0.6793382,0.1656126
63,-0.024515286,0.124095246,"('unperceptive', 'insightful')",0.49526104,0.5825306,0.2353729,0.3533129,0.11794
64,-0.07332903,-0.0919738,"('shy', 'confident')",-6.556127,-6.5136104,-3.314728,-3.3027921,0.0119359
65,0.40097573,0.4142065,"('insecure', 'secure')",-0.26454017,-0.23432428,0.0682178,0.0899411,0.0217233
66,-1.014599,-1.0658563,"('inactive', 'active')",0.31999454,0.19846869,-0.3473022,-0.4336938,-0.0863916
67,0.9975702,0.8760887,"('doubtful', 'determined')",-0.32284987,-0.3512865,0.3373602,0.2624011,-0.0749591
68,0.2259712,0.13834658,"('dependent', 'independent')",-0.6334226,-0.58325183,-0.2037257,-0.2224526,-0.0187269
69,-0.67373,-0.7559436,"('lazy', 'industrious')",-1.0759437,-1.0985501,-0.8748369,-0.9272468,-0.0524099
70,0.2869017,0.49726695,"('lethargic', 'energetic')",0.46146616,0.52645487,0.374184,0.5118609,0.1376769
71,0.30215544,0.2630657,"('diffident', 'self-confident')",0.31876558,0.24753672,0.3104605,0.2553012,-0.0551593
72,0.9857596,1.0322226,"('unambitious', 'ambitious')",-0.5083314,-0.46477187,0.2387141,0.2837254,0.0450113
73,0.5243783,0.49210247,"('helpless', 'self-reliant')",-3.1368682,-3.070932,-1.306245,-1.2894148,0.0168302
74,0.3800128,0.51712173,"('undedicated', 'dedicated')",0.18764248,0.11835817,0.2838277,0.31774,0.0339123
75,-0.556104,-0.71314645,"('meek', 'impulsive')",-0.5079102,-0.4375859,-0.5320071,-0.5753661,-0.043359
76,1.0227351,1.2611791,"('anxious', 'daring')",0.3548706,0.45167276,0.6888028,0.8564259,0.1676231
77,-0.12564546,0.00844606,"('unmotivated', 'motivated')",-1.0748631,-0.92062414,-0.6002543,-0.456089,0.1441653
78,-0.4761857,-0.44839603,"('nonresilient', 'resilient')",-0.09593047,-0.10780102,-0.2860581,-0.2780985,0.0079596
79,-1.2770641,-1.3165134,"('wavering', 'unwavering')",-0.32758123,-0.32185692,-0.8023226,-0.8191851,-0.0168625
80,0.44858783,0.37382486,"('dominated', 'dominating')",-1.2906222,-1.3026615,-0.4210172,-0.4644184,-0.0434012
81,0.80010504,0.8951927,"('submissive', 'aggressive')",-0.5639516,-0.41124305,0.1180767,0.2419748,0.1238981
82,-0.38520607,-0.34159622,"('poor', 'rich')",6.428671,6.4358068,3.0217323,3.0471053,0.025373
83,0.4276812,0.30597565,"('powerless', 'powerful')",-0.7170469,-0.7592676,-0.1446829,-0.226646,-0.0819631
84,0.566876,0.32405898,"('inferior', 'superior')",0.7137943,0.62441665,0.6403351,0.4742378,-0.1660973
85,-0.70617414,-0.79607594,"('insignificant', 'prestigious')",0.47489426,0.3924228,-0.1156399,-0.2018266,-0.0861867
86,-0.3070972,-0.24928144,"('uninfluential', 'influential')",-0.03977123,-0.13395628,-0.1734342,-0.1916189,-0.0181847
87,0.06086362,-0.027002083,"('unsuccessful', 'successful')",0.46863288,0.41356745,0.2647482,0.1932827,-0.0714655
88,-0.6030835,-0.6346921,"('low', 'eminent')",0.40098092,0.4654186,-0.1010513,-0.0846367,0.0164146
