,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.8332279,0.5993803,"('unsociable', 'sociable')",-0.11021264,-0.32260296,0.3615076,0.1383887,-0.2231189
1,0.7089778,0.8050248,"('unfriendly', 'friendly')",1.1222019,1.0899203,0.9155899,0.9474726,0.0318827
2,2.1805182,2.2083988,"('unlikable', 'likable')",0.6416605,0.6923022,1.4110893,1.4503505,0.0392612
3,0.26068655,0.36758018,"('repellent', 'pleasant')",0.765926,0.75683486,0.5133063,0.5622075,0.0489012
4,-0.28156105,-0.18512961,"('disliked', 'liked')",-7.0048594,-6.8579316,-3.6432102,-3.5215306,0.1216796
5,0.120453335,0.267223,"('distant', 'outgoing')",-0.13348201,0.025409596,-0.0065143,0.1463163,0.1528306
6,0.4089237,0.5989105,"('distant', 'open')",-0.27444905,-0.13322097,0.0672373,0.2328448,0.1656075
7,1.3346374,1.3228694,"('insensitive', 'sensitive')",0.20907031,0.22265284,0.7718539,0.7727611,0.0009072
8,0.2869188,0.3648713,"('unaffectionate', 'affectionate')",0.22397703,0.24445106,0.2554479,0.3046612,0.0492133
9,1.7944947,1.9220649,"('unaffectionate', 'caring')",1.2393011,1.2964183,1.5168979,1.6092416,0.0923437
10,1.3497365,1.2256348,"('unsympathetic', 'sympathetic')",-0.1524681,-0.21840948,0.5986342,0.5036126,-0.0950216
11,0.63467973,0.5859167,"('unhelpful', 'helpful')",2.1758296,2.2109249,1.4052547,1.3984208,-0.0068339
12,1.1395253,1.2493036,"('unsupportive', 'supportive')",-1.9672853,-1.9086455,-0.41388,-0.329671,0.084209
13,1.0532238,0.8071671,"('impolite', 'polite')",-0.73707294,-0.8717824,0.1580755,-0.0323077,-0.1903832
14,0.8952129,0.80152124,"('antisocial', 'social')",-0.45536247,-0.61743706,0.2199252,0.0920421,-0.1278831
15,-0.1734886,-0.28988037,"('boring', 'funny')",-0.39622918,-0.41717795,-0.2848589,-0.3535292,-0.0686703
16,-1.0048976,-0.9227747,"('unpopular', 'popular')",0.76111954,0.70897335,-0.121889,-0.1069007,0.0149883
17,1.2037979,1.218865,"('nasty', 'nice')",-0.48490092,-0.36185485,0.3594485,0.4285051,0.0690566
18,-0.35431117,-0.31236577,"('disagreeable', 'welcoming')",-0.51823133,-0.60921305,-0.4362713,-0.4607894,-0.0245181
19,0.22578287,0.30993992,"('inhospitable', 'hospitable')",-0.4030516,-0.20971045,-0.0886344,0.0501147,0.1387491
20,1.8919569,1.8612081,"('rough', 'thoughtful')",0.8923948,0.84428775,1.3921759,1.3527479,-0.039428
21,1.4425155,1.2789361,"('immoral', 'moral')",-0.04356574,-0.051839545,0.6994749,0.6135483,-0.0859266
22,0.45765585,0.42912427,"('untrustworthy', 'trustworthy')",-0.97266525,-0.9505486,-0.2575047,-0.2607121,-0.0032074
23,1.6212353,1.5327225,"('insincere', 'sincere')",6.1395345,6.054834,3.8803849,3.7937782,-0.0866067
24,2.0552447,2.0188203,"('dishonest', 'honest')",0.7289915,0.77694255,1.3921181,1.3978814,0.0057633
25,1.1968521,1.2762324,"('egoistic', 'altruistic')",0.77302545,0.7477946,0.9849387,1.0120134,0.0270747
26,-0.353936,-0.41502056,"('hardhearted', 'benevolent')",1.0341532,0.9109989,0.3401086,0.2479892,-0.0921194
27,0.5875933,0.6281169,"('hardhearted', 'softhearted')",0.9187285,0.81542355,0.7531609,0.7217702,-0.0313907
28,1.7422354,1.676983,"('disloyal', 'loyal')",1.185796,1.182697,1.4640157,1.4298401,-0.0341756
29,0.23187952,0.3052432,"('unfair', 'fair')",-0.4057126,-0.436558,-0.0869165,-0.0656574,0.0212591
30,0.8212727,0.73041403,"('intolerant', 'tolerant')",0.74087054,0.68064684,0.7810716,0.7055304,-0.0755412
31,-1.7723265,-1.6006104,"('evil', 'good')",-1.2376118,-1.1690171,-1.5049691,-1.3848138,0.1201553
32,0.6389431,0.55065596,"('unkind', 'kind')",0.5825842,0.418943,0.6107637,0.4847995,-0.1259642
33,0.45325786,0.51077825,"('wrong', 'right')",-0.566828,-0.5010895,-0.0567851,0.0048444,0.0616295
34,1.0503244,1.0764196,"('mean', 'honorable')",5.8546066,5.9323397,3.4524655,3.5043797,0.0519142
35,-0.35294917,-0.18177296,"('corrupt', 'incorrupt')",-0.68373156,-0.5794073,-0.5183403,-0.3805901,0.1377502
36,-0.87096214,-0.6557422,"('hostile', 'amicable')",-0.4912091,-0.46075514,-0.6810856,-0.5582487,0.1228369
37,1.3205287,1.2711834,"('fake', 'genuine')",0.042437688,0.06676302,0.6814832,0.6689732,-0.01251
38,1.2967547,1.4239725,"('untruthful', 'truthful')",0.45397455,0.62527454,0.8753647,1.0246235,0.1492588
39,2.2011154,2.1057024,"('exploitative', 'cooperative')",-0.05763846,-0.05557128,1.0717385,1.0250655,-0.046673
40,1.0185658,1.0374794,"('stingy', 'generous')",-2.284042,-2.326481,-0.6327381,-0.6445009,-0.0117628
41,0.97552425,0.8500251,"('unforgiving', 'forgiving')",-0.06876172,-0.16155487,0.4533813,0.3442351,-0.1091462
42,0.92612,0.9798416,"('unreliable', 'reliable')",-3.2435112,-3.1939564,-1.1586956,-1.1070573,0.0516383
43,1.0007699,0.91712356,"('irresponsible', 'responsible')",0.501825,0.47639158,0.7512974,0.6967576,-0.0545398
44,-1.1546334,-1.2322004,"('prejudiced', 'unprejudiced')",-1.6976207,-1.7547084,-1.4261271,-1.4934545,-0.0673274
45,0.65065646,0.4978625,"('incompetent', 'competent')",0.06191725,0.022550082,0.3562869,0.2602063,-0.0960806
46,0.75325793,0.71462625,"('uncompetitive', 'competitive')",-0.33011898,-0.41895983,0.2115695,0.1478332,-0.0637363
47,-0.11932449,-0.20217082,"('stupid', 'smart')",5.5232453,5.5932436,2.7019603,2.6955364,-0.0064239
48,1.6282095,1.4790833,"('unintelligent', 'intelligent')",1.0667993,0.93533176,1.3475044,1.2072076,-0.1402968
49,1.2728102,1.2984527,"('unable', 'able')",0.4897801,0.60850513,0.8812951,0.9534789,0.0721838
50,0.7365053,0.8353717,"('clumsy', 'skillful')",0.37668997,0.29743487,0.5565977,0.5664033,0.0098056
51,0.8897112,0.75084144,"('uneducated', 'educated')",0.00019904971,-0.116807446,0.4449551,0.317017,-0.1279381
52,-0.09669361,0.008464158,"('irrational', 'rational')",-0.16518682,-0.104104474,-0.1309402,-0.0478202,0.08312
53,1.1563852,1.2402761,"('uncreative', 'creative')",0.19233267,0.18382493,0.6743589,0.7120505,0.0376916
54,0.9952446,1.1506227,"('incapable', 'capable')",1.185459,1.3849276,1.0903518,1.2677752,0.1774234
55,1.8034892,1.5664734,"('incompetent', 'clever')",0.31478238,0.18060103,1.0591358,0.8735372,-0.1855986
56,1.2819076,1.1911435,"('impractical', 'practical')",-0.19629382,-0.20507887,0.5428069,0.4930323,-0.0497746
57,-0.509893,-0.53287417,"('unimaginative', 'imaginative')",-3.377853,-3.3940933,-1.9438729,-1.9634837,-0.0196108
58,0.41334283,0.4186439,"('undiscriminating', 'discriminating')",0.030189801,0.023141682,0.2217663,0.2208928,-0.0008735
59,-0.15345226,-0.019306352,"('foolish', 'wise')",0.40993363,0.55349797,0.1282407,0.2670958,0.1388551
60,2.4971137,2.3024652,"('inefficient', 'efficient')",0.48909074,0.38397545,1.4931022,1.3432204,-0.1498818
61,1.2756695,1.157801,"('illogical', 'logical')",0.45181662,0.32013038,0.8637431,0.7389657,-0.1247774
62,2.9480047,2.9607682,"('incompetent', 'brilliant')",1.1776204,1.2820802,2.0628126,2.1214242,0.0586116
63,1.1001483,1.1375052,"('unperceptive', 'insightful')",0.80282414,0.8081146,0.9514862,0.9728099,0.0213237
64,-0.3920229,-0.48384708,"('shy', 'confident')",-6.316225,-6.3255877,-3.3541241,-3.4047174,-0.0505933
65,0.99391663,0.7229264,"('insecure', 'secure')",-0.22515891,-0.34348467,0.3843789,0.1897209,-0.194658
66,0.16620556,0.25084683,"('inactive', 'active')",0.1314596,0.16838285,0.1488326,0.2096148,0.0607822
67,1.0313965,0.968788,"('doubtful', 'determined')",-0.4938124,-0.5220798,0.268792,0.2233541,-0.0454379
