,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.78463197,0.593913,"('unsociable', 'sociable')",-0.23984572,-0.2692816,0.34187508,0.20346484,2.2948449,2.0791526,0.2525533,0.08689604,0.6868119,0.5388289,-0.147983
1,-0.9287157,-0.9332241,"('unfriendly', 'friendly')",-1.4610661,-1.4833729,-1.664946,-1.5694077,0.1548837,0.15834737,1.4542205,1.2870816,-0.4891248,-0.5081151,-0.0189903
2,1.040425,1.1123599,"('unlikable', 'likable')",1.000221,1.0805438,1.3671427,1.4957037,1.5084398,1.5270787,0.93718505,0.94001275,1.1706827,1.2311398,0.0604571
3,0.015913256,0.020005547,"('repellent', 'pleasant')",0.2807305,0.447509,0.9615374,1.0050051,1.1889068,1.2360563,0.51539385,0.58520144,0.5924963,0.6587555,0.0662592
4,-0.23630476,-0.26265064,"('disliked', 'liked')",-0.035284784,-0.12512712,0.014439546,0.018407024,-0.4081713,-0.5231958,-6.3003535,-6.424469,-1.393135,-1.4634071,-0.0702721
5,-0.29305577,-0.11271547,"('distant', 'outgoing')",0.17828721,0.17522526,-0.8578429,-0.64112043,-2.0201886,-1.8350043,-0.5223857,-0.53466135,-0.7030372,-0.5896553,0.1133819
6,-0.08340613,0.1289025,"('distant', 'open')",-0.06556974,0.04820028,-1.0655253,-0.77821153,-1.8966708,-1.6760912,0.12072383,0.10834989,-0.5980896,-0.43377,0.1643196
7,1.2414086,1.2081631,"('insensitive', 'sensitive')",0.42778122,0.5461071,1.2568175,1.3590494,1.5131354,1.5256065,0.8145086,0.7980945,1.0507302,1.0874043,0.0366741
8,-1.4040767,-1.4327962,"('unaffectionate', 'affectionate')",-0.85394573,-0.9616289,-1.6515483,-1.5388973,-2.3077161,-2.302919,0.031099752,-0.028183386,-1.2372375,-1.252885,-0.0156475
9,-0.45739645,-0.5239021,"('unaffectionate', 'caring')",0.281856,0.25340834,-0.8787287,-0.7436395,-0.23461817,-0.19937633,0.9463757,0.9381027,-0.0685023,-0.0550814,0.0134209
10,0.3232953,0.22527558,"('unsympathetic', 'sympathetic')",0.0021410733,0.16078731,0.70592564,0.82420796,1.0229541,0.9890263,-0.40005273,-0.38711944,0.3308527,0.3624356,0.0315829
11,1.8955477,1.7567598,"('unhelpful', 'helpful')",1.492343,1.5002115,1.2249796,1.2237511,1.4924287,1.5045465,2.130298,2.189247,1.6471193,1.6349031,-0.0122162
12,1.5308167,1.6084425,"('unsupportive', 'supportive')",0.73755896,0.9123998,0.79815453,1.1711699,0.4688019,0.65962154,-2.2792108,-2.270811,0.2512243,0.4161646,0.1649403
13,1.4303195,1.3746525,"('impolite', 'polite')",0.76595515,0.850057,1.2924749,1.2993866,1.2274172,1.1712488,-0.4499661,-0.47886306,0.8532401,0.8432963,-0.0099438
14,2.5943046,2.4366977,"('antisocial', 'social')",1.451384,1.3732997,1.8718463,1.852629,2.15249,2.0507314,-0.34520105,-0.3768367,1.5449647,1.4673042,-0.0776605
15,0.29122776,0.26788998,"('boring', 'funny')",0.7520976,0.62627256,0.45142025,0.31138682,0.3934953,0.4348322,0.78243625,0.71590865,0.5341354,0.4712581,-0.0628773
16,-1.7983971,-1.9139274,"('unpopular', 'popular')",-1.740977,-1.7419646,-0.6803778,-0.7280489,-0.87694246,-0.96923363,0.6910265,0.6665213,-0.8811336,-0.9373306,-0.056197
17,0.6721621,0.7485953,"('nasty', 'nice')",1.1612067,1.2056745,-0.16195215,-0.07689281,-0.42416808,-0.37432328,-0.53655225,-0.5534942,0.1421393,0.1899119,0.0477726
18,-0.34631315,-0.24920954,"('disagreeable', 'welcoming')",0.097105116,0.22928333,-0.30783188,-0.06272459,-0.74286896,-0.69857395,-0.40142703,-0.4901816,-0.3402672,-0.2542813,0.0859859
19,-0.44229677,-0.38016242,"('inhospitable', 'hospitable')",0.67346644,0.6994553,-0.7356382,-0.62621903,-0.4715948,-0.33719802,-0.3906514,-0.3853873,-0.2733429,-0.2059023,0.0674406
20,0.48197448,0.41721123,"('rough', 'thoughtful')",0.909722,0.90342826,0.77850384,0.7444662,0.79936236,0.78486884,0.838089,0.82163775,0.7615304,0.7343225,-0.0272079
21,2.4301984,2.3045917,"('immoral', 'moral')",1.8180943,1.8723185,1.3235338,1.2553666,2.0193,1.9994887,-0.111184016,-0.14890386,1.4959886,1.4565723,-0.0394163
22,0.90009564,0.88100183,"('untrustworthy', 'trustworthy')",0.73635894,0.79576635,1.2903001,1.3368341,1.5224577,1.5480585,-0.21267176,-0.2665607,0.8473082,0.85902,0.0117118
23,2.07871,1.9663776,"('insincere', 'sincere')",1.2111615,1.271177,0.8895998,0.83874303,2.3161614,2.3153424,6.368243,6.293485,2.5727753,2.5370251,-0.0357502
24,0.719991,0.7366855,"('dishonest', 'honest')",0.36084723,0.37075686,0.21073374,0.38320655,0.9931471,1.0230516,0.928951,0.8658906,0.642734,0.6759182,0.0331842
