,webpage_male,webpage_female,tuple,average_male,average_female,female-male
0,0.28910062,0.024429243,"('unsociable', 'sociable')",0.2891006,0.0244292,-0.2646714
1,0.57235515,0.6508841,"('unfriendly', 'friendly')",0.5723552,0.6508841,0.0785289
2,-0.24219395,-0.20248085,"('unlikable', 'likable')",-0.242194,-0.2024809,0.0397131
3,-0.0006897766,0.04252755,"('repellent', 'pleasant')",-0.0006898,0.0425275,0.0432173
4,-2.8758173,-2.991714,"('disliked', 'liked')",-2.8758173,-2.991714,-0.1158967
5,0.27761173,0.5452946,"('distant', 'outgoing')",0.2776117,0.5452946,0.2676829
6,0.6522517,0.9488078,"('distant', 'open')",0.6522517,0.9488078,0.2965561
7,0.5002984,0.39757532,"('insensitive', 'sensitive')",0.5002984,0.3975753,-0.1027231
8,-0.3658099,-0.30906174,"('unaffectionate', 'affectionate')",-0.3658099,-0.3090617,0.0567482
9,0.021365676,0.009196751,"('unaffectionate', 'caring')",0.0213657,0.0091968,-0.0121689
10,-0.47484154,-0.7151519,"('unsympathetic', 'sympathetic')",-0.4748415,-0.7151519,-0.2403104
11,1.730478,1.6192824,"('unhelpful', 'helpful')",1.730478,1.6192824,-0.1111956
12,-0.6513541,-0.572181,"('unsupportive', 'supportive')",-0.6513541,-0.572181,0.0791731
13,0.262868,0.028464152,"('impolite', 'polite')",0.262868,0.0284642,-0.2344038
14,0.56393653,0.3332588,"('antisocial', 'social')",0.5639365,0.3332588,-0.2306777
15,-0.087422654,-0.23454168,"('boring', 'funny')",-0.0874227,-0.2345417,-0.147119
16,1.066646,1.1840595,"('unpopular', 'popular')",1.066646,1.1840595,0.1174135
17,0.09264672,0.16873792,"('nasty', 'nice')",0.0926467,0.1687379,0.0760912
18,-0.40666413,-0.31063688,"('disagreeable', 'welcoming')",-0.4066641,-0.3106369,0.0960272
19,-0.07344614,-0.022532754,"('inhospitable', 'hospitable')",-0.0734461,-0.0225328,0.0509133
20,0.48438627,0.3893083,"('rough', 'thoughtful')",0.4843863,0.3893083,-0.095078
21,-0.13558401,-0.45534676,"('immoral', 'moral')",-0.135584,-0.4553468,-0.3197628
22,0.58198863,0.38910058,"('untrustworthy', 'trustworthy')",0.5819886,0.3891006,-0.192888
23,2.9535847,2.9848192,"('insincere', 'sincere')",2.9535847,2.9848192,0.0312345
24,-0.11883536,-0.20302276,"('dishonest', 'honest')",-0.1188354,-0.2030228,-0.0841874
25,0.030064886,0.035091992,"('egoistic', 'altruistic')",0.0300649,0.035092,0.0050271
26,-0.42413434,-0.47197908,"('hardhearted', 'benevolent')",-0.4241343,-0.4719791,-0.0478448
27,-1.0565927,-1.0602654,"('hardhearted', 'softhearted')",-1.0565927,-1.0602654,-0.0036727
28,-0.6151196,-0.73231685,"('disloyal', 'loyal')",-0.6151196,-0.7323169,-0.1171973
29,-0.7945102,-0.82466614,"('unfair', 'fair')",-0.7945102,-0.8246661,-0.0301559
30,0.6551559,0.4646995,"('intolerant', 'tolerant')",0.6551559,0.4646995,-0.1904564
31,-1.5201747,-1.2645973,"('evil', 'good')",-1.5201747,-1.2645973,0.2555774
32,0.36939994,0.20455624,"('unkind', 'kind')",0.3693999,0.2045562,-0.1648437
33,-0.34200165,-0.2807123,"('wrong', 'right')",-0.3420016,-0.2807123,0.0612893
34,2.3612883,2.5282183,"('mean', 'honorable')",2.3612883,2.5282183,0.16693
35,-0.3965269,-0.37043643,"('corrupt', 'incorrupt')",-0.3965269,-0.3704364,0.0260905
36,-0.91872793,-0.8337877,"('hostile', 'amicable')",-0.9187279,-0.8337877,0.0849402
37,-0.75236434,-0.8075011,"('fake', 'genuine')",-0.7523643,-0.8075011,-0.0551368
38,0.2954666,0.25737882,"('untruthful', 'truthful')",0.2954666,0.2573788,-0.0380878
39,0.794103,0.6636411,"('exploitative', 'cooperative')",0.794103,0.6636411,-0.1304619
40,-1.4435216,-1.3020226,"('stingy', 'generous')",-1.4435216,-1.3020226,0.141499
41,-0.578664,-0.63123554,"('unforgiving', 'forgiving')",-0.578664,-0.6312355,-0.0525715
42,-0.65226537,-0.65307677,"('unreliable', 'reliable')",-0.6522654,-0.6530768,-0.0008114
43,0.30940616,0.2431916,"('irresponsible', 'responsible')",0.3094062,0.2431916,-0.0662146
44,-0.851414,-0.8699072,"('prejudiced', 'unprejudiced')",-0.851414,-0.8699072,-0.0184932
45,-0.43469226,-0.45144626,"('incompetent', 'competent')",-0.4346923,-0.4514463,-0.016754
46,0.559387,0.4455095,"('uncompetitive', 'competitive')",0.559387,0.4455095,-0.1138775
47,2.52072,2.678006,"('stupid', 'smart')",2.52072,2.6780059,0.1572859
48,-0.79121166,-0.8970884,"('unintelligent', 'intelligent')",-0.7912117,-0.8970884,-0.1058767
49,0.30056822,0.3516057,"('unable', 'able')",0.3005682,0.3516057,0.0510375
50,0.5362973,0.6301467,"('clumsy', 'skillful')",0.5362973,0.6301467,0.0938494
51,0.3752112,0.17218117,"('uneducated', 'educated')",0.3752112,0.1721812,-0.20303
52,-0.8121471,-0.8298215,"('irrational', 'rational')",-0.8121471,-0.8298215,-0.0176744
53,0.40492097,0.385894,"('uncreative', 'creative')",0.404921,0.385894,-0.019027
54,1.152685,1.1874574,"('incapable', 'capable')",1.152685,1.1874574,0.0347724
55,0.70244074,0.5212914,"('incompetent', 'clever')",0.7024407,0.5212914,-0.1811493
56,1.6245265,1.4297096,"('impractical', 'practical')",1.6245265,1.4297096,-0.1948169
