,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5348296,-0.72190875,"('unsociable', 'sociable')",-0.31669903,-0.46141022,-0.4257643,-0.5916595,-0.1658952
1,0.10633871,-0.24286062,"('unfriendly', 'friendly')",1.7875978,1.5173078,0.9469683,0.6372236,-0.3097447
2,0.51159436,0.47604638,"('unlikable', 'likable')",0.49906915,0.4865995,0.5053318,0.4813229,-0.0240089
3,-1.0750717,-0.96280587,"('repellent', 'pleasant')",0.190192,0.30556935,-0.4424399,-0.3286183,0.1138216
4,-0.38241187,-0.46651614,"('disliked', 'liked')",-5.8259125,-5.8938217,-3.1041622,-3.1801689,-0.0760067
5,-0.7120091,-0.8138787,"('distant', 'outgoing')",-0.027528586,-0.15041192,-0.3697688,-0.4821453,-0.1123765
6,-0.77918774,-0.8944983,"('distant', 'open')",0.48637894,0.30759734,-0.1464044,-0.2934505,-0.1470461
7,-0.7258559,-0.67823786,"('insensitive', 'sensitive')",0.73733383,0.75436205,0.005739,0.0380621,0.0323231
8,0.076455176,-0.19376574,"('unaffectionate', 'affectionate')",0.961054,0.75561374,0.5187546,0.280924,-0.2378306
9,0.020899422,-0.26000834,"('unaffectionate', 'caring')",1.1575179,1.0512576,0.5892087,0.3956246,-0.1935841
10,-1.1396639,-1.2182403,"('unsympathetic', 'sympathetic')",-0.11446756,-0.11664839,-0.6270658,-0.6674443,-0.0403785
11,-0.49923462,-0.57261366,"('unhelpful', 'helpful')",1.6757358,1.7353898,0.5882506,0.5813881,-0.0068625
12,-0.10305068,-0.19643842,"('unsupportive', 'supportive')",-1.4845806,-1.4859221,-0.7938157,-0.8411803,-0.0473646
13,-0.24583733,-0.30910632,"('impolite', 'polite')",-0.34724844,-0.24246389,-0.2965429,-0.2757851,0.0207578
14,-0.39615124,-0.37841818,"('antisocial', 'social')",-0.53220856,-0.510369,-0.4641799,-0.4443936,0.0197863
15,0.19940755,0.031803347,"('boring', 'funny')",0.5957271,0.48920542,0.3975673,0.2605044,-0.1370629
16,-0.74522865,-0.7017344,"('unpopular', 'popular')",0.54989976,0.57368004,-0.0976644,-0.0640272,0.0336372
17,-0.4445796,-0.4381498,"('nasty', 'nice')",-0.27612743,-0.25151214,-0.3603535,-0.344831,0.0155225
18,-0.7687237,-0.93827075,"('disagreeable', 'welcoming')",-0.40384746,-0.5163571,-0.5862856,-0.7273139,-0.1410283
19,-0.19040975,-0.20938061,"('inhospitable', 'hospitable')",0.27754906,0.20326428,0.0435697,-0.0030582,-0.0466279
20,0.53132147,0.61965096,"('rough', 'thoughtful')",1.3545431,1.3502451,0.9429322,0.984948,0.0420158
21,-0.3718725,-0.35692397,"('immoral', 'moral')",-0.732162,-0.64516115,-0.5520173,-0.5010425,0.0509748
22,-0.38482982,-0.43693274,"('untrustworthy', 'trustworthy')",-1.1767414,-1.2031807,-0.7807856,-0.8200567,-0.0392711
23,-0.1825012,-0.29790723,"('insincere', 'sincere')",5.4030604,5.4013424,2.6102796,2.5517175,-0.0585621
24,-0.46283072,-0.64584935,"('dishonest', 'honest')",0.93247706,0.87807745,0.2348232,0.1161141,-0.1187091
25,0.6279657,0.58416295,"('egoistic', 'altruistic')",1.2855551,1.2176429,0.9567604,0.9009029,-0.0558575
26,-0.14251705,-0.3457079,"('hardhearted', 'benevolent')",1.6330826,1.3720112,0.7452828,0.5131516,-0.2321312
27,-0.57746935,-0.591438,"('hardhearted', 'softhearted')",1.4462595,1.3576578,0.4343951,0.3831099,-0.0512852
28,-0.1561725,-0.39104283,"('disloyal', 'loyal')",1.0285432,0.92590547,0.4361854,0.2674313,-0.1687541
29,-0.56462836,-0.6106459,"('unfair', 'fair')",-0.4098991,-0.58679855,-0.4872637,-0.5987222,-0.1114585
30,0.22894892,0.114911646,"('intolerant', 'tolerant')",1.3888545,1.3152479,0.8089017,0.7150798,-0.0938219
31,-0.51152176,-0.5818962,"('evil', 'good')",-0.5800133,-0.7575378,-0.5457675,-0.669717,-0.1239495
32,-0.2312149,-0.3452363,"('unkind', 'kind')",0.4644136,0.30285192,0.1165994,-0.0211922,-0.1377916
33,0.493479,0.3038072,"('wrong', 'right')",-0.30330876,-0.3549975,0.0950851,-0.0255951,-0.1206802
34,-0.25828674,-0.12969676,"('mean', 'honorable')",5.669818,5.788994,2.7057655,2.8296485,0.123883
35,0.50755847,0.47310084,"('corrupt', 'incorrupt')",0.12618601,-0.029946243,0.3168722,0.2215773,-0.0952949
36,-0.075027324,-0.25283903,"('hostile', 'amicable')",0.12400787,-0.14625889,0.0244903,-0.199549,-0.2240393
37,0.4316757,0.49334994,"('fake', 'genuine')",0.48000294,0.54408526,0.4558393,0.5187176,0.0628783
38,0.072954364,-0.058630183,"('untruthful', 'truthful')",0.2133834,0.323174,0.1431689,0.1322719,-0.010897
39,0.8748088,0.92310166,"('exploitative', 'cooperative')",0.2296346,0.2755457,0.5522217,0.5993237,0.047102
