,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5260422,1.5418876,"('unsociable', 'sociable')",-0.31516257,-0.39453608,0.7198956,0.7064856,-0.23252802,-0.31662115,0.4245618,0.384304,-0.0402578
1,-1.5412577,-1.5945283,"('unfriendly', 'friendly')",0.7571969,0.63609713,-0.8290292,-0.91106105,2.155892,2.03599,0.1357005,0.0416244,-0.0940761
2,0.34771904,0.36831203,"('unlikable', 'likable')",0.113729626,0.1547742,0.54049504,0.5463998,0.50256443,0.549573,0.376127,0.4047648,0.0286378
3,0.45114174,0.5920484,"('repellent', 'pleasant')",-1.4450028,-1.4422638,-0.5795869,-0.44029623,0.1451287,0.21503387,-0.3570798,-0.2688694,0.0882104
4,-0.63473946,-0.7746369,"('disliked', 'liked')",0.5599831,0.5002174,-0.64518815,-0.6908425,-6.618536,-6.7275915,-1.8346201,-1.9232134,-0.0885933
5,-0.8823831,-0.943305,"('distant', 'outgoing')",0.7172239,0.72076213,-1.0086406,-1.0858998,-0.06818994,-0.13181876,-0.3104975,-0.3600654,-0.0495679
6,-1.1445997,-1.2031288,"('distant', 'open')",0.8368043,0.83122516,-1.0083311,-1.0750251,0.69527143,0.6125811,-0.1552138,-0.2085869,-0.0533731
7,1.2394313,1.2668743,"('insensitive', 'sensitive')",0.19483435,0.17730643,0.25755313,0.31184077,0.85500103,0.8602226,0.6367049,0.654061,0.0173561
8,-2.1728354,-2.2070074,"('unaffectionate', 'affectionate')",0.90843123,0.8766741,-0.88965774,-0.9840972,1.0699738,0.959095,-0.271022,-0.3388339,-0.0678119
9,-0.49547562,-0.4999407,"('unaffectionate', 'caring')",1.1375151,1.0804062,-0.24126847,-0.3149708,1.3952086,1.343181,0.4489949,0.4021689,-0.046826
10,1.7708957,1.9098582,"('unsympathetic', 'sympathetic')",-1.1525327,-1.2038691,-0.0903783,-0.03291315,-0.20083843,-0.17479186,0.0817866,0.124571,0.0427844
11,1.2341875,1.3232793,"('unhelpful', 'helpful')",-0.9656222,-0.9322448,0.5818165,0.5938093,1.5252669,1.6424958,0.5939122,0.6568349,0.0629227
12,1.8323275,1.91633,"('unsupportive', 'supportive')",0.7487693,0.72990453,0.12395197,0.19954479,-1.8118379,-1.8162627,0.2233027,0.2573792,0.0340765
13,1.2049251,1.2413104,"('impolite', 'polite')",-0.6013449,-0.5821018,1.4412534,1.4888871,-0.30044675,-0.27258036,0.4360967,0.4688788,0.0327821
14,1.1133983,1.165107,"('antisocial', 'social')",-0.38149193,-0.4251286,0.40664864,0.44101012,-0.55648685,-0.5644776,0.1455171,0.1541277,0.0086106
15,-0.55342215,-0.6732474,"('boring', 'funny')",0.7283528,0.7646061,-0.7758238,-0.93851745,0.4906831,0.41535226,-0.0275525,-0.1079516,-0.0803991
16,-0.85040605,-0.8642722,"('unpopular', 'popular')",-0.8659098,-0.8649781,-0.86015695,-0.8721874,0.44910663,0.42360002,-0.5318415,-0.5444594,-0.0126179
17,-0.008320991,0.027038328,"('nasty', 'nice')",0.54014486,0.56021976,0.2341643,0.21935083,-0.26710367,-0.2072285,0.1247211,0.1498451,0.025124
