,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.49166864,-0.5672017,"('unsociable', 'sociable')",-0.21067658,-0.40131688,-0.3511726,-0.4842593,-0.1330867
1,-1.0376332,-1.123689,"('unfriendly', 'friendly')",1.4892604,1.3553238,0.2258136,0.1158174,-0.1099962
2,0.62533134,0.69478106,"('unlikable', 'likable')",1.0383915,1.1596841,0.8318614,0.9272326,0.0953712
3,-0.015022954,0.07223875,"('repellent', 'pleasant')",0.37307823,0.3783821,0.1790276,0.2253104,0.0462828
4,-0.08160677,-0.10723772,"('disliked', 'liked')",-5.5502286,-5.5971203,-2.8159177,-2.8521791,-0.0362614
5,-1.442979,-1.3556436,"('distant', 'outgoing')",-0.3929335,-0.30407915,-0.9179562,-0.8298614,0.0880948
6,-1.9060898,-1.8211732,"('distant', 'open')",-0.103124745,-0.028892064,-1.0046073,-0.9250326,0.0795747
7,-0.27053422,-0.2179366,"('insensitive', 'sensitive')",-0.035011753,0.036617663,-0.152773,-0.0906595,0.0621135
8,-1.2694693,-1.2984782,"('unaffectionate', 'affectionate')",0.57802004,0.55258656,-0.3457246,-0.3729458,-0.0272212
9,-1.2515421,-1.276355,"('unaffectionate', 'caring')",0.8035606,0.8029086,-0.2239907,-0.2367232,-0.0127325
10,-0.8696119,-0.86171854,"('unsympathetic', 'sympathetic')",-0.8514281,-0.89014983,-0.86052,-0.8759342,-0.0154142
11,-0.25607857,-0.28032815,"('unhelpful', 'helpful')",1.6211995,1.6905047,0.6825604,0.7050883,0.0225279
12,-0.8936221,-0.73319453,"('unsupportive', 'supportive')",-2.195972,-2.1339433,-1.5447971,-1.433569,0.1112281
13,0.29790118,0.256709,"('impolite', 'polite')",-0.4501369,-0.43729416,-0.0761179,-0.0902926,-0.0141747
14,0.47962373,0.5365304,"('antisocial', 'social')",-0.2731313,-0.36102188,0.1032462,0.0877542,-0.015492
15,0.058739644,-0.030313227,"('boring', 'funny')",0.8169569,0.7845681,0.4378483,0.3771274,-0.0607209
16,-0.32360527,-0.38980645,"('unpopular', 'popular')",1.0627391,1.0242409,0.3695669,0.3172172,-0.0523497
17,-0.16711193,-0.17844318,"('nasty', 'nice')",-0.2361362,-0.24142127,-0.2016241,-0.2099322,-0.0083081
18,-0.102718115,-0.04369946,"('disagreeable', 'welcoming')",-0.36767054,-0.41146848,-0.2351943,-0.227584,0.0076103
19,-1.5257573,-1.5500574,"('inhospitable', 'hospitable')",-0.21467695,-0.10747215,-0.8702171,-0.8287648,0.0414523
20,0.51248443,0.51990783,"('rough', 'thoughtful')",1.1475959,1.0672451,0.8300402,0.7935765,-0.0364637
21,0.63119715,0.55328614,"('immoral', 'moral')",-0.2578873,-0.32236543,0.1866549,0.1154604,-0.0711945
22,0.24984963,0.2777375,"('untrustworthy', 'trustworthy')",-0.6684884,-0.7522077,-0.2093194,-0.2372351,-0.0279157
23,-0.42719427,-0.49608138,"('insincere', 'sincere')",5.082776,4.994483,2.327791,2.2492008,-0.0785902
24,-0.56257516,-0.5231712,"('dishonest', 'honest')",0.5315104,0.55367106,-0.0155324,0.0152499,0.0307823
25,0.10894786,0.06619954,"('egoistic', 'altruistic')",1.6619666,1.5622321,0.8854572,0.8142158,-0.0712414
26,0.10376534,0.054135818,"('hardhearted', 'benevolent')",1.7793298,1.6581029,0.9415476,0.8561193,-0.0854283
27,-0.78938854,-0.72239465,"('hardhearted', 'softhearted')",0.8727591,0.87503207,0.0416853,0.0763187,0.0346334
28,-0.04602301,-0.15203843,"('disloyal', 'loyal')",1.0154945,0.84775347,0.4847357,0.3478575,-0.1368782
29,-0.57378864,-0.5831988,"('unfair', 'fair')",-0.5166116,-0.6637179,-0.5452001,-0.6234584,-0.0782583
30,1.328737,1.2607614,"('intolerant', 'tolerant')",1.4505137,1.4118952,1.3896253,1.3363283,-0.053297
31,-1.2531022,-1.1599479,"('evil', 'good')",-0.96867263,-1.054925,-1.1108874,-1.1074364,0.003451
32,-0.04529386,-0.106612965,"('unkind', 'kind')",0.9397661,0.7917959,0.4472361,0.3425915,-0.1046446
33,0.3459753,0.26379162,"('wrong', 'right')",-0.46509403,-0.53956157,-0.0595594,-0.137885,-0.0783256
34,-0.3757291,-0.29606873,"('mean', 'honorable')",5.568962,5.76898,2.5966165,2.7364557,0.1398392
35,-0.27942866,-0.3476356,"('corrupt', 'incorrupt')",-0.06454408,-0.18626,-0.1719864,-0.2669478,-0.0949614
36,-1.2130227,-1.2919785,"('hostile', 'amicable')",0.58141947,0.32332626,-0.3158016,-0.4843261,-0.1685245
37,-0.37155956,-0.36135927,"('fake', 'genuine')",-0.21443544,-0.16643804,-0.2929975,-0.2638987,0.0290988
38,-0.8180723,-0.80684006,"('untruthful', 'truthful')",-0.09378475,-0.028222688,-0.4559285,-0.4175314,0.0383971
39,0.93462145,0.9077196,"('exploitative', 'cooperative')",0.14007041,0.13656113,0.5373459,0.5221404,-0.0152055
40,-0.12528343,-0.028679928,"('stingy', 'generous')",-1.8117074,-1.8972788,-0.9684954,-0.9629794,0.005516
41,-0.11189026,-0.02096013,"('unforgiving', 'forgiving')",0.22226076,0.13582462,0.0551853,0.0574322,0.0022469
42,-0.021503525,0.08263305,"('unreliable', 'reliable')",-3.1135743,-2.989488,-1.5675389,-1.4534274,0.1141115
43,-0.5679961,-0.48023498,"('irresponsible', 'responsible')",0.2092636,0.25362194,-0.1793662,-0.1133065,0.0660597
44,0.23134628,0.20821247,"('prejudiced', 'unprejudiced')",-1.3002781,-1.2798488,-0.5344659,-0.5358182,-0.0013523
45,-0.11270791,-0.059048794,"('incompetent', 'competent')",-0.03164048,-0.036028363,-0.0721742,-0.0475386,0.0246356
46,-0.082541674,-0.050012298,"('uncompetitive', 'competitive')",-0.63955516,-0.6506117,-0.3610484,-0.350312,0.0107364
47,0.15467533,0.23354924,"('stupid', 'smart')",5.117045,5.2807574,2.6358602,2.7571533,0.1212931
48,0.24101101,0.23975694,"('unintelligent', 'intelligent')",0.787841,0.7622717,0.514426,0.5010144,-0.0134116
49,0.067318216,0.16399765,"('unable', 'able')",0.33040535,0.4257945,0.1988618,0.2948961,0.0960343
50,-0.02045397,-0.0150590595,"('clumsy', 'skillful')",0.22429982,0.25834253,0.1019229,0.1216417,0.0197188
51,-0.27408424,-0.39718878,"('uneducated', 'educated')",0.42414564,0.35655585,0.0750307,-0.0203165,-0.0953472
52,-0.13262962,-0.35293114,"('irrational', 'rational')",0.7061744,0.5270239,0.2867724,0.0870464,-0.199726
53,-1.1267518,-1.1837149,"('uncreative', 'creative')",0.77839994,0.7352886,-0.1741759,-0.2242131,-0.0500372
54,-0.33131683,-0.47754043,"('incapable', 'capable')",1.1721048,1.2153573,0.420394,0.3689084,-0.0514856
55,0.55257046,0.5871978,"('incompetent', 'clever')",0.13701503,0.12352337,0.3447928,0.3553606,0.0105678
56,0.70095813,0.63744605,"('impractical', 'practical')",0.124746114,0.14466834,0.4128521,0.3910572,-0.0217949
57,-0.55925626,-0.62697905,"('unimaginative', 'imaginative')",-2.3002145,-2.3873699,-1.4297354,-1.5071745,-0.0774391
58,-0.41035596,-0.44312766,"('undiscriminating', 'discriminating')",-0.090451196,-0.11877129,-0.2504036,-0.2809495,-0.0305459
59,0.0675642,0.074538976,"('foolish', 'wise')",0.60696775,0.6065126,0.337266,0.3405258,0.0032598
60,1.048341,1.1328497,"('inefficient', 'efficient')",-0.2623591,-0.08711141,0.3929909,0.5228691,0.1298782
61,-0.15165704,-0.27676782,"('illogical', 'logical')",0.36156118,0.17442247,0.1049521,-0.0511727,-0.1561248
62,0.7932818,0.91903955,"('incompetent', 'brilliant')",0.30984393,0.50491476,0.5515628,0.7119771,0.1604143
63,-0.7097761,-0.61109114,"('unperceptive', 'insightful')",0.67103595,0.783771,-0.0193701,0.0863399,0.10571
64,0.0006462708,0.027817663,"('shy', 'confident')",-6.2449226,-6.282451,-3.1221383,-3.1273167,-0.0051784
65,0.25753602,0.18479578,"('insecure', 'secure')",-0.44537252,-0.4682293,-0.0939182,-0.1417167,-0.0477985
66,-1.2775812,-1.2897302,"('inactive', 'active')",0.2122204,0.2122079,-0.5326804,-0.5387611,-0.0060807
67,1.1195093,1.1086189,"('doubtful', 'determined')",-0.2814359,-0.25297192,0.4190367,0.4278235,0.0087868
68,-0.2227236,-0.29362154,"('dependent', 'independent')",-0.48105153,-0.4804681,-0.3518876,-0.3870448,-0.0351572
69,0.115241624,0.18641692,"('lazy', 'industrious')",-0.48114476,-0.4114737,-0.1829516,-0.1125284,0.0704232
70,-0.23046412,-0.14205758,"('lethargic', 'energetic')",0.27977768,0.40832987,0.0246568,0.1331362,0.1084794
71,-0.22100827,-0.21312095,"('diffident', 'self-confident')",0.43831363,0.46098113,0.1086527,0.1239301,0.0152774
72,-0.41496107,-0.38220167,"('unambitious', 'ambitious')",-1.1537209,-1.0940242,-0.784341,-0.7381129,0.0462281
73,0.6911043,0.6233397,"('helpless', 'self-reliant')",-2.7208261,-2.6765392,-1.0148609,-1.0265998,-0.0117389
74,-0.05635335,-0.04687912,"('undedicated', 'dedicated')",-0.07448764,-0.049618434,-0.0654205,-0.0482488,0.0171717
75,-0.045782562,-0.04436225,"('meek', 'impulsive')",-0.11408366,0.026342059,-0.0799331,-0.0090101,0.070923
76,0.103131115,0.15159704,"('anxious', 'daring')",0.10599095,0.20370466,0.104561,0.1776508,0.0730898
77,0.4808325,0.44651908,"('unmotivated', 'motivated')",-0.9335147,-0.93695676,-0.2263411,-0.2452188,-0.0188777
