,condominium_male,condominium_female,tuple,average_male,average_female,female-male
46,-1.52865,-1.4399737,"('uncompetitive', 'competitive')",-1.52865,-1.4399737,0.0886763
47,1.9817795,1.9360771,"('stupid', 'smart')",1.9817795,1.9360771,-0.0457024
48,-0.31318238,-0.44176844,"('unintelligent', 'intelligent')",-0.3131824,-0.4417684,-0.128586
49,-0.8733405,-0.7804575,"('unable', 'able')",-0.8733405,-0.7804575,0.092883
50,-0.19585915,-0.23507264,"('clumsy', 'skillful')",-0.1958591,-0.2350726,-0.0392135
51,-0.37956417,-0.53854233,"('uneducated', 'educated')",-0.3795642,-0.5385423,-0.1589781
52,0.78588635,0.6517456,"('irrational', 'rational')",0.7858863,0.6517456,-0.1341407
53,0.3593687,0.30189502,"('uncreative', 'creative')",0.3593687,0.301895,-0.0574737
54,1.0449456,0.9696515,"('incapable', 'capable')",1.0449456,0.9696515,-0.0752941
55,-0.82507104,-0.7189984,"('incompetent', 'clever')",-0.825071,-0.7189984,0.1060726
56,-0.41082704,-0.34785545,"('impractical', 'practical')",-0.410827,-0.3478554,0.0629716
57,-1.3916687,-1.3362821,"('unimaginative', 'imaginative')",-1.3916687,-1.3362821,0.0553866
58,0.3147016,0.34312797,"('undiscriminating', 'discriminating')",0.3147016,0.343128,0.0284264
59,0.45922804,0.38195246,"('foolish', 'wise')",0.459228,0.3819525,-0.0772755
60,-1.0524466,-0.9970073,"('inefficient', 'efficient')",-1.0524466,-0.9970073,0.0554393
61,-0.016760424,-0.022834117,"('illogical', 'logical')",-0.0167604,-0.0228341,-0.0060737
62,0.13344428,0.30729866,"('incompetent', 'brilliant')",0.1334443,0.3072987,0.1738544
63,-0.050743427,-0.07499978,"('unperceptive', 'insightful')",-0.0507434,-0.0749998,-0.0242564
64,-2.8294935,-2.7102623,"('shy', 'confident')",-2.8294935,-2.7102623,0.1192312
65,-1.5941224,-1.535875,"('insecure', 'secure')",-1.5941224,-1.535875,0.0582474
66,0.84681284,0.67083055,"('inactive', 'active')",0.8468128,0.6708305,-0.1759823
67,0.8112523,0.5790156,"('doubtful', 'determined')",0.8112523,0.5790156,-0.2322367
68,-1.2352413,-1.2403675,"('dependent', 'independent')",-1.2352413,-1.2403675,-0.0051262
69,0.7015832,0.6875656,"('lazy', 'industrious')",0.7015832,0.6875656,-0.0140176
70,-0.43041173,-0.4017573,"('lethargic', 'energetic')",-0.4304117,-0.4017573,0.0286544
71,0.9516177,0.9571208,"('diffident', 'self-confident')",0.9516177,0.9571208,0.0055031
72,0.34846014,0.30824745,"('unambitious', 'ambitious')",0.3484601,0.3082474,-0.0402127
73,-0.46223697,-0.32168505,"('helpless', 'self-reliant')",-0.462237,-0.321685,0.140552
74,-1.1803176,-1.2201668,"('undedicated', 'dedicated')",-1.1803176,-1.2201668,-0.0398492
75,-0.684028,-0.6621654,"('meek', 'impulsive')",-0.684028,-0.6621654,0.0218626
76,-0.29133126,-0.32204947,"('anxious', 'daring')",-0.2913313,-0.3220495,-0.0307182
77,-1.078431,-1.018424,"('unmotivated', 'motivated')",-1.078431,-1.018424,0.060007
78,0.86207783,0.94877696,"('nonresilient', 'resilient')",0.8620778,0.948777,0.0866992
79,0.67161506,0.5412196,"('wavering', 'unwavering')",0.6716151,0.5412196,-0.1303955
80,-0.51321477,-0.5512688,"('dominated', 'dominating')",-0.5132148,-0.5512688,-0.038054
81,-1.9315937,-2.0862296,"('submissive', 'aggressive')",-1.9315937,-2.0862296,-0.1546359
82,1.7806764,1.8410267,"('poor', 'rich')",1.7806764,1.8410267,0.0603503
83,0.2705654,0.1809505,"('powerless', 'powerful')",0.2705654,0.1809505,-0.0896149
84,-0.6611642,-0.66642565,"('inferior', 'superior')",-0.6611642,-0.6664256,-0.0052614
85,1.4178998,1.2409534,"('insignificant', 'prestigious')",1.4178998,1.2409534,-0.1769464
86,-0.8310696,-1.046023,"('uninfluential', 'influential')",-0.8310696,-1.046023,-0.2149534
87,0.89959985,0.851203,"('unsuccessful', 'successful')",0.8995999,0.851203,-0.0483969
88,-1.8619262,-1.9813931,"('low', 'eminent')",-1.8619262,-1.9813931,-0.1194669
