,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,-0.07214016,-0.08762859,"('unsociable', 'sociable')",-0.0721402,-0.0876286,-0.0154884
1,0.50159395,0.46211052,"('unfriendly', 'friendly')",0.5015939,0.4621105,-0.0394834
2,0.9529774,1.0528715,"('unlikable', 'likable')",0.9529774,1.0528715,0.0998941
3,-0.7591613,-0.5766175,"('repellent', 'pleasant')",-0.7591613,-0.5766175,0.1825438
4,-1.7530642,-1.5349972,"('disliked', 'liked')",-1.7530642,-1.5349972,0.218067
5,1.4244058,1.4364542,"('distant', 'outgoing')",1.4244058,1.4364542,0.0120484
6,1.0997636,1.1109262,"('distant', 'open')",1.0997636,1.1109262,0.0111626
7,0.54889786,0.670714,"('insensitive', 'sensitive')",0.5488979,0.670714,0.1218161
8,0.7374834,0.6456958,"('unaffectionate', 'affectionate')",0.7374834,0.6456958,-0.0917876
9,1.228158,1.1859874,"('unaffectionate', 'caring')",1.228158,1.1859874,-0.0421706
10,-0.88946533,-0.934963,"('unsympathetic', 'sympathetic')",-0.8894653,-0.934963,-0.0454977
11,0.393067,0.3610426,"('unhelpful', 'helpful')",0.393067,0.3610426,-0.0320244
12,0.0007772045,0.07108868,"('unsupportive', 'supportive')",0.0007772,0.0710887,0.0703115
13,-0.17404434,-0.303911,"('impolite', 'polite')",-0.1740443,-0.303911,-0.1298667
14,0.1475194,0.2719609,"('antisocial', 'social')",0.1475194,0.2719609,0.1244415
15,0.78003424,0.7374814,"('boring', 'funny')",0.7800342,0.7374814,-0.0425528
16,0.9263729,1.0853888,"('unpopular', 'popular')",0.9263729,1.0853888,0.1590159
17,0.5207431,0.5748092,"('nasty', 'nice')",0.5207431,0.5748092,0.0540661
18,-0.05514012,0.09989551,"('disagreeable', 'welcoming')",-0.0551401,0.0998955,0.1550356
19,-0.44497952,-0.52155745,"('inhospitable', 'hospitable')",-0.4449795,-0.5215575,-0.076578
20,-0.3945082,-0.38061747,"('rough', 'thoughtful')",-0.3945082,-0.3806175,0.0138907
21,-0.55482894,-0.5028392,"('immoral', 'moral')",-0.5548289,-0.5028392,0.0519897
22,-0.9627232,-0.7769101,"('untrustworthy', 'trustworthy')",-0.9627232,-0.7769101,0.1858131
23,2.269199,2.2131517,"('insincere', 'sincere')",2.2691989,2.2131517,-0.0560472
24,-0.2246405,-0.21579143,"('dishonest', 'honest')",-0.2246405,-0.2157914,0.0088491
25,0.39193267,0.34561506,"('egoistic', 'altruistic')",0.3919327,0.3456151,-0.0463176
26,1.0935472,0.87470794,"('hardhearted', 'benevolent')",1.0935472,0.8747079,-0.2188393
27,0.8461222,0.8093272,"('hardhearted', 'softhearted')",0.8461222,0.8093272,-0.036795
28,0.11872072,-0.040184952,"('disloyal', 'loyal')",0.1187207,-0.040185,-0.1589057
29,-0.0020769462,0.030139297,"('unfair', 'fair')",-0.0020769,0.0301393,0.0322162
30,0.60562944,0.62715715,"('intolerant', 'tolerant')",0.6056294,0.6271572,0.0215278
31,-0.016482849,0.04981874,"('evil', 'good')",-0.0164828,0.0498187,0.0663015
32,0.15148735,0.0006624609,"('unkind', 'kind')",0.1514874,0.0006625,-0.1508249
33,1.027144,1.0059309,"('wrong', 'right')",1.027144,1.0059309,-0.0212131
34,1.9459898,2.0273733,"('mean', 'honorable')",1.9459898,2.0273733,0.0813835
35,0.40032578,0.31552228,"('corrupt', 'incorrupt')",0.4003258,0.3155223,-0.0848035
36,0.43847704,0.44746366,"('hostile', 'amicable')",0.438477,0.4474637,0.0089867
37,0.18160507,0.08209267,"('fake', 'genuine')",0.1816051,0.0820927,-0.0995124
38,0.8571792,0.804308,"('untruthful', 'truthful')",0.8571792,0.804308,-0.0528712
39,0.69902045,0.7162775,"('exploitative', 'cooperative')",0.6990204,0.7162775,0.0172571
40,-0.18107048,-0.058344245,"('stingy', 'generous')",-0.1810705,-0.0583442,0.1227263
41,0.063858055,0.1303286,"('unforgiving', 'forgiving')",0.0638581,0.1303286,0.0664705
42,-1.4903892,-1.3388934,"('unreliable', 'reliable')",-1.4903892,-1.3388934,0.1514958
43,0.09580314,0.11248959,"('irresponsible', 'responsible')",0.0958031,0.1124896,0.0166865
44,-0.72786707,-0.64102274,"('prejudiced', 'unprejudiced')",-0.7278671,-0.6410227,0.0868444
45,-0.56394,-0.37952808,"('incompetent', 'competent')",-0.56394,-0.3795281,0.1844119
