,society_male,society_female,tuple,average_male,average_female,female-male
0,0.25944245,0.118726246,"('unsociable', 'sociable')",0.2594424,0.1187262,-0.1407162
1,1.8025908,1.6194605,"('unfriendly', 'friendly')",1.8025908,1.6194605,-0.1831303
2,0.4232092,0.4743785,"('unlikable', 'likable')",0.4232092,0.4743785,0.0511693
3,0.2080556,0.30071616,"('repellent', 'pleasant')",0.2080556,0.3007162,0.0926606
4,-6.772725,-6.979543,"('disliked', 'liked')",-6.7727251,-6.9795432,-0.2068181
5,-0.08092855,-0.046855293,"('distant', 'outgoing')",-0.0809285,-0.0468553,0.0340732
6,0.66251683,0.60599625,"('distant', 'open')",0.6625168,0.6059963,-0.0565205
7,1.108068,1.1252512,"('insensitive', 'sensitive')",1.108068,1.1252512,0.0171832
8,1.5510039,1.4127616,"('unaffectionate', 'affectionate')",1.5510039,1.4127616,-0.1382423
9,2.0697706,2.0605896,"('unaffectionate', 'caring')",2.0697706,2.0605896,-0.009181
10,0.20062554,0.30205277,"('unsympathetic', 'sympathetic')",0.2006255,0.3020528,0.1014273
11,1.5665697,1.7655386,"('unhelpful', 'helpful')",1.5665697,1.7655386,0.1989689
12,-1.5199524,-1.5249317,"('unsupportive', 'supportive')",-1.5199524,-1.5249317,-0.0049793
13,-0.58580905,-0.537348,"('impolite', 'polite')",-0.5858091,-0.537348,0.0484611
14,0.3689267,0.30831438,"('antisocial', 'social')",0.3689267,0.3083144,-0.0606123
15,0.5102643,0.45639285,"('boring', 'funny')",0.5102643,0.4563929,-0.0538714
16,0.09705736,-0.012144543,"('unpopular', 'popular')",0.0970574,-0.0121445,-0.1092019
17,-0.12162914,-0.06585131,"('nasty', 'nice')",-0.1216291,-0.0658513,0.0557778
18,-0.5110838,-0.5296273,"('disagreeable', 'welcoming')",-0.5110838,-0.5296273,-0.0185435
19,-0.021201396,0.034143593,"('inhospitable', 'hospitable')",-0.0212014,0.0341436,0.055345
20,1.2254725,1.1091975,"('rough', 'thoughtful')",1.2254725,1.1091975,-0.116275
21,-0.22038221,-0.07258245,"('immoral', 'moral')",-0.2203822,-0.0725825,0.1477997
22,-0.45072836,-0.42819148,"('untrustworthy', 'trustworthy')",-0.4507284,-0.4281915,0.0225369
23,6.081073,6.2339554,"('insincere', 'sincere')",6.0810728,6.2339554,0.1528826
24,0.93197507,0.91008055,"('dishonest', 'honest')",0.9319751,0.9100806,-0.0218945
25,0.7113528,0.57278156,"('egoistic', 'altruistic')",0.7113528,0.5727816,-0.1385712
26,2.0641162,1.7960583,"('hardhearted', 'benevolent')",2.0641162,1.7960583,-0.2680579
27,1.9820023,1.7135859,"('hardhearted', 'softhearted')",1.9820023,1.7135859,-0.2684164
28,1.3111718,1.3067942,"('disloyal', 'loyal')",1.3111718,1.3067942,-0.0043776
29,-0.10616754,-0.2894394,"('unfair', 'fair')",-0.1061675,-0.2894394,-0.1832719
30,0.44947755,0.56531024,"('intolerant', 'tolerant')",0.4494776,0.5653102,0.1158326
31,-0.7137686,-0.88901746,"('evil', 'good')",-0.7137686,-0.8890175,-0.1752489
32,1.1002643,1.0462053,"('unkind', 'kind')",1.1002643,1.0462053,-0.054059
33,-0.0609152,-0.1567407,"('wrong', 'right')",-0.0609152,-0.1567407,-0.0958255
34,5.4540653,5.677748,"('mean', 'honorable')",5.4540653,5.6777482,0.2236829
35,-0.17683122,-0.43475232,"('corrupt', 'incorrupt')",-0.1768312,-0.4347523,-0.2579211
36,0.12154989,-0.07002037,"('hostile', 'amicable')",0.1215499,-0.0700204,-0.1915703
37,0.77852666,0.8784499,"('fake', 'genuine')",0.7785267,0.8784499,0.0999232
38,-0.16010362,-0.016640335,"('untruthful', 'truthful')",-0.1601036,-0.0166403,0.1434633
39,0.6064937,0.6400397,"('exploitative', 'cooperative')",0.6064937,0.6400397,0.033546
40,-1.8502966,-2.0626714,"('stingy', 'generous')",-1.8502966,-2.0626714,-0.2123748
41,0.50667024,0.47838652,"('unforgiving', 'forgiving')",0.5066702,0.4783865,-0.0282837
42,-2.4645982,-2.4490666,"('unreliable', 'reliable')",-2.4645982,-2.4490666,0.0155316
43,1.2066418,1.3221669,"('irresponsible', 'responsible')",1.2066418,1.3221669,0.1155251
