,craw_male,craw_female,tuple,average_male,average_female,female-male
0,0.27015913,0.23144704,"('unsociable', 'sociable')",0.2701591,0.231447,-0.0387121
1,-0.27647832,-0.57836795,"('unfriendly', 'friendly')",-0.2764783,-0.5783679,-0.3018896
2,-0.51971304,-0.45454195,"('unlikable', 'likable')",-0.519713,-0.454542,0.065171
3,-0.74392503,-0.5280384,"('repellent', 'pleasant')",-0.743925,-0.5280384,0.2158866
4,-0.89516485,-0.7531216,"('disliked', 'liked')",-0.8951648,-0.7531216,0.1420432
5,-0.037588112,-0.11931359,"('distant', 'outgoing')",-0.0375881,-0.1193136,-0.0817255
6,-0.033884194,-0.2572379,"('distant', 'open')",-0.0338842,-0.2572379,-0.2233537
7,0.30659655,0.29486853,"('insensitive', 'sensitive')",0.3065965,0.2948685,-0.011728
8,-0.07961521,-0.22469121,"('unaffectionate', 'affectionate')",-0.0796152,-0.2246912,-0.145076
9,0.60178345,0.42487705,"('unaffectionate', 'caring')",0.6017835,0.424877,-0.1769065
10,-0.57430685,-0.5265347,"('unsympathetic', 'sympathetic')",-0.5743068,-0.5265347,0.0477721
11,0.16567199,0.24372037,"('unhelpful', 'helpful')",0.165672,0.2437204,0.0780484
12,0.027307708,0.15425584,"('unsupportive', 'supportive')",0.0273077,0.1542558,0.1269481
13,0.4843585,0.6014799,"('impolite', 'polite')",0.4843585,0.6014799,0.1171214
14,0.43360233,0.6698687,"('antisocial', 'social')",0.4336023,0.6698687,0.2362664
15,1.2450862,1.0846908,"('boring', 'funny')",1.2450862,1.0846908,-0.1603954
16,-0.09840529,-0.31754524,"('unpopular', 'popular')",-0.0984053,-0.3175452,-0.2191399
17,-0.11187224,-0.021657374,"('nasty', 'nice')",-0.1118722,-0.0216574,0.0902148
18,-1.0465347,-1.0111173,"('disagreeable', 'welcoming')",-1.0465347,-1.0111173,0.0354174
19,-0.6548092,-0.6659312,"('inhospitable', 'hospitable')",-0.6548092,-0.6659312,-0.011122
20,-0.660453,-0.56176484,"('rough', 'thoughtful')",-0.660453,-0.5617648,0.0986882
21,-0.21052241,0.05583923,"('immoral', 'moral')",-0.2105224,0.0558392,0.2663616
22,0.775517,0.6197138,"('untrustworthy', 'trustworthy')",0.775517,0.6197138,-0.1558032
23,1.0236479,0.873226,"('insincere', 'sincere')",1.0236479,0.873226,-0.1504219
24,0.37445852,0.29985195,"('dishonest', 'honest')",0.3744585,0.299852,-0.0746065
25,-0.059111472,-0.11263228,"('egoistic', 'altruistic')",-0.0591115,-0.1126323,-0.0535208
26,0.433581,0.14055368,"('hardhearted', 'benevolent')",0.433581,0.1405537,-0.2930273
27,0.19526277,0.023523891,"('hardhearted', 'softhearted')",0.1952628,0.0235239,-0.1717389
28,-0.01884145,-0.17302717,"('disloyal', 'loyal')",-0.0188414,-0.1730272,-0.1541858
29,0.2503508,0.22929649,"('unfair', 'fair')",0.2503508,0.2292965,-0.0210543
30,0.41281578,0.46619004,"('intolerant', 'tolerant')",0.4128158,0.46619,0.0533742
31,-0.400172,-0.45475504,"('evil', 'good')",-0.400172,-0.454755,-0.054583
32,-0.04025507,-0.16978477,"('unkind', 'kind')",-0.0402551,-0.1697848,-0.1295297
33,0.9242176,0.7968121,"('wrong', 'right')",0.9242176,0.7968121,-0.1274055
34,0.6358585,0.58206946,"('mean', 'honorable')",0.6358585,0.5820695,-0.053789
35,-0.19028592,-0.44637084,"('corrupt', 'incorrupt')",-0.1902859,-0.4463708,-0.2560849
36,-0.29188463,-0.5693438,"('hostile', 'amicable')",-0.2918846,-0.5693438,-0.2774592
37,0.0426917,0.12709884,"('fake', 'genuine')",0.0426917,0.1270988,0.0844071
38,0.13476455,0.028632885,"('untruthful', 'truthful')",0.1347646,0.0286329,-0.1061317
39,0.7005872,1.0237168,"('exploitative', 'cooperative')",0.7005872,1.0237168,0.3231296
40,-0.45245498,-0.3791133,"('stingy', 'generous')",-0.452455,-0.3791133,0.0733417
41,0.6120428,0.5209689,"('unforgiving', 'forgiving')",0.6120428,0.5209689,-0.0910739
42,-0.26170292,-0.043381415,"('unreliable', 'reliable')",-0.2617029,-0.0433814,0.2183215
43,0.10804039,0.15859875,"('irresponsible', 'responsible')",0.1080404,0.1585988,0.0505584
44,-0.67603123,-0.5195853,"('prejudiced', 'unprejudiced')",-0.6760312,-0.5195853,0.1564459
45,1.3883102,1.3079761,"('incompetent', 'competent')",1.3883102,1.3079761,-0.0803341
46,-0.19910313,-0.1528857,"('uncompetitive', 'competitive')",-0.1991031,-0.1528857,0.0462174
47,1.1647998,1.1051283,"('stupid', 'smart')",1.1647998,1.1051283,-0.0596715
48,-0.42485583,-0.34279117,"('unintelligent', 'intelligent')",-0.4248558,-0.3427912,0.0820646
49,-0.59596884,-0.4501198,"('unable', 'able')",-0.5959688,-0.4501198,0.145849
50,-0.31857124,-0.5218846,"('clumsy', 'skillful')",-0.3185712,-0.5218846,-0.2033134
51,-0.712471,-0.5034084,"('uneducated', 'educated')",-0.712471,-0.5034084,0.2090626
52,0.52269816,0.30720273,"('irrational', 'rational')",0.5226982,0.3072027,-0.2154955
53,-1.1067764,-1.2726761,"('uncreative', 'creative')",-1.1067764,-1.2726761,-0.1658997
54,-0.4123262,-0.6286056,"('incapable', 'capable')",-0.4123262,-0.6286056,-0.2162794
55,0.30168635,0.40215304,"('incompetent', 'clever')",0.3016863,0.402153,0.1004667
56,0.36487547,0.5016646,"('impractical', 'practical')",0.3648755,0.5016646,0.1367891
57,0.08468308,0.0027964562,"('unimaginative', 'imaginative')",0.0846831,0.0027965,-0.0818866
58,-0.033467144,-0.08311573,"('undiscriminating', 'discriminating')",-0.0334671,-0.0831157,-0.0496486
59,0.9683006,0.74755144,"('foolish', 'wise')",0.9683006,0.7475514,-0.2207492
60,-0.21571611,0.123796806,"('inefficient', 'efficient')",-0.2157161,0.1237968,0.3395129
61,0.7705156,0.6496683,"('illogical', 'logical')",0.7705156,0.6496683,-0.1208473
62,0.13858898,0.45436767,"('incompetent', 'brilliant')",0.138589,0.4543677,0.3157787
63,-0.05337918,-0.15175487,"('unperceptive', 'insightful')",-0.0533792,-0.1517549,-0.0983757
64,-1.39989,-1.0953891,"('shy', 'confident')",-1.3998899,-1.0953891,0.3045008
65,0.35865903,0.45930207,"('insecure', 'secure')",0.358659,0.4593021,0.1006431
66,-0.55800426,-0.5732841,"('inactive', 'active')",-0.5580043,-0.5732841,-0.0152798
67,-0.29544115,-0.16155183,"('doubtful', 'determined')",-0.2954412,-0.1615518,0.1338894
68,-0.5007403,-0.5274532,"('dependent', 'independent')",-0.5007403,-0.5274532,-0.0267129
69,0.24938357,0.22059396,"('lazy', 'industrious')",0.2493836,0.220594,-0.0287896
70,0.2350398,0.23710449,"('lethargic', 'energetic')",0.2350398,0.2371045,0.0020647
71,0.81819654,0.768428,"('diffident', 'self-confident')",0.8181965,0.768428,-0.0497685
72,-1.0012109,-0.9250732,"('unambitious', 'ambitious')",-1.0012109,-0.9250732,0.0761377
73,-0.38819718,-0.22107531,"('helpless', 'self-reliant')",-0.3881972,-0.2210753,0.1671219
74,0.66860145,0.7564664,"('undedicated', 'dedicated')",0.6686015,0.7564664,0.0878649
75,-0.12904084,-0.19143565,"('meek', 'impulsive')",-0.1290408,-0.1914356,-0.0623948
76,-0.27529347,-0.12259351,"('anxious', 'daring')",-0.2752935,-0.1225935,0.1527
77,-1.2435455,-0.9660026,"('unmotivated', 'motivated')",-1.2435455,-0.9660026,0.2775429
78,-0.0441205,-0.22414467,"('nonresilient', 'resilient')",-0.0441205,-0.2241447,-0.1800242
79,-0.18427643,-0.46549502,"('wavering', 'unwavering')",-0.1842764,-0.465495,-0.2812186
80,0.4761719,0.67779124,"('dominated', 'dominating')",0.4761719,0.6777912,0.2016193
81,-0.049880985,0.20769562,"('submissive', 'aggressive')",-0.049881,0.2076956,0.2575766
82,0.80941045,0.50900763,"('poor', 'rich')",0.8094105,0.5090076,-0.3004029
83,-0.26773977,-0.15542617,"('powerless', 'powerful')",-0.2677398,-0.1554262,0.1123136
84,0.2455604,0.3314496,"('inferior', 'superior')",0.2455604,0.3314496,0.0858892
85,-0.59064376,-0.7549932,"('insignificant', 'prestigious')",-0.5906438,-0.7549932,-0.1643494
86,0.11128703,-0.02253313,"('uninfluential', 'influential')",0.111287,-0.0225331,-0.1338201
87,0.9182404,0.89373064,"('unsuccessful', 'successful')",0.9182404,0.8937306,-0.0245098
88,-1.165694,-1.2048453,"('low', 'eminent')",-1.165694,-1.2048453,-0.0391513
