,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.50989294,0.5076699,"('unsociable', 'sociable')",-1.2444297,-1.321095,-1.0465317,-1.1438509,-0.64564633,-0.7722292,-0.6066787,-0.6823763,-0.0756976
1,1.6050175,1.6167852,"('unfriendly', 'friendly')",-0.9444888,-0.8967827,0.43846866,0.4910526,1.5207837,1.5700148,0.6549453,0.6952674,0.0403221
2,1.8000429,1.8411674,"('unlikable', 'likable')",1.1430986,1.2266442,1.4653038,1.5163859,0.9662016,0.9897339,1.3436618,1.3934828,0.049821
3,-0.37565124,-0.26031935,"('repellent', 'pleasant')",-1.1721463,-1.0775825,-0.9850866,-0.8732643,0.55898625,0.5881384,-0.4934745,-0.405757,0.0877175
4,-0.36116007,-0.48954687,"('disliked', 'liked')",1.0362207,1.091125,0.6310618,0.66286004,-6.9415545,-7.050546,-1.4088581,-1.446527,-0.0376689
5,0.6273647,0.6397216,"('distant', 'outgoing')",-0.03987636,-0.00095240027,0.56212634,0.5798814,-0.4166008,-0.33126754,0.1832535,0.2218458,0.0385923
6,0.37408626,0.48898685,"('distant', 'open')",-0.32813853,-0.23390068,0.83924174,0.9405562,-0.13556081,-0.063147426,0.1874072,0.2831238,0.0957166
7,0.650728,0.8221287,"('insensitive', 'sensitive')",-0.8743592,-0.88652724,-0.5899472,-0.61738783,0.3729813,0.37636057,-0.1101493,-0.0763564,0.0337929
8,0.7835232,0.76879424,"('unaffectionate', 'affectionate')",-0.11126921,-0.03435694,0.4324157,0.52469665,0.72446215,0.7661222,0.457283,0.506314,0.049031
9,1.6748307,1.748182,"('unaffectionate', 'caring')",-0.7000291,-0.65985745,0.4262129,0.46639162,1.3937975,1.4973745,0.6987031,0.7630227,0.0643196
10,-0.30644214,-0.1017627,"('unsympathetic', 'sympathetic')",-1.8321322,-1.8060088,-0.7548367,-0.73130107,-0.6930687,-0.6923258,-0.89662,-0.8328496,0.0637704
11,0.14925024,0.19948846,"('unhelpful', 'helpful')",-1.55071,-1.577639,-0.098969266,-0.16873491,1.7845433,1.8598765,0.0710286,0.0782478,0.0072192
12,0.9964404,1.2112473,"('unsupportive', 'supportive')",-0.0143359,0.2639817,0.3958065,0.52703285,-2.2448008,-2.1802962,-0.2167224,-0.0445086,0.1722138
13,0.9868524,1.0453892,"('impolite', 'polite')",-1.1546097,-1.2485039,-0.32447523,-0.5053707,-1.193201,-1.2409526,-0.4213583,-0.4873595,-0.0660012
14,1.1842252,1.2067589,"('antisocial', 'social')",-0.09623095,-0.082142174,-0.22895677,-0.3461344,-0.25719297,-0.3437449,0.1504611,0.1086843,-0.0417768
15,1.0415659,0.9608773,"('boring', 'funny')",0.4595431,0.31561282,0.47109756,0.38927346,0.20772082,0.20999892,0.5449818,0.4689406,-0.0760412
16,-0.40129355,-0.41410047,"('unpopular', 'popular')",-0.4599471,-0.45762932,-0.395169,-0.392147,0.21112387,0.15112752,-0.2613215,-0.2781873,-0.0168658
17,-0.18458599,-0.17393629,"('nasty', 'nice')",-0.38247335,-0.36326376,-0.28422654,-0.24880451,-0.34589764,-0.29279146,-0.2992959,-0.269699,0.0295969
18,0.026202498,0.054348834,"('disagreeable', 'welcoming')",1.0618174,1.1885083,1.4281313,1.4895545,-0.5862256,-0.6114529,0.4824814,0.5302397,0.0477583
19,-0.2455341,-0.23036507,"('inhospitable', 'hospitable')",-0.5320726,-0.42514533,0.71065503,0.78174126,-0.20055543,-0.08931897,-0.0668768,0.009228,0.0761048
20,-0.38567203,-0.28779796,"('rough', 'thoughtful')",-0.4493103,-0.44644308,-0.30716914,-0.31484792,0.7827192,0.78829366,-0.0898581,-0.0651988,0.0246593
21,0.8844715,0.97144794,"('immoral', 'moral')",-0.59010935,-0.6342468,0.009731656,-0.08104193,-0.95850754,-0.9720791,-0.1636034,-0.17898,-0.0153766
22,-0.5068918,-0.46758702,"('untrustworthy', 'trustworthy')",-0.6932248,-0.5593892,-0.2115496,-0.18864498,-0.69630736,-0.8067813,-0.5269934,-0.5056006,0.0213928
23,0.92691046,1.0450855,"('insincere', 'sincere')",-1.6381853,-1.7578372,-0.67645824,-0.6833548,6.10756,6.0723147,1.1799568,1.1690521,-0.0109047
24,0.55732507,0.6683748,"('dishonest', 'honest')",-0.7109089,-0.689039,0.19411346,0.18487409,0.8050287,0.7867651,0.2113896,0.2377437,0.0263541
25,0.48045403,0.41946992,"('egoistic', 'altruistic')",0.6497171,0.6319427,1.0500187,1.0273106,1.514558,1.5491618,0.9236869,0.9069712,-0.0167157
26,1.5295013,1.5630074,"('hardhearted', 'benevolent')",1.2837721,1.2606872,2.1511543,2.113187,2.2287178,2.275287,1.7982864,1.8030422,0.0047558
27,0.27787274,0.43718755,"('hardhearted', 'softhearted')",-0.060694344,-0.08185123,0.505701,0.49217188,1.1215198,1.1484296,0.4610998,0.4989845,0.0378847
28,0.8199975,0.75406325,"('disloyal', 'loyal')",-1.1198398,-1.2338805,0.101542026,-0.03151357,1.1653794,1.1150678,0.2417698,0.1509342,-0.0908356
29,0.06744905,0.13084078,"('unfair', 'fair')",-0.7286043,-0.67978346,-0.9185844,-0.97528315,-0.31163907,-0.41444653,-0.4728447,-0.4846681,-0.0118234
30,0.63227606,0.69045806,"('intolerant', 'tolerant')",0.38890573,0.34408647,0.12392716,0.11355531,0.5557228,0.4952986,0.4252079,0.4108496,-0.0143583
31,-0.7744977,-0.76251954,"('evil', 'good')",0.78830504,1.0477988,0.75716996,0.96157473,-0.70681894,-0.60573804,0.0160396,0.160279,0.1442394
32,1.3482407,1.4260067,"('unkind', 'kind')",0.47264498,0.31595492,0.1036307,-0.024398426,0.9282294,0.7937236,0.7131864,0.6278217,-0.0853647
