,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,female-male
0,0.2585982,0.19164181,"('unsociable', 'sociable')",-0.0633845,-0.06482642,-0.24476215,-0.22756396,-0.0165161,-0.0335829,-0.0170668
1,-0.42820334,-0.80320925,"('unfriendly', 'friendly')",0.35680515,0.16081455,1.4677545,1.2059484,0.4654521,0.1878512,-0.2776009
2,0.084882356,0.103855014,"('unlikable', 'likable')",0.6489405,0.7359312,0.62176484,0.63821983,0.4518626,0.4926687,0.0408061
3,0.572755,0.6870016,"('repellent', 'pleasant')",-0.16480944,-0.1461577,0.858345,0.9779068,0.4220968,0.5062502,0.0841534
4,-0.62466294,-0.84264255,"('disliked', 'liked')",0.044428542,-0.11183636,-7.601568,-7.8092313,-2.7272676,-2.9212367,-0.1939691
5,-0.70980483,-0.864574,"('distant', 'outgoing')",0.16151014,0.06778725,-0.5251561,-0.6769395,-0.3578169,-0.4912421,-0.1334252
6,-0.9459464,-1.0851482,"('distant', 'open')",-0.08356368,-0.20893556,-0.27261275,-0.466516,-0.4340409,-0.5868666,-0.1528257
7,0.2707724,0.3066988,"('insensitive', 'sensitive')",-0.31931412,-0.15257868,0.71791166,0.80457366,0.2231233,0.3195646,0.0964413
8,-0.2777407,-0.4378312,"('unaffectionate', 'affectionate')",-0.28682107,-0.4556008,0.84366894,0.67487717,0.0930357,-0.0728516,-0.1658873
9,0.39852214,0.24810746,"('unaffectionate', 'caring')",-0.0036961995,-0.10753853,1.3497404,1.2546949,0.5815221,0.465088,-0.1164341
10,0.51447254,0.5713109,"('unsympathetic', 'sympathetic')",-0.99133885,-0.98249555,-0.2960909,-0.20007621,-0.2576524,-0.2037536,0.0538988
11,0.36234054,0.4793012,"('unhelpful', 'helpful')",0.11121375,0.15816951,1.5493106,1.6544682,0.6742883,0.7639796,0.0896913
12,1.6463156,1.6638731,"('unsupportive', 'supportive')",0.8418471,0.8561086,-2.0092669,-2.0208087,0.159632,0.166391,0.006759
13,0.06833555,0.17726862,"('impolite', 'polite')",-0.018179864,0.07306943,-0.8588569,-0.68408513,-0.2695671,-0.1445824,0.1249847
14,0.06354047,0.15955801,"('antisocial', 'social')",0.99018484,1.0887717,-0.02706416,0.04993914,0.3422204,0.4327563,0.0905359
15,-0.80160344,-0.9146933,"('boring', 'funny')",0.11371609,0.048728965,0.286298,0.24798976,-0.1338631,-0.2059915,-0.0721284
16,-1.5258458,-1.7213717,"('unpopular', 'popular')",-0.29635212,-0.36278865,-0.14798379,-0.21534136,-0.6567272,-0.7665006,-0.1097734
17,0.20459871,0.3118129,"('nasty', 'nice')",-0.30475965,-0.2091967,-0.537364,-0.49261016,-0.2125083,-0.129998,0.0825103
18,-0.06358112,-0.10574851,"('disagreeable', 'welcoming')",0.8530745,0.924422,-0.7375995,-0.7836808,0.017298,0.0116642,-0.0056338
19,-0.5802654,-0.6698686,"('inhospitable', 'hospitable')",-0.3250844,-0.40866724,-0.7568989,-0.8322451,-0.5540829,-0.636927,-0.0828441
20,-0.27447605,-0.19252704,"('rough', 'thoughtful')",0.09385237,0.13394874,0.58414215,0.57575625,0.1345062,0.1723926,0.0378864
21,-0.13171121,-0.020068098,"('immoral', 'moral')",0.2824097,0.4468337,-0.6802864,-0.4499993,-0.1765293,-0.0077446,0.1687847
22,-0.17625411,-0.107922375,"('untrustworthy', 'trustworthy')",0.37785003,0.43464252,-0.8299067,-0.79272294,-0.2094369,-0.1553343,0.0541026
