,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-0.9806244,-1.2102348,"('unsociable', 'sociable')",-0.9806244,-1.2102348,-0.2296104
1,-0.7808401,-0.7236107,"('unfriendly', 'friendly')",-0.7808401,-0.7236107,0.0572294
2,-0.16127001,-0.12695707,"('unlikable', 'likable')",-0.16127,-0.1269571,0.0343129
3,-1.5481898,-1.4269786,"('repellent', 'pleasant')",-1.5481898,-1.4269786,0.1212112
4,-1.3829421,-1.3402519,"('disliked', 'liked')",-1.3829421,-1.3402519,0.0426902
5,-0.24649155,-0.024102867,"('distant', 'outgoing')",-0.2464916,-0.0241029,0.2223887
6,-0.27225932,-0.07592519,"('distant', 'open')",-0.2722593,-0.0759252,0.1963341
7,-1.0780497,-1.0649146,"('insensitive', 'sensitive')",-1.0780497,-1.0649146,0.0131351
8,-0.30188262,-0.2160095,"('unaffectionate', 'affectionate')",-0.3018826,-0.2160095,0.0858731
9,-0.56912184,-0.55303603,"('unaffectionate', 'caring')",-0.5691218,-0.553036,0.0160858
10,-1.2389667,-1.2694432,"('unsympathetic', 'sympathetic')",-1.2389667,-1.2694432,-0.0304765
11,0.29963198,0.30069354,"('unhelpful', 'helpful')",0.299632,0.3006935,0.0010615
12,-1.8293436,-1.7233139,"('unsupportive', 'supportive')",-1.8293436,-1.7233139,0.1060297
13,-0.30724043,-0.50737864,"('impolite', 'polite')",-0.3072404,-0.5073786,-0.2001382
14,-1.0855879,-1.2524934,"('antisocial', 'social')",-1.0855879,-1.2524934,-0.1669055
15,1.1798033,1.1018338,"('boring', 'funny')",1.1798033,1.1018338,-0.0779695
16,-0.06674402,0.087833546,"('unpopular', 'popular')",-0.066744,0.0878335,0.1545775
17,0.09887807,0.19142759,"('nasty', 'nice')",0.0988781,0.1914276,0.0925495
18,-1.1258714,-1.068757,"('disagreeable', 'welcoming')",-1.1258714,-1.0687571,0.0571143
19,-0.77043915,-0.59173423,"('inhospitable', 'hospitable')",-0.7704391,-0.5917342,0.1787049
20,-0.11094409,-0.0655822,"('rough', 'thoughtful')",-0.1109441,-0.0655822,0.0453619
21,-0.71871704,-0.61397475,"('immoral', 'moral')",-0.718717,-0.6139748,0.1047422
22,-0.78089726,-0.9227736,"('untrustworthy', 'trustworthy')",-0.7808973,-0.9227736,-0.1418763
23,1.0092707,0.9471539,"('insincere', 'sincere')",1.0092707,0.9471539,-0.0621168
24,-0.5407843,-0.75754654,"('dishonest', 'honest')",-0.5407843,-0.7575465,-0.2167622
25,-0.041256312,-0.021799356,"('egoistic', 'altruistic')",-0.0412563,-0.0217994,0.0194569
26,0.22253904,0.05444976,"('hardhearted', 'benevolent')",0.222539,0.0544498,-0.1680892
27,0.3604628,0.38825005,"('hardhearted', 'softhearted')",0.3604628,0.3882501,0.0277873
28,-0.111364566,-0.16415897,"('disloyal', 'loyal')",-0.1113646,-0.164159,-0.0527944
29,-0.8191395,-0.8785412,"('unfair', 'fair')",-0.8191395,-0.8785412,-0.0594017
30,-0.25742763,-0.36041585,"('intolerant', 'tolerant')",-0.2574276,-0.3604158,-0.1029882
31,-1.7061142,-1.5219027,"('evil', 'good')",-1.7061142,-1.5219027,0.1842115
32,-0.1378305,-0.33108336,"('unkind', 'kind')",-0.1378305,-0.3310834,-0.1932529
33,-0.14604855,-0.16775145,"('wrong', 'right')",-0.1460485,-0.1677514,-0.0217029
34,1.1367306,1.4611055,"('mean', 'honorable')",1.1367306,1.4611055,0.3243749
35,0.56749606,0.5214395,"('corrupt', 'incorrupt')",0.5674961,0.5214395,-0.0460566
36,-0.6205432,-0.3951142,"('hostile', 'amicable')",-0.6205432,-0.3951142,0.225429
37,-0.12406756,-0.2556513,"('fake', 'genuine')",-0.1240676,-0.2556513,-0.1315837
38,-0.12061924,-0.091752976,"('untruthful', 'truthful')",-0.1206192,-0.091753,0.0288662
39,0.91399956,0.87450963,"('exploitative', 'cooperative')",0.9139996,0.8745096,-0.03949
40,-1.9445964,-1.9677893,"('stingy', 'generous')",-1.9445964,-1.9677893,-0.0231929
41,-0.37534678,-0.21956837,"('unforgiving', 'forgiving')",-0.3753468,-0.2195684,0.1557784
42,-1.0280797,-0.933586,"('unreliable', 'reliable')",-1.0280797,-0.933586,0.0944937
43,-0.8645903,-0.8708515,"('irresponsible', 'responsible')",-0.8645903,-0.8708515,-0.0062612
44,0.3171676,0.26579562,"('prejudiced', 'unprejudiced')",0.3171676,0.2657956,-0.051372
45,-1.0451667,-0.92362654,"('incompetent', 'competent')",-1.0451667,-0.9236265,0.1215402
46,-0.7455435,-0.7513018,"('uncompetitive', 'competitive')",-0.7455435,-0.7513018,-0.0057583
47,0.7950493,0.77898103,"('stupid', 'smart')",0.7950493,0.778981,-0.0160683
48,-0.51428753,-0.41612533,"('unintelligent', 'intelligent')",-0.5142875,-0.4161253,0.0981622
49,0.2920411,0.53277814,"('unable', 'able')",0.2920411,0.5327781,0.240737
50,-0.08962517,0.030954817,"('clumsy', 'skillful')",-0.0896252,0.0309548,0.12058
51,-0.7684022,-0.9615524,"('uneducated', 'educated')",-0.7684022,-0.9615524,-0.1931502
52,0.19285725,0.03829646,"('irrational', 'rational')",0.1928573,0.0382965,-0.1545608
53,-1.5572182,-1.5298371,"('uncreative', 'creative')",-1.5572182,-1.5298371,0.0273811
54,0.39835238,0.40924358,"('incapable', 'capable')",0.3983524,0.4092436,0.0108912
55,-0.89453816,-0.79732287,"('incompetent', 'clever')",-0.8945382,-0.7973229,0.0972153
56,0.23669417,0.18871447,"('impractical', 'practical')",0.2366942,0.1887145,-0.0479797
57,-1.7962896,-1.837726,"('unimaginative', 'imaginative')",-1.7962896,-1.837726,-0.0414364
58,-0.3470635,-0.30584338,"('undiscriminating', 'discriminating')",-0.3470635,-0.3058434,0.0412201
59,-0.32337236,-0.3341633,"('foolish', 'wise')",-0.3233724,-0.3341633,-0.0107909
60,0.065754905,0.05746243,"('inefficient', 'efficient')",0.0657549,0.0574624,-0.0082925
61,-0.4069594,-0.56933415,"('illogical', 'logical')",-0.4069594,-0.5693341,-0.1623747
62,0.12081798,0.18579857,"('incompetent', 'brilliant')",0.120818,0.1857986,0.0649806
63,-0.6874699,-0.5253482,"('unperceptive', 'insightful')",-0.6874699,-0.5253482,0.1621217
64,-2.1684644,-2.321964,"('shy', 'confident')",-2.1684644,-2.321964,-0.1534996
