,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,-0.13665807,-0.15711981,"('unsociable', 'sociable')",-0.1366581,-0.1571198,-0.0204617
1,1.363471,1.3832183,"('unfriendly', 'friendly')",1.363471,1.3832183,0.0197473
2,-0.05558838,-0.017281044,"('unlikable', 'likable')",-0.0555884,-0.017281,0.0383074
3,0.84896284,0.84393543,"('repellent', 'pleasant')",0.8489628,0.8439354,-0.0050274
4,-7.16642,-7.3816366,"('disliked', 'liked')",-7.16642,-7.3816366,-0.2152166
5,-0.5145868,-0.57271,"('distant', 'outgoing')",-0.5145868,-0.57271,-0.0581232
6,0.06876327,-0.086306974,"('distant', 'open')",0.0687633,-0.086307,-0.1550703
7,0.76270485,0.8292546,"('insensitive', 'sensitive')",0.7627048,0.8292546,0.0665498
8,1.1861296,1.1137005,"('unaffectionate', 'affectionate')",1.1861296,1.1137005,-0.0724291
9,1.0482308,1.0997003,"('unaffectionate', 'caring')",1.0482308,1.0997003,0.0514695
10,0.51477027,0.44783166,"('unsympathetic', 'sympathetic')",0.5147703,0.4478317,-0.0669386
11,1.0417254,1.0432048,"('unhelpful', 'helpful')",1.0417254,1.0432048,0.0014794
12,-1.9807135,-1.9739105,"('unsupportive', 'supportive')",-1.9807135,-1.9739105,0.006803
13,-0.8140595,-0.8859363,"('impolite', 'polite')",-0.8140595,-0.8859363,-0.0718768
14,0.0023423498,-0.01893244,"('antisocial', 'social')",0.0023423,-0.0189324,-0.0212747
15,-0.067888685,-0.23347773,"('boring', 'funny')",-0.0678887,-0.2334777,-0.165589
16,-0.42845792,-0.44537205,"('unpopular', 'popular')",-0.4284579,-0.445372,-0.0169141
17,-0.63458633,-0.5754421,"('nasty', 'nice')",-0.6345863,-0.5754421,0.0591442
18,-0.1954956,-0.31167036,"('disagreeable', 'welcoming')",-0.1954956,-0.3116704,-0.1161748
19,-0.6222693,-0.68423986,"('inhospitable', 'hospitable')",-0.6222693,-0.6842399,-0.0619706
20,1.0899234,1.0476344,"('rough', 'thoughtful')",1.0899234,1.0476344,-0.042289
21,-0.85031646,-0.8521642,"('immoral', 'moral')",-0.8503165,-0.8521642,-0.0018477
22,-0.23908688,-0.34415314,"('untrustworthy', 'trustworthy')",-0.2390869,-0.3441531,-0.1050662
23,6.085313,6.1680765,"('insincere', 'sincere')",6.0853128,6.1680765,0.0827637
24,1.2942173,1.0986,"('dishonest', 'honest')",1.2942173,1.0986,-0.1956173
25,0.88132775,0.7805439,"('egoistic', 'altruistic')",0.8813277,0.7805439,-0.1007838
26,0.94138783,0.9199613,"('hardhearted', 'benevolent')",0.9413878,0.9199613,-0.0214265
27,1.6109097,1.3387908,"('hardhearted', 'softhearted')",1.6109097,1.3387908,-0.2721189
28,0.9945545,0.9273722,"('disloyal', 'loyal')",0.9945545,0.9273722,-0.0671823
29,-0.37004787,-0.55166227,"('unfair', 'fair')",-0.3700479,-0.5516623,-0.1816144
30,0.7686296,0.7725239,"('intolerant', 'tolerant')",0.7686296,0.7725239,0.0038943
31,-0.74206257,-0.77820474,"('evil', 'good')",-0.7420626,-0.7782047,-0.0361421
32,0.6274776,0.4968344,"('unkind', 'kind')",0.6274776,0.4968344,-0.1306432
33,-0.57179755,-0.5588997,"('wrong', 'right')",-0.5717975,-0.5588997,0.0128978
34,4.464066,4.612037,"('mean', 'honorable')",4.464066,4.6120372,0.1479712
35,-0.41054896,-0.65462524,"('corrupt', 'incorrupt')",-0.410549,-0.6546252,-0.2440762
36,-0.51233053,-0.59998864,"('hostile', 'amicable')",-0.5123305,-0.5999886,-0.0876581
37,0.66887915,0.5853976,"('fake', 'genuine')",0.6688792,0.5853976,-0.0834816
38,-0.52817714,-0.43105394,"('untruthful', 'truthful')",-0.5281771,-0.4310539,0.0971232
39,0.48177978,0.45306432,"('exploitative', 'cooperative')",0.4817798,0.4530643,-0.0287155
40,-0.92437464,-1.2199686,"('stingy', 'generous')",-0.9243746,-1.2199686,-0.295594
41,-0.045652725,-0.037212178,"('unforgiving', 'forgiving')",-0.0456527,-0.0372122,0.0084405
42,-2.0781996,-2.3083453,"('unreliable', 'reliable')",-2.0781996,-2.3083453,-0.2301457
43,0.787821,0.8363683,"('irresponsible', 'responsible')",0.787821,0.8363683,0.0485473
44,-0.87103796,-0.9108696,"('prejudiced', 'unprejudiced')",-0.871038,-0.9108696,-0.0398316
45,0.01606213,-0.07424027,"('incompetent', 'competent')",0.0160621,-0.0742403,-0.0903024
