,stumbling_male,stumbling_female,tuple,average_male,average_female,female-male
0,0.61142296,0.4524421,"('unsociable', 'sociable')",0.611423,0.4524421,-0.1589809
1,0.6719412,0.74352276,"('unfriendly', 'friendly')",0.6719412,0.7435228,0.0715816
2,-0.16023932,0.009617742,"('unlikable', 'likable')",-0.1602393,0.0096177,0.169857
3,0.9333429,1.1107582,"('repellent', 'pleasant')",0.9333429,1.1107582,0.1774153
4,-7.2589464,-7.4745526,"('disliked', 'liked')",-7.2589464,-7.4745526,-0.2156062
5,-0.719273,-0.64424294,"('distant', 'outgoing')",-0.719273,-0.6442429,0.0750301
6,-0.34969863,-0.4244856,"('distant', 'open')",-0.3496986,-0.4244856,-0.074787
7,1.4108864,1.4806663,"('insensitive', 'sensitive')",1.4108864,1.4806663,0.0697799
8,0.6474505,0.59419256,"('unaffectionate', 'affectionate')",0.6474505,0.5941926,-0.0532579
9,1.0649885,1.1407413,"('unaffectionate', 'caring')",1.0649885,1.1407413,0.0757528
10,1.313452,1.373032,"('unsympathetic', 'sympathetic')",1.313452,1.373032,0.05958
11,1.7125272,1.8910795,"('unhelpful', 'helpful')",1.7125272,1.8910795,0.1785523
12,-1.476996,-1.4227499,"('unsupportive', 'supportive')",-1.4769959,-1.4227499,0.054246
13,0.10733313,0.33509853,"('impolite', 'polite')",0.1073331,0.3350985,0.2277654
14,0.6397987,0.6335024,"('antisocial', 'social')",0.6397987,0.6335024,-0.0062963
15,0.29658848,0.3293607,"('boring', 'funny')",0.2965885,0.3293607,0.0327722
16,-0.84020984,-0.78501034,"('unpopular', 'popular')",-0.8402098,-0.7850103,0.0551995
17,0.06312387,-0.013232566,"('nasty', 'nice')",0.0631239,-0.0132326,-0.0763565
18,-0.63705534,-0.538306,"('disagreeable', 'welcoming')",-0.6370553,-0.538306,0.0987493
19,-0.96003,-0.89149994,"('inhospitable', 'hospitable')",-0.96003,-0.8914999,0.0685301
20,0.6822479,0.5716082,"('rough', 'thoughtful')",0.6822479,0.5716082,-0.1106397
21,-0.037384238,0.22763816,"('immoral', 'moral')",-0.0373842,0.2276382,0.2650224
22,0.054280795,0.102443404,"('untrustworthy', 'trustworthy')",0.0542808,0.1024434,0.0481626
23,6.0347085,6.458627,"('insincere', 'sincere')",6.0347085,6.4586272,0.4239187
24,1.3930564,1.5640315,"('dishonest', 'honest')",1.3930564,1.5640315,0.1709751
25,0.60099953,0.5884945,"('egoistic', 'altruistic')",0.6009995,0.5884945,-0.012505
26,1.1336453,0.831365,"('hardhearted', 'benevolent')",1.1336453,0.831365,-0.3022803
27,1.6613191,1.5039159,"('hardhearted', 'softhearted')",1.6613191,1.5039159,-0.1574032
28,1.2448796,1.1307398,"('disloyal', 'loyal')",1.2448796,1.1307398,-0.1141398
29,-0.30214515,-0.4999039,"('unfair', 'fair')",-0.3021452,-0.4999039,-0.1977587
30,0.9100912,1.0096066,"('intolerant', 'tolerant')",0.9100912,1.0096066,0.0995154
31,-1.5232269,-1.6094775,"('evil', 'good')",-1.5232269,-1.6094775,-0.0862506
32,1.1959167,1.1361179,"('unkind', 'kind')",1.1959167,1.1361179,-0.0597988
33,-0.3400408,-0.3892236,"('wrong', 'right')",-0.3400408,-0.3892236,-0.0491828
34,4.0431466,4.477948,"('mean', 'honorable')",4.0431466,4.4779482,0.4348016
35,-1.0732772,-1.4400128,"('corrupt', 'incorrupt')",-1.0732772,-1.4400128,-0.3667356
36,-1.0260549,-1.2958301,"('hostile', 'amicable')",-1.0260549,-1.2958301,-0.2697752
37,0.9864419,0.96203524,"('fake', 'genuine')",0.9864419,0.9620352,-0.0244067
38,-0.49690294,-0.31061253,"('untruthful', 'truthful')",-0.4969029,-0.3106125,0.1862904
39,0.43387315,0.48359442,"('exploitative', 'cooperative')",0.4338731,0.4835944,0.0497213
40,-1.1708949,-1.2128267,"('stingy', 'generous')",-1.1708949,-1.2128267,-0.0419318
41,0.69672424,0.5361949,"('unforgiving', 'forgiving')",0.6967242,0.5361949,-0.1605293
42,-1.89831,-1.9907858,"('unreliable', 'reliable')",-1.8983099,-1.9907858,-0.0924759
43,1.1281039,1.3607798,"('irresponsible', 'responsible')",1.1281039,1.3607798,0.2326759
44,-0.97315764,-1.1222452,"('prejudiced', 'unprejudiced')",-0.9731576,-1.1222452,-0.1490876
45,0.7214945,0.6308093,"('incompetent', 'competent')",0.7214945,0.6308093,-0.0906852
46,-0.12204952,-0.12964529,"('uncompetitive', 'competitive')",-0.1220495,-0.1296453,-0.0075958
