,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.7917283,-0.88237435,"('unsociable', 'sociable')",-0.7917283,-0.8823743,-0.090646
1,-0.037357733,-0.4019142,"('unfriendly', 'friendly')",-0.0373577,-0.4019142,-0.3645565
2,0.05517894,0.08710671,"('unlikable', 'likable')",0.0551789,0.0871067,0.0319278
3,-1.1688544,-0.9320996,"('repellent', 'pleasant')",-1.1688544,-0.9320996,0.2367548
4,-1.5258363,-1.6522564,"('disliked', 'liked')",-1.5258363,-1.6522564,-0.1264201
5,0.11060439,-0.040047444,"('distant', 'outgoing')",0.1106044,-0.0400474,-0.1506518
6,0.25744694,-0.0029411912,"('distant', 'open')",0.2574469,-0.0029412,-0.2603881
7,0.24389316,0.2435089,"('insensitive', 'sensitive')",0.2438932,0.2435089,-0.0003843
8,1.6403247,1.3828186,"('unaffectionate', 'affectionate')",1.6403247,1.3828186,-0.2575061
9,0.5052384,0.3216823,"('unaffectionate', 'caring')",0.5052384,0.3216823,-0.1835561
10,-0.8591783,-0.8517934,"('unsympathetic', 'sympathetic')",-0.8591783,-0.8517934,0.0073849
11,-0.44654658,-0.3469555,"('unhelpful', 'helpful')",-0.4465466,-0.3469555,0.0995911
12,-0.13130863,-0.27989346,"('unsupportive', 'supportive')",-0.1313086,-0.2798935,-0.1485849
13,-0.602633,-0.60984445,"('impolite', 'polite')",-0.602633,-0.6098444,-0.0072114
14,-0.2895373,-0.15853624,"('antisocial', 'social')",-0.2895373,-0.1585362,0.1310011
15,1.0611811,0.89243066,"('boring', 'funny')",1.0611811,0.8924307,-0.1687504
16,-0.07690799,-0.070984066,"('unpopular', 'popular')",-0.076908,-0.0709841,0.0059239
17,-0.5680387,-0.39658526,"('nasty', 'nice')",-0.5680387,-0.3965853,0.1714534
18,-0.64812976,-0.6498265,"('disagreeable', 'welcoming')",-0.6481298,-0.6498265,-0.0016967
19,0.17030802,0.19707203,"('inhospitable', 'hospitable')",0.170308,0.197072,0.026764
20,-0.99413335,-0.8674089,"('rough', 'thoughtful')",-0.9941334,-0.8674089,0.1267245
21,-0.7102589,-0.54496956,"('immoral', 'moral')",-0.7102589,-0.5449696,0.1652893
22,-0.032774743,-0.103937924,"('untrustworthy', 'trustworthy')",-0.0327747,-0.1039379,-0.0711632
23,1.0882322,1.2046838,"('insincere', 'sincere')",1.0882322,1.2046838,0.1164516
