,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.36966047,-0.51156914,"('unsociable', 'sociable')",0.12341401,-0.08013722,-0.330824,-0.43942532,-0.1923568,-0.3437106,-0.1513538
1,-1.6698278,-1.678892,"('unfriendly', 'friendly')",0.87900406,0.85014766,1.0915778,1.0877239,0.1002513,0.0863265,-0.0139248
2,1.1199099,1.0547055,"('unlikable', 'likable')",1.5618432,1.6924363,1.1287063,1.1541313,1.2701532,1.3004244,0.0302712
3,0.6952306,0.80582756,"('repellent', 'pleasant')",0.5812164,0.68250495,0.9526483,0.9266987,0.7430318,0.8050104,0.0619786
4,-0.20809074,-0.22056681,"('disliked', 'liked')",-0.6098434,-0.6613894,-6.1371875,-6.256203,-2.3183738,-2.3793864,-0.0610126
5,-0.94169426,-0.8561233,"('distant', 'outgoing')",-0.27989352,-0.034943283,-1.074342,-0.8039101,-0.76531,-0.5649922,0.2003178
6,-1.2721528,-1.1228977,"('distant', 'open')",-1.1094807,-0.9322709,-1.2899488,-1.0075924,-1.2238607,-1.0209204,0.2029403
7,0.16003709,0.26001275,"('insensitive', 'sensitive')",0.018090086,0.14557971,0.23291872,0.28665492,0.1370153,0.2307491,0.0937338
8,-1.415106,-1.4502693,"('unaffectionate', 'affectionate')",-0.5060482,-0.4273414,0.42945445,0.51654184,-0.4972333,-0.4536896,0.0435437
9,-1.0586096,-1.1008699,"('unaffectionate', 'caring')",0.052776355,0.1272864,0.99664783,1.102487,-0.0030618,0.0429678,0.0460296
10,-0.36231583,-0.3619812,"('unsympathetic', 'sympathetic')",-0.16434926,-0.19368136,-0.50659746,-0.51199025,-0.3444208,-0.3558843,-0.0114635
11,0.16034491,0.15884072,"('unhelpful', 'helpful')",1.15683,1.1788071,2.0917656,2.1697452,1.1363135,1.169131,0.0328175
12,0.058272686,0.21062532,"('unsupportive', 'supportive')",0.04535927,0.2972415,-1.8948393,-1.7665826,-0.5970691,-0.4195719,0.1774972
13,0.24155799,0.15169698,"('impolite', 'polite')",0.69234776,0.6463845,-0.45589232,-0.47097826,0.1593378,0.1090344,-0.0503034
14,0.6609302,0.6505581,"('antisocial', 'social')",1.7956272,1.7619663,0.40737456,0.27371722,0.954644,0.8954139,-0.0592301
15,0.451898,0.31000626,"('boring', 'funny')",0.30485138,0.25396222,0.12972483,0.12991573,0.2954914,0.2312947,-0.0641967
16,-0.7957803,-0.8600819,"('unpopular', 'popular')",-0.7963666,-0.79957306,0.26106644,0.19343854,-0.4436935,-0.4887388,-0.0450453
17,0.24291147,0.27996632,"('nasty', 'nice')",-0.86584944,-0.77518237,-0.4075143,-0.36167914,-0.3434841,-0.2856317,0.0578524
18,-0.6511014,-0.6365024,"('disagreeable', 'welcoming')",0.2536776,0.263385,-0.5242047,-0.47528502,-0.3072095,-0.2828008,0.0244087
19,-0.46220583,-0.43363816,"('inhospitable', 'hospitable')",-0.6700721,-0.58808607,-0.64907646,-0.45543456,-0.5937848,-0.4923863,0.1013985
20,0.13329098,0.20914313,"('rough', 'thoughtful')",0.11406344,0.21411924,0.28675663,0.29941732,0.178037,0.2408932,0.0628562
21,0.8343276,0.77916616,"('immoral', 'moral')",1.3704889,1.2771487,-0.15794359,-0.16595027,0.682291,0.6301215,-0.0521695
22,0.3144778,0.39426172,"('untrustworthy', 'trustworthy')",1.0037472,0.9397624,-0.58751243,-0.5713232,0.2435709,0.2542337,0.0106628
23,0.43494943,0.41374514,"('insincere', 'sincere')",1.0142245,1.0297068,5.660911,5.6814036,2.3700283,2.3749518,0.0049235
24,0.59901345,0.64998454,"('dishonest', 'honest')",0.50334996,0.6060895,0.66341734,0.7276872,0.5885936,0.6612537,0.0726601
25,-0.8231424,-0.8868567,"('egoistic', 'altruistic')",0.8515429,0.85922897,1.2395104,1.2474228,0.422637,0.4065984,-0.0160386
26,-0.34738797,-0.5169526,"('hardhearted', 'benevolent')",0.69674534,0.53672504,2.0051236,1.8078918,0.784827,0.6092215,-0.1756055
27,-0.51925176,-0.39824942,"('hardhearted', 'softhearted')",-0.0024350993,0.116770454,0.62701255,0.67517865,0.0351086,0.1312332,0.0961246
28,-0.12114321,-0.3045251,"('disloyal', 'loyal')",-0.16870287,-0.35145628,1.197831,1.0814539,0.3026617,0.1418242,-0.1608375
29,-0.41478562,-0.38391995,"('unfair', 'fair')",-0.81336266,-0.7916948,-0.47623914,-0.53417903,-0.5681291,-0.5699313,-0.0018022
30,1.1617252,1.1009992,"('intolerant', 'tolerant')",1.6537838,1.6183473,1.0147216,0.9438038,1.2767435,1.2210501,-0.0556934
31,-1.049965,-0.8577715,"('evil', 'good')",-0.6106739,-0.5893372,-1.2602878,-1.2037286,-0.9736422,-0.8836125,0.0900297
32,0.36778808,0.15260398,"('unkind', 'kind')",0.46927264,0.36803567,1.3957124,1.1800754,0.7442577,0.566905,-0.1773527
33,-0.249856,-0.34860456,"('wrong', 'right')",0.46357578,0.49426588,-0.51075387,-0.54744256,-0.0990114,-0.1339271,-0.0349157
34,0.24868771,0.45892066,"('mean', 'honorable')",0.35949746,0.5453788,5.0613384,5.4164386,1.8898412,2.1402461,0.2504049
35,-0.84099567,-0.92664486,"('corrupt', 'incorrupt')",-1.5235542,-1.5864266,-0.7708656,-0.8735252,-1.0451385,-1.1288656,-0.0837271
36,-1.3286217,-1.3652121,"('hostile', 'amicable')",-0.80522025,-0.93987393,-0.40689245,-0.46020317,-0.8469115,-0.9217631,-0.0748516
37,0.33197004,0.3720862,"('fake', 'genuine')",-0.7195237,-0.6191548,-0.1914198,-0.1085312,-0.1929912,-0.1185333,0.0744579
38,-0.13667151,-0.1017402,"('untruthful', 'truthful')",-0.020040546,0.07206388,-0.049568467,0.06957534,-0.0687602,0.0132997,0.0820599
