,institute_male,institute_female,tuple,average_male,average_female,female-male
0,0.47167748,0.28670076,"('unsociable', 'sociable')",0.4716775,0.2867008,-0.1849767
1,1.4741987,1.3773903,"('unfriendly', 'friendly')",1.4741987,1.3773903,-0.0968084
2,0.42177913,0.51493675,"('unlikable', 'likable')",0.4217791,0.5149367,0.0931576
3,0.58596593,0.56670827,"('repellent', 'pleasant')",0.5859659,0.5667083,-0.0192576
4,-6.8165975,-6.913363,"('disliked', 'liked')",-6.8165975,-6.913363,-0.0967655
5,-0.956932,-0.88141024,"('distant', 'outgoing')",-0.956932,-0.8814102,0.0755218
6,-0.24547467,-0.2369616,"('distant', 'open')",-0.2454747,-0.2369616,0.0085131
7,1.4433852,1.4899167,"('insensitive', 'sensitive')",1.4433852,1.4899167,0.0465315
8,0.7835361,0.65717745,"('unaffectionate', 'affectionate')",0.7835361,0.6571774,-0.1263587
9,1.498033,1.4109825,"('unaffectionate', 'caring')",1.498033,1.4109825,-0.0870505
10,0.9539952,0.971185,"('unsympathetic', 'sympathetic')",0.9539952,0.971185,0.0171898
11,2.2391787,2.3015845,"('unhelpful', 'helpful')",2.2391787,2.3015845,0.0624058
12,-1.4898344,-1.5395584,"('unsupportive', 'supportive')",-1.4898344,-1.5395584,-0.049724
13,-0.7106547,-0.7276834,"('impolite', 'polite')",-0.7106547,-0.7276834,-0.0170287
14,0.36864707,0.39570582,"('antisocial', 'social')",0.3686471,0.3957058,0.0270587
15,0.24494945,0.12203117,"('boring', 'funny')",0.2449494,0.1220312,-0.1229182
16,0.06590919,-0.09386949,"('unpopular', 'popular')",0.0659092,-0.0938695,-0.1597787
17,-0.22787446,-0.16640702,"('nasty', 'nice')",-0.2278745,-0.166407,0.0614675
18,-0.7428258,-0.7343733,"('disagreeable', 'welcoming')",-0.7428258,-0.7343733,0.0084525
19,-0.722554,-0.70475787,"('inhospitable', 'hospitable')",-0.722554,-0.7047579,0.0177961
20,1.2339581,1.287951,"('rough', 'thoughtful')",1.2339581,1.287951,0.0539929
21,-0.023387723,0.134139,"('immoral', 'moral')",-0.0233877,0.134139,0.1575267
22,-0.45342454,-0.32054657,"('untrustworthy', 'trustworthy')",-0.4534245,-0.3205466,0.1328779
23,6.413011,6.4560056,"('insincere', 'sincere')",6.4130111,6.4560056,0.0429945
24,1.316262,1.3113586,"('dishonest', 'honest')",1.316262,1.3113586,-0.0049034
