,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.38307032,-0.5826121,"('unsociable', 'sociable')",-0.3830703,-0.5826121,-0.1995418
1,0.2384206,-0.11163738,"('unfriendly', 'friendly')",0.2384206,-0.1116374,-0.350058
2,0.107543625,0.04751001,"('unlikable', 'likable')",0.1075436,0.04751,-0.0600336
3,-0.7007708,-0.6777975,"('repellent', 'pleasant')",-0.7007708,-0.6777975,0.0229733
4,-1.2605882,-1.5405552,"('disliked', 'liked')",-1.2605882,-1.5405552,-0.279967
5,-1.3792342,-1.477088,"('distant', 'outgoing')",-1.3792342,-1.477088,-0.0978538
6,-1.454054,-1.5761132,"('distant', 'open')",-1.454054,-1.5761132,-0.1220592
7,-0.59596485,-0.5353782,"('insensitive', 'sensitive')",-0.5959648,-0.5353782,0.0605866
8,0.44103235,0.24826053,"('unaffectionate', 'affectionate')",0.4410324,0.2482605,-0.1927719
9,-0.26036936,-0.39383835,"('unaffectionate', 'caring')",-0.2603694,-0.3938383,-0.1334689
10,-2.2471416,-2.1400454,"('unsympathetic', 'sympathetic')",-2.2471416,-2.1400454,0.1070962
11,-0.72367394,-0.5521366,"('unhelpful', 'helpful')",-0.7236739,-0.5521366,0.1715373
12,-1.3636192,-1.4038831,"('unsupportive', 'supportive')",-1.3636192,-1.4038831,-0.0402639
13,-1.1378455,-1.1150364,"('impolite', 'polite')",-1.1378455,-1.1150364,0.0228091
14,-0.63379294,-0.5760898,"('antisocial', 'social')",-0.6337929,-0.5760898,0.0577031
15,0.85810477,0.6967,"('boring', 'funny')",0.8581048,0.6967,-0.1614048
16,0.4729212,0.3274031,"('unpopular', 'popular')",0.4729212,0.3274031,-0.1455181
17,-0.20951056,-0.21391734,"('nasty', 'nice')",-0.2095106,-0.2139173,-0.0044067
18,-0.049112763,-0.12053926,"('disagreeable', 'welcoming')",-0.0491128,-0.1205393,-0.0714265
19,-1.2266688,-1.3608258,"('inhospitable', 'hospitable')",-1.2266688,-1.3608258,-0.134157
20,0.49987125,0.5480454,"('rough', 'thoughtful')",0.4998713,0.5480454,0.0481741
21,-0.44936958,-0.380836,"('immoral', 'moral')",-0.4493696,-0.380836,0.0685336
22,-0.65267307,-0.72808784,"('untrustworthy', 'trustworthy')",-0.6526731,-0.7280878,-0.0754147
23,0.99343926,1.0651875,"('insincere', 'sincere')",0.9934393,1.0651875,0.0717482
24,-0.8563509,-0.8281649,"('dishonest', 'honest')",-0.8563509,-0.8281649,0.028186
25,1.2133313,1.1024145,"('egoistic', 'altruistic')",1.2133313,1.1024145,-0.1109168
26,1.3603643,1.0464432,"('hardhearted', 'benevolent')",1.3603643,1.0464432,-0.3139211
27,0.32394803,0.29692996,"('hardhearted', 'softhearted')",0.323948,0.29693,-0.027018
28,-0.66782224,-0.75096726,"('disloyal', 'loyal')",-0.6678222,-0.7509673,-0.0831451
29,-0.33905193,-0.45318303,"('unfair', 'fair')",-0.3390519,-0.453183,-0.1141311
30,-0.6293233,-0.5829693,"('intolerant', 'tolerant')",-0.6293233,-0.5829693,0.046354
31,-0.15004623,-0.35367528,"('evil', 'good')",-0.1500462,-0.3536753,-0.2036291
32,-0.13838547,-0.20330912,"('unkind', 'kind')",-0.1383855,-0.2033091,-0.0649236
33,-0.3193065,-0.47205833,"('wrong', 'right')",-0.3193065,-0.4720583,-0.1527518
34,0.92873377,1.185803,"('mean', 'honorable')",0.9287338,1.1858031,0.2570693
35,0.51634544,0.40269879,"('corrupt', 'incorrupt')",0.5163454,0.4026988,-0.1136466
36,1.0214224,0.6139604,"('hostile', 'amicable')",1.0214224,0.6139604,-0.407462
37,-1.1492193,-1.1119462,"('fake', 'genuine')",-1.1492193,-1.1119462,0.0372731
38,-0.21417587,-0.24972405,"('untruthful', 'truthful')",-0.2141759,-0.249724,-0.0355481
39,0.2084137,0.3078915,"('exploitative', 'cooperative')",0.2084137,0.3078915,0.0994778
40,-0.8348768,-0.9296109,"('stingy', 'generous')",-0.8348768,-0.9296109,-0.0947341
41,-0.13523902,-0.2771315,"('unforgiving', 'forgiving')",-0.135239,-0.2771315,-0.1418925
42,-2.09952,-2.0218105,"('unreliable', 'reliable')",-2.09952,-2.0218105,0.0777095
43,-1.6148134,-1.457012,"('irresponsible', 'responsible')",-1.6148134,-1.4570121,0.1578013
44,-0.6410017,-0.43278185,"('prejudiced', 'unprejudiced')",-0.6410017,-0.4327818,0.2082199
45,-1.7855064,-1.7734525,"('incompetent', 'competent')",-1.7855064,-1.7734525,0.0120539
46,-1.6307952,-1.6075498,"('uncompetitive', 'competitive')",-1.6307952,-1.6075498,0.0232454
47,1.18409,1.2673091,"('stupid', 'smart')",1.18409,1.2673091,0.0832191
48,1.0334191,1.1236778,"('unintelligent', 'intelligent')",1.0334191,1.1236778,0.0902587
49,-0.45479873,-0.29368633,"('unable', 'able')",-0.4547987,-0.2936863,0.1611124
50,-0.07121502,-0.07390234,"('clumsy', 'skillful')",-0.071215,-0.0739023,-0.0026873
51,0.13011104,0.017904691,"('uneducated', 'educated')",0.130111,0.0179047,-0.1122063
52,0.0002785623,-0.22487913,"('irrational', 'rational')",0.0002786,-0.2248791,-0.2251577
53,-0.18841544,-0.47174215,"('uncreative', 'creative')",-0.1884154,-0.4717422,-0.2833268
54,0.09376943,-0.071958296,"('incapable', 'capable')",0.0937694,-0.0719583,-0.1657277
55,-0.51952165,-0.4044187,"('incompetent', 'clever')",-0.5195217,-0.4044187,0.115103
56,-0.5419115,-0.43379137,"('impractical', 'practical')",-0.5419115,-0.4337914,0.1081201
57,-1.6070907,-1.7151716,"('unimaginative', 'imaginative')",-1.6070907,-1.7151716,-0.1080809
58,0.56192887,0.4796514,"('undiscriminating', 'discriminating')",0.5619289,0.4796514,-0.0822775
59,0.10145009,0.06682262,"('foolish', 'wise')",0.1014501,0.0668226,-0.0346275
60,-0.7307754,-0.45816773,"('inefficient', 'efficient')",-0.7307754,-0.4581677,0.2726077
61,-0.13303143,-0.2524894,"('illogical', 'logical')",-0.1330314,-0.2524894,-0.119458
62,-0.6358083,-0.40816122,"('incompetent', 'brilliant')",-0.6358083,-0.4081612,0.2276471
63,-0.10145321,-0.104233705,"('unperceptive', 'insightful')",-0.1014532,-0.1042337,-0.0027805
64,-2.3968112,-2.4052854,"('shy', 'confident')",-2.3968112,-2.4052854,-0.0084742
65,-0.7999869,-0.6349139,"('insecure', 'secure')",-0.7999869,-0.6349139,0.165073
66,-1.1194149,-1.1937325,"('inactive', 'active')",-1.1194149,-1.1937325,-0.0743176
67,-0.78220594,-0.65806246,"('doubtful', 'determined')",-0.7822059,-0.6580625,0.1241434
68,-0.37349802,-0.33087584,"('dependent', 'independent')",-0.373498,-0.3308758,0.0426222
69,0.03681195,-0.019871544,"('lazy', 'industrious')",0.036812,-0.0198715,-0.0566835
70,-1.1380364,-1.1347902,"('lethargic', 'energetic')",-1.1380364,-1.1347902,0.0032462
71,0.17971732,0.16769467,"('diffident', 'self-confident')",0.1797173,0.1676947,-0.0120226
72,0.12760928,0.21270053,"('unambitious', 'ambitious')",0.1276093,0.2127005,0.0850912
73,-0.8441552,-0.85595226,"('helpless', 'self-reliant')",-0.8441552,-0.8559523,-0.0117971
74,-0.5514252,-0.6556533,"('undedicated', 'dedicated')",-0.5514252,-0.6556533,-0.1042281
75,0.2994728,0.20948043,"('meek', 'impulsive')",0.2994728,0.2094804,-0.0899924
76,-0.81330645,-0.6276446,"('anxious', 'daring')",-0.8133065,-0.6276446,0.1856619
77,-0.50731283,-0.5067779,"('unmotivated', 'motivated')",-0.5073128,-0.5067779,0.0005349
78,-0.5860462,-0.588814,"('nonresilient', 'resilient')",-0.5860462,-0.588814,-0.0027678
79,-0.23073201,-0.37949672,"('wavering', 'unwavering')",-0.230732,-0.3794967,-0.1487647
80,-0.7116142,-0.56369543,"('dominated', 'dominating')",-0.7116142,-0.5636954,0.1479188
81,-0.9028078,-0.7623385,"('submissive', 'aggressive')",-0.9028078,-0.7623385,0.1404693
82,1.0305464,1.0362068,"('poor', 'rich')",1.0305464,1.0362068,0.0056604
83,-0.21547803,-0.1997611,"('powerless', 'powerful')",-0.215478,-0.1997611,0.0157169
84,0.15698159,0.16631801,"('inferior', 'superior')",0.1569816,0.166318,0.0093364
85,0.9084728,0.71267474,"('insignificant', 'prestigious')",0.9084728,0.7126747,-0.1957981
86,-0.4952625,-0.723694,"('uninfluential', 'influential')",-0.4952625,-0.723694,-0.2284315
87,-0.6291448,-0.59468466,"('unsuccessful', 'successful')",-0.6291448,-0.5946847,0.0344601
88,0.11812744,0.057487402,"('low', 'eminent')",0.1181274,0.0574874,-0.06064
