,pig_male,pig_female,tuple,average_male,average_female,female-male
0,0.21465288,0.15723966,"('unsociable', 'sociable')",0.2146529,0.1572397,-0.0574132
1,1.0396866,1.0608995,"('unfriendly', 'friendly')",1.0396866,1.0608995,0.0212129
2,0.33810967,0.4999999,"('unlikable', 'likable')",0.3381097,0.4999999,0.1618902
3,0.77871585,0.8715991,"('repellent', 'pleasant')",0.7787158,0.8715991,0.0928833
4,-7.3004684,-7.2123494,"('disliked', 'liked')",-7.3004684,-7.2123494,0.088119
5,-0.44302642,-0.3400182,"('distant', 'outgoing')",-0.4430264,-0.3400182,0.1030082
6,0.00728669,0.016212005,"('distant', 'open')",0.0072867,0.016212,0.0089253
7,1.2856587,1.3221625,"('insensitive', 'sensitive')",1.2856587,1.3221625,0.0365038
8,1.0016809,0.91214687,"('unaffectionate', 'affectionate')",1.0016809,0.9121469,-0.089534
9,1.2721235,1.2869998,"('unaffectionate', 'caring')",1.2721235,1.2869998,0.0148763
10,1.6512728,1.5154665,"('unsympathetic', 'sympathetic')",1.6512728,1.5154665,-0.1358063
11,1.8914689,1.9136548,"('unhelpful', 'helpful')",1.8914689,1.9136548,0.0221859
12,-1.2581265,-1.1703585,"('unsupportive', 'supportive')",-1.2581265,-1.1703585,0.087768
13,0.15913633,0.17364669,"('impolite', 'polite')",0.1591363,0.1736467,0.0145104
14,0.17840107,0.19633299,"('antisocial', 'social')",0.1784011,0.196333,0.0179319
15,0.12664111,0.14666465,"('boring', 'funny')",0.1266411,0.1466646,0.0200235
16,-0.841321,-0.70123506,"('unpopular', 'popular')",-0.841321,-0.7012351,0.1400859
17,0.3302602,0.23476891,"('nasty', 'nice')",0.3302602,0.2347689,-0.0954913
18,-0.560445,-0.44571462,"('disagreeable', 'welcoming')",-0.560445,-0.4457146,0.1147304
19,-0.37888968,-0.38290173,"('inhospitable', 'hospitable')",-0.3788897,-0.3829017,-0.004012
20,0.6511425,0.54509556,"('rough', 'thoughtful')",0.6511425,0.5450956,-0.1060469
21,0.20851159,0.3362596,"('immoral', 'moral')",0.2085116,0.3362596,0.127748
22,0.16050866,0.1904934,"('untrustworthy', 'trustworthy')",0.1605087,0.1904934,0.0299847
23,6.2904863,6.343001,"('insincere', 'sincere')",6.2904863,6.3430009,0.0525146
24,1.8012472,1.8553722,"('dishonest', 'honest')",1.8012472,1.8553722,0.054125
25,0.16758151,0.18987417,"('egoistic', 'altruistic')",0.1675815,0.1898742,0.0222927
26,0.37119347,0.1921069,"('hardhearted', 'benevolent')",0.3711935,0.1921069,-0.1790866
27,1.7246698,1.5429547,"('hardhearted', 'softhearted')",1.7246698,1.5429547,-0.1817151
28,1.1152099,1.0210619,"('disloyal', 'loyal')",1.1152099,1.0210619,-0.094148
29,-0.25544238,-0.38480854,"('unfair', 'fair')",-0.2554424,-0.3848085,-0.1293661
30,1.1478283,1.1448019,"('intolerant', 'tolerant')",1.1478283,1.1448019,-0.0030264
31,-1.3299805,-1.2778956,"('evil', 'good')",-1.3299805,-1.2778956,0.0520849
32,1.2433878,1.1397936,"('unkind', 'kind')",1.2433878,1.1397936,-0.1035942
33,-1.0248349,-0.8509538,"('wrong', 'right')",-1.0248349,-0.8509538,0.1738811
34,4.2033587,4.4153523,"('mean', 'honorable')",4.2033587,4.4153523,0.2119936
35,-1.1663812,-1.3025674,"('corrupt', 'incorrupt')",-1.1663812,-1.3025674,-0.1361862
