,dr_male,dr_female,tuple,pepper_male,pepper_female,snapple_male,snapple_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.17644294,-0.25385517,"('unsociable', 'sociable')",-0.2391819,-0.3848066,-0.95248985,-1.127119,0.6586135,0.46599436,-0.3858621,-0.45909593,-0.2190727,-0.3517765,-0.1327038
1,-2.072507,-2.39005,"('unfriendly', 'friendly')",-0.35618323,-0.3892585,-1.5120701,-1.6586545,-0.39498213,-0.5706147,1.9308726,1.8068416,-0.480974,-0.6403471,-0.1593731
2,0.42789683,0.35324258,"('unlikable', 'likable')",-0.03471413,-0.09510821,0.49343908,0.4571921,1.4049398,1.4152724,0.4611829,0.5896235,0.5505489,0.5440444,-0.0065045
3,-0.86577004,-0.6786195,"('repellent', 'pleasant')",-2.2738302,-2.1583998,-1.8207995,-1.733557,0.3634967,0.54745203,0.17820764,0.27166063,-0.8837391,-0.7502928,0.1334463
4,0.78544635,0.47471076,"('disliked', 'liked')",0.2754729,0.21238673,1.1027814,1.0141606,0.1827167,-0.05713816,-6.483736,-6.5349708,-0.8274637,-0.9781702,-0.1507065
5,-1.482632,-1.5557619,"('distant', 'outgoing')",0.1311707,0.18822205,0.24466953,0.33986634,-1.6588802,-1.5020096,0.0044011846,0.01986207,-0.5522542,-0.5019642,0.05029
6,-2.076087,-2.153259,"('distant', 'open')",-0.05789137,0.07434802,-0.122218266,-0.01596773,-1.8566302,-1.7431251,0.590075,0.5696264,-0.7045504,-0.6536756,0.0508748
7,-0.8952234,-0.8361716,"('insensitive', 'sensitive')",-0.75974876,-0.68571,-0.91087985,-0.90849745,0.132806,0.2579215,0.85602033,0.98291975,-0.3154051,-0.2379076,0.0774975
8,-1.5253278,-1.7720973,"('unaffectionate', 'affectionate')",-0.015626155,-0.15728113,-1.6517915,-1.6855348,-0.37926462,-0.44393778,0.92153585,0.84955317,-0.5300948,-0.6418596,-0.1117648
9,-1.1378535,-1.3422948,"('unaffectionate', 'caring')",-0.43014744,-0.53081286,-1.9528396,-2.0205169,-0.20948079,-0.24346109,1.3948447,1.4130198,-0.4670954,-0.5448132,-0.0777178
10,-1.173997,-1.1436516,"('unsympathetic', 'sympathetic')",-1.4423002,-1.4967841,-1.77953,-1.8503121,-0.0850994,-0.10051692,-0.07441014,-0.04393508,-0.9110673,-0.92704,-0.0159727
11,0.29543716,0.27411932,"('unhelpful', 'helpful')",-0.9413975,-1.0532297,-0.6682033,-0.7205804,0.12414692,0.12268127,2.0096962,2.0494308,0.1639359,0.1344843,-0.0294516
