,selling_male,selling_female,tuple,average_male,average_female,female-male
0,0.06297965,-0.04796105,"('unsociable', 'sociable')",0.0629797,-0.047961,-0.1109407
1,1.1757654,1.1952252,"('unfriendly', 'friendly')",1.1757654,1.1952252,0.0194598
2,0.24730116,0.29385802,"('unlikable', 'likable')",0.2473012,0.293858,0.0465568
3,0.79421854,0.7624603,"('repellent', 'pleasant')",0.7942185,0.7624603,-0.0317582
4,-7.3288884,-7.4510317,"('disliked', 'liked')",-7.3288884,-7.4510317,-0.1221433
5,-0.80063945,-0.75281,"('distant', 'outgoing')",-0.8006395,-0.75281,0.0478295
6,-0.28230053,-0.26589572,"('distant', 'open')",-0.2823005,-0.2658957,0.0164048
7,0.84515893,0.8729068,"('insensitive', 'sensitive')",0.8451589,0.8729068,0.0277479
8,0.8858603,0.85101527,"('unaffectionate', 'affectionate')",0.8858603,0.8510153,-0.034845
9,1.3388263,1.377291,"('unaffectionate', 'caring')",1.3388263,1.377291,0.0384647
10,1.001082,0.9679578,"('unsympathetic', 'sympathetic')",1.0010819,0.9679578,-0.0331241
11,1.6675828,1.733253,"('unhelpful', 'helpful')",1.6675828,1.733253,0.0656702
12,-1.7522595,-1.785546,"('unsupportive', 'supportive')",-1.7522595,-1.7855459,-0.0332864
13,-0.11215641,-0.16916063,"('impolite', 'polite')",-0.1121564,-0.1691606,-0.0570042
14,0.05985321,-0.023803763,"('antisocial', 'social')",0.0598532,-0.0238038,-0.083657
15,0.021958198,0.016437862,"('boring', 'funny')",0.0219582,0.0164379,-0.0055203
16,-0.580024,-0.51223207,"('unpopular', 'popular')",-0.580024,-0.5122321,0.0677919
17,-0.4565505,-0.3609505,"('nasty', 'nice')",-0.4565505,-0.3609505,0.0956
18,-0.40697503,-0.4525659,"('disagreeable', 'welcoming')",-0.406975,-0.4525659,-0.0455909
19,-0.6219773,-0.631787,"('inhospitable', 'hospitable')",-0.6219773,-0.631787,-0.0098097
20,1.3813177,1.3114867,"('rough', 'thoughtful')",1.3813177,1.3114867,-0.069831
21,-0.19016449,-0.19051933,"('immoral', 'moral')",-0.1901645,-0.1905193,-0.0003548
22,-0.42322767,-0.4632358,"('untrustworthy', 'trustworthy')",-0.4232277,-0.4632358,-0.0400081
23,6.807463,6.860368,"('insincere', 'sincere')",6.8074632,6.8603678,0.0529046
24,1.5351667,1.4186118,"('dishonest', 'honest')",1.5351667,1.4186118,-0.1165549
25,0.87163746,0.81663525,"('egoistic', 'altruistic')",0.8716375,0.8166353,-0.0550022
26,0.6424341,0.64204603,"('hardhearted', 'benevolent')",0.6424341,0.642046,-0.0003881
27,1.5436873,1.4228749,"('hardhearted', 'softhearted')",1.5436873,1.4228749,-0.1208124
28,1.0544852,1.0247918,"('disloyal', 'loyal')",1.0544852,1.0247918,-0.0296934
29,-0.87584317,-0.8910423,"('unfair', 'fair')",-0.8758432,-0.8910423,-0.0151991
30,1.1225349,1.0464054,"('intolerant', 'tolerant')",1.1225349,1.0464054,-0.0761295
31,-1.8887148,-1.8248389,"('evil', 'good')",-1.8887148,-1.8248389,0.0638759
32,0.9687914,0.9016039,"('unkind', 'kind')",0.9687914,0.9016039,-0.0671875
33,-0.6590228,-0.666089,"('wrong', 'right')",-0.6590228,-0.666089,-0.0070662
34,4.95656,5.0824823,"('mean', 'honorable')",4.9565601,5.0824823,0.1259222
35,-0.91927016,-1.0825498,"('corrupt', 'incorrupt')",-0.9192702,-1.0825498,-0.1632796
36,-0.9593737,-0.9935653,"('hostile', 'amicable')",-0.9593737,-0.9935653,-0.0341916
37,0.9060496,0.87679726,"('fake', 'genuine')",0.9060496,0.8767973,-0.0292523
38,-0.10197294,-0.10648176,"('untruthful', 'truthful')",-0.1019729,-0.1064818,-0.0045089
39,0.60576046,0.5694042,"('exploitative', 'cooperative')",0.6057605,0.5694042,-0.0363563
40,-1.3385757,-1.4977597,"('stingy', 'generous')",-1.3385757,-1.4977597,-0.159184
41,-0.12884408,-0.1511322,"('unforgiving', 'forgiving')",-0.1288441,-0.1511322,-0.0222881
42,-2.4231036,-2.4485388,"('unreliable', 'reliable')",-2.4231036,-2.4485388,-0.0254352
43,1.0125479,1.0382093,"('irresponsible', 'responsible')",1.0125479,1.0382093,0.0256614
44,-1.0114282,-0.992435,"('prejudiced', 'unprejudiced')",-1.0114282,-0.992435,0.0189932
45,-0.20438348,-0.24868168,"('incompetent', 'competent')",-0.2043835,-0.2486817,-0.0442982
46,-0.28793973,-0.4012462,"('uncompetitive', 'competitive')",-0.2879397,-0.4012462,-0.1133065
47,5.280873,5.4351454,"('stupid', 'smart')",5.2808728,5.4351454,0.1542726
48,0.48184296,0.42785445,"('unintelligent', 'intelligent')",0.481843,0.4278544,-0.0539886
49,0.5728874,0.58016115,"('unable', 'able')",0.5728874,0.5801612,0.0072738
50,-0.3690282,-0.39348507,"('clumsy', 'skillful')",-0.3690282,-0.3934851,-0.0244569
51,0.81472677,0.7232033,"('uneducated', 'educated')",0.8147268,0.7232033,-0.0915235
52,-0.832576,-0.8333557,"('irrational', 'rational')",-0.832576,-0.8333557,-0.0007797
53,0.033526067,0.008939823,"('uncreative', 'creative')",0.0335261,0.0089398,-0.0245863
54,1.2989137,1.338398,"('incapable', 'capable')",1.2989137,1.338398,0.0394843
55,0.9655871,0.92480636,"('incompetent', 'clever')",0.9655871,0.9248064,-0.0407807
56,0.799532,0.76420075,"('impractical', 'practical')",0.799532,0.7642007,-0.0353313
57,-2.924464,-2.9210145,"('unimaginative', 'imaginative')",-2.924464,-2.9210145,0.0034495
58,0.4306717,0.40335095,"('undiscriminating', 'discriminating')",0.4306717,0.4033509,-0.0273208
59,-0.3793843,-0.32490343,"('foolish', 'wise')",-0.3793843,-0.3249034,0.0544809
60,0.8224369,0.8450068,"('inefficient', 'efficient')",0.8224369,0.8450068,0.0225699
61,0.44854876,0.3390135,"('illogical', 'logical')",0.4485488,0.3390135,-0.1095353
62,0.59010476,0.63325626,"('incompetent', 'brilliant')",0.5901048,0.6332563,0.0431515
63,0.22723944,0.21040261,"('unperceptive', 'insightful')",0.2272394,0.2104026,-0.0168368
64,-6.4617157,-6.4885325,"('shy', 'confident')",-6.4617157,-6.4885325,-0.0268168
65,0.31520233,0.31452814,"('insecure', 'secure')",0.3152023,0.3145281,-0.0006742
66,-0.2075255,-0.20801574,"('inactive', 'active')",-0.2075255,-0.2080157,-0.0004902
67,-0.33566064,-0.29566056,"('doubtful', 'determined')",-0.3356606,-0.2956606,0.04
68,-0.5119538,-0.55389917,"('dependent', 'independent')",-0.5119538,-0.5538992,-0.0419454
69,-2.079312,-2.0772963,"('lazy', 'industrious')",-2.0793121,-2.0772963,0.0020158
70,1.2325423,1.1857935,"('lethargic', 'energetic')",1.2325423,1.1857935,-0.0467488
71,0.33134788,0.39800864,"('diffident', 'self-confident')",0.3313479,0.3980086,0.0666607
72,0.5067892,0.5548757,"('unambitious', 'ambitious')",0.5067892,0.5548757,0.0480865
73,-3.0570123,-3.0203853,"('helpless', 'self-reliant')",-3.0570123,-3.0203853,0.036627
74,0.19187912,0.08566377,"('undedicated', 'dedicated')",0.1918791,0.0856638,-0.1062153
75,-1.0852523,-0.9493935,"('meek', 'impulsive')",-1.0852523,-0.9493935,0.1358588
76,0.93127877,0.90258586,"('anxious', 'daring')",0.9312788,0.9025859,-0.0286929
77,-1.2286552,-1.136026,"('unmotivated', 'motivated')",-1.2286552,-1.136026,0.0926292
78,-0.8495653,-0.8524241,"('nonresilient', 'resilient')",-0.8495653,-0.8524241,-0.0028588
79,-0.564068,-0.5219706,"('wavering', 'unwavering')",-0.564068,-0.5219706,0.0420974
80,-0.067671835,-0.143232,"('dominated', 'dominating')",-0.0676718,-0.143232,-0.0755602
81,0.1904251,0.20768504,"('submissive', 'aggressive')",0.1904251,0.207685,0.0172599
82,6.251959,6.379872,"('poor', 'rich')",6.2519588,6.3798718,0.127913
83,-0.14606519,-0.17527914,"('powerless', 'powerful')",-0.1460652,-0.1752791,-0.0292139
84,0.41230014,0.45537144,"('inferior', 'superior')",0.4123001,0.4553714,0.0430713
85,-0.66459715,-0.68389475,"('insignificant', 'prestigious')",-0.6645972,-0.6838948,-0.0192976
86,0.5702143,0.5053483,"('uninfluential', 'influential')",0.5702143,0.5053483,-0.064866
87,-0.21665291,-0.10614517,"('unsuccessful', 'successful')",-0.2166529,-0.1061452,0.1105077
88,0.5627674,0.54656106,"('low', 'eminent')",0.5627674,0.5465611,-0.0162063
