,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,0.4250657,0.25602233,"('unsociable', 'sociable')",0.4250657,0.2560223,-0.1690434
1,1.1519102,1.2692924,"('unfriendly', 'friendly')",1.1519102,1.2692924,0.1173822
2,-0.15025389,0.03931933,"('unlikable', 'likable')",-0.1502539,0.0393193,0.1895732
3,0.7458299,0.8464959,"('repellent', 'pleasant')",0.7458299,0.8464959,0.100666
4,-7.4015565,-7.53757,"('disliked', 'liked')",-7.4015565,-7.53757,-0.1360135
5,-0.8440792,-0.71000624,"('distant', 'outgoing')",-0.8440792,-0.7100062,0.134073
6,-0.32082057,-0.2367904,"('distant', 'open')",-0.3208206,-0.2367904,0.0840302
7,1.4792134,1.4670726,"('insensitive', 'sensitive')",1.4792134,1.4670726,-0.0121408
8,1.0829821,1.0978012,"('unaffectionate', 'affectionate')",1.0829821,1.0978012,0.0148191
9,1.5656766,1.6862371,"('unaffectionate', 'caring')",1.5656766,1.6862371,0.1205605
10,1.124427,1.0504771,"('unsympathetic', 'sympathetic')",1.124427,1.0504771,-0.0739499
11,1.7357808,1.82856,"('unhelpful', 'helpful')",1.7357808,1.82856,0.0927792
12,-1.4626538,-1.4342339,"('unsupportive', 'supportive')",-1.4626538,-1.4342339,0.0284199
13,0.25682694,0.32008836,"('impolite', 'polite')",0.2568269,0.3200884,0.0632615
14,0.5046972,0.33713293,"('antisocial', 'social')",0.5046972,0.3371329,-0.1675643
15,0.6133032,0.5735259,"('boring', 'funny')",0.6133032,0.5735259,-0.0397773
16,-1.0395596,-0.94223726,"('unpopular', 'popular')",-1.0395596,-0.9422373,0.0973223
17,0.044507172,0.04257785,"('nasty', 'nice')",0.0445072,0.0425779,-0.0019293
18,-0.46061888,-0.30941188,"('disagreeable', 'welcoming')",-0.4606189,-0.3094119,0.151207
19,-0.89820427,-0.78975683,"('inhospitable', 'hospitable')",-0.8982043,-0.7897568,0.1084475
20,0.7889545,0.6758232,"('rough', 'thoughtful')",0.7889545,0.6758232,-0.1131313
21,0.0011964813,0.09851535,"('immoral', 'moral')",0.0011965,0.0985153,0.0973188
22,-0.020412872,-0.062278308,"('untrustworthy', 'trustworthy')",-0.0204129,-0.0622783,-0.0418654
23,6.426084,6.6657844,"('insincere', 'sincere')",6.426084,6.6657844,0.2397004
24,1.4908668,1.49924,"('dishonest', 'honest')",1.4908668,1.49924,0.0083732
25,0.9881085,1.0328277,"('egoistic', 'altruistic')",0.9881085,1.0328277,0.0447192
26,1.2264451,1.0098177,"('hardhearted', 'benevolent')",1.2264451,1.0098177,-0.2166274
27,1.7860086,1.6566166,"('hardhearted', 'softhearted')",1.7860086,1.6566166,-0.129392
28,1.6694124,1.5480196,"('disloyal', 'loyal')",1.6694124,1.5480196,-0.1213928
29,-0.28385082,-0.43236902,"('unfair', 'fair')",-0.2838508,-0.432369,-0.1485182
30,1.0079571,1.0366197,"('intolerant', 'tolerant')",1.0079571,1.0366197,0.0286626
31,-1.5409453,-1.4904933,"('evil', 'good')",-1.5409453,-1.4904933,0.050452
32,1.2692095,1.1691101,"('unkind', 'kind')",1.2692095,1.1691101,-0.1000994
33,-0.3925009,-0.36009246,"('wrong', 'right')",-0.3925009,-0.3600925,0.0324084
34,4.222623,4.6106095,"('mean', 'honorable')",4.2226229,4.6106095,0.3879866
35,-1.0781058,-1.3521171,"('corrupt', 'incorrupt')",-1.0781058,-1.3521171,-0.2740113
36,-0.8816355,-0.8971713,"('hostile', 'amicable')",-0.8816355,-0.8971713,-0.0155358
37,1.2982804,1.2184163,"('fake', 'genuine')",1.2982804,1.2184163,-0.0798641
38,-0.4672672,-0.3280409,"('untruthful', 'truthful')",-0.4672672,-0.3280409,0.1392263
39,0.63021266,0.62081283,"('exploitative', 'cooperative')",0.6302127,0.6208128,-0.0093999
40,-1.0915439,-1.1362463,"('stingy', 'generous')",-1.0915439,-1.1362463,-0.0447024
