,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.96298295,-1.0837417,"('unsociable', 'sociable')",-0.31577337,-0.46163008,-0.6393782,-0.7726859,-0.1333077
1,-1.5980128,-1.8059818,"('unfriendly', 'friendly')",1.1335237,0.7945378,-0.2322446,-0.505722,-0.2734774
2,0.6481932,0.6419216,"('unlikable', 'likable')",0.76823545,0.83738106,0.7082143,0.7396513,0.031437
3,-0.5703529,-0.36270618,"('repellent', 'pleasant')",0.205573,0.3408337,-0.18239,-0.0109362,0.1714538
4,-0.0081113335,-0.09684521,"('disliked', 'liked')",-6.046751,-5.9829974,-3.0274312,-3.0399213,-0.0124901
5,-1.4270313,-1.4492946,"('distant', 'outgoing')",-0.5355723,-0.71444106,-0.9813018,-1.0818678,-0.100566
6,-1.4881042,-1.5703417,"('distant', 'open')",-0.34809718,-0.59282935,-0.9181007,-1.0815855,-0.1634848
7,-0.38784146,-0.2417365,"('insensitive', 'sensitive')",0.71005124,0.79114866,0.1611049,0.2747061,0.1136012
8,-1.4111483,-1.6327842,"('unaffectionate', 'affectionate')",0.038607884,-0.20262313,-0.6862702,-0.9177037,-0.2314335
9,-1.3729292,-1.5021813,"('unaffectionate', 'caring')",0.6701964,0.54804915,-0.3513664,-0.4770661,-0.1256997
10,-1.3297446,-1.2079048,"('unsympathetic', 'sympathetic')",-0.031976018,-0.024574304,-0.6808603,-0.6162395,0.0646208
11,-0.1475352,-0.07077857,"('unhelpful', 'helpful')",2.1115096,2.2173967,0.9819872,1.0733091,0.0913219
12,-0.17845055,-0.14554554,"('unsupportive', 'supportive')",-1.6809516,-1.6131196,-0.9297011,-0.8793325,0.0503686
13,-0.19869825,-0.22176924,"('impolite', 'polite')",0.09192611,0.21148355,-0.0533861,-0.0051428,0.0482433
14,-0.2495171,-0.16610843,"('antisocial', 'social')",-0.13982998,-0.03159944,-0.1946735,-0.0988539,0.0958196
15,-0.060941316,-0.2821,"('boring', 'funny')",0.62100625,0.5437674,0.2800325,0.1308337,-0.1491988
16,-0.35061342,-0.4509697,"('unpopular', 'popular')",0.53225,0.44050887,0.0908183,-0.0052304,-0.0960487
17,-0.23771802,-0.24813297,"('nasty', 'nice')",-0.07887523,-0.045802183,-0.1582966,-0.1469676,0.011329
18,-0.7927461,-0.8088045,"('disagreeable', 'welcoming')",-0.38338146,-0.41590548,-0.5880638,-0.612355,-0.0242912
19,-1.4632666,-1.5060163,"('inhospitable', 'hospitable')",-0.23655455,-0.4197928,-0.8499106,-0.9629045,-0.1129939
20,-0.01066184,0.033209354,"('rough', 'thoughtful')",1.1185075,1.0494195,0.5539228,0.5413144,-0.0126084
21,-0.07701709,-0.018819792,"('immoral', 'moral')",-0.15609705,-0.037907273,-0.1165571,-0.0283635,0.0881936
22,-0.486064,-0.44463286,"('untrustworthy', 'trustworthy')",-1.0239435,-0.9607948,-0.7550038,-0.7027138,0.05229
23,-0.775369,-0.6562865,"('insincere', 'sincere')",5.817002,5.7290554,2.5208163,2.5363846,0.0155683
24,-0.54486686,-0.58230406,"('dishonest', 'honest')",0.9176584,0.8896007,0.1863958,0.1536483,-0.0327475
25,-0.4494338,-0.4921202,"('egoistic', 'altruistic')",0.9890482,0.87488866,0.2698072,0.1913842,-0.078423
26,-0.1829417,-0.36401737,"('hardhearted', 'benevolent')",1.4314874,1.1152362,0.6242729,0.3756094,-0.2486635
27,-0.59816766,-0.45175177,"('hardhearted', 'softhearted')",1.3923594,1.3331393,0.3970959,0.4406938,0.0435979
28,-0.52593744,-0.5111079,"('disloyal', 'loyal')",0.698594,0.59689677,0.0863283,0.0428944,-0.0434339
29,-1.0120926,-1.0618621,"('unfair', 'fair')",-0.6675481,-0.8651684,-0.8398204,-0.9635153,-0.1236949
30,0.0854766,0.023921523,"('intolerant', 'tolerant')",1.9659674,1.9975063,1.025722,1.0107139,-0.0150081
31,-1.0422767,-1.1980453,"('evil', 'good')",-1.5379988,-1.768513,-1.2901378,-1.4832791,-0.1931413
32,0.007901609,0.013906764,"('unkind', 'kind')",1.0697973,0.9175711,0.5388495,0.465739,-0.0731105
33,0.1983116,0.07356353,"('wrong', 'right')",-0.8293539,-0.8806863,-0.3155212,-0.4035614,-0.0880402
34,-0.17234004,-0.054683592,"('mean', 'honorable')",6.143902,6.16497,2.985781,3.0551431,0.0693621
35,-0.114238776,-0.15915579,"('corrupt', 'incorrupt')",-0.45217955,-0.6446129,-0.2832092,-0.4018843,-0.1186751
36,-1.205494,-1.3505529,"('hostile', 'amicable')",-0.40675163,-0.6874167,-0.8061228,-1.0189848,-0.212862
37,-0.01203626,-0.0034879409,"('fake', 'genuine')",0.13078405,0.15096056,0.0593739,0.0737363,0.0143624
38,-0.7524708,-0.7791212,"('untruthful', 'truthful')",0.2410879,0.34452417,-0.2556914,-0.2172985,0.0383929
39,0.24254858,0.24508886,"('exploitative', 'cooperative')",0.1381634,0.20798483,0.190356,0.2265368,0.0361808
40,-0.28016055,-0.23915038,"('stingy', 'generous')",-1.4494178,-1.4584528,-0.8647892,-0.8488016,0.0159876
