,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,-0.3497815,-0.7417354,"('unsociable', 'sociable')",-0.3497815,-0.7417354,-0.3919539
1,-0.77197343,-0.73392344,"('unfriendly', 'friendly')",-0.7719734,-0.7339234,0.03805
2,-0.3745646,-0.511974,"('unlikable', 'likable')",-0.3745646,-0.511974,-0.1374094
3,-1.363795,-1.3749673,"('repellent', 'pleasant')",-1.363795,-1.3749673,-0.0111723
4,-1.6537876,-1.689104,"('disliked', 'liked')",-1.6537876,-1.689104,-0.0353164
5,-0.31138286,-0.0566005,"('distant', 'outgoing')",-0.3113829,-0.0566005,0.2547824
6,-0.82653695,-0.5328269,"('distant', 'open')",-0.826537,-0.5328269,0.2937101
7,-0.795414,-0.7534973,"('insensitive', 'sensitive')",-0.795414,-0.7534973,0.0419167
8,-0.5403077,-0.39019623,"('unaffectionate', 'affectionate')",-0.5403077,-0.3901962,0.1501115
9,-0.8976767,-0.73492295,"('unaffectionate', 'caring')",-0.8976767,-0.7349229,0.1627538
10,-1.0892618,-1.3124585,"('unsympathetic', 'sympathetic')",-1.0892618,-1.3124585,-0.2231967
11,0.587818,0.48848894,"('unhelpful', 'helpful')",0.587818,0.4884889,-0.0993291
12,-1.7199466,-1.6253285,"('unsupportive', 'supportive')",-1.7199466,-1.6253285,0.0946181
13,0.28919208,-0.14209914,"('impolite', 'polite')",0.2891921,-0.1420991,-0.4312912
14,-0.13701321,-0.5315143,"('antisocial', 'social')",-0.1370132,-0.5315143,-0.3945011
15,0.4585441,0.32982555,"('boring', 'funny')",0.4585441,0.3298256,-0.1287185
16,-0.20824376,-0.11105086,"('unpopular', 'popular')",-0.2082438,-0.1110509,0.0971929
17,-0.18550126,-0.2135812,"('nasty', 'nice')",-0.1855013,-0.2135812,-0.0280799
18,-1.1153803,-1.0795183,"('disagreeable', 'welcoming')",-1.1153803,-1.0795183,0.035862
