,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.48433787,-0.54054654,"('unsociable', 'sociable')",0.26126432,0.1925933,-0.50905883,-0.5987887,-0.2440441,-0.3155806,-0.0715365
1,-0.25007838,-0.207521,"('unfriendly', 'friendly')",0.98961884,0.8129987,1.898951,1.751515,0.8794972,0.7856642,-0.093833
2,0.87307423,0.99003726,"('unlikable', 'likable')",1.4212439,1.5584588,0.48478216,0.5875845,0.9263668,1.0453602,0.1189934
3,0.6478613,0.70662653,"('repellent', 'pleasant')",0.4145708,0.5686956,0.3702883,0.39743382,0.4775735,0.5575853,0.0800118
4,0.014220497,0.07003692,"('disliked', 'liked')",-0.57766783,-0.5968529,-6.563291,-6.630675,-2.3755795,-2.3858302,-0.0102507
5,-0.89800584,-0.819059,"('distant', 'outgoing')",-0.0014292896,-0.0058995113,-0.104244605,-0.07253878,-0.3345599,-0.2991658,0.0353941
6,-1.2093,-1.0888604,"('distant', 'open')",-0.78936625,-0.86157304,0.48366973,0.50114715,-0.5049988,-0.4830954,0.0219034
7,0.7382161,0.73154145,"('insensitive', 'sensitive')",0.70262367,0.85788333,0.94239223,0.91139454,0.7944107,0.8336065,0.0391958
8,-0.13788916,-0.12858088,"('unaffectionate', 'affectionate')",-0.43078598,-0.480501,1.0361234,0.9288466,0.1558161,0.1065882,-0.0492279
9,0.60544604,0.6128008,"('unaffectionate', 'caring')",0.3381573,0.2942781,1.3489131,1.3055464,0.7641722,0.7375418,-0.0266304
10,0.084755644,0.07047528,"('unsympathetic', 'sympathetic')",0.03784644,0.15922153,-0.36227462,-0.33530372,-0.0798908,-0.0352023,0.0446885
11,0.09071852,0.11364994,"('unhelpful', 'helpful')",1.174076,1.3669703,1.5697173,1.737395,0.9448373,1.0726717,0.1278344
12,1.748683,1.7790989,"('unsupportive', 'supportive')",0.57321745,0.7874633,-1.785481,-1.7840781,0.1788065,0.260828,0.0820215
13,0.36563396,0.29859984,"('impolite', 'polite')",0.38225412,0.46651936,-0.5038511,-0.4631384,0.0813457,0.1006603,0.0193146
14,1.2270644,1.2245885,"('antisocial', 'social')",1.1219784,1.2485256,-0.52987725,-0.54924035,0.6063886,0.6412912,0.0349026
15,-0.060094446,-0.073841214,"('boring', 'funny')",0.23441844,0.108197615,0.5117218,0.4918671,0.2286819,0.1754078,-0.0532741
16,-1.5698509,-1.5363216,"('unpopular', 'popular')",-1.1482645,-1.0918822,-0.17931205,-0.13072865,-0.9658091,-0.9196442,0.0461649
17,-0.391702,-0.28148475,"('nasty', 'nice')",-0.9116584,-0.7900827,-0.5865441,-0.4644071,-0.6299682,-0.5119915,0.1179767
18,0.29077262,0.31906176,"('disagreeable', 'welcoming')",0.11254834,0.101852864,-0.2694373,-0.27203262,0.0446279,0.0496273,0.0049994
19,-0.65012234,-0.55660504,"('inhospitable', 'hospitable')",-0.18118335,-0.13128908,-0.07395279,0.0013461448,-0.3017528,-0.2288493,0.0729035
20,-1.0619851,-0.9914177,"('rough', 'thoughtful')",-0.19507118,-0.060341686,0.7344929,0.6847901,-0.1741878,-0.1223231,0.0518647
21,0.7479752,0.7299283,"('immoral', 'moral')",0.9376741,0.9779247,-0.60871327,-0.5838771,0.3589787,0.3746587,0.01568
22,0.8954007,0.87829566,"('untrustworthy', 'trustworthy')",1.0862485,1.1009609,-0.4721645,-0.5076848,0.5031615,0.4905239,-0.0126376
23,0.5703429,0.5426933,"('insincere', 'sincere')",0.9547437,1.0150582,5.785714,5.7597017,2.4369335,2.4391511,0.0022176
24,1.3763185,1.4119637,"('dishonest', 'honest')",0.4533436,0.5319328,1.089035,1.0495595,0.972899,0.9978186,0.0249196
25,0.4505317,0.46211725,"('egoistic', 'altruistic')",0.98401535,0.89304507,2.00413,1.892259,1.1462256,1.0824738,-0.0637518
26,1.5770994,1.562361,"('hardhearted', 'benevolent')",0.40076715,0.25733125,1.8875828,1.8102006,1.2884831,1.2099643,-0.0785188
27,0.17431088,0.16400853,"('hardhearted', 'softhearted')",0.18123826,0.25264224,1.6082524,1.4948856,0.6546005,0.6371788,-0.0174217
28,0.059542574,-0.024510548,"('disloyal', 'loyal')",-0.39752683,-0.52470785,1.0891924,0.9739429,0.2504027,0.1415748,-0.1088279
29,0.9979085,0.971883,"('unfair', 'fair')",-0.48477453,-0.5140563,-0.10195523,-0.25044063,0.1370596,0.0691287,-0.0679309
30,1.1462343,1.156063,"('intolerant', 'tolerant')",1.5406137,1.6520383,0.88726485,0.90921545,1.191371,1.2391055,0.0477345
31,-1.1686859,-1.0731807,"('evil', 'good')",-0.86952686,-1.0100044,-0.7688576,-0.8656793,-0.9356901,-0.9829548,-0.0472647
32,0.82392335,0.79945457,"('unkind', 'kind')",0.66438544,0.69526064,1.1963062,1.0701085,0.8948717,0.8549412,-0.0399305
33,0.9724944,0.98977154,"('wrong', 'right')",0.43891868,0.3501455,-0.287164,-0.40340292,0.3747497,0.3121714,-0.0625783
34,-0.07380758,-0.011444479,"('mean', 'honorable')",0.29771549,0.49304307,5.6335053,5.7981205,1.9524711,2.0932396,0.1407685
35,-1.7994882,-1.8284932,"('corrupt', 'incorrupt')",-1.6978889,-1.8784293,0.004512975,-0.17077182,-1.164288,-1.2925648,-0.1282768
36,-1.0846473,-1.0581832,"('hostile', 'amicable')",-1.1209338,-1.3535267,0.32819566,0.13657928,-0.6257952,-0.7583768,-0.1325816
37,-0.74117035,-0.68740106,"('fake', 'genuine')",-0.17356375,-0.09840181,0.55744445,0.5494075,-0.1190966,-0.0787985,0.0402981
38,-0.009429809,0.02180846,"('untruthful', 'truthful')",0.08168269,0.16686264,-0.37972772,-0.29782704,-0.1024916,-0.0363853,0.0661063
39,2.4434552,2.4026392,"('exploitative', 'cooperative')",0.8298253,0.8630789,0.46989185,0.4411015,1.2477241,1.2356065,-0.0121176
