,oneok_male,oneok_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.55063224,-0.7131934,"('unsociable', 'sociable')",-0.22144982,-0.3813259,-0.386041,-0.5472597,-0.1612187
1,-1.0466555,-1.0795336,"('unfriendly', 'friendly')",1.468971,1.3287001,0.2111577,0.1245832,-0.0865745
2,0.32675815,0.40968817,"('unlikable', 'likable')",0.52200663,0.61178416,0.4243824,0.5107362,0.0863538
3,0.15343206,0.2919517,"('repellent', 'pleasant')",0.13068148,0.2009763,0.1420568,0.246464,0.1044072
4,-0.19446464,-0.1517628,"('disliked', 'liked')",-5.6252217,-5.4822354,-2.9098432,-2.8169992,0.092844
5,-1.3112895,-1.27852,"('distant', 'outgoing')",-0.3515222,-0.36055854,-0.8314059,-0.8195392,0.0118667
6,-1.7538503,-1.680909,"('distant', 'open')",-0.18159315,-0.21154949,-0.9677218,-0.9462293,0.0214925
7,0.64252186,0.6606465,"('insensitive', 'sensitive')",0.8571137,0.8257377,0.7498178,0.7431921,-0.0066257
8,-0.8090064,-0.75941604,"('unaffectionate', 'affectionate')",0.5641168,0.48763794,-0.1224448,-0.1358891,-0.0134443
9,-0.7718876,-0.7145581,"('unaffectionate', 'caring')",0.95582294,0.9143895,0.0919677,0.0999157,0.007948
10,0.034025367,-0.026577886,"('unsympathetic', 'sympathetic')",-0.32296836,-0.4534342,-0.1444715,-0.240006,-0.0955345
11,0.65124124,0.6052573,"('unhelpful', 'helpful')",2.2004235,2.1453767,1.4258324,1.375317,-0.0505154
12,-0.074830025,-0.013298949,"('unsupportive', 'supportive')",-1.4310346,-1.4020649,-0.7529323,-0.707682,0.0452503
13,0.7296712,0.5670688,"('impolite', 'polite')",-0.10427403,-0.17658173,0.3126986,0.1952435,-0.1174551
14,1.121793,1.1006743,"('antisocial', 'social')",0.008629039,-0.015726278,0.5652111,0.542474,-0.0227371
15,0.754668,0.6454785,"('boring', 'funny')",0.6724094,0.64033324,0.7135387,0.6429058,-0.0706329
16,-0.81020206,-0.77082044,"('unpopular', 'popular')",0.58778244,0.5651008,-0.1112098,-0.1028598,0.00835
17,-0.2750377,-0.23056287,"('nasty', 'nice')",-0.18349572,-0.11394419,-0.2292667,-0.1722535,0.0570132
18,-0.012035541,-0.04885777,"('disagreeable', 'welcoming')",-0.16544725,-0.24491669,-0.0887414,-0.1468872,-0.0581458
19,-1.3985416,-1.3754519,"('inhospitable', 'hospitable')",-0.18562981,-0.19820364,-0.7920857,-0.7868278,0.0052579
20,-0.44768235,-0.43957725,"('rough', 'thoughtful')",0.91196483,0.8729904,0.2321412,0.2167066,-0.0154346
21,1.0637884,0.9309102,"('immoral', 'moral')",-0.1962016,-0.24957554,0.4337934,0.3406673,-0.0931261
22,0.4742973,0.44475245,"('untrustworthy', 'trustworthy')",-0.7992931,-0.8279668,-0.1624979,-0.1916072,-0.0291093
23,0.42971042,0.3403919,"('insincere', 'sincere')",5.8774242,5.698803,3.1535673,3.0195975,-0.1339698
24,0.42030814,0.3301202,"('dishonest', 'honest')",0.74912256,0.70152724,0.5847154,0.5158237,-0.0688917
25,-0.9729201,-0.9401697,"('egoistic', 'altruistic')",0.97188514,0.94147664,-0.0005175,0.0006535,0.001171
26,-0.40185967,-0.42609897,"('hardhearted', 'benevolent')",1.133932,1.0265371,0.3660362,0.3002191,-0.0658171
27,0.057558127,0.093184404,"('hardhearted', 'softhearted')",0.9874503,0.8657651,0.5225042,0.4794748,-0.0430294
28,-0.35062584,-0.41068074,"('disloyal', 'loyal')",1.2559673,1.1652225,0.4526707,0.3772709,-0.0753998
29,-0.493429,-0.5290586,"('unfair', 'fair')",-0.7172638,-0.8630874,-0.6053464,-0.696073,-0.0907266
30,1.2045159,1.1573757,"('intolerant', 'tolerant')",2.0141225,1.9119672,1.6093192,1.5346714,-0.0746478
31,-1.7822778,-1.699098,"('evil', 'good')",-1.1612222,-1.136619,-1.47175,-1.4178585,0.0538915
32,0.19160083,0.097119674,"('unkind', 'kind')",0.7964984,0.6286819,0.4940496,0.3629008,-0.1311488
33,0.009969249,-0.024960447,"('wrong', 'right')",-0.7180146,-0.6928998,-0.3540227,-0.3589301,-0.0049074
34,-0.24540883,-0.14342901,"('mean', 'honorable')",5.985895,5.879272,2.8702431,2.8679216,-0.0023215
35,-1.2884899,-1.2922211,"('corrupt', 'incorrupt')",-0.7267181,-0.69817376,-1.007604,-0.9951974,0.0124066
36,-1.5330375,-1.4896485,"('hostile', 'amicable')",-0.33327106,-0.384375,-0.9331543,-0.9370117,-0.0038574
37,-0.30533242,-0.3283388,"('fake', 'genuine')",0.2535403,0.25471938,-0.0258961,-0.0368097,-0.0109136
38,-0.44561017,-0.43582323,"('untruthful', 'truthful')",0.33244503,0.42697114,-0.0565826,-0.004426,0.0521566
39,0.772677,0.8772312,"('exploitative', 'cooperative')",0.20300676,0.2624491,0.4878419,0.5698401,0.0819982
40,-0.3567106,-0.35317212,"('stingy', 'generous')",-1.5121497,-1.4973286,-0.9344301,-0.9252504,0.0091797
41,0.59684986,0.55811,"('unforgiving', 'forgiving')",0.25417426,0.17850697,0.4255121,0.3683085,-0.0572036
42,0.17107788,0.22403038,"('unreliable', 'reliable')",-3.1778464,-3.1186948,-1.5033842,-1.4473321,0.0560521
43,0.3671249,0.34937334,"('irresponsible', 'responsible')",0.6556204,0.57387364,0.5113726,0.4616235,-0.0497491
44,0.20260678,0.21943492,"('prejudiced', 'unprejudiced')",-1.7416036,-1.7196257,-0.7694984,-0.7500954,0.019403
45,0.16966248,0.18288006,"('incompetent', 'competent')",0.13568152,0.04119938,0.152672,0.1120397,-0.0406323
