,spatula_male,spatula_female,tuple,average_male,average_female,female-male
0,-0.24136972,-0.397136,"('unsociable', 'sociable')",-0.2413697,-0.397136,-0.1557663
1,-0.23926014,-0.49148387,"('unfriendly', 'friendly')",-0.2392601,-0.4914839,-0.2522238
2,-0.1317686,-0.11890185,"('unlikable', 'likable')",-0.1317686,-0.1189018,0.0128668
3,-1.4198383,-1.3729006,"('repellent', 'pleasant')",-1.4198383,-1.3729006,0.0469377
4,-2.552701,-2.310493,"('disliked', 'liked')",-2.552701,-2.310493,0.242208
5,-0.20099157,-0.15403451,"('distant', 'outgoing')",-0.2009916,-0.1540345,0.0469571
6,-0.5124106,-0.50260174,"('distant', 'open')",-0.5124106,-0.5026017,0.0098089
7,-0.790319,-0.79345584,"('insensitive', 'sensitive')",-0.790319,-0.7934558,-0.0031368
8,-0.3419206,-0.5014062,"('unaffectionate', 'affectionate')",-0.3419206,-0.5014062,-0.1594856
9,-0.646056,-0.83556104,"('unaffectionate', 'caring')",-0.646056,-0.835561,-0.189505
10,-0.8776915,-0.87346965,"('unsympathetic', 'sympathetic')",-0.8776915,-0.8734697,0.0042218
11,0.01647098,0.0065569207,"('unhelpful', 'helpful')",0.016471,0.0065569,-0.0099141
12,-1.4115446,-1.3163534,"('unsupportive', 'supportive')",-1.4115446,-1.3163534,0.0951912
13,-0.075371295,-0.18195796,"('impolite', 'polite')",-0.0753713,-0.181958,-0.1065867
14,0.20475781,0.16762732,"('antisocial', 'social')",0.2047578,0.1676273,-0.0371305
15,0.33399653,0.2765183,"('boring', 'funny')",0.3339965,0.2765183,-0.0574782
16,-0.41825858,-0.4297625,"('unpopular', 'popular')",-0.4182586,-0.4297625,-0.0115039
17,-0.5917833,-0.5847494,"('nasty', 'nice')",-0.5917833,-0.5847494,0.0070339
18,-0.5982872,-0.72470075,"('disagreeable', 'welcoming')",-0.5982872,-0.7247007,-0.1264135
19,-1.3304516,-1.2922239,"('inhospitable', 'hospitable')",-1.3304516,-1.2922239,0.0382277
20,0.74381137,0.6849363,"('rough', 'thoughtful')",0.7438114,0.6849363,-0.0588751
21,0.20823345,0.20518933,"('immoral', 'moral')",0.2082334,0.2051893,-0.0030441
22,0.0075216,-0.040389784,"('untrustworthy', 'trustworthy')",0.0075216,-0.0403898,-0.0479114
23,1.3012053,1.0386721,"('insincere', 'sincere')",1.3012053,1.0386721,-0.2625332
24,-0.35374585,-0.50822634,"('dishonest', 'honest')",-0.3537458,-0.5082263,-0.1544805
25,0.21089813,0.05632487,"('egoistic', 'altruistic')",0.2108981,0.0563249,-0.1545732
26,0.63201094,0.4022361,"('hardhearted', 'benevolent')",0.6320109,0.4022361,-0.2297748
27,-0.008318975,-0.13990086,"('hardhearted', 'softhearted')",-0.008319,-0.1399009,-0.1315819
28,-0.11398725,-0.3386491,"('disloyal', 'loyal')",-0.1139873,-0.3386491,-0.2246618
29,-0.28023282,-0.32486513,"('unfair', 'fair')",-0.2802328,-0.3248651,-0.0446323
30,-0.028530454,-0.22649127,"('intolerant', 'tolerant')",-0.0285305,-0.2264913,-0.1979608
31,-0.8042261,-0.6526244,"('evil', 'good')",-0.8042261,-0.6526244,0.1516017
32,0.4072952,0.25862864,"('unkind', 'kind')",0.4072952,0.2586286,-0.1486666
33,-0.16628075,-0.28858763,"('wrong', 'right')",-0.1662807,-0.2885876,-0.1223069
34,1.6380528,1.631075,"('mean', 'honorable')",1.6380528,1.631075,-0.0069778
