,applause_male,applause_female,tuple,average_male,average_female,female-male
0,0.5812277,0.57257617,"('unsociable', 'sociable')",0.5812277,0.5725762,-0.0086515
1,0.9158325,0.9625207,"('unfriendly', 'friendly')",0.9158325,0.9625207,0.0466882
2,0.006797537,0.277347,"('unlikable', 'likable')",0.0067975,0.277347,0.2705495
3,0.9156781,1.177347,"('repellent', 'pleasant')",0.9156781,1.1773469,0.2616688
4,-7.0128307,-7.252059,"('disliked', 'liked')",-7.0128307,-7.252059,-0.2392283
5,-0.5238273,-0.45292443,"('distant', 'outgoing')",-0.5238273,-0.4529244,0.0709029
6,-0.1357418,-0.206686,"('distant', 'open')",-0.1357418,-0.206686,-0.0709442
7,1.4558135,1.5741568,"('insensitive', 'sensitive')",1.4558135,1.5741568,0.1183433
8,0.85582983,0.7906009,"('unaffectionate', 'affectionate')",0.8558298,0.7906009,-0.0652289
9,1.212446,1.2831148,"('unaffectionate', 'caring')",1.212446,1.2831148,0.0706688
10,1.3741959,1.4784591,"('unsympathetic', 'sympathetic')",1.3741959,1.4784591,0.1042632
11,1.7246987,1.9025027,"('unhelpful', 'helpful')",1.7246987,1.9025027,0.177804
12,-1.2783359,-1.1600616,"('unsupportive', 'supportive')",-1.2783359,-1.1600616,0.1182743
13,0.2615478,0.5733919,"('impolite', 'polite')",0.2615478,0.5733919,0.3118441
14,0.44473854,0.51387846,"('antisocial', 'social')",0.4447385,0.5138785,0.06914
15,0.6406922,0.5863926,"('boring', 'funny')",0.6406922,0.5863926,-0.0542996
16,-0.74859375,-0.6753626,"('unpopular', 'popular')",-0.7485937,-0.6753626,0.0732311
17,0.06326105,0.0026720092,"('nasty', 'nice')",0.063261,0.002672,-0.060589
18,-0.4038144,-0.26209387,"('disagreeable', 'welcoming')",-0.4038144,-0.2620939,0.1417205
19,-0.73702157,-0.6662427,"('inhospitable', 'hospitable')",-0.7370216,-0.6662427,0.0707789
20,0.60817647,0.46819985,"('rough', 'thoughtful')",0.6081765,0.4681998,-0.1399767
21,0.15539613,0.5240929,"('immoral', 'moral')",0.1553961,0.5240929,0.3686968
22,0.24386114,0.33403057,"('untrustworthy', 'trustworthy')",0.2438611,0.3340306,0.0901695
23,5.994426,6.4613237,"('insincere', 'sincere')",5.9944258,6.4613237,0.4668979
24,1.4598683,1.6978235,"('dishonest', 'honest')",1.4598683,1.6978235,0.2379552
25,0.6267548,0.5859583,"('egoistic', 'altruistic')",0.6267548,0.5859583,-0.0407965
26,1.1956433,0.79080105,"('hardhearted', 'benevolent')",1.1956433,0.790801,-0.4048423
27,1.7649735,1.5971187,"('hardhearted', 'softhearted')",1.7649735,1.5971187,-0.1678548
28,1.4313118,1.2393923,"('disloyal', 'loyal')",1.4313118,1.2393923,-0.1919195
29,-0.3944455,-0.58386153,"('unfair', 'fair')",-0.3944455,-0.5838615,-0.189416
