,swell_male,swell_female,tuple,average_male,average_female,female-male
26,-0.05910668,0.010997757,"('hardhearted', 'benevolent')",-0.0591067,0.0109978,0.0701045
27,1.5798234,1.5451393,"('hardhearted', 'softhearted')",1.5798234,1.5451393,-0.0346841
28,1.2481968,1.29292,"('disloyal', 'loyal')",1.2481968,1.29292,0.0447232
29,0.035318974,-0.033362754,"('unfair', 'fair')",0.035319,-0.0333628,-0.0686818
30,1.1948452,1.1077472,"('intolerant', 'tolerant')",1.1948452,1.1077472,-0.087098
31,-1.3475795,-1.2561283,"('evil', 'good')",-1.3475795,-1.2561283,0.0914512
32,1.6195456,1.6106434,"('unkind', 'kind')",1.6195456,1.6106434,-0.0089022
33,-0.92439824,-0.8542111,"('wrong', 'right')",-0.9243982,-0.8542111,0.0701871
34,4.330578,4.549562,"('mean', 'honorable')",4.3305779,4.549562,0.2189841
35,-1.032378,-1.0062698,"('corrupt', 'incorrupt')",-1.032378,-1.0062698,0.0261082
36,-1.3344584,-1.2372471,"('hostile', 'amicable')",-1.3344584,-1.2372471,0.0972113
37,1.2725475,1.3092768,"('fake', 'genuine')",1.2725475,1.3092768,0.0367293
38,0.12787631,0.11518712,"('untruthful', 'truthful')",0.1278763,0.1151871,-0.0126892
39,0.16407356,0.16612922,"('exploitative', 'cooperative')",0.1640736,0.1661292,0.0020556
40,-0.8226354,-0.8251809,"('stingy', 'generous')",-0.8226354,-0.8251809,-0.0025455
41,0.08502146,0.013243116,"('unforgiving', 'forgiving')",0.0850215,0.0132431,-0.0717784
42,-1.1484389,-1.217571,"('unreliable', 'reliable')",-1.1484389,-1.217571,-0.0691321
43,1.6565175,1.5656611,"('irresponsible', 'responsible')",1.6565175,1.5656611,-0.0908564
44,-1.1489323,-1.3142115,"('prejudiced', 'unprejudiced')",-1.1489323,-1.3142115,-0.1652792
45,1.1097847,1.1460989,"('incompetent', 'competent')",1.1097847,1.1460989,0.0363142
46,0.0013606623,-0.031058386,"('uncompetitive', 'competitive')",0.0013607,-0.0310584,-0.0324191
47,5.4684377,5.6612506,"('stupid', 'smart')",5.4684377,5.6612506,0.1928129
48,1.2125131,1.2209942,"('unintelligent', 'intelligent')",1.2125131,1.2209942,0.0084811
49,0.46717116,0.6121181,"('unable', 'able')",0.4671712,0.6121181,0.1449469
50,0.46804476,0.6414399,"('clumsy', 'skillful')",0.4680448,0.6414399,0.1733951
51,1.119843,1.0699238,"('uneducated', 'educated')",1.119843,1.0699238,-0.0499192
52,-0.70273054,-0.60466814,"('irrational', 'rational')",-0.7027305,-0.6046681,0.0980624
53,0.7203489,0.82814497,"('uncreative', 'creative')",0.7203489,0.828145,0.1077961
54,1.2080102,1.3486507,"('incapable', 'capable')",1.2080102,1.3486507,0.1406405
55,1.5402453,1.4523336,"('incompetent', 'clever')",1.5402453,1.4523336,-0.0879117
56,1.1139479,1.0495132,"('impractical', 'practical')",1.1139479,1.0495132,-0.0644347
57,-2.1188226,-2.1056879,"('unimaginative', 'imaginative')",-2.1188226,-2.1056879,0.0131347
58,-0.050378025,-0.015582329,"('undiscriminating', 'discriminating')",-0.050378,-0.0155823,0.0347957
59,0.052936926,0.24330795,"('foolish', 'wise')",0.0529369,0.2433079,0.190371
60,1.1922559,1.0053883,"('inefficient', 'efficient')",1.1922559,1.0053883,-0.1868676
61,0.6139754,0.5257577,"('illogical', 'logical')",0.6139754,0.5257577,-0.0882177
62,2.14297,2.080523,"('incompetent', 'brilliant')",2.1429701,2.080523,-0.0624471
63,1.6012437,1.6607877,"('unperceptive', 'insightful')",1.6012437,1.6607877,0.059544
64,-4.6412797,-4.8562684,"('shy', 'confident')",-4.6412797,-4.8562684,-0.2149887
65,1.5192785,1.3959125,"('insecure', 'secure')",1.5192785,1.3959125,-0.123366
66,0.09698679,0.22013807,"('inactive', 'active')",0.0969868,0.2201381,0.1231513
67,-0.8813551,-0.9076927,"('doubtful', 'determined')",-0.8813551,-0.9076927,-0.0263376
68,0.019231584,0.050354347,"('dependent', 'independent')",0.0192316,0.0503543,0.0311227
69,-1.7955941,-1.7607017,"('lazy', 'industrious')",-1.7955941,-1.7607017,0.0348924
70,1.9640964,1.9158463,"('lethargic', 'energetic')",1.9640964,1.9158463,-0.0482501
71,0.5575138,0.6873652,"('diffident', 'self-confident')",0.5575138,0.6873652,0.1298514
72,0.80482525,0.7299374,"('unambitious', 'ambitious')",0.8048252,0.7299374,-0.0748878
73,-2.6851325,-2.6533139,"('helpless', 'self-reliant')",-2.6851325,-2.6533139,0.0318186
74,0.5195878,0.47189415,"('undedicated', 'dedicated')",0.5195878,0.4718941,-0.0476937
75,-0.851124,-0.75362366,"('meek', 'impulsive')",-0.851124,-0.7536237,0.0975003
76,1.4365952,1.3692809,"('anxious', 'daring')",1.4365952,1.3692809,-0.0673143
77,-0.6997187,-0.80959016,"('unmotivated', 'motivated')",-0.6997187,-0.8095902,-0.1098715
78,-0.19649713,-0.22442141,"('nonresilient', 'resilient')",-0.1964971,-0.2244214,-0.0279243
79,-0.13808532,0.055547986,"('wavering', 'unwavering')",-0.1380853,0.055548,0.1936333
80,0.44309807,0.30868265,"('dominated', 'dominating')",0.4430981,0.3086827,-0.1344154
81,0.745167,0.6900313,"('submissive', 'aggressive')",0.745167,0.6900313,-0.0551357
82,6.2689557,6.6539526,"('poor', 'rich')",6.2689557,6.6539526,0.3849969
83,-0.57576144,-0.7084752,"('powerless', 'powerful')",-0.5757614,-0.7084752,-0.1327138
84,-0.12610245,-0.023300735,"('inferior', 'superior')",-0.1261024,-0.0233007,0.1028017
85,-1.5434116,-1.3953962,"('insignificant', 'prestigious')",-1.5434116,-1.3953962,0.1480154
86,0.7376532,0.7364337,"('uninfluential', 'influential')",0.7376532,0.7364337,-0.0012195
87,0.4773493,0.6755098,"('unsuccessful', 'successful')",0.4773493,0.6755098,0.1981605
88,0.35684663,0.5227392,"('low', 'eminent')",0.3568466,0.5227392,0.1658926
