,level_male,level_female,tuple,3_male,3_female,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.0658762,-0.113108896,"('unsociable', 'sociable')",0.50028783,0.54253775,0.17215867,0.030442258,-0.19772932,-0.2744282,0.1022102,0.0463607,-0.0558495
1,-0.85619324,-0.938141,"('unfriendly', 'friendly')",-2.4041212,-2.4134765,0.58587193,0.45135576,1.7582114,1.6201872,-0.2290578,-0.3200186,-0.0909608
2,0.93544143,0.9655988,"('unlikable', 'likable')",0.7340663,0.87438273,1.2868947,1.3637596,0.37915814,0.40950534,0.8338901,0.9033116,0.0694215
3,-0.54395396,-0.459132,"('repellent', 'pleasant')",0.564989,0.7492921,0.5299217,0.6827641,0.21614397,0.32741326,0.1917752,0.3250844,0.1333092
4,-0.19814539,-0.17209178,"('disliked', 'liked')",-0.80797875,-0.90506524,-1.1124201,-1.1939403,-6.590869,-6.8334966,-2.1773534,-2.2761483,-0.0987949
5,-1.00469,-1.0013754,"('distant', 'outgoing')",-1.4125688,-1.432099,-0.16465741,-0.12165494,-0.23800221,-0.34485808,-0.7049796,-0.7249969,-0.0200173
6,-0.61046416,-0.6014053,"('distant', 'open')",-2.2484493,-2.2037528,-1.0508028,-1.0283501,0.38634664,0.26564634,-0.8808424,-0.8919655,-0.0111231
7,1.5682656,1.5937479,"('insensitive', 'sensitive')",0.94420904,1.0665729,0.4730042,0.5736057,0.6840645,0.7739661,0.9173858,1.0019732,0.0845874
8,-0.24100505,-0.2551505,"('unaffectionate', 'affectionate')",-1.9802697,-1.9569929,-1.0896412,-1.1047583,0.88180643,0.78004855,-0.6072774,-0.6342133,-0.0269359
9,0.14711845,0.14653262,"('unaffectionate', 'caring')",-1.5382171,-1.4652905,-0.12820594,-0.1480528,1.1673932,1.1519196,-0.0879778,-0.0787228,0.009255
10,-0.010498427,0.006840028,"('unsympathetic', 'sympathetic')",1.410972,1.6371576,0.14679395,0.24900663,-0.3828816,-0.25596148,0.2910965,0.4092607,0.1181642
11,0.70002437,0.7163556,"('unhelpful', 'helpful')",1.1177424,1.201537,1.4788406,1.5423771,1.732578,1.8806889,1.2572963,1.3352396,0.0779433
12,1.316919,1.4359065,"('unsupportive', 'supportive')",1.3268971,1.5683353,0.21666723,0.39226973,-1.932936,-1.9156679,0.2318868,0.3702109,0.1383241
13,0.48266274,0.48789316,"('impolite', 'polite')",0.97404176,1.027125,0.98484343,1.0569738,-0.33706808,-0.2801355,0.5261199,0.5729641,0.0468442
14,1.2685844,1.245474,"('antisocial', 'social')",1.8479377,1.8652714,1.795008,1.7684529,-0.39394146,-0.3546497,1.1293972,1.1311371,0.0017399
