,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0483868,-1.2212855,"('unsociable', 'sociable')",-0.03792275,-0.26121607,-0.5431548,-0.7412508,-0.198096
1,-0.14719336,-0.24182917,"('unfriendly', 'friendly')",1.2680776,1.1591624,0.5604421,0.4586666,-0.1017755
2,0.44130123,0.3917349,"('unlikable', 'likable')",0.61590517,0.6413367,0.5286032,0.5165358,-0.0120674
3,-0.57549953,-0.57617766,"('repellent', 'pleasant')",1.1184844,1.0433729,0.2714924,0.2335976,-0.0378948
4,-0.12375411,-0.17081788,"('disliked', 'liked')",-6.693151,-6.704851,-3.4084525,-3.4378345,-0.029382
5,0.2879987,0.27892628,"('distant', 'outgoing')",-0.57089114,-0.42896488,-0.1414462,-0.0750193,0.0664269
6,0.04609229,0.025511326,"('distant', 'open')",-0.7465767,-0.6345064,-0.3502422,-0.3044975,0.0457447
7,-0.84198666,-0.84515566,"('insensitive', 'sensitive')",0.19342132,0.15143618,-0.3242827,-0.3468598,-0.0225771
8,-1.1275874,-1.1612215,"('unaffectionate', 'affectionate')",0.4247172,0.45433405,-0.3514351,-0.3534437,-0.0020086
9,-0.9898721,-1.03299,"('unaffectionate', 'caring')",0.9745106,1.0320442,-0.0076807,-0.0004729,0.0072078
10,-1.7778438,-1.9016713,"('unsympathetic', 'sympathetic')",-0.57975835,-0.6625188,-1.1788011,-1.2820951,-0.103294
11,-1.0292225,-1.0775801,"('unhelpful', 'helpful')",1.7772194,1.8298504,0.3739985,0.3761352,0.0021367
12,-1.0169306,-1.0308119,"('unsupportive', 'supportive')",-2.2888956,-2.267546,-1.6529131,-1.649179,0.0037341
13,-1.0708083,-1.1976209,"('impolite', 'polite')",-0.8124606,-0.87509567,-0.9416344,-1.0363582,-0.0947238
14,-0.06785655,-0.16189377,"('antisocial', 'social')",0.10697048,-0.075834975,0.019557,-0.1188644,-0.1384214
15,0.65352833,0.5632081,"('boring', 'funny')",0.018744603,-0.029455088,0.3361365,0.2668765,-0.06926
16,-0.26432192,-0.28998,"('unpopular', 'popular')",0.6402578,0.49517745,0.1879679,0.1025987,-0.0853692
17,-0.5409938,-0.49330795,"('nasty', 'nice')",-0.41771433,-0.38002586,-0.4793541,-0.4366669,0.0426872
18,0.11859065,0.0748324,"('disagreeable', 'welcoming')",-0.73640233,-0.7917177,-0.3089058,-0.3584427,-0.0495369
19,-0.9879145,-0.99248594,"('inhospitable', 'hospitable')",-0.7340369,-0.6153418,-0.8609757,-0.8039138,0.0570619
20,0.13654906,0.1314444,"('rough', 'thoughtful')",1.0558169,1.0841674,0.5961829,0.6078058,0.0116229
21,-0.3135287,-0.49820882,"('immoral', 'moral')",-0.3336427,-0.4371627,-0.3235857,-0.4676858,-0.1441001
22,-0.010171305,-0.10506405,"('untrustworthy', 'trustworthy')",-0.78291225,-0.8682639,-0.3965418,-0.486664,-0.0901222
23,-1.0587463,-1.1813716,"('insincere', 'sincere')",5.864386,5.741807,2.4028199,2.2802176,-0.1226023
24,-0.7953474,-0.8944751,"('dishonest', 'honest')",0.6953647,0.70796293,-0.0499913,-0.0932561,-0.0432648
25,0.7663557,0.77249527,"('egoistic', 'altruistic')",1.2117106,1.1644589,0.9890331,0.9684771,-0.020556
26,0.69430816,0.57106555,"('hardhearted', 'benevolent')",1.6518401,1.5142998,1.1730741,1.0426826,-0.1303915
27,0.2172893,0.31002703,"('hardhearted', 'softhearted')",0.9383985,0.9512477,0.5778439,0.6306373,0.0527934
28,-0.6958008,-0.7790747,"('disloyal', 'loyal')",1.0058631,0.8627726,0.1550311,0.0418489,-0.1131822
29,0.34972513,0.31498358,"('unfair', 'fair')",-0.2266719,-0.28579134,0.0615266,0.0145961,-0.0469305
30,-0.48260912,-0.5753063,"('intolerant', 'tolerant')",1.0473609,0.9584172,0.2823759,0.1915554,-0.0908205
31,0.47258967,0.5879814,"('evil', 'good')",-1.0977002,-1.0964668,-0.3125553,-0.2542427,0.0583126
32,-0.47186285,-0.5629632,"('unkind', 'kind')",0.893527,0.65872353,0.2108321,0.0478802,-0.1629519
33,0.6306673,0.6020995,"('wrong', 'right')",-0.6261245,-0.60529304,0.0022714,-0.0015968,-0.0038682
34,0.20856449,0.24930474,"('mean', 'honorable')",5.514578,5.6888943,2.8615711,2.9690995,0.1075284
35,0.7044709,0.7103999,"('corrupt', 'incorrupt')",-0.6544794,-0.62931114,0.0249957,0.0405444,0.0155487
36,-0.013122469,-0.07016063,"('hostile', 'amicable')",-0.4050751,-0.49583763,-0.2090988,-0.2829991,-0.0739003
37,-0.6515039,-0.6718543,"('fake', 'genuine')",-0.29040542,-0.21698964,-0.4709547,-0.444422,0.0265327
38,-0.50186807,-0.5778036,"('untruthful', 'truthful')",-0.27292073,-0.18668188,-0.3873944,-0.3822427,0.0051517
39,0.66641057,0.68968374,"('exploitative', 'cooperative')",0.4214827,0.42694032,0.5439466,0.5583121,0.0143655
40,0.00181319,-0.0031069517,"('stingy', 'generous')",-2.0024836,-2.0451376,-1.0003352,-1.0241222,-0.023787
41,-0.5990565,-0.67878,"('unforgiving', 'forgiving')",-0.16075015,-0.26301295,-0.3799033,-0.4708965,-0.0909932
42,-0.54658175,-0.55234885,"('unreliable', 'reliable')",-3.3414154,-3.2824717,-1.9439986,-1.9174103,0.0265883
43,-1.8687128,-1.9430959,"('irresponsible', 'responsible')",0.2628341,0.24122141,-0.8029394,-0.8509372,-0.0479978
44,0.5253644,0.5635349,"('prejudiced', 'unprejudiced')",-1.5004743,-1.4694395,-0.487555,-0.4529523,0.0346027
45,-1.308202,-1.3840742,"('incompetent', 'competent')",-0.017571371,-0.07488991,-0.6628867,-0.7294821,-0.0665954
46,-1.5342207,-1.6197783,"('uncompetitive', 'competitive')",-0.96795833,-1.0862435,-1.2510896,-1.3530109,-0.1019213
47,0.41467422,0.44491926,"('stupid', 'smart')",5.618841,5.701461,3.0167577,3.07319,0.0564323
48,0.15768144,0.103168495,"('unintelligent', 'intelligent')",1.0661166,1.0462506,0.611899,0.5747095,-0.0371895
49,-0.33413368,-0.29235956,"('unable', 'able')",-0.14274737,-0.07642157,-0.2384405,-0.1843906,0.0540499
50,-0.3520495,-0.37993112,"('clumsy', 'skillful')",-0.10493034,-0.18533468,-0.2284899,-0.2826329,-0.054143
51,-0.78839326,-0.90144753,"('uneducated', 'educated')",0.4634139,0.34301445,-0.1624897,-0.2792165,-0.1167268
52,0.2973745,0.16298077,"('irrational', 'rational')",0.22608924,0.10168965,0.2617319,0.1323352,-0.1293967
53,-0.20324361,-0.31299287,"('uncreative', 'creative')",0.5671893,0.47543067,0.1819728,0.0812189,-0.1007539
54,-0.6434894,-0.68532735,"('incapable', 'capable')",0.48640212,0.5600749,-0.0785436,-0.0626262,0.0159174
55,-0.6971523,-0.7866446,"('incompetent', 'clever')",0.5716607,0.51329005,-0.0627458,-0.1366773,-0.0739315
56,-0.16594006,-0.310996,"('impractical', 'practical')",-0.23019229,-0.26587176,-0.1980662,-0.2884339,-0.0903677
57,-1.0945684,-1.2480559,"('unimaginative', 'imaginative')",-3.007244,-3.0792074,-2.0509062,-2.1636317,-0.1127255
58,-0.15173128,-0.19173956,"('undiscriminating', 'discriminating')",-0.030838251,-0.028971102,-0.0912848,-0.1103553,-0.0190705
59,0.49102637,0.48489714,"('foolish', 'wise')",0.13358547,0.1751413,0.3123059,0.3300192,0.0177133
60,-0.13048236,-0.1556951,"('inefficient', 'efficient')",0.0020392695,0.111655965,-0.0642215,-0.0220196,0.0422019
61,-0.10618144,-0.2654227,"('illogical', 'logical')",0.49089268,0.27619466,0.1923556,0.005386,-0.1869696
62,-0.5345736,-0.5498997,"('incompetent', 'brilliant')",0.5541884,0.71954787,0.0098074,0.0848241,0.0750167
63,-0.98772955,-1.0358793,"('unperceptive', 'insightful')",0.34501594,0.368954,-0.3213568,-0.3334626,-0.0121058
64,-0.16722116,-0.27088368,"('shy', 'confident')",-6.4823565,-6.530387,-3.3247888,-3.4006352,-0.0758464
65,-0.12962593,-0.22074541,"('insecure', 'secure')",-0.038498122,-0.07498514,-0.084062,-0.1478653,-0.0638033
66,-0.76912385,-0.8065426,"('inactive', 'active')",-0.051901724,-0.011598818,-0.4105128,-0.4090707,0.0014421
67,-0.40579468,-0.45660222,"('doubtful', 'determined')",-0.56791866,-0.60420305,-0.4868567,-0.5304027,-0.043546
68,0.43734747,0.405132,"('dependent', 'independent')",-0.59682107,-0.59166837,-0.0797368,-0.0932682,-0.0135314
69,1.6940211,1.7786808,"('lazy', 'industrious')",-0.81907785,-0.7142658,0.4374716,0.5322075,0.0947359
70,-2.1378016,-2.1786265,"('lethargic', 'energetic')",-0.12627819,-0.16353628,-1.1320399,-1.1710814,-0.0390415
