,mead_male,mead_female,tuple,johnson_male,johnson_female,nutrition_male,nutrition_female,co_male,co_female,average_male,average_female,female-male
0,0.78157425,0.704659,"('unsociable', 'sociable')",0.6307943,0.38964203,1.4634237,1.3900363,-0.011082375,-0.19621748,0.7161775,0.5720299,-0.1441476
1,-0.12195283,-0.25620157,"('unfriendly', 'friendly')",-0.22424188,-0.34949502,1.2478107,1.3553437,1.7159445,1.6720963,0.6543901,0.6054358,-0.0489543
2,0.89425534,0.88273215,"('unlikable', 'likable')",1.2480217,1.280992,1.1642715,1.1488284,0.9276427,0.9773044,1.0585479,1.0724642,0.0139163
3,-0.14268854,-0.11298585,"('repellent', 'pleasant')",-0.72279,-0.6671606,-1.5032123,-1.3293532,0.26659644,0.3067212,-0.5255237,-0.4506946,0.0748291
4,-1.8963974,-1.887051,"('disliked', 'liked')",0.018676063,0.0014529089,0.06931436,0.17425677,-6.8803997,-7.011648,-2.1722016,-2.1807473,-0.0085457
5,-0.8108939,-0.7867031,"('distant', 'outgoing')",-0.32020706,-0.15036999,0.6793672,0.83822,-0.5011645,-0.34026068,-0.2382246,-0.1097784,0.1284462
6,-1.1506354,-1.1055341,"('distant', 'open')",-0.11705305,0.10835765,0.6553594,0.86799455,-0.050914258,0.12864417,-0.1658108,-0.0001344,0.1656764
7,0.84798527,0.90716,"('insensitive', 'sensitive')",-0.018195078,0.001501455,0.075984225,0.17846908,0.22462118,0.23704374,0.2825989,0.3310436,0.0484447
8,-0.43112278,-0.5150365,"('unaffectionate', 'affectionate')",0.14029464,0.16531941,0.5835068,0.5408113,0.71913064,0.7472706,0.2529523,0.2345912,-0.0183611
9,0.5017044,0.41275495,"('unaffectionate', 'caring')",0.1402055,0.15085264,1.3863915,1.4225775,1.2784435,1.3186619,0.8266863,0.8262118,-0.0004745
10,0.75245076,0.78573537,"('unsympathetic', 'sympathetic')",0.13811457,0.06608988,0.33561015,0.44935825,-0.2048178,-0.25325823,0.2553394,0.2619813,0.0066419
11,0.1794445,0.1609049,"('unhelpful', 'helpful')",0.6823295,0.6152761,0.25664374,0.24914142,1.989655,1.9664804,0.7770182,0.7479507,-0.0290675
12,0.9743625,0.9904357,"('unsupportive', 'supportive')",1.5389091,1.5698829,1.9517937,2.1498656,-1.9262108,-1.9328744,0.6347135,0.6943274,0.0596139
13,0.8693314,0.8320906,"('impolite', 'polite')",0.25905424,0.14924769,1.3642259,1.3132396,-0.2651087,-0.35858196,0.5568757,0.483999,-0.0728767
14,0.71637046,0.7011314,"('antisocial', 'social')",-0.14230326,-0.20301135,0.42154783,0.407952,-0.3529458,-0.49655837,0.1606673,0.1023784,-0.0582889
15,-0.44321817,-0.50434244,"('boring', 'funny')",-0.26011166,-0.2632801,0.3736713,0.30490673,0.28875202,0.28105095,-0.0102266,-0.0454162,-0.0351896
16,-0.5829636,-0.56711495,"('unpopular', 'popular')",-0.7421517,-0.7862198,-0.6371647,-0.5869707,0.29932037,0.21957526,-0.4157399,-0.4301825,-0.0144426
17,-0.6836194,-0.638966,"('nasty', 'nice')",-0.3853059,-0.275538,-0.4730023,-0.31000164,-0.5123904,-0.42010054,-0.5135795,-0.4111516,0.1024279
18,0.38902682,0.38324037,"('disagreeable', 'welcoming')",0.07641198,0.13934234,0.25189722,0.38122344,-0.44777492,-0.38245857,0.0673903,0.1303369,0.0629466
19,-0.38823092,-0.32977313,"('inhospitable', 'hospitable')",-0.4527342,-0.30867234,0.10518357,0.20391527,-0.3402414,-0.16657285,-0.2690057,-0.1502758,0.1187299
20,0.112624735,0.16507082,"('rough', 'thoughtful')",-0.60993695,-0.56767666,0.1913349,0.3387269,0.6337123,0.6432576,0.0819337,0.1448447,0.062911
21,0.6657526,0.6906884,"('immoral', 'moral')",0.2791375,0.18673141,1.5896652,1.6081494,-0.45228893,-0.48163497,0.5205666,0.5009836,-0.019583
22,-0.11420596,-0.17939904,"('untrustworthy', 'trustworthy')",0.14584786,0.11387998,-0.28820923,-0.29802138,-0.14619383,-0.20651147,-0.1006903,-0.142513,-0.0418227
23,1.0519259,0.9784293,"('insincere', 'sincere')",0.067259654,-0.09959053,0.4156127,0.5223293,5.7086635,5.6957083,1.8108654,1.774219,-0.0366464
24,0.4469774,0.4205947,"('dishonest', 'honest')",0.027049173,0.009969395,0.5793793,0.6019244,0.9103888,0.8890349,0.4909487,0.4803808,-0.0105679
25,0.027700992,-0.0016534701,"('egoistic', 'altruistic')",0.32397845,0.25708377,0.6001016,0.6034721,1.4579036,1.4086,0.6024212,0.5668756,-0.0355456
26,0.17495854,0.037903678,"('hardhearted', 'benevolent')",0.12574282,0.068743035,1.3777738,1.4378103,1.6406908,1.5539854,0.8297915,0.7746106,-0.0551809
27,-0.09392843,-0.076918185,"('hardhearted', 'softhearted')",-0.36776912,-0.287977,0.40903968,0.39452884,1.140412,1.1197078,0.2719385,0.2873354,0.0153969
28,-0.48337618,-0.5052129,"('disloyal', 'loyal')",-0.3322545,-0.5240881,0.6906394,0.6920206,1.0923283,0.9880917,0.2418343,0.1627028,-0.0791315
29,-0.77263236,-0.7898716,"('unfair', 'fair')",0.0029051648,0.008064063,-1.0919269,-0.9883583,-0.5405751,-0.5371783,-0.6005573,-0.576836,0.0237213
30,0.097284615,0.13284418,"('intolerant', 'tolerant')",-0.27287874,-0.3313079,0.9590271,1.0206699,0.3716535,0.3752996,0.2887716,0.2993765,0.0106049
31,-1.5515832,-1.5228404,"('evil', 'good')",-0.4708679,-0.32505485,-0.91552997,-0.70136976,-0.94176793,-0.8152366,-0.9699373,-0.8411254,0.1288119
32,0.6108071,0.5044264,"('unkind', 'kind')",0.7265262,0.6194185,1.6520375,1.6413133,1.483054,1.3049449,1.1181062,1.0175258,-0.1005804
33,0.2394487,0.15519767,"('wrong', 'right')",0.8157488,0.7718158,1.2505947,1.2722695,-0.5367835,-0.53952885,0.4422522,0.4149385,-0.0273137
34,-0.30822614,-0.25714487,"('mean', 'honorable')",-0.5423429,-0.46462288,0.8295632,1.0168039,5.336444,5.482683,1.3288596,1.4444299,0.1155703
35,-1.3738714,-1.4302448,"('corrupt', 'incorrupt')",-0.8602953,-0.8068477,-1.403004,-1.3904002,-0.5068217,-0.44244277,-1.0359981,-1.0174838,0.0185143
36,-1.6853095,-1.6755446,"('hostile', 'amicable')",-0.72266376,-0.68753874,-0.9342818,-0.7467964,0.0750087,0.072780006,-0.8168116,-0.759275,0.0575366
37,0.91091084,0.8852547,"('fake', 'genuine')",-0.2493687,-0.28342834,0.6860631,0.72412854,0.217162,0.25300696,0.3911918,0.3947405,0.0035487
38,-0.18729332,-0.20556778,"('untruthful', 'truthful')",0.65355396,0.6424967,1.5266819,1.604675,0.09712096,0.15539436,0.5225159,0.5492496,0.0267337
39,1.5365233,1.592222,"('exploitative', 'cooperative')",1.1838666,1.2624407,0.39950368,0.38468817,0.70885587,0.7474577,0.9571874,0.9967021,0.0395147
40,0.11451079,0.10253684,"('stingy', 'generous')",0.4155172,0.30591524,0.06880827,0.19596596,-2.3979986,-2.4739366,-0.4497906,-0.4673796,-0.017589
41,0.7643353,0.7735187,"('unforgiving', 'forgiving')",1.0100502,0.92770416,1.5273273,1.5912033,0.5497274,0.50868154,0.96286,0.9502769,-0.0125831
