,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,female-male
0,-0.21497685,-0.37236232,"('unsociable', 'sociable')",0.27209738,0.25286224,0.36617145,0.17030826,0.1410973,0.0169361,-0.1241612
1,0.059583653,-0.015489057,"('unfriendly', 'friendly')",0.19522548,0.12022385,1.3694526,1.2746516,0.5414206,0.4597955,-0.0816251
2,1.1613214,1.1923459,"('unlikable', 'likable')",0.39626092,0.47919562,0.9320861,1.0954336,0.8298895,0.922325,0.0924355
3,-0.9472359,-0.87696624,"('repellent', 'pleasant')",-0.7280218,-0.58560383,0.5339517,0.5864629,-0.3804353,-0.2920357,0.0883996
4,0.1395085,0.13552588,"('disliked', 'liked')",-0.0022507925,-0.034686603,-6.6902356,-6.7919226,-2.184326,-2.2303611,-0.0460351
5,-0.18860638,-0.05202186,"('distant', 'outgoing')",-0.35866553,-0.30060726,-0.84088075,-0.6973553,-0.4627175,-0.3499948,0.1127227
6,-0.14388388,-0.01511161,"('distant', 'open')",-0.7159161,-0.62117094,-1.0539615,-0.8825714,-0.6379205,-0.5062846,0.1316359
7,-0.34478557,-0.3404089,"('insensitive', 'sensitive')",-0.35468066,-0.24252106,0.17682195,0.23231916,-0.1742148,-0.1168703,0.0573445
8,0.1455333,0.13991942,"('unaffectionate', 'affectionate')",0.30295405,0.20944831,0.29298908,0.2493009,0.2471588,0.1995562,-0.0476026
9,0.5791646,0.5821036,"('unaffectionate', 'caring')",0.60091466,0.551516,0.7068783,0.72838444,0.6289858,0.620668,-0.0083178
10,-0.8969726,-0.87304664,"('unsympathetic', 'sympathetic')",-1.1415716,-1.026728,-0.21144082,-0.21890508,-0.749995,-0.7062266,0.0437684
11,0.49605796,0.54949415,"('unhelpful', 'helpful')",-0.4310897,-0.36224207,2.568626,2.5654879,0.8778648,0.91758,0.0397152
12,0.56160426,0.7264781,"('unsupportive', 'supportive')",0.21235806,0.34712186,-1.9186352,-1.8509356,-0.3815576,-0.2591119,0.1224457
13,0.8578516,0.8451452,"('impolite', 'polite')",0.10590404,0.1826194,0.20226528,0.19354886,0.3886737,0.4071045,0.0184308
14,0.6023457,0.51617193,"('antisocial', 'social')",1.093476,1.09973,0.5404443,0.44244358,0.745422,0.6861152,-0.0593068
15,0.89508003,0.7780793,"('boring', 'funny')",0.4348199,0.3382863,0.49492335,0.45630354,0.6082744,0.524223,-0.0840514
16,-0.15771088,-0.20777962,"('unpopular', 'popular')",-0.65895754,-0.7135761,0.2826738,0.18580902,-0.1779982,-0.2451822,-0.067184
17,-0.7208331,-0.6948352,"('nasty', 'nice')",-0.5652124,-0.48517525,0.025791759,0.0201805,-0.4200846,-0.38661,0.0334746
18,0.90051997,0.94805706,"('disagreeable', 'welcoming')",-0.8313707,-0.85043997,-0.9900184,-0.97386885,-0.3069564,-0.2920839,0.0148725
19,-0.603545,-0.5516498,"('inhospitable', 'hospitable')",-1.0711213,-1.0346056,-0.38991022,-0.33937067,-0.6881922,-0.6418753,0.0463169
20,-0.22027636,-0.24115661,"('rough', 'thoughtful')",-0.280308,-0.26530468,0.23890217,0.28604132,-0.0872274,-0.0734733,0.0137541
21,0.10527049,0.054128103,"('immoral', 'moral')",0.16759726,0.25811246,-0.26900053,-0.21813625,0.0012891,0.0313681,0.030079
22,-0.61014295,-0.52355945,"('untrustworthy', 'trustworthy')",-0.50969726,-0.4234882,-0.40497074,-0.34315252,-0.5082703,-0.4300667,0.0782036
23,-0.15259655,-0.1680812,"('insincere', 'sincere')",0.41888765,0.49800727,6.4422255,6.4119515,2.2361722,2.2472925,0.0111203
24,0.33432028,0.33210295,"('dishonest', 'honest')",-0.043461267,0.049487438,0.86553025,0.9438476,0.3854631,0.4418127,0.0563496
25,0.18184672,0.14988992,"('egoistic', 'altruistic')",0.96424234,0.8718777,1.1464113,1.0819371,0.7641668,0.7012349,-0.0629319
26,1.088261,1.025948,"('hardhearted', 'benevolent')",1.8213426,1.5844325,1.5404744,1.4386251,1.4833593,1.3496685,-0.1336908
27,-0.57016945,-0.5279368,"('hardhearted', 'softhearted')",-1.2139467,-1.1415573,0.14820226,0.187385,-0.5453046,-0.4940364,0.0512682
28,-0.0337151,-0.21817875,"('disloyal', 'loyal')",-0.027281772,-0.117660835,0.9420718,0.75548786,0.2936916,0.1398828,-0.1538088
29,-0.7675408,-0.8520819,"('unfair', 'fair')",-0.3943038,-0.3532201,-0.93567854,-0.9817555,-0.6991744,-0.7290192,-0.0298448
30,0.5232467,0.4172209,"('intolerant', 'tolerant')",-0.017637372,-0.005921934,1.0274196,1.089003,0.5110096,0.5001007,-0.0109089
31,-0.5231188,-0.43030572,"('evil', 'good')",-0.5787622,-0.5186364,-1.4866732,-1.4590397,-0.8628515,-0.8026606,0.0601909
32,-0.026071303,-0.13711366,"('unkind', 'kind')",0.26719803,0.15198013,1.2211057,1.1063243,0.4874108,0.3737303,-0.1136805
33,0.8703164,0.86021125,"('wrong', 'right')",0.49734843,0.4586988,-0.47801086,-0.4863558,0.2965513,0.2775181,-0.0190332
34,-0.37220103,-0.28686476,"('mean', 'honorable')",-0.3262437,-0.26036382,5.171136,5.314746,1.490897,1.5891724,0.0982754
35,0.21264428,0.029424522,"('corrupt', 'incorrupt')",-0.4213333,-0.56641525,-1.1206673,-1.2041672,-0.4431188,-0.580386,-0.1372672
36,0.45366165,0.36728716,"('hostile', 'amicable')",-0.557646,-0.66637087,-0.7981633,-0.9190865,-0.3007159,-0.4060567,-0.1053408
37,-0.816562,-0.7878634,"('fake', 'genuine')",-1.4860253,-1.4176358,-0.18404594,-0.15058625,-0.8288778,-0.7853618,0.043516
38,0.2856195,0.34573805,"('untruthful', 'truthful')",0.014132768,0.09417735,0.24733664,0.3317791,0.182363,0.2572315,0.0748685
39,1.0934392,1.1714436,"('exploitative', 'cooperative')",0.20058289,0.30791146,0.24469373,0.3639579,0.5129053,0.6144377,0.1015324
40,0.1888929,0.28667495,"('stingy', 'generous')",0.15167427,0.24633971,-2.7620747,-2.7441068,-0.8071692,-0.7370307,0.0701385
41,0.16310109,0.20888565,"('unforgiving', 'forgiving')",0.11082326,0.1358349,0.6040326,0.5458358,0.2926523,0.2968521,0.0041998
42,0.5029831,0.60433733,"('unreliable', 'reliable')",0.10624237,0.24815355,-2.913954,-2.8151987,-0.7682428,-0.6542359,0.1140069
43,0.061491355,0.15719111,"('irresponsible', 'responsible')",-0.81267565,-0.62230134,0.6283782,0.74916166,-0.0409354,0.0946838,0.1356192
